"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".G.I"	""	"1"	"1.0"	"1.0"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"2"	"1.0"	"2.5"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"vi"	""	""	""	""	false
"ii6"	""	"3"	"1.0"	"4.0"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"ii"	""	"6"	""	""	false
"V7(4)"	""	"4"	"1.0"	"5.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"7"	"4"	""	false
"V7"	""	"4"	"1.5"	"6.0"	"3/8"	"130"	"13"	"4"	1.0	"G"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"5"	"1.0"	"7.0"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"I"	""	""	""	""	false
"vi64"	""	"6"	"1.0"	"8.5"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"vi"	""	"64"	""	""	false
"ii6"	""	"7"	"1.0"	"10.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"ii"	""	"6"	""	""	false
"ii"	""	"7"	"1.5"	"10.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"ii"	""	""	""	""	false
"V7"	""	"7"	"2.0"	"11.0"	"3/8"	"130"	"13"	"4"	1.0	"G"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"8"	"1.5"	"12.0"	"3/8"	"130"	"13"	"4"	1.0	"G"	"I"	""	"I"	""	""	""	""	true
"I"	""	"9"	"1.0"	"13.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"9"	"1.5"	"13.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"9"	"2.0"	"14.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"V6"	""	"10"	"1.0"	"14.5"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"V"	""	"6"	""	""	false
"I"	""	"11"	"1.0"	"16.0"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"I"	""	""	""	""	false
"V"	""	"12"	"1.0"	"17.5"	"3/8"	"130"	"13"	"4"	1.0	"G"	"I"	""	"V"	""	""	""	""	false
"V2"	""	"12"	"2.0"	"18.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"13"	"1.0"	"19.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"I"	""	"6"	""	""	false
"V43"	""	"13"	"1.5"	"19.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"13"	"2.0"	"20.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"V6"	""	"14"	"1.0"	"20.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"6"	""	""	false
"vi7"	""	"14"	"1.5"	"21.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"vi"	""	"7"	""	""	false
"V6"	""	"14"	"2.0"	"21.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"6"	""	""	false
"I"	""	"15"	"1.0"	"22.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"V6"	""	"15"	"1.5"	"22.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"6"	""	""	false
"#viio6/V"	""	"15"	"2.0"	"23.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"#vii"	"o"	"6"	""	"V"	false
"V"	""	"16"	"1.0"	"23.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	""	""	""	false
"#viio/V"	""	"16"	"1.5"	"24.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"#vii"	"o"	""	""	"V"	false
"V2"	""	"16"	"2.0"	"24.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"17"	"1.0"	"25.0"	"3/8"	"130"	"13"	"4"	1.0	"G"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"17"	"2.0"	"26.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"vi64"	""	"18"	"1.0"	"26.5"	"3/8"	"130"	"13"	"4"	1.5	"G"	"I"	""	"vi"	""	"64"	""	""	false
"ii6"	""	"19"	"1.0"	"28.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"ii"	""	"6"	""	""	false
"ii"	""	"19"	"1.5"	"28.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"ii"	""	""	""	""	false
"ii6"	""	"19"	"2.0"	"29.0"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"ii"	""	"6"	""	""	false
"ii65"	""	"20"	"1.0"	"29.5"	"3/8"	"130"	"13"	"4"	0.5	"G"	"I"	""	"ii"	""	"65"	""	""	false
"V7"	""	"20"	"1.5"	"30.0"	"3/8"	"130"	"13"	"4"	1.0	"G"	"I"	""	"V"	""	"7"	""	""	false
