"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".Bb.vi"	""	"1"	"1.0"	"1.0"	"2/4"	"130"	"13"	"6"	4.0	"Bb"	"I"	""	"vi"	""	""	""	""	false
"vi[V7/ii"	""	"3"	"1.0"	"5.0"	"2/4"	"130"	"13"	"6"	2.0	"Bb"	"I"	"vi"	"V"	""	"7"	""	"ii"	false
"ii"	""	"4"	"1.0"	"7.0"	"2/4"	"130"	"13"	"6"	2.0	"Bb"	"I"	"vi"	"ii"	""	""	""	""	false
"V7/ii"	""	"5"	"1.0"	"9.0"	"2/4"	"130"	"13"	"6"	2.0	"Bb"	"I"	"vi"	"V"	""	"7"	""	"ii"	false
"ii]"	""	"6"	"1.0"	"11.0"	"2/4"	"130"	"13"	"6"	2.0	"Bb"	"I"	"vi"	"ii"	""	""	""	""	false
"V65"	""	"7"	"1.0"	"13.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"V"	""	"65"	""	""	false
"V7"	""	"7"	"2.0"	"14.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"8"	"1.0"	"15.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"8"	"2.0"	"16.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"vi"	""	""	""	""	false
"IV"	""	"9"	"1.0"	"17.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"IV"	""	""	""	""	false
"V"	""	"9"	"2.0"	"18.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"V"	""	""	""	""	false
"I"	""	"10"	"1.0"	"19.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V7/IV"	""	"10"	"2.0"	"20.0"	"2/4"	"130"	"13"	"6"	1.0	"Bb"	"I"	""	"V"	""	"7"	""	"IV"	false
"vi[V7/ii"	""	"11"	"1.0"	"21.0"	"2/4"	"130"	"13"	"6"	2.0	"Bb"	"I"	"vi"	"V"	""	"7"	""	"ii"	false
"ii"	""	"12"	"1.0"	"23.0"	"2/4"	"130"	"13"	"6"	2.0	"Bb"	"I"	"vi"	"ii"	""	""	""	""	false
