"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".Bb.I64"	""	"1"	"1.5"	"1.5"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"I"	""	"64"	""	""	false
"V65"	""	"1"	"2.5"	"2.5"	"3/4"	"18"	"6"	"3"	0.0	"Bb"	"I"	""	"V"	""	"65"	""	""	false
"I(94)"	""	"2"	"1.0"	"2.5"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"I"	""	""	"94"	""	false
"I"	""	"2"	"1.5"	"3.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V7"	""	"2"	"2.5"	"4.0"	"3/4"	"18"	"6"	"3"	1.5	"Bb"	"I"	""	"V"	""	"7"	""	""	false
"I(94)"	""	"3"	"1.0"	"5.5"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"I"	""	""	"94"	""	false
"I"	""	"3"	"1.5"	"6.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V7"	""	"3"	"2.5"	"7.0"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"3"	"3.0"	"7.5"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"I"	""	""	""	""	false
"V6"	""	"3"	"3.5"	"8.0"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"V"	""	"6"	""	""	false
"I(9)"	""	"4"	"1.0"	"8.5"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"I"	""	""	"9"	""	false
"I"	""	"4"	"1.5"	"9.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V7"	""	"4"	"2.5"	"10.0"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"4"	"3.0"	"10.5"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"I"	""	""	""	""	false
"ii6"	""	"4"	"3.5"	"11.0"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"ii"	""	"6"	""	""	false
"V\\\\"	""	"5"	"1.0"	"11.5"	"3/4"	"18"	"6"	"3"	1.5	"Bb"	"I"	""	"V"	""	""	""	""	true
"vii%7"	""	"5"	"2.5"	"13.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"vii"	"%"	"7"	""	""	false
"#viio/ii"	""	"5"	"3.5"	"14.0"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"#vii"	"o"	""	""	"ii"	false
"ii(94)"	""	"6"	"1.0"	"14.5"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"ii"	""	""	"94"	""	false
"ii"	""	"6"	"1.5"	"15.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"ii"	""	""	""	""	false
"#viio7/vi"	""	"6"	"2.5"	"16.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"#vii"	"o"	"7"	""	"vi"	false
"vi"	""	"6"	"3.5"	"17.0"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"vi"	""	""	""	""	false
"ii6(2)"	""	"7"	"1.0"	"17.5"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"ii"	""	"6"	"2"	""	false
"ii6"	""	"7"	"1.5"	"18.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"ii"	""	"6"	""	""	false
"ii"	""	"7"	"2.5"	"19.0"	"3/4"	"18"	"6"	"3"	1.0	"Bb"	"I"	""	"ii"	""	""	""	""	false
"ii6"	""	"7"	"3.5"	"20.0"	"3/4"	"18"	"6"	"3"	0.5	"Bb"	"I"	""	"ii"	""	"6"	""	""	false
"V7"	""	"8"	"1.0"	"20.5"	"3/4"	"18"	"6"	"3"	2.5	"Bb"	"I"	""	"V"	""	"7"	""	""	false
