"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".Eb.I"	""	"1"	"1.0"	"1.0"	"2/4"	"18"	"6"	"2"	2.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"2"	"1.0"	"3.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"V2"	""	"2"	"2.0"	"4.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"3"	"1.0"	"5.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"V6"	""	"3"	"2.0"	"6.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"V"	""	"6"	""	""	false
"I"	""	"4"	"1.0"	"7.0"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"I"	""	""	""	""	false
"ii6"	""	"4"	"1.5"	"7.5"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"ii"	""	"6"	""	""	false
"V7\\\\"	""	"4"	"2.0"	"8.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"V"	""	"7"	""	""	true
"I"	""	"5"	"1.0"	"9.0"	"2/4"	"18"	"6"	"2"	1.5	"Eb"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"5"	"2.5"	"10.5"	"2/4"	"18"	"6"	"2"	0.75	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"V43"	""	"6"	"1.25"	"11.25"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"V"	""	"43"	""	""	false
"V65"	""	"6"	"1.75"	"11.75"	"2/4"	"18"	"6"	"2"	0.75	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"V7"	""	"6"	"2.5"	"12.5"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"V2"	""	"6"	"2.75"	"12.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"7"	"1.0"	"13.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"ii65"	""	"7"	"2.0"	"14.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"ii"	""	"65"	""	""	false
"V(64)"	""	"8"	"1.0"	"15.0"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"V"	""	""	"64"	""	false
"V7"	""	"8"	"1.5"	"15.5"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"8"	"2.0"	"16.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	true
"V[V7"	""	"9"	"1.0"	"17.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	"V"	"V"	""	"7"	""	""	false
"V2"	""	"9"	"2.0"	"18.0"	"2/4"	"18"	"6"	"2"	0.75	"Eb"	"I"	"V"	"V"	""	"2"	""	""	false
"#viio6/ii"	""	"9"	"2.75"	"18.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"I"	"V"	"#vii"	"o"	"6"	""	"ii"	false
"V2"	""	"10"	"1.0"	"19.0"	"2/4"	"18"	"6"	"2"	0.75	"Eb"	"I"	"V"	"V"	""	"2"	""	""	false
"viio/V"	""	"10"	"1.75"	"19.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"I"	"V"	"vii"	"o"	""	""	"V"	false
"V]"	""	"10"	"2.0"	"20.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	"V"	"V"	""	""	""	""	false
"V7"	""	"11"	"1.0"	"21.0"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"V65"	""	"11"	"1.5"	"21.5"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"V43"	""	"11"	"2.0"	"22.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"12"	"1.0"	"23.0"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"12"	"1.5"	"23.5"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"vi"	""	""	""	""	false
"V(9)"	""	"12"	"2.0"	"24.0"	"2/4"	"18"	"6"	"2"	0.375	"Eb"	"I"	""	"V"	""	""	"9"	""	false
"V"	""	"12"	"2.375"	"24.375"	"2/4"	"18"	"6"	"2"	0.625	"Eb"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"13"	"1.0"	"25.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"13"	"2.0"	"26.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"14"	"1.0"	"27.0"	"2/4"	"18"	"6"	"2"	1.75	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"V7"	""	"14"	"2.75"	"28.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"I6"	""	"15"	"1.0"	"29.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"IV"	""	"15"	"2.0"	"30.0"	"2/4"	"18"	"6"	"2"	0.875	"Eb"	"I"	""	"IV"	""	""	""	""	false
"ii6"	""	"15"	"2.875"	"30.875"	"2/4"	"18"	"6"	"2"	0.125	"Eb"	"I"	""	"ii"	""	"6"	""	""	false
"V(64)"	""	"16"	"1.0"	"31.0"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"V"	""	""	"64"	""	false
"V7"	""	"16"	"1.5"	"31.5"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"16"	"2.0"	"32.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	true
"i.V"	""	"17"	"1.0"	"33.0"	"2/4"	"18"	"6"	"2"	0.75	"Eb"	"i"	""	"V"	""	""	""	""	false
"V6"	""	"17"	"1.75"	"33.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"i"	""	"V"	""	"6"	""	""	false
"i"	""	"17"	"2.0"	"34.0"	"2/4"	"18"	"6"	"2"	0.75	"Eb"	"i"	""	"i"	""	""	""	""	false
"V6"	""	"17"	"2.75"	"34.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"i"	""	"V"	""	"6"	""	""	false
"i"	""	"18"	"1.0"	"35.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"i"	""	"i"	""	""	""	""	false
"v.i"	""	"18"	"2.0"	"36.0"	"2/4"	"18"	"6"	"2"	1.0	"Eb"	"v"	""	"i"	""	""	""	""	false
"V"	""	"19"	"1.0"	"37.0"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"v"	""	"V"	""	""	""	""	false
"i6"	""	"19"	"1.5"	"37.5"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"v"	""	"i"	""	"6"	""	""	false
"V65"	""	"19"	"1.75"	"37.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"v"	""	"V"	""	"65"	""	""	false
"i"	""	"19"	"2.0"	"38.0"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"v"	""	"i"	""	""	""	""	false
"V7"	""	"19"	"2.25"	"38.25"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"v"	""	"V"	""	"7"	""	""	false
"VI"	""	"19"	"2.5"	"38.5"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"v"	""	"VI"	""	""	""	""	false
"iv"	""	"19"	"2.75"	"38.75"	"2/4"	"18"	"6"	"2"	0.25	"Eb"	"v"	""	"iv"	""	""	""	""	false
"V(64)"	""	"20"	"1.0"	"39.0"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"v"	""	"V"	""	""	"64"	""	false
"V"	""	"20"	"1.5"	"39.5"	"2/4"	"18"	"6"	"2"	0.5	"Eb"	"v"	""	"V"	""	""	""	""	false
