"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".Bb.I"	""	"1"	"1.0"	"1.0"	"2/2"	"18"	"6"	"1"	20.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V7"	""	"6"	"1.0"	"21.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"V"	""	"7"	""	""	false
"I6"	""	"7"	"1.0"	"25.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"7"	"3.0"	"27.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"8"	"1.0"	"29.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"9"	"1.0"	"33.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V7"	""	"10"	"1.0"	"37.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"V"	""	"7"	""	""	false
"I6"	""	"11"	"1.0"	"41.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"11"	"3.0"	"43.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"12"	"1.0"	"45.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"vi"	""	""	""	""	false
"V7/V"	""	"12"	"3.0"	"47.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	"7"	""	"V"	false
"V\\\\"	""	"13"	"1.0"	"49.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	""	""	""	true
"V65/V"	""	"13"	"3.0"	"51.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	"65"	""	"V"	false
"V"	""	"14"	"1.0"	"53.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	""	""	""	false
"V65/V"	""	"14"	"3.0"	"55.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	"65"	""	"V"	false
"V"	""	"15"	"1.0"	"57.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	""	""	""	false
"V65/V"	""	"15"	"3.0"	"59.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	"65"	""	"V"	false
"V"	""	"16"	"1.0"	"61.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	""	""	""	false
"V65/V"	""	"16"	"3.0"	"63.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"V"	""	"65"	""	"V"	false
"V"	""	"17"	"1.0"	"65.0"	"2/2"	"18"	"6"	"1"	1.0	"Bb"	"I"	""	"V"	""	""	""	""	false
"V/V"	""	"17"	"2.0"	"66.0"	"2/2"	"18"	"6"	"1"	1.0	"Bb"	"I"	""	"V"	""	""	""	"V"	false
"V"	""	"17"	"3.0"	"67.0"	"2/2"	"18"	"6"	"1"	1.0	"Bb"	"I"	""	"V"	""	""	""	""	false
"V/V"	""	"17"	"4.0"	"68.0"	"2/2"	"18"	"6"	"1"	1.0	"Bb"	"I"	""	"V"	""	""	""	"V"	false
"V\\\\"	""	"18"	"1.0"	"69.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"V"	""	""	""	""	true
"I"	""	"19"	"1.0"	"73.0"	"2/2"	"18"	"6"	"1"	20.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"24"	"1.0"	"93.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"25"	"1.0"	"97.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"26"	"1.0"	"101.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"27"	"1.0"	"105.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"28"	"1.0"	"109.0"	"2/2"	"18"	"6"	"1"	4.0	"Bb"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"29"	"1.0"	"113.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"29"	"3.0"	"115.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"I"	""	"6"	""	""	false
"vi6"	""	"30"	"1.0"	"117.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"vi"	""	"6"	""	""	false
"#viio6/V"	""	"30"	"3.0"	"119.0"	"2/2"	"18"	"6"	"1"	2.0	"Bb"	"I"	""	"#vii"	"o"	"6"	""	"V"	false
