"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".c.i"	""	"1"	"1.0"	"1.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"i[i"	""	"2"	"1.0"	"2.0"	"4/4"	"18"	"4"	"1"	3.5	"c"	"I"	"i"	"i"	""	""	""	""	false
"#viio64(4)"	""	"2"	"4.5"	"5.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	"i"	"#vii"	"o"	"64"	"4"	""	false
"#viio64"	""	"2"	"5.0"	"6.0"	"4/4"	"18"	"4"	"1"	0.0	"c"	"I"	"i"	"#vii"	"o"	"64"	""	""	false
"#viio2"	""	"3"	"1.0"	"6.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	"i"	"#vii"	"o"	"2"	""	""	false
"i6"	""	"3"	"3.0"	"8.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	"i"	"i"	""	"6"	""	""	false
"iv6"	""	"4"	"1.0"	"10.0"	"4/4"	"18"	"4"	"1"	3.5	"c"	"I"	"i"	"iv"	""	"6"	""	""	false
"#iiio64(4)"	""	"4"	"4.5"	"13.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	"i"	"#iii"	"o"	"64"	"4"	""	false
"#iiio64"	""	"4"	"5.0"	"14.0"	"4/4"	"18"	"4"	"1"	0.0	"c"	"I"	"i"	"#iii"	"o"	"64"	""	""	false
"#iiio2"	""	"5"	"1.0"	"14.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	"i"	"#iii"	"o"	"2"	""	""	false
"iv6"	""	"5"	"3.0"	"16.0"	"4/4"	"18"	"4"	"1"	3.0	"c"	"I"	"i"	"iv"	""	"6"	""	""	false
"iio6"	""	"6"	"2.0"	"19.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	"i"	"ii"	"o"	"6"	""	""	false
"i64"	""	"6"	"4.0"	"21.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	"i"	"i"	""	"64"	""	""	false
"#viio64"	""	"7"	"1.0"	"22.0"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	"i"	"#vii"	"o"	"64"	""	""	false
"#viio7"	""	"7"	"1.5"	"22.5"	"4/4"	"18"	"4"	"1"	2.5	"c"	"I"	"i"	"#vii"	"o"	"7"	""	""	false
"i]"	""	"7"	"4.0"	"25.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	"i"	"i"	""	""	""	""	false
"ii6(2)"	""	"8"	"1.0"	"26.0"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"ii"	""	"6"	"2"	""	false
"ii6"	""	"8"	"1.5"	"26.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"ii"	""	"6"	""	""	false
"VI7"	""	"8"	"2.0"	"27.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"VI"	""	"7"	""	""	false
"#viio7"	""	"8"	"3.0"	"28.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"#vii"	"o"	"7"	""	""	false
"V7"	""	"8"	"4.0"	"29.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"V"	""	"7"	""	""	false
"i6"	""	"9"	"1.0"	"30.0"	"4/4"	"18"	"4"	"1"	1.5	"c"	"I"	""	"i"	""	"6"	""	""	false
"V65"	""	"9"	"2.5"	"31.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"V"	""	"65"	""	""	false
"i"	""	"9"	"3.0"	"32.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"i"	""	""	""	""	false
"V7"	""	"10"	"1.0"	"34.0"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"V"	""	"7"	""	""	false
"#viio43"	""	"10"	"1.5"	"34.5"	"4/4"	"18"	"4"	"1"	2.5	"c"	"I"	""	"#vii"	"o"	"43"	""	""	false
"i6"	""	"10"	"4.0"	"37.0"	"4/4"	"18"	"4"	"1"	1.5	"c"	"I"	""	"i"	""	"6"	""	""	false
"V65"	""	"11"	"1.5"	"38.5"	"4/4"	"18"	"4"	"1"	2.5	"c"	"I"	""	"V"	""	"65"	""	""	false
"i"	""	"11"	"4.0"	"41.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"ii%65(2)"	""	"12"	"1.0"	"42.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"ii"	"%"	"65"	"2"	""	false
"ii%65"	""	"12"	"2.0"	"43.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"ii"	"%"	"65"	""	""	false
"ii%43"	""	"12"	"3.0"	"44.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"ii"	"%"	"43"	""	""	false
"ii%65"	""	"12"	"4.0"	"45.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"ii"	"%"	"65"	""	""	false
"V65/V"	""	"13"	"1.0"	"46.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"V"	""	"65"	""	"V"	false
".Ger6"	""	"13"	"2.0"	"47.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"Ger"	""	"6"	""	""	false
"V(64)"	""	"13"	"3.0"	"48.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"V"	""	""	"64"	""	false
"V7"	""	"13"	"4.0"	"49.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"V"	""	"7"	""	""	false
"i\\\\"	""	"14"	"1.0"	"50.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"i"	""	""	""	""	true
"V"	""	"14"	"3.0"	"52.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"15"	"1.0"	"54.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"V"	""	"15"	"2.0"	"55.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"15"	"3.0"	"56.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"i"	""	""	""	""	false
"V"	""	"16"	"1.0"	"58.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"16"	"3.0"	"60.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"i"	""	""	""	""	false
"V"	""	"17"	"1.0"	"62.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"17"	"2.0"	"63.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"V"	""	"17"	"3.0"	"64.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"V"	""	""	""	""	false
"i6"	""	"18"	"1.0"	"66.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"i"	""	"6"	""	""	false
"#viio6"	""	"18"	"3.0"	"68.0"	"4/4"	"18"	"4"	"1"	2.0	"c"	"I"	""	"#vii"	"o"	"6"	""	""	false
"i(4)"	""	"19"	"1.0"	"70.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	"4"	""	false
"i"	""	"19"	"2.0"	"71.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"VII(4)"	""	"19"	"3.0"	"72.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"VII"	""	""	"4"	""	false
"viio6/VI"	""	"19"	"4.0"	"73.0"	"4/4"	"18"	"4"	"1"	1.5	"c"	"I"	""	"vii"	"o"	"6"	""	"VI"	false
"VI"	""	"20"	"1.5"	"74.5"	"4/4"	"18"	"4"	"1"	2.5	"c"	"I"	""	"VI"	""	""	""	""	false
".It6"	""	"20"	"4.0"	"77.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"It"	""	"6"	""	""	false
"V"	""	"21"	"1.0"	"78.0"	"4/4"	"18"	"4"	"1"	4.5	"c"	"I"	""	"V"	""	""	""	""	false
"V(64)"	""	"22"	"1.5"	"82.5"	"4/4"	"18"	"4"	"1"	3.5	"c"	"I"	""	"V"	""	""	"64"	""	false
"V(9)"	""	"23"	"1.0"	"86.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"V"	""	""	"9"	""	false
"V"	""	"23"	"2.0"	"87.0"	"4/4"	"18"	"4"	"1"	3.5	"c"	"I"	""	"V"	""	""	""	""	false
"V(64)"	""	"24"	"1.5"	"90.5"	"4/4"	"18"	"4"	"1"	3.5	"c"	"I"	""	"V"	""	""	"64"	""	false
"V(9)"	""	"25"	"1.0"	"94.0"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"V"	""	""	"9"	""	false
"V"	""	"25"	"1.5"	"94.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"25"	"2.0"	"95.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"V(9)"	""	"25"	"3.0"	"96.0"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"V"	""	""	"9"	""	false
"V"	""	"25"	"3.5"	"96.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"25"	"4.0"	"97.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"V\\\\"	""	"26"	"1.0"	"98.0"	"4/4"	"18"	"4"	"1"	4.0	"c"	"I"	""	"V"	""	""	""	""	true
"III.I"	""	"27"	"1.0"	"102.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"I"	""	""	""	""	false
"V2/IV"	""	"27"	"2.0"	"103.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"27"	"3.0"	"104.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"IV"	""	"6"	""	""	false
"I6"	""	"27"	"4.0"	"105.0"	"4/4"	"18"	"4"	"1"	0.5	"c"	"III"	""	"I"	""	"6"	""	""	false
"V65/IV"	""	"27"	"4.5"	"105.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"III"	""	"V"	""	"65"	""	"IV"	false
"IV"	""	"28"	"1.0"	"106.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"IV"	""	""	""	""	false
"V2/IV"	""	"28"	"2.0"	"107.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"28"	"3.0"	"108.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"IV"	""	"6"	""	""	false
"V65/IV"	""	"28"	"4.0"	"109.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"V"	""	"65"	""	"IV"	false
"IV"	""	"29"	"1.0"	"110.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"IV"	""	""	""	""	false
"V65/IV"	""	"29"	"2.0"	"111.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"V"	""	"65"	""	"IV"	false
"IV"	""	"29"	"3.0"	"112.0"	"4/4"	"18"	"4"	"1"	1.0	"c"	"III"	""	"IV"	""	""	""	""	false
"V65/IV"	""	"29"	"4.0"	"113.0"	"4/4"	"18"	"4"	"1"	4.5	"c"	"III"	""	"V"	""	"65"	""	"IV"	false
"IV\\\\"	""	"30"	"4.5"	"117.5"	"4/4"	"18"	"4"	"1"	0.5	"c"	"III"	""	"IV"	""	""	""	""	true
