"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".C.V"	""	"1"	"1.0"	"1.0"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	""	"V"	""	""	""	""	false
"I"	""	"2"	"1.0"	"2.5"	"3/8"	"18"	"4"	"2"	3.0	"C"	"I"	""	"I"	""	""	""	""	false
"V6"	""	"4"	"1.0"	"5.5"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	""	"V"	""	"6"	""	""	false
"I"	""	"5"	"1.0"	"7.0"	"3/8"	"18"	"4"	"2"	1.0	"C"	"I"	""	"I"	""	""	""	""	false
"vi6"	""	"5"	"2.0"	"8.0"	"3/8"	"18"	"4"	"2"	0.5	"C"	"I"	""	"vi"	""	"6"	""	""	false
"V.V"	""	"6"	"1.0"	"8.5"	"3/8"	"18"	"4"	"2"	1.0	"C"	"V"	""	"V"	""	""	""	""	false
"V7"	""	"6"	"2.0"	"9.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"V"	""	"7"	""	""	false
"I"	""	"7"	"1.0"	"10.0"	"3/8"	"18"	"4"	"2"	1.5	"C"	"V"	""	"I"	""	""	""	""	false
"IV6"	""	"8"	"1.0"	"11.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"IV"	""	"6"	""	""	false
"IV"	""	"8"	"1.5"	"12.0"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"IV"	""	""	""	""	false
"ii"	""	"8"	"2.0"	"12.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"ii"	""	""	""	""	false
"V65"	""	"9"	"1.0"	"13.0"	"3/8"	"18"	"4"	"2"	1.0	"C"	"V"	""	"V"	""	"65"	""	""	false
"V"	""	"9"	"2.0"	"14.0"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"V"	""	""	""	""	false
"I64"	""	"10"	"1.0"	"14.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"I"	""	"64"	""	""	false
"I6"	""	"10"	"1.5"	"15.0"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"I"	""	"6"	""	""	false
"V2/IV"	""	"10"	"2.0"	"15.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"11"	"1.0"	"16.0"	"3/8"	"18"	"4"	"2"	0.5	"C"	"V"	""	"IV"	""	"6"	""	""	false
"I.ii7"	""	"11"	"1.5"	"16.5"	"3/8"	"18"	"4"	"2"	1.0	"C"	"I"	""	"ii"	""	"7"	""	""	false
"IV"	""	"12"	"1.0"	"17.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"I"	""	"IV"	""	""	""	""	false
"IV6"	""	"12"	"1.5"	"18.0"	"3/8"	"18"	"4"	"2"	1.0	"C"	"I"	""	"IV"	""	"6"	""	""	false
"V7"	""	"13"	"1.0"	"19.0"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"14"	"1.0"	"20.5"	"3/8"	"18"	"4"	"2"	1.0	"C"	"I"	""	"I"	""	""	""	""	true
"V2/IV"	""	"14"	"2.0"	"21.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"I"	""	"V"	""	"2"	""	"IV"	false
"V7/ii"	""	"15"	"1.0"	"22.0"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	""	"V"	""	"7"	""	"ii"	false
"ii"	""	"16"	"1.0"	"23.5"	"3/8"	"18"	"4"	"2"	1.0	"C"	"I"	""	"ii"	""	""	""	""	false
".bVII6"	""	"16"	"2.0"	"24.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"I"	""	"bVII"	""	"6"	""	""	false
"V7/IV"	""	"17"	"1.0"	"25.0"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	""	"V"	""	"7"	""	"IV"	false
"IV"	""	"18"	"1.0"	"26.5"	"3/8"	"18"	"4"	"2"	2.0	"C"	"I"	""	"IV"	""	""	""	""	false
"ii6"	""	"19"	"1.5"	"28.5"	"3/8"	"18"	"4"	"2"	0.5	"C"	"I"	""	"ii"	""	"6"	""	""	false
"V65/V"	""	"19"	"2.0"	"29.0"	"3/8"	"18"	"4"	"2"	0.5	"C"	"I"	""	"V"	""	"65"	""	"V"	false
"V[V"	""	"20"	"1.0"	"29.5"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	"V"	"V"	""	""	""	""	false
"V(64)"	""	"21"	"1.0"	"31.0"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	"V"	"V"	""	""	"64"	""	false
"V7"	""	"22"	"1.0"	"32.5"	"3/8"	"18"	"4"	"2"	1.5	"C"	"I"	"V"	"V"	""	"7"	""	""	false
