"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".c.i"	""	"1"	"1.0"	"1.0"	"2/2"	"18"	"4"	"4"	9.0	"c"	"I"	""	"i"	""	""	""	""	false
"V65"	""	"4"	"1.0"	"10.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"I"	""	"V"	""	"65"	""	""	false
"i"	""	"4"	"2.0"	"11.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"V"	""	"4"	"3.0"	"12.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"4"	"4.0"	"13.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"I"	""	"i"	""	""	""	""	false
"V"	""	"5"	"1.0"	"14.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"I"	""	"V"	""	""	""	""	false
"i"	""	"6"	"1.0"	"18.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"I"	""	"i"	""	""	""	""	false
"v.iv"	""	"7"	"1.0"	"22.0"	"2/2"	"18"	"4"	"4"	3.5	"c"	"v"	""	"iv"	""	""	""	""	false
"#viio7/V"	""	"7"	"4.5"	"25.5"	"2/2"	"18"	"4"	"4"	0.5	"c"	"v"	""	"#vii"	"o"	"7"	""	"V"	false
"V(64)"	""	"8"	"1.0"	"26.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"v"	""	"V"	""	""	"64"	""	false
".It6"	""	"8"	"2.0"	"27.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"v"	""	"It"	""	"6"	""	""	false
"V(64)"	""	"8"	"3.0"	"28.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"v"	""	"V"	""	""	"64"	""	false
"V"	""	"8"	"4.0"	"29.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"v"	""	"V"	""	""	""	""	false
"i\\\\"	""	"9"	"1.0"	"30.0"	"2/2"	"18"	"4"	"4"	8.0	"c"	"v"	""	"i"	""	""	""	""	true
"i.V7/iv"	""	"11"	"1.0"	"38.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"i"	""	"V"	""	"7"	""	"iv"	false
"iv"	""	"11"	"3.0"	"40.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"i"	""	"iv"	""	""	""	""	false
"VII7"	""	"12"	"1.0"	"42.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"i"	""	"VII"	""	"7"	""	""	false
"III"	""	"12"	"3.0"	"44.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"i"	""	"III"	""	""	""	""	false
"iv6(9)"	""	"13"	"1.0"	"46.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"i"	""	"iv"	""	"6"	"9"	""	false
"ii%43"	""	"13"	"3.0"	"48.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"ii"	"%"	"43"	""	""	false
".It6"	""	"13"	"4.0"	"49.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"It"	""	"6"	""	""	false
"V\\\\"	""	"14"	"1.0"	"50.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"i"	""	"V"	""	""	""	""	true
"i"	""	"15"	"1.0"	"54.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"i"	""	"i"	""	""	""	""	false
"i6"	""	"16"	"1.0"	"58.0"	"2/2"	"18"	"4"	"4"	1.5	"c"	"i"	""	"i"	""	"6"	""	""	false
"V2/iv"	""	"16"	"2.5"	"59.5"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"V"	""	"2"	""	"iv"	false
"iv65"	""	"16"	"3.5"	"60.5"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"iv"	""	"65"	""	""	false
"V64/iv"	""	"16"	"4.5"	"61.5"	"2/2"	"18"	"4"	"4"	0.5	"c"	"i"	""	"V"	""	"64"	""	"iv"	false
"iv"	""	"17"	"1.0"	"62.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"iv"	""	""	""	""	false
".It6"	""	"17"	"2.0"	"63.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"It"	""	"6"	""	""	false
"V(64)"	""	"17"	"3.0"	"64.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"V"	""	""	"64"	""	false
"V"	""	"17"	"4.0"	"65.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"V"	""	""	""	""	false
"i\\\\"	""	"18"	"1.0"	"66.0"	"2/2"	"18"	"4"	"4"	8.0	"c"	"i"	""	"i"	""	""	""	""	true
"VI.I"	""	"20"	"1.0"	"74.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"I"	""	""	""	""	false
"V43"	""	"21"	"1.0"	"78.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"V"	""	"43"	""	""	false
"I6"	""	"22"	"1.0"	"82.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"I"	""	"6"	""	""	false
"#viio6/V"	""	"22"	"3.0"	"84.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"#vii"	"o"	"6"	""	"V"	false
"V(4)"	""	"23"	"1.0"	"86.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	""	"4"	""	false
"V7"	""	"23"	"3.0"	"88.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	"7"	""	""	false
"#viio43/ii"	""	"24"	"1.0"	"90.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"#vii"	"o"	"43"	""	"ii"	false
"ii6"	""	"24"	"3.0"	"92.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"ii"	""	"6"	""	""	false
"viio43"	""	"25"	"1.0"	"94.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"vii"	"o"	"43"	""	""	false
"I6"	""	"25"	"3.0"	"96.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"I"	""	"6"	""	""	false
"ii6(94)"	""	"26"	"1.0"	"98.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"ii"	""	"6"	"94"	""	false
"ii6"	""	"26"	"2.0"	"99.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"ii"	""	"6"	""	""	false
"V(64)"	""	"26"	"3.0"	"100.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"V"	""	""	"64"	""	false
"V7"	""	"26"	"4.0"	"101.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"V"	""	"7"	""	""	false
"I(974)"	""	"27"	"1.0"	"102.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"I"	""	""	"974"	""	false
"I\\\\"	""	"27"	"3.0"	"104.0"	"2/2"	"18"	"4"	"4"	6.0	"c"	"VI"	""	"I"	""	""	""	""	true
"V"	""	"29"	"1.0"	"110.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"V"	""	""	""	""	false
"V7/V"	""	"30"	"1.0"	"114.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"V"	""	"7"	""	"V"	false
"V"	""	"31"	"1.0"	"118.0"	"2/2"	"18"	"4"	"4"	-10.0	"c"	"VI"	""	"V"	""	""	""	""	false
"V7"	""	"31"	"-9.0"	"108.0"	"2/2"	"18"	"4"	"4"	14.0	"c"	"VI"	""	"V"	""	"7"	""	""	false
"I"	""	"32"	"1.0"	"122.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"I"	""	""	""	""	false
"V"	""	"33"	"1.0"	"126.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"V"	""	""	""	""	false
"V7/V"	""	"34"	"1.0"	"130.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"V"	""	"7"	""	"V"	false
"V"	""	"35"	"1.0"	"134.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	""	""	""	false
"V7"	""	"35"	"3.0"	"136.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	"7"	""	""	false
"vi7"	""	"36"	"1.0"	"138.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"vi"	""	"7"	""	""	false
"V6"	""	"36"	"3.0"	"140.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"V"	""	"6"	""	""	false
"V65"	""	"36"	"4.0"	"141.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"V"	""	"65"	""	""	false
"I"	""	"37"	"1.0"	"142.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"I"	""	""	""	""	false
"V43"	""	"38"	"1.0"	"146.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"VI"	""	"V"	""	"43"	""	""	false
"I6"	""	"39"	"1.0"	"150.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"I"	""	"6"	""	""	false
"#viio6/V"	""	"39"	"3.0"	"152.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"#vii"	"o"	"6"	""	"V"	false
"V(4)"	""	"40"	"1.0"	"154.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	""	"4"	""	false
"V7"	""	"40"	"3.0"	"156.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	"7"	""	""	false
"V2/ii"	""	"41"	"1.0"	"158.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	"2"	""	"ii"	false
"ii6"	""	"41"	"3.0"	"160.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"ii"	""	"6"	""	""	false
"viio64"	""	"42"	"1.0"	"162.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"vii"	"o"	"64"	""	""	false
"V2"	""	"42"	"2.0"	"163.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"V"	""	"2"	""	""	false
"I6"	""	"42"	"3.0"	"164.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"I"	""	"6"	""	""	false
"I+6"	""	"42"	"4.0"	"165.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"I"	"+"	"6"	""	""	false
"IV"	""	"43"	"1.0"	"166.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"IV"	""	""	""	""	false
"ii6"	""	"43"	"2.0"	"167.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"VI"	""	"ii"	""	"6"	""	""	false
"V7"	""	"43"	"3.0"	"168.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"V"	""	"7"	""	""	false
"I(94)"	""	"44"	"1.0"	"170.0"	"2/2"	"18"	"4"	"4"	2.0	"c"	"VI"	""	"I"	""	""	"94"	""	false
"I\\\\"	""	"44"	"3.0"	"172.0"	"2/2"	"18"	"4"	"4"	6.0	"c"	"VI"	""	"I"	""	""	""	""	true
"i.i"	""	"46"	"1.0"	"178.0"	"2/2"	"18"	"4"	"4"	8.0	"c"	"i"	""	"i"	""	""	""	""	false
"V65"	""	"48"	"1.0"	"186.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"V"	""	"65"	""	""	false
"i"	""	"48"	"2.0"	"187.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"i"	""	""	""	""	false
"V"	""	"48"	"3.0"	"188.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"V"	""	""	""	""	false
"i"	""	"48"	"4.0"	"189.0"	"2/2"	"18"	"4"	"4"	1.0	"c"	"i"	""	"i"	""	""	""	""	false
"V\\\\"	""	"49"	"1.0"	"190.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"i"	""	"V"	""	""	""	""	true
"i"	""	"50"	"1.0"	"194.0"	"2/2"	"18"	"4"	"4"	4.0	"c"	"i"	""	"i"	""	""	""	""	false
