"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
"IV6"	""	"33"	"3.5"	"99.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"IV"	""	"6"	""	""	false
"iii6(+6)"	""	"34"	"1.0"	"100.0"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"iii"	""	"6"	"+6"	""	false
"ii6"	""	"34"	"1.5"	"100.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"ii"	""	"6"	""	""	false
"I6(+2)"	""	"34"	"2.0"	"101.0"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"I"	""	"6"	"+2"	""	false
"viio6"	""	"34"	"2.5"	"101.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"vii"	"o"	"6"	""	""	false
"I"	""	"34"	"3.0"	"102.0"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"I"	""	""	""	""	false
"V6"	""	"34"	"3.5"	"102.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"V"	""	"6"	""	""	false
"IV6"	""	"35"	"1.0"	"103.0"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"V"	""	"IV"	""	"6"	""	""	false
"V7"	""	"35"	"1.5"	"103.5"	"3/4"	"127"	"12"	"3"	2.5	"Eb"	"V"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"36"	"1.0"	"106.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"V"	""	"I"	""	""	""	""	true
"I\\\\"	""	"37"	"1.0"	"109.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"V"	""	"I"	""	""	""	""	true
"@none"	""	"38"	"1.0"	"112.0"	"3/4"	"127"	"12"	"3"	9.0	"Eb"	"V"	""	""	""	""	""	""	false
"vi.V"	""	"41"	"1.0"	"121.0"	"3/4"	"127"	"12"	"3"	1.5	"Eb"	"vi"	""	"V"	""	""	""	""	false
"V65"	""	"41"	"2.5"	"122.5"	"3/4"	"127"	"12"	"3"	1.5	"Eb"	"vi"	""	"V"	""	"65"	""	""	false
"i"	""	"42"	"1.0"	"124.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"vi"	""	"i"	""	""	""	""	false
"V"	""	"42"	"3.0"	"126.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"V"	""	""	""	""	false
"i"	""	"43"	"1.0"	"127.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"vi"	""	"i"	""	""	""	""	false
"V65"	""	"44"	"1.0"	"130.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"vi"	""	"V"	""	"65"	""	""	false
"i"	""	"44"	"3.0"	"132.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"i"	""	""	""	""	false
"V65"	""	"45"	"1.0"	"133.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"vi"	""	"V"	""	"65"	""	""	false
"i"	""	"46"	"1.0"	"136.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"vi"	""	"i"	""	""	""	""	false
"V2"	""	"46"	"3.0"	"138.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"V"	""	"2"	""	""	false
"i6"	""	"47"	"1.0"	"139.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"i"	""	"6"	""	""	false
"V6/iv"	""	"47"	"2.0"	"140.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"V"	""	"6"	""	"iv"	false
"V7/iv"	""	"47"	"3.0"	"141.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"V"	""	"7"	""	"iv"	false
"iv"	""	"48"	"1.0"	"142.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"vi"	""	"iv"	""	""	""	""	false
"iv(64)"	""	"48"	"3.0"	"144.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"iv"	""	""	"64"	""	false
"iv"	""	"49"	"1.0"	"145.0"	"3/4"	"127"	"12"	"3"	1.5	"Eb"	"vi"	""	"iv"	""	""	""	""	false
"V/iv"	""	"49"	"2.5"	"146.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"vi"	""	"V"	""	""	""	"iv"	false
"iv"	""	"49"	"3.0"	"147.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"iv"	""	""	""	""	false
"V6/iv"	""	"50"	"1.0"	"148.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"vi"	""	"V"	""	"6"	""	"iv"	false
"iv"	""	"50"	"3.0"	"150.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"iv"	""	""	""	""	false
"V65/iv"	""	"51"	"1.0"	"151.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"V"	""	"65"	""	"iv"	false
"iv"	""	"51"	"2.0"	"152.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"iv"	""	""	""	""	false
".bVII.viio43"	""	"51"	"3.0"	"153.0"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"bVII"	""	"vii"	"o"	"43"	""	""	false
"V64"	""	"51"	"3.5"	"153.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"bVII"	""	"V"	""	"64"	""	""	false
"I6"	""	"52"	"1.0"	"154.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"bVII"	""	"I"	""	"6"	""	""	false
"V65"	""	"52"	"3.0"	"156.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"bVII"	""	"V"	""	"65"	""	""	false
"I"	""	"53"	"1.0"	"157.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"bVII"	""	"I"	""	""	""	""	false
"I64"	""	"53"	"3.0"	"159.0"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"bVII"	""	"I"	""	"64"	""	""	false
"I6"	""	"53"	"3.5"	"159.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"bVII"	""	"I"	""	"6"	""	""	false
"V2"	""	"54"	"1.0"	"160.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"bVII"	""	"V"	""	"2"	""	""	false
"I"	""	"54"	"3.0"	"162.0"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"bVII"	""	"I"	""	""	""	""	false
"I6"	""	"54"	"3.5"	"162.5"	"3/4"	"127"	"12"	"3"	0.5	"Eb"	"bVII"	""	"I"	""	"6"	""	""	false
"V43"	""	"55"	"1.0"	"163.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"bVII"	""	"V"	""	"43"	""	""	false
"IV6"	""	"55"	"3.0"	"165.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"bVII"	""	"IV"	""	"6"	""	""	false
"V6"	""	"55"	"3.75"	"165.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"bVII"	""	"V"	""	"6"	""	""	false
"I"	""	"56"	"1.0"	"166.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"bVII"	""	"I"	""	""	""	""	false
"V43"	""	"56"	"3.0"	"168.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"bVII"	""	"V"	""	"43"	""	""	false
"V2"	""	"56"	"3.75"	"168.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"bVII"	""	"V"	""	"2"	""	""	false
"i.#viio6"	""	"57"	"1.0"	"169.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"i"	""	"#vii"	"o"	"6"	""	""	false
"V65"	""	"57"	"3.0"	"171.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"i"	""	"V"	""	"65"	""	""	false
"i"	""	"58"	"1.0"	"172.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"i"	""	"i"	""	""	""	""	false
"ii"	""	"58"	"3.0"	"174.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"i"	""	"ii"	""	""	""	""	false
"V2"	""	"58"	"3.75"	"174.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"i"	""	"V"	""	"2"	""	""	false
"i6"	""	"59"	"1.0"	"175.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"i"	""	"i"	""	"6"	""	""	false
"#viio7"	""	"59"	"1.75"	"175.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"i"	""	"#vii"	"o"	"7"	""	""	false
"i"	""	"59"	"2.0"	"176.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"i"	""	"i"	""	""	""	""	false
"i6"	""	"59"	"2.75"	"176.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"i"	""	"i"	""	"6"	""	""	false
"iio"	""	"59"	"3.0"	"177.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"i"	""	"ii"	"o"	""	""	""	false
"i6"	""	"60"	"1.0"	"178.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"i"	""	"i"	""	"6"	""	""	false
".bIII.viio6"	""	"60"	"2.0"	"179.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"bIII"	""	"vii"	"o"	"6"	""	""	false
"vi7"	""	"60"	"2.75"	"179.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"bIII"	""	"vi"	""	"7"	""	""	false
"V65"	""	"60"	"3.0"	"180.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"bIII"	""	"V"	""	"65"	""	""	false
"I"	""	"61"	"1.0"	"181.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"bIII"	""	"I"	""	""	""	""	false
"IV6"	""	"62"	"1.0"	"184.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"bIII"	""	"IV"	""	"6"	""	""	false
"V(64)"	""	"63"	"1.0"	"187.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"bIII"	""	"V"	""	""	"64"	""	false
"V"	""	"64"	"1.0"	"190.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"bIII"	""	"V"	""	""	""	""	false
"i\\\\"	""	"65"	"1.0"	"193.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"bIII"	""	"i"	""	""	""	""	true
"i"	""	"65"	"2.0"	"194.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"bIII"	""	"i"	""	""	""	""	false
"iii.V6"	""	"66"	"1.0"	"196.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"iii"	""	"V"	""	"6"	""	""	false
"V"	""	"67"	"1.0"	"199.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"V"	""	""	""	""	false
"@none"	""	"67"	"2.0"	"200.0"	"3/4"	"127"	"12"	"3"	13.0	"Eb"	"iii"	""	""	""	""	""	""	false
"V"	""	"72"	"1.0"	"213.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"V"	""	""	""	""	false
"V6"	""	"72"	"2.0"	"214.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"V"	""	"6"	""	""	false
"i"	""	"73"	"1.0"	"215.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"i"	""	""	""	""	false
"i6"	""	"73"	"2.0"	"216.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"i"	""	"6"	""	""	false
"V64"	""	"74"	"1.0"	"217.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"V"	""	"64"	""	""	false
"i"	""	"74"	"2.0"	"218.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"i"	""	""	""	""	false
"IV"	""	"75"	"1.0"	"219.0"	"2/4"	"127"	"12"	"3"	0.5	"Eb"	"iii"	""	"IV"	""	""	""	""	false
"V"	""	"75"	"1.5"	"219.5"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"iii"	""	"V"	""	""	""	""	false
"i"	""	"75"	"2.5"	"220.5"	"2/4"	"127"	"12"	"3"	0.5	"Eb"	"iii"	""	"i"	""	""	""	""	false
"#viio43"	""	"76"	"1.0"	"221.0"	"3/4"	"127"	"12"	"3"	6.0	"Eb"	"iii"	""	"#vii"	"o"	"43"	""	""	false
"V7/iv"	""	"78"	"1.0"	"227.0"	"3/4"	"127"	"12"	"3"	3.0	"Eb"	"iii"	""	"V"	""	"7"	""	"iv"	false
"vi.i"	""	"79"	"1.0"	"230.0"	"2/4"	"127"	"12"	"3"	2.0	"Eb"	"vi"	""	"i"	""	""	""	""	false
"V64"	""	"80"	"1.0"	"232.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"V"	""	"64"	""	""	false
"i"	""	"80"	"2.0"	"233.0"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"i"	""	""	""	""	false
"IV"	""	"81"	"1.0"	"234.0"	"2/4"	"127"	"12"	"3"	0.5	"Eb"	"vi"	""	"IV"	""	""	""	""	false
"V"	""	"81"	"1.5"	"234.5"	"2/4"	"127"	"12"	"3"	1.0	"Eb"	"vi"	""	"V"	""	""	""	""	false
"ii.i"	""	"81"	"2.5"	"235.5"	"2/4"	"127"	"12"	"3"	0.5	"Eb"	"ii"	""	"i"	""	""	""	""	false
"V6"	""	"82"	"1.0"	"236.0"	"3/4"	"127"	"12"	"3"	6.0	"Eb"	"ii"	""	"V"	""	"6"	""	""	false
"V65"	""	"84"	"1.0"	"242.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"ii"	""	"V"	""	"65"	""	""	false
"iv6"	""	"84"	"3.0"	"244.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"ii"	""	"iv"	""	"6"	""	""	false
"V7"	""	"85"	"1.0"	"245.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"ii"	""	"V"	""	"7"	""	""	false
"V43"	""	"85"	"3.0"	"247.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"ii"	""	"V"	""	"43"	""	""	false
"i"	""	"86"	"1.0"	"248.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"ii"	""	"i"	""	""	""	""	false
"VI"	""	"86"	"3.0"	"250.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"ii"	""	"VI"	""	""	""	""	false
"i64"	""	"87"	"1.0"	"251.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"ii"	""	"i"	""	"64"	""	""	false
"#viio43"	""	"87"	"3.0"	"253.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"ii"	""	"#vii"	"o"	"43"	""	""	false
"i6"	""	"88"	"1.0"	"254.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"ii"	""	"i"	""	"6"	""	""	false
"I.I6"	""	"88"	"3.0"	"256.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"V43"	""	"89"	"1.0"	"257.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"89"	"3.0"	"259.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"90"	"1.0"	"260.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"90"	"2.0"	"261.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"viio6"	""	"90"	"3.0"	"262.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"I"	""	"vii"	"o"	"6"	""	""	false
"V2"	""	"90"	"3.75"	"262.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"91"	"1.0"	"263.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"ii43"	""	"91"	"3.0"	"265.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"ii"	""	"43"	""	""	false
"I6"	""	"92"	"1.0"	"266.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"IV"	""	"92"	"3.0"	"268.0"	"3/4"	"127"	"12"	"3"	0.75	"Eb"	"I"	""	"IV"	""	""	""	""	false
"#viio/V"	""	"92"	"3.75"	"268.75"	"3/4"	"127"	"12"	"3"	0.25	"Eb"	"I"	""	"#vii"	"o"	""	""	"V"	false
"V"	""	"93"	"1.0"	"269.0"	"3/4"	"127"	"12"	"3"	2.0	"Eb"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"93"	"3.0"	"271.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"V2"	""	"94"	"1.0"	"272.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"V"	""	"2"	""	""	false
"V65"	""	"94"	"2.0"	"273.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"I6"	""	"94"	"3.0"	"274.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"V"	""	"95"	"1.0"	"275.0"	"3/4"	"127"	"12"	"3"	1.0	"Eb"	"I"	""	"V"	""	""	""	""	false
