"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".Ab.V7"	""	"1"	"2.0"	"2.0"	"12/8"	"127"	"12"	"2"	13.0	"Ab"	"I"	""	"V"	""	"7"	""	""	false
"I64"	""	"4"	"1.0"	"15.0"	"12/8"	"127"	"12"	"2"	1.5	"Ab"	"I"	""	"I"	""	"64"	""	""	false
"I"	""	"4"	"2.5"	"16.5"	"12/8"	"127"	"12"	"2"	4.5	"Ab"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"5"	"1.0"	"21.0"	"12/8"	"127"	"12"	"2"	3.0	"Ab"	"I"	""	"V"	""	"65"	""	""	false
"V43"	""	"5"	"4.0"	"24.0"	"12/8"	"127"	"12"	"2"	3.0	"Ab"	"I"	""	"V"	""	"43"	""	""	false
"I6"	""	"6"	"1.0"	"27.0"	"12/8"	"127"	"12"	"2"	4.5	"Ab"	"I"	""	"I"	""	"6"	""	""	false
"I64"	""	"6"	"5.5"	"31.5"	"12/8"	"127"	"12"	"2"	4.5	"Ab"	"I"	""	"I"	""	"64"	""	""	false
"V"	""	"7"	"4.0"	"36.0"	"12/8"	"127"	"12"	"2"	1.5	"Ab"	"I"	""	"V"	""	""	""	""	false
"vi2"	""	"7"	"5.5"	"37.5"	"12/8"	"127"	"12"	"2"	1.0	"Ab"	"I"	""	"vi"	""	"2"	""	""	false
"V7"	""	"7"	"6.5"	"38.5"	"12/8"	"127"	"12"	"2"	0.5	"Ab"	"I"	""	"V"	""	"7"	""	""	false
"I64"	""	"8"	"1.0"	"39.0"	"12/8"	"127"	"12"	"2"	1.5	"Ab"	"I"	""	"I"	""	"64"	""	""	false
"vi"	""	"8"	"2.5"	"40.5"	"12/8"	"127"	"12"	"2"	1.5	"Ab"	"I"	""	"vi"	""	""	""	""	false
"I"	""	"8"	"4.0"	"42.0"	"12/8"	"127"	"12"	"2"	3.0	"Ab"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"9"	"1.0"	"45.0"	"12/8"	"127"	"12"	"2"	6.0	"Ab"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"10"	"1.0"	"51.0"	"12/8"	"127"	"12"	"2"	1.5	"Ab"	"I"	""	"I"	""	""	""	""	false
"#viio6(+4)/vi"	""	"10"	"2.5"	"52.5"	"12/8"	"127"	"12"	"2"	1.0	"Ab"	"I"	""	"#vii"	"o"	"6"	"+4"	"vi"	false
"vi6"	""	"10"	"3.5"	"53.5"	"12/8"	"127"	"12"	"2"	0.5	"Ab"	"I"	""	"vi"	""	"6"	""	""	false
"V7/V"	""	"10"	"4.0"	"54.0"	"12/8"	"127"	"12"	"2"	1.5	"Ab"	"I"	""	"V"	""	"7"	""	"V"	false
"V64"	""	"10"	"5.5"	"55.5"	"12/8"	"127"	"12"	"2"	1.0	"Ab"	"I"	""	"V"	""	"64"	""	""	false
"V7/V"	""	"10"	"6.5"	"56.5"	"12/8"	"127"	"12"	"2"	0.5	"Ab"	"I"	""	"V"	""	"7"	""	"V"	false
"V[V7/V"	""	"11"	"1.0"	"57.0"	"12/8"	"127"	"12"	"2"	3.0	"Ab"	"I"	"V"	"V"	""	"7"	""	"V"	false
"V6]\\\\"	""	"11"	"4.0"	"60.0"	"12/8"	"127"	"12"	"2"	1.0	"Ab"	"I"	"V"	"V"	""	"6"	""	""	true
"V43"	""	"11"	"5.0"	"61.0"	"12/8"	"127"	"12"	"2"	2.0	"Ab"	"I"	""	"V"	""	"43"	""	""	false
"V65"	""	"12"	"1.0"	"63.0"	"12/8"	"127"	"12"	"2"	3.0	"Ab"	"I"	""	"V"	""	"65"	""	""	false
"V43(4)"	""	"12"	"4.0"	"66.0"	"12/8"	"127"	"12"	"2"	1.0	"Ab"	"I"	""	"V"	""	"43"	"4"	""	false
"V43"	""	"12"	"5.0"	"67.0"	"12/8"	"127"	"12"	"2"	0.5	"Ab"	"I"	""	"V"	""	"43"	""	""	false
"V43(4)"	""	"12"	"5.5"	"67.5"	"12/8"	"127"	"12"	"2"	1.0	"Ab"	"I"	""	"V"	""	"43"	"4"	""	false
"V43"	""	"12"	"6.5"	"68.5"	"12/8"	"127"	"12"	"2"	0.5	"Ab"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"13"	"1.0"	"69.0"	"12/8"	"127"	"12"	"2"	3.0	"Ab"	"I"	""	"I"	""	""	""	""	false
