"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".d.i"	""	"1"	"1.0"	"1.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	""	""	""	false
"i6"	""	"1"	"2.5"	"2.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	"6"	""	""	false
"#viio6"	""	"1"	"4.0"	"4.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"#vii"	"o"	"6"	""	""	false
"i"	""	"2"	"1.0"	"5.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	""	""	""	false
"i6"	""	"2"	"2.5"	"7.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	"6"	""	""	false
"V43"	""	"2"	"4.0"	"8.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"V"	""	"43"	""	""	false
"i"	""	"3"	"1.0"	"10.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	""	""	""	false
"i6"	""	"3"	"2.5"	"11.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	"6"	""	""	false
"V"	""	"3"	"4.0"	"13.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"V"	""	""	""	""	false
"i"	""	"4"	"1.0"	"14.5"	"9/8"	"18"	"1"	"2"	3.0	"d"	"I"	""	"i"	""	""	""	""	false
"VI6"	""	"4"	"4.0"	"17.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"VI"	""	"6"	""	""	false
"#viio65(2)"	""	"5"	"1.0"	"19.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"#vii"	"o"	"65"	"2"	""	false
"#viio65"	""	"5"	"2.5"	"20.5"	"9/8"	"18"	"1"	"2"	7.5	"d"	"I"	""	"#vii"	"o"	"65"	""	""	false
"i6(2)"	""	"7"	"1.0"	"28.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	"6"	"2"	""	false
"i6"	""	"7"	"2.5"	"29.5"	"9/8"	"18"	"1"	"2"	2.0	"d"	"I"	""	"i"	""	"6"	""	""	false
"#viio6"	""	"7"	"4.5"	"31.5"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"#vii"	"o"	"6"	""	""	false
"i"	""	"7"	"5.0"	"32.0"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"i"	""	""	""	""	false
"ii%65(2)"	""	"8"	"1.0"	"32.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"ii"	"%"	"65"	"2"	""	false
"ii%65"	""	"8"	"2.5"	"34.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"ii"	"%"	"65"	""	""	false
"V65/V"	""	"8"	"4.0"	"35.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"V"	""	"65"	""	"V"	false
"V\\\\"	""	"9"	"1.0"	"37.0"	"9/8"	"18"	"1"	"2"	2.0	"d"	"I"	""	"V"	""	""	""	""	true
"V65"	""	"9"	"3.0"	"39.0"	"9/8"	"18"	"1"	"2"	1.0	"d"	"I"	""	"V"	""	"65"	""	""	false
"i"	""	"9"	"4.0"	"40.0"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"i"	""	""	""	""	false
"iio6"	""	"9"	"4.5"	"40.5"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"ii"	"o"	"6"	""	""	false
"#viio/V"	""	"9"	"5.0"	"41.0"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"#vii"	"o"	""	""	"V"	false
"V\\\\"	""	"10"	"1.0"	"41.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"V"	""	""	""	""	true
"V"	""	"10"	"2.5"	"43.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"V"	""	""	""	""	false
"i"	""	"10"	"4.0"	"44.5"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"i"	""	""	""	""	false
"iio6"	""	"10"	"4.5"	"45.0"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"ii"	"o"	"6"	""	""	false
"#viio/V"	""	"10"	"5.0"	"45.5"	"9/8"	"18"	"1"	"2"	0.5	"d"	"I"	""	"#vii"	"o"	""	""	"V"	false
"V[V"	""	"11"	"1.0"	"46.0"	"9/8"	"18"	"1"	"2"	3.0	"d"	"I"	"V"	"V"	""	""	""	""	false
"VI6"	""	"11"	"4.0"	"49.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	"V"	"VI"	""	"6"	""	""	false
"V6]"	""	"12"	"1.0"	"50.5"	"9/8"	"18"	"1"	"2"	3.0	"d"	"I"	"V"	"V"	""	"6"	""	""	false
"VI"	""	"12"	"4.0"	"53.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"VI"	""	""	""	""	false
"V"	""	"13"	"1.0"	"55.0"	"9/8"	"18"	"1"	"2"	4.5	"d"	"I"	""	"V"	""	""	""	""	false
"i"	""	"14"	"1.0"	"59.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	""	""	""	false
"i6"	""	"14"	"2.5"	"61.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	"6"	""	""	false
"V43"	""	"14"	"4.0"	"62.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"V"	""	"43"	""	""	false
"i"	""	"15"	"1.0"	"64.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	""	""	""	false
"i6"	""	"15"	"2.5"	"65.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"i"	""	"6"	""	""	false
"V7"	""	"15"	"4.0"	"67.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"I"	""	"V"	""	"7"	""	""	false
"i"	""	"16"	"1.0"	"68.5"	"9/8"	"18"	"1"	"2"	1.0	"d"	"I"	""	"i"	""	""	""	""	false
"VI6"	""	"16"	"2.0"	"69.5"	"9/8"	"18"	"1"	"2"	2.0	"d"	"I"	""	"VI"	""	"6"	""	""	false
"III.Ger6"	""	"16"	"4.0"	"71.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"Ger"	""	"6"	""	""	false
"V7(4)"	""	"17"	"1.0"	"73.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"7"	"4"	""	false
"V7"	""	"17"	"2.5"	"74.5"	"9/8"	"18"	"1"	"2"	3.0	"d"	"III"	""	"V"	""	"7"	""	""	false
"v%43"	""	"18"	"1.0"	"77.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"v"	"%"	"43"	""	""	false
"V7/IV"	""	"18"	"2.5"	"79.0"	"9/8"	"18"	"1"	"2"	3.0	"d"	"III"	""	"V"	""	"7"	""	"IV"	false
"V7(4)/bVII"	""	"19"	"1.0"	"82.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"7"	"4"	"bVII"	false
"V7/bVII"	""	"19"	"2.5"	"83.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"7"	""	"bVII"	false
"#viio7/V"	""	"19"	"4.0"	"85.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"#vii"	"o"	"7"	""	"V"	false
"V\\\\"	""	"20"	"1.0"	"86.5"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	""	"V"	""	""	""	""	true
"iv6"	""	"21"	"1.0"	"91.0"	"9/8"	"18"	"1"	"2"	3.5	"d"	"III"	""	"iv"	""	"6"	""	""	false
".Ger6"	""	"21"	"4.5"	"94.5"	"9/8"	"18"	"1"	"2"	1.0	"d"	"III"	""	"Ger"	""	"6"	""	""	false
"V"	""	"22"	"1.0"	"95.5"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	""	"V"	""	""	""	""	false
"V2"	""	"23"	"1.0"	"100.0"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	""	"V"	""	"2"	""	""	false
"I6"	""	"24"	"1.0"	"104.5"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	""	"I"	""	"6"	""	""	false
"V65"	""	"25"	"1.0"	"109.0"	"9/8"	"18"	"1"	"2"	3.0	"d"	"III"	""	"V"	""	"65"	""	""	false
"V7"	""	"25"	"4.0"	"112.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"7"	""	""	false
"I"	""	"26"	"1.0"	"113.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"V7"	""	"26"	"2.5"	"115.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"7"	""	""	false
"I"	""	"26"	"4.0"	"116.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"V2(9)"	""	"27"	"1.0"	"118.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"2"	"9"	""	false
"I6"	""	"27"	"2.5"	"119.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	"6"	""	""	false
"V65"	""	"27"	"4.0"	"121.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"65"	""	""	false
"I"	""	"28"	"1.0"	"122.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"V7"	""	"28"	"2.5"	"124.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"7"	""	""	false
"I"	""	"28"	"4.0"	"125.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"V2(9)"	""	"29"	"1.0"	"127.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"2"	"9"	""	false
"I6"	""	"29"	"2.5"	"128.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	"6"	""	""	false
"V65"	""	"29"	"4.0"	"130.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"65"	""	""	false
"I"	""	"30"	"1.0"	"131.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"IV"	""	"30"	"2.5"	"133.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"IV"	""	""	""	""	false
"ii"	""	"30"	"4.0"	"134.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"ii"	""	""	""	""	false
"V/vi"	""	"31"	"1.0"	"136.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	""	""	"vi"	false
"vi"	""	"31"	"2.5"	"137.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"vi"	""	""	""	""	false
"ii"	""	"31"	"4.0"	"139.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"ii"	""	""	""	""	false
"V7"	""	"32"	"1.0"	"140.5"	"9/8"	"18"	"1"	"2"	3.0	"d"	"III"	""	"V"	""	"7"	""	""	false
".bVI"	""	"32"	"4.0"	"143.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"bVI"	""	""	""	""	false
".bII6"	""	"33"	"1.0"	"145.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"bII"	""	"6"	""	""	false
".Ger6"	""	"33"	"2.5"	"146.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"Ger"	""	"6"	""	""	false
"V7(4)"	""	"33"	"4.0"	"148.0"	"9/8"	"18"	"1"	"2"	0.5	"d"	"III"	""	"V"	""	"7"	"4"	""	false
"V7"	""	"33"	"4.5"	"148.5"	"9/8"	"18"	"1"	"2"	1.0	"d"	"III"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"34"	"1.0"	"149.5"	"9/8"	"18"	"1"	"2"	3.0	"d"	"III"	""	"I"	""	""	""	""	true
"IV"	""	"34"	"4.0"	"152.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"IV"	""	""	""	""	false
".bVII"	""	"35"	"1.0"	"154.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"bVII"	""	""	""	""	false
"viio7/IV"	""	"35"	"2.5"	"155.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"vii"	"o"	"7"	""	"IV"	false
"V65/IV"	""	"35"	"4.0"	"157.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"65"	""	"IV"	false
"iv"	""	"36"	"1.0"	"158.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"iv"	""	""	""	""	false
"V65"	""	"36"	"2.5"	"160.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"65"	""	""	false
"i"	""	"36"	"4.0"	"161.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"i"	""	""	""	""	false
".bII6"	""	"37"	"1.0"	"163.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"bII"	""	"6"	""	""	false
".Ger6"	""	"37"	"2.5"	"164.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"Ger"	""	"6"	""	""	false
"V7(4)"	""	"37"	"4.0"	"166.0"	"9/8"	"18"	"1"	"2"	0.5	"d"	"III"	""	"V"	""	"7"	"4"	""	false
"V7"	""	"37"	"4.5"	"166.5"	"9/8"	"18"	"1"	"2"	1.0	"d"	"III"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"38"	"1.0"	"167.5"	"9/8"	"18"	"1"	"2"	3.0	"d"	"III"	""	"I"	""	""	""	""	true
"I[I"	""	"38"	"4.0"	"170.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	"I"	"I"	""	""	""	""	false
"viio64]"	""	"39"	"1.0"	"172.0"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	"I"	"vii"	"o"	"64"	""	""	false
"I"	""	"40"	"1.0"	"176.5"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	""	"I"	""	""	""	""	false
"IV"	"ii"	"41"	"1.0"	"181.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"IV"	""	""	""	""	false
"V7"	""	"41"	"2.5"	"182.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	"7"	""	""	false
"I"	""	"41"	"4.0"	"184.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"V7"	""	"42"	"1.0"	"185.5"	"9/8"	"18"	"1"	"2"	1.0	"d"	"III"	""	"V"	""	"7"	""	""	false
"V(64)"	""	"42"	"2.0"	"186.5"	"9/8"	"18"	"1"	"2"	0.5	"d"	"III"	""	"V"	""	""	"64"	""	false
"V"	""	"42"	"2.5"	"187.0"	"9/8"	"18"	"1"	"2"	2.5	"d"	"III"	""	"V"	""	""	""	""	false
"viio64"	""	"42"	"5.0"	"189.5"	"9/8"	"18"	"1"	"2"	0.5	"d"	"III"	""	"vii"	"o"	"64"	""	""	false
"I6"	""	"43"	"1.0"	"190.0"	"9/8"	"18"	"1"	"2"	1.25	"d"	"III"	""	"I"	""	"6"	""	""	false
"viio6"	""	"43"	"2.25"	"191.25"	"9/8"	"18"	"1"	"2"	0.25	"d"	"III"	""	"vii"	"o"	"6"	""	""	false
"I"	""	"43"	"2.5"	"191.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"vi"	""	"43"	"4.0"	"193.0"	"9/8"	"18"	"1"	"2"	1.0	"d"	"III"	""	"vi"	""	""	""	""	false
"V65/vi"	""	"43"	"5.0"	"194.0"	"9/8"	"18"	"1"	"2"	0.5	"d"	"III"	""	"V"	""	"65"	""	"vi"	false
"vi"	""	"44"	"1.0"	"194.5"	"9/8"	"18"	"1"	"2"	1.0	"d"	"III"	""	"vi"	""	""	""	""	false
"ii6"	""	"44"	"2.0"	"195.5"	"9/8"	"18"	"1"	"2"	0.5	"d"	"III"	""	"ii"	""	"6"	""	""	false
"V(64)"	""	"44"	"2.5"	"196.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"V"	""	""	"64"	""	false
"V7(6)"	""	"44"	"4.0"	"197.5"	"9/8"	"18"	"1"	"2"	0.75	"d"	"III"	""	"V"	""	"7"	"6"	""	false
"V7"	""	"44"	"4.75"	"198.25"	"9/8"	"18"	"1"	"2"	0.75	"d"	"III"	""	"V"	""	"7"	""	""	false
"I"	""	"45"	"1.0"	"199.0"	"9/8"	"18"	"1"	"2"	1.5	"d"	"III"	""	"I"	""	""	""	""	false
"I\\\\"	""	"45"	"2.5"	"200.5"	"9/8"	"18"	"1"	"2"	3.0	"d"	"III"	""	"I"	""	""	""	""	true
"V2/IV"	""	"46"	"1.0"	"203.5"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	""	"V"	""	"2"	""	"IV"	false
"V7/ii"	""	"47"	"1.0"	"208.0"	"9/8"	"18"	"1"	"2"	4.5	"d"	"III"	""	"V"	""	"7"	""	"ii"	false
"iv.i"	""	"48"	"1.0"	"212.5"	"9/8"	"18"	"1"	"2"	1.5	"d"	"iv"	""	"i"	""	""	""	""	false
