"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".F.I"	""	"1"	"1.0"	"1.0"	"2/4"	"18"	"1"	"4"	2.0	"F"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"2"	"1.0"	"3.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"V"	""	"43"	""	""	false
"V65"	""	"2"	"2.0"	"4.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"V"	""	"65"	""	""	false
"V"	""	"3"	"1.0"	"5.0"	"2/4"	"18"	"1"	"4"	2.0	"F"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"4"	"1.0"	"7.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"4"	"2.0"	"8.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"5"	"1.0"	"9.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"5"	"1.5"	"9.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"5"	"2.0"	"10.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"6"	"1.0"	"11.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"6"	"1.5"	"11.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"6"	"2.0"	"12.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"7"	"1.0"	"13.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"7"	"1.5"	"13.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"V.IV"	""	"7"	"2.0"	"14.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"V"	""	"IV"	""	""	""	""	false
"V65/V"	""	"7"	"2.5"	"14.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"V"	""	"V"	""	"65"	""	"V"	false
"V(64)"	""	"8"	"1.0"	"15.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"V"	""	"V"	""	""	"64"	""	false
"V7"	""	"8"	"1.5"	"15.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"V"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"8"	"2.0"	"16.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"V"	""	"I"	""	""	""	""	true
"I.I"	""	"9"	"1.0"	"17.0"	"2/4"	"18"	"1"	"4"	2.0	"F"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"10"	"1.0"	"19.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"V"	""	"43"	""	""	false
"V65"	""	"10"	"2.0"	"20.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"V"	""	"65"	""	""	false
"V"	""	"11"	"1.0"	"21.0"	"2/4"	"18"	"1"	"4"	2.0	"F"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"12"	"1.0"	"23.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"12"	"2.0"	"24.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"13"	"1.0"	"25.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"13"	"1.5"	"25.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"13"	"2.0"	"26.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"14"	"1.0"	"27.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"14"	"1.5"	"27.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"14"	"2.0"	"28.0"	"2/4"	"18"	"1"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"15"	"1.0"	"29.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"15"	"1.5"	"29.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"15"	"2.0"	"30.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"I"	""	""	""	""	false
"#viio7/ii"	""	"15"	"2.5"	"30.5"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"#vii"	"o"	"7"	""	"ii"	false
"ii"	""	"16"	"1.0"	"31.0"	"2/4"	"18"	"1"	"4"	0.5	"F"	"I"	""	"ii"	""	""	""	""	false
