"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".E.I"	""	"1"	"1.0"	"1.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"I"	""	""	""	""	false
"V"	""	"1"	"3.0"	"3.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	""	""	""	false
"ii"	""	"2"	"1.0"	"5.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"ii"	""	""	""	""	false
"vi"	""	"2"	"3.0"	"7.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"vi"	""	""	""	""	false
"viio2"	""	"3"	"1.0"	"9.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"vii"	"o"	"2"	""	""	false
"I64"	""	"3"	"3.0"	"11.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"I"	""	"64"	""	""	false
"ii6(4)"	""	"3"	"4.0"	"12.0"	"4/4"	"59"	"8"	"2"	0.75	"E"	"I"	""	"ii"	""	"6"	"4"	""	false
"ii6"	""	"3"	"4.75"	"12.75"	"4/4"	"59"	"8"	"2"	0.25	"E"	"I"	""	"ii"	""	"6"	""	""	false
"V(64)"	""	"4"	"1.0"	"13.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	""	"64"	""	false
"V\\\\"	""	"4"	"3.0"	"15.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	""	""	""	true
"v6"	""	"5"	"1.0"	"17.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"v"	""	"6"	""	""	false
"IV"	""	"5"	"3.0"	"19.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"IV"	""	""	""	""	false
"V7"	""	"6"	"1.0"	"21.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	"7"	""	""	false
"V6/vi"	""	"6"	"3.0"	"23.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	"6"	""	"vi"	false
"#viio6/V"	""	"7"	"1.0"	"25.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"#vii"	"o"	"6"	""	"V"	false
"V7"	""	"7"	"3.0"	"27.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"8"	"1.0"	"29.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"I"	""	""	""	""	true
"V7"	""	"8"	"3.0"	"31.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"V"	""	"7"	""	""	false
"V2"	""	"8"	"4.0"	"32.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"9"	"1.0"	"33.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"I"	""	"6"	""	""	false
"viio6"	""	"9"	"3.0"	"35.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"vii"	"o"	"6"	""	""	false
"viio64"	""	"10"	"1.0"	"37.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"vii"	"o"	"64"	""	""	false
"vi64"	""	"10"	"3.0"	"39.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"vi"	""	"64"	""	""	false
"#viio7(6)/vi"	""	"11"	"1.0"	"41.0"	"4/4"	"59"	"8"	"2"	0.75	"E"	"I"	""	"#vii"	"o"	"7"	"6"	"vi"	false
"#viio7/vi"	""	"11"	"1.75"	"41.75"	"4/4"	"59"	"8"	"2"	0.25	"E"	"I"	""	"#vii"	"o"	"7"	""	"vi"	false
"#viio7(4)"	""	"11"	"2.0"	"42.0"	"4/4"	"59"	"8"	"2"	0.75	"E"	"I"	""	"#vii"	"o"	"7"	"4"	""	false
"#viio7/vi"	""	"11"	"2.75"	"42.75"	"4/4"	"59"	"8"	"2"	0.25	"E"	"I"	""	"#vii"	"o"	"7"	""	"vi"	false
"vi"	""	"11"	"3.0"	"43.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"vi"	""	""	""	""	false
"IV6(2)"	""	"11"	"4.0"	"44.0"	"4/4"	"59"	"8"	"2"	0.75	"E"	"I"	""	"IV"	""	"6"	"2"	""	false
"IV6"	""	"11"	"4.75"	"44.75"	"4/4"	"59"	"8"	"2"	0.25	"E"	"I"	""	"IV"	""	"6"	""	""	false
"V(64)"	""	"12"	"1.0"	"45.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	""	"64"	""	false
"V(+#7)"	""	"12"	"3.0"	"47.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"V"	""	""	"+#7"	""	false
"V\\\\"	""	"12"	"4.0"	"48.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"V"	""	""	""	""	true
"#viio/ii"	""	"13"	"1.0"	"49.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"#vii"	"o"	""	""	"ii"	false
"ii"	""	"13"	"3.0"	"51.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"ii"	""	""	""	""	false
"ii7"	""	"13"	"4.0"	"52.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"ii"	""	"7"	""	""	false
"V65/vi"	""	"14"	"1.0"	"53.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"V"	""	"65"	""	"vi"	false
"V65(2)/vi"	""	"14"	"2.0"	"54.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"V"	""	"65"	"2"	"vi"	false
"V6/vi"	""	"14"	"3.0"	"55.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	"6"	""	"vi"	false
"vi"	""	"15"	"1.0"	"57.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"vi"	""	""	""	""	false
"vi7"	""	"15"	"2.0"	"58.0"	"4/4"	"59"	"8"	"2"	1.0	"E"	"I"	""	"vi"	""	"7"	""	""	false
"V7"	""	"15"	"3.0"	"59.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"16"	"1.0"	"61.0"	"4/4"	"59"	"8"	"2"	4.0	"E"	"I"	""	"I"	""	""	""	""	true
"V7"	""	"17"	"1.0"	"65.0"	"4/4"	"59"	"8"	"2"	4.0	"E"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"18"	"1.0"	"69.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"18"	"3.0"	"71.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"I"	""	"6"	""	""	false
"V"	""	"19"	"1.0"	"73.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	""	""	""	false
"V65"	""	"19"	"3.0"	"75.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"20"	"1.0"	"77.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"I"	""	""	""	""	false
"vi6"	""	"20"	"3.0"	"79.0"	"4/4"	"59"	"8"	"2"	2.0	"E"	"I"	""	"vi"	""	"6"	""	""	false
