"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".D.I"	""	"1"	"1.0"	"1.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"I"	""	""	""	""	false
"I"	""	"2"	"1.0"	"2.0"	"3/4"	"18"	"3"	"3"	2.0	"D"	"I"	""	"I"	""	""	""	""	false
"I+"	""	"2"	"3.0"	"4.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"I"	"+"	""	""	""	false
"IV"	""	"3"	"1.0"	"5.0"	"3/4"	"18"	"3"	"3"	2.0	"D"	"I"	""	"IV"	""	""	""	""	false
"ii6"	""	"3"	"3.0"	"7.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"ii"	""	"6"	""	""	false
"V2(4)"	""	"4"	"1.0"	"8.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"V"	""	"2"	"4"	""	false
"V2"	""	"4"	"2.0"	"9.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"4"	"3.0"	"10.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"I"	""	"6"	""	""	false
"V(64)"	""	"5"	"1.0"	"11.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"V"	""	""	"64"	""	false
"V\\\\"	""	"5"	"2.0"	"12.0"	"3/4"	"18"	"3"	"3"	2.0	"D"	"I"	""	"V"	""	""	""	""	true
"I"	""	"6"	"1.0"	"14.0"	"3/4"	"18"	"3"	"3"	3.0	"D"	"I"	""	"I"	""	""	""	""	false
"vi(6)"	""	"7"	"1.0"	"17.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"vi"	""	""	"6"	""	false
"vi"	""	"7"	"2.0"	"18.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"I"	""	"vi"	""	""	""	""	false
"iii.#viio43"	""	"7"	"3.0"	"19.0"	"3/4"	"18"	"3"	"3"	1.0	"D"	"iii"	""	"#vii"	"o"	"43"	""	""	false
