"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".Eb.I"	""	"1"	"1.0"	"1.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"I"	""	"2"	"1.0"	"2.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"IV"	""	"2"	"2.0"	"3.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"IV"	""	""	""	""	false
"ii"	""	"3"	"2.0"	"5.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"ii"	""	""	""	""	false
"V65"	""	"4"	"2.0"	"7.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"V6"	""	"5"	"1.0"	"8.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"6"	""	""	false
"V7"	""	"5"	"2.0"	"9.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"V"	""	"6"	"1.0"	"10.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"6"	"2.0"	"11.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"7"	"2.0"	"13.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"I"	""	""	""	""	false
"#viio6/vi"	""	"7"	"2.75"	"13.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"#vii"	"o"	"6"	""	"vi"	false
"vi.i"	""	"8"	"1.0"	"14.0"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"vi"	""	"i"	""	""	""	""	false
"v6"	""	"8"	"1.5"	"14.5"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"vi"	""	"v"	""	"6"	""	""	false
"VI"	""	"8"	"2.0"	"15.0"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"vi"	""	"VI"	""	""	""	""	false
"iv6"	""	"8"	"2.5"	"15.5"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"vi"	""	"iv"	""	"6"	""	""	false
"V\\\\"	""	"9"	"1.0"	"16.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"vi"	""	"V"	""	""	""	""	true
"I.V7/vi"	""	"10"	"1.0"	"18.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"V"	""	"7"	""	"vi"	false
"V7/ii"	""	"11"	"1.0"	"20.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"7"	""	"ii"	false
"V7/V"	""	"11"	"2.0"	"21.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"7"	""	"V"	false
"V7"	""	"12"	"1.0"	"22.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"12"	"2.0"	"23.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
".Ger6/iii"	""	"13"	"1.0"	"24.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"Ger"	""	"6"	""	"iii"	false
"V/iii"	""	"13"	"2.0"	"25.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"V"	""	""	""	"iii"	false
"V43"	""	"14"	"2.0"	"27.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"V"	""	"43"	""	""	false
"vi64"	""	"14"	"2.75"	"27.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"vi"	""	"64"	""	""	false
"V2"	""	"15"	"1.0"	"28.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"2"	""	""	false
"V64"	""	"15"	"2.0"	"29.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"V"	""	"64"	""	""	false
"I"	""	"15"	"2.75"	"29.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"16"	"1.0"	"30.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"V6"	""	"16"	"2.0"	"31.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"V"	""	"6"	""	""	false
"I"	""	"16"	"2.75"	"31.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"17"	"1.0"	"32.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"43"	""	""	false
"V6"	""	"17"	"2.0"	"33.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"V"	""	"6"	""	""	false
"vi"	""	"17"	"2.75"	"33.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"vi"	""	""	""	""	false
"V7"	""	"18"	"1.0"	"34.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"vi7"	""	"18"	"2.0"	"35.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"vi"	""	"7"	""	""	false
"V65"	""	"18"	"2.75"	"35.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"19"	"1.0"	"36.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"ii7"	""	"19"	"2.0"	"37.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"ii"	""	"7"	""	""	false
"iii"	""	"19"	"2.75"	"37.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"iii"	""	""	""	""	false
"IV"	""	"20"	"1.0"	"38.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"IV"	""	""	""	""	false
"vii%7"	""	"20"	"2.0"	"39.0"	"2/4"	"74"	"10"	"4"	0.75	"Eb"	"I"	""	"vii"	"%"	"7"	""	""	false
"#viio/ii"	""	"20"	"2.75"	"39.75"	"2/4"	"74"	"10"	"4"	0.25	"Eb"	"I"	""	"#vii"	"o"	""	""	"ii"	false
"ii"	""	"21"	"1.0"	"40.0"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"I"	""	"ii"	""	""	""	""	false
"I6"	""	"21"	"1.5"	"40.5"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"I"	""	"I"	""	"6"	""	""	false
"ii6"	""	"21"	"2.0"	"41.0"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"I"	""	"ii"	""	"6"	""	""	false
"V7"	""	"21"	"2.5"	"41.5"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"22"	"1.0"	"42.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"I"	""	""	""	""	true
"I"	""	"23"	"1.0"	"44.0"	"2/4"	"74"	"10"	"4"	4.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"IV"	""	"25"	"1.0"	"48.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"IV"	""	""	""	""	false
"ii"	""	"26"	"1.0"	"50.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"ii"	""	""	""	""	false
"V6"	""	"27"	"1.0"	"52.0"	"2/4"	"74"	"10"	"4"	3.5	"Eb"	"I"	""	"V"	""	"6"	""	""	false
"#viio6/iii"	""	"28"	"2.5"	"55.5"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"I"	""	"#vii"	"o"	"6"	""	"iii"	false
"iii"	""	"29"	"1.0"	"56.0"	"2/4"	"74"	"10"	"4"	1.5	"Eb"	"I"	""	"iii"	""	""	""	""	false
"V43/vi"	""	"29"	"2.5"	"57.5"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"I"	""	"V"	""	"43"	""	"vi"	false
"vi.i"	""	"30"	"1.0"	"58.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"vi"	""	"i"	""	""	""	""	false
"IV6"	""	"30"	"2.0"	"59.0"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"vi"	""	"IV"	""	"6"	""	""	false
".Ger6"	""	"30"	"2.5"	"59.5"	"2/4"	"74"	"10"	"4"	0.5	"Eb"	"vi"	""	"Ger"	""	"6"	""	""	false
"V\\\\"	""	"31"	"1.0"	"60.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"vi"	""	"V"	""	""	""	""	true
"I.V2/vi"	""	"32"	"1.0"	"62.0"	"2/4"	"74"	"10"	"4"	2.0	"Eb"	"I"	""	"V"	""	"2"	""	"vi"	false
"V65/ii"	""	"33"	"1.0"	"64.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"65"	""	"ii"	false
"V2/V"	""	"33"	"2.0"	"65.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"2"	""	"V"	false
"V65"	""	"34"	"1.0"	"66.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"34"	"2.0"	"67.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
".Ger6/iii"	""	"35"	"1.0"	"68.0"	"2/4"	"74"	"10"	"4"	1.0	"Eb"	"I"	""	"Ger"	""	"6"	""	"iii"	false
"V/iii"	""	"35"	"2.0"	"69.0"	"2/4"	"74"	"10"	"4"	3.0	"Eb"	"I"	""	"V"	""	""	""	"iii"	false
