"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".Eb.I"	""	"1"	"1.0"	"1.0"	"4/4"	"74"	"10"	"1"	2.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"V2/IV"	""	"1"	"3.0"	"3.0"	"4/4"	"74"	"10"	"1"	1.5	"Eb"	"I"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"1"	"4.5"	"4.5"	"4/4"	"74"	"10"	"1"	0.5	"Eb"	"I"	""	"IV"	""	"6"	""	""	false
"V43/IV"	""	"2"	"1.0"	"5.0"	"4/4"	"74"	"10"	"1"	4.0	"Eb"	"I"	""	"V"	""	"43"	""	"IV"	false
"I"	""	"3"	"1.0"	"9.0"	"4/4"	"74"	"10"	"1"	2.0	"Eb"	"I"	""	"I"	""	""	""	""	false
"V2/IV"	""	"3"	"3.0"	"11.0"	"4/4"	"74"	"10"	"1"	1.5	"Eb"	"I"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"3"	"4.5"	"12.5"	"4/4"	"74"	"10"	"1"	0.5	"Eb"	"I"	""	"IV"	""	"6"	""	""	false
"viio65/ii"	""	"4"	"1.0"	"13.0"	"4/4"	"74"	"10"	"1"	4.0	"Eb"	"I"	""	"vii"	"o"	"65"	""	"ii"	false
".bVII6(6+#7)"	""	"5"	"1.0"	"17.0"	"4/4"	"74"	"10"	"1"	2.0	"Eb"	"I"	""	"bVII"	""	"6"	"6+#7"	""	false
".bVII6"	""	"5"	"3.0"	"19.0"	"4/4"	"74"	"10"	"1"	1.0	"Eb"	"I"	""	"bVII"	""	"6"	""	""	false
"V7"	""	"5"	"4.0"	"20.0"	"4/4"	"74"	"10"	"1"	1.0	"Eb"	"I"	""	"V"	""	"7"	""	""	false
"I(9+74)"	""	"6"	"1.0"	"21.0"	"4/4"	"74"	"10"	"1"	1.0	"Eb"	"I"	""	"I"	""	""	"9+74"	""	false
"I(+7b64)"	""	"6"	"2.0"	"22.0"	"4/4"	"74"	"10"	"1"	1.0	"Eb"	"I"	""	"I"	""	""	"+7b64"	""	false
"I"	""	"6"	"3.0"	"23.0"	"4/4"	"74"	"10"	"1"	1.0	"Eb"	"I"	""	"I"	""	""	""	""	false
