"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".c.i"	""	"1"	"1.5"	"1.5"	"3/4"	"74"	"10"	"3"	9.0	"c"	"I"	""	"i"	""	""	""	""	false
"#viio64/V"	""	"4"	"3.0"	"10.5"	"3/4"	"74"	"10"	"3"	1.0	"c"	"I"	""	"#vii"	"o"	"64"	""	"V"	false
"V"	""	"5"	"1.0"	"11.5"	"3/4"	"74"	"10"	"3"	10.0	"c"	"I"	""	"V"	""	""	""	""	false
"@none"	""	"8"	"2.0"	"21.5"	"3/4"	"74"	"10"	"3"	5.0	"c"	"I"	""	""	""	""	""	""	false
"VI"	""	"10"	"1.0"	"26.5"	"3/4"	"74"	"10"	"3"	3.0	"c"	"I"	""	"VI"	""	""	""	""	false
"V"	""	"11"	"1.0"	"29.5"	"3/4"	"74"	"10"	"3"	1.5	"c"	"I"	""	"V"	""	""	""	""	false
"VI"	""	"11"	"2.5"	"31.0"	"3/4"	"74"	"10"	"3"	1.5	"c"	"I"	""	"VI"	""	""	""	""	false
"V"	""	"12"	"1.0"	"32.5"	"3/4"	"74"	"10"	"3"	1.5	"c"	"I"	""	"V"	""	""	""	""	false
"VI"	""	"12"	"2.5"	"34.0"	"3/4"	"74"	"10"	"3"	1.5	"c"	"I"	""	"VI"	""	""	""	""	false
"V"	""	"13"	"1.0"	"35.5"	"3/4"	"74"	"10"	"3"	1.5	"c"	"I"	""	"V"	""	""	""	""	false
"VI"	""	"13"	"2.5"	"37.0"	"3/4"	"74"	"10"	"3"	1.5	"c"	"I"	""	"VI"	""	""	""	""	false
"V"	""	"14"	"1.0"	"38.5"	"3/4"	"74"	"10"	"3"	1.5	"c"	"I"	""	"V"	""	""	""	""	false
"iv.VI"	""	"14"	"2.5"	"40.0"	"3/4"	"74"	"10"	"3"	1.5	"c"	"iv"	""	"VI"	""	""	""	""	false
"V"	""	"15"	"1.0"	"41.5"	"3/4"	"74"	"10"	"3"	1.5	"c"	"iv"	""	"V"	""	""	""	""	false
"VI"	""	"15"	"2.5"	"43.0"	"3/4"	"74"	"10"	"3"	1.5	"c"	"iv"	""	"VI"	""	""	""	""	false
"V"	""	"16"	"1.0"	"44.5"	"3/4"	"74"	"10"	"3"	1.5	"c"	"iv"	""	"V"	""	""	""	""	false
"VI"	""	"16"	"2.5"	"46.0"	"3/4"	"74"	"10"	"3"	1.5	"c"	"iv"	""	"VI"	""	""	""	""	false
"V"	""	"17"	"1.0"	"47.5"	"3/4"	"74"	"10"	"3"	1.5	"c"	"iv"	""	"V"	""	""	""	""	false
"VI"	""	"17"	"2.5"	"49.0"	"3/4"	"74"	"10"	"3"	1.5	"c"	"iv"	""	"VI"	""	""	""	""	false
".bII.V6"	""	"18"	"1.0"	"50.5"	"3/4"	"74"	"10"	"3"	3.0	"c"	"bII"	""	"V"	""	"6"	""	""	false
"I"	""	"19"	"1.0"	"53.5"	"3/4"	"74"	"10"	"3"	6.0	"c"	"bII"	""	"I"	""	""	""	""	false
"IV"	""	"21"	"1.0"	"59.5"	"3/4"	"74"	"10"	"3"	6.0	"c"	"bII"	""	"IV"	""	""	""	""	false
"V7"	""	"23"	"1.0"	"65.5"	"3/4"	"74"	"10"	"3"	6.0	"c"	"bII"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"25"	"1.0"	"71.5"	"3/4"	"74"	"10"	"3"	3.0	"c"	"bII"	""	"I"	""	""	""	""	true
"I"	""	"26"	"1.0"	"74.5"	"3/4"	"74"	"10"	"3"	9.0	"c"	"bII"	""	"I"	""	""	""	""	false
"iv.ii%6"	""	"29"	"1.0"	"83.5"	"3/4"	"74"	"10"	"3"	3.0	"c"	"iv"	""	"ii"	"%"	"6"	""	""	false
"iio7"	""	"30"	"1.0"	"86.5"	"3/4"	"74"	"10"	"3"	3.0	"c"	"iv"	""	"ii"	"o"	"7"	""	""	false
"V7"	""	"31"	"1.0"	"89.5"	"3/4"	"74"	"10"	"3"	6.0	"c"	"iv"	""	"V"	""	"7"	""	""	false
"i"	""	"33"	"1.0"	"95.5"	"3/4"	"74"	"10"	"3"	6.0	"c"	"iv"	""	"i"	""	""	""	""	false
"i\\\\"	""	"35"	"1.0"	"101.5"	"3/4"	"74"	"10"	"3"	3.0	"c"	"iv"	""	"i"	""	""	""	""	true
