path	filename	extension	md5	label_count	KeySig	TimeSig	composer	movementTitle	musescore	copyright	workTitle	composed_start	composed_end
./n01op18-1_01.mscx	n01op18-1_01	.mscx	e4bbe85c0aabc31448e0a0d0237ce631	405	-1	3/4	Beethoven	Op. 18 no. 1 mvmnt 1	3.4.2			1799	1799
./n01op18-1_02.mscx	n01op18-1_02	.mscx	fc3f434030d6c41d6c044fb8c1d7f793	263	-1	9/8		op18_no1_mvmnt2_all	3.4.2			1799	1799
./n01op18-1_03.mscx	n01op18-1_03	.mscx	21b1326a5246c40dbe83a46382b4e642	203	-1	3/4	Beethoven	op.18 no.1 mvmnt.3	3.4.2			1799	1799
./n01op18-1_04.mscx	n01op18-1_04	.mscx	826b2ab5306c6e863234b934581cd1a7	598	-1	2/4	Beethoven	Op.18 no1:4	3.4.2			1799	1799
./n02op18-2_01.mscx	n02op18-2_01	.mscx	bbe52de2bf66f802858d35d891b08b26	486	1	2/4			3.4.2			1799	1799
./n02op18-2_02.mscx	n02op18-2_02	.mscx	078851337def8ff862ebcfffe985a81d	177	-1, 0	3/4, 2/4, 3/4			3.4.2			1799	1799
./n02op18-2_03.mscx	n02op18-2_03	.mscx	b577ae0571627a5832588d765f1af330	138	1, 0	3/4			3.4.2			1799	1799
./n02op18-2_04.mscx	n02op18-2_04	.mscx	af4b9e1cbe4f606293f54288fd67e07e	466	1	2/4			3.4.2			1799	1799
./n03op18-3_01.mscx	n03op18-3_01	.mscx	50ad18f5791d18feda69e537a9fa18a9	381	2	2/2	L van Beethoven	String Quartet Op18 No3	3.4.2	©		1798	1799
./n03op18-3_02.mscx	n03op18-3_02	.mscx	443a3ddac0748f62fed5b84404f3b988	394	-2	2/4	L van Beethoven	String Quartet Op18 No3	3.4.2	©		1798	1799
./n03op18-3_03.mscx	n03op18-3_03	.mscx	afb925644dd648a3c3e437fe3f5fc745	278	2, -1, 2	3/4	L van Beethoven	String Quartet Op18 No3	3.4.2	©		1798	1799
./n03op18-3_04.mscx	n03op18-3_04	.mscx	43b62c77e8ae41d79eb84cabcc7cb3aa	567	2	6/8	L van Beethoven	String Quartet Op18 No3	3.4.2	©		1798	1799
./n04op18-4_01.mscx	n04op18-4_01	.mscx	a93b8dd559a976a6dfd2a2a46a62860e	554	-3	4/4	L van Beethoven	String Quartet Op18 No4	3.4.2	©		1799	1800
./n04op18-4_02.mscx	n04op18-4_02	.mscx	be857f00570b8048f3ff6b0aea4a3776	369		3/8	L van Beethoven	String Quartet Op18 No4	3.4.2	©		1799	1800
./n04op18-4_03.mscx	n04op18-4_03	.mscx	99839a40d76ed138273480f4bdd881cb	148	-3, -4	3/4	L van Beethoven	String Quartet Op18 No4	3.4.2	©		1799	1800
./n04op18-4_04.mscx	n04op18-4_04	.mscx	bd09a895678a8df3558463d0969dadbe	387	-3, 0, -3	2/2	L van Beethoven	String Quartet Op18 No4	3.4.2	©		1799	1800
./n05op18-5_01.mscx	n05op18-5_01	.mscx	4404ba480cdadb144a68eb8fb8003c2f	431	3	6/8	L. van BEETHOVEN	String Quartet Op.18 No.5	3.4.2	©		1799	1799
./n05op18-5_02.mscx	n05op18-5_02	.mscx	56ef80eb686c235524f6b179c42a35a2	168	3	3/4	L. van BEETHOVEN	String Quartet Op.18 No.5	3.4.2	©		1799	1799
./n05op18-5_03.mscx	n05op18-5_03	.mscx	516ae4060ffdcbf9ba690670c454e546	247	2	2/4	L. van BEETHOVEN	String Quartet Op.18 No.5	3.4.2	©		1799	1799
./n05op18-5_04.mscx	n05op18-5_04	.mscx	4daa564dcc382a9f24b6f081daf58da9	567	3	2/2	L. van BEETHOVEN	String Quartet Op.18 No.5	3.4.2	©		1799	1799
./n06op18-6_01.mscx	n06op18-6_01	.mscx	b1ad031417ddc1570254f22a50465555	374	-2	2/2	L van Beethoven	Scherzo	3.4.2	©		1800	1800
./n06op18-6_02.mscx	n06op18-6_02	.mscx	7828a7c29ff3624f9bbc2097bce2616a	265	-3	2/4	L van Beethoven	Scherzo	3.4.2	©		1800	1800
./n06op18-6_03.mscx	n06op18-6_03	.mscx	206f99b25c0beb2339c0688701cced1f	168	-2	3/4	L van Beethoven	Scherzo	3.4.2	©		1800	1800
./n06op18-6_04.mscx	n06op18-6_04	.mscx	39cc53e61a1fb2e317973bbe7b4b5326	466	-2	2/4, 3/8, 2/4, 3/8, 2/4, 3/8	L van Beethoven	Scherzo	3.4.2	©		1800	1800
./n07op59-1_01.mscx	n07op59-1_01	.mscx	5413478d04312af6fb77ed0cbd1fad6b	482	-1	4/4			3.4.2	"<font size=""10""/>Prepared from Public Domain sources for Project Gutenberg"		1806	1806
./n07op59-1_02.mscx	n07op59-1_02	.mscx	cf3d4eb3e4f96bbf1736a80c26f9e355	635	-2	3/8			3.4.2			1806	1806
./n07op59-1_03.mscx	n07op59-1_03	.mscx	7890bd6455492180a4235fc66afba397	374	-4	2/4			3.4.2			1806	1806
./n07op59-1_04.mscx	n07op59-1_04	.mscx	6ce75f236e4b681f848941b87a15f523	605	-1	2/4			3.4.2			1806	1806
./n08op59-2_01.mscx	n08op59-2_01	.mscx	00c4999a406b4b8cc2f07cda0e68fc54	445	1	6/8	L. van Beethoven 	Op. 59 No. 2  Movement 1  Score	3.4.2	 		1806	1806
./n08op59-2_02.mscx	n08op59-2_02	.mscx	5a23bac643092c8908fb90b944d05824	326	4	4/4	L. van Beethoven	Op 59 No 2   2nd Movement - Score	3.4.2	 		1806	1806
./n08op59-2_03.mscx	n08op59-2_03	.mscx	e708c63ced966f4d549626c9fc7fcd8f	262	1, 4	3/4	L. van Beethoven	Op 59  No 2  3rd Movement - Score	3.4.2	 		1806	1806
./n08op59-2_04.mscx	n08op59-2_04	.mscx	f19f40464276d30b6871e5aba5754a24	567	1	2/2	L. van Beethoven	String Quartet Op 59 No. 2  - Fourth Movement	3.4.2			1806	1806
./n09op59-3_01.mscx	n09op59-3_01	.mscx	c5e399ff600ce2e10d2823f808c20248	515		3/4, 4/4	L. van Beethoven	Op. 59 No. 3  Movement 1 - String Quartet No. 9	3.4.2	 		1806	1806
./n09op59-3_02.mscx	n09op59-3_02	.mscx	71e2c194e2a841c449714190aea00060	483		6/8	L. van Beethoven	Op. 59 No. 3  Movement 1 - String Quartet No. 9	3.4.2	 		1806	1806
./n09op59-3_03.mscx	n09op59-3_03	.mscx	e40a27f92cc4ccb698651b1086123188	177	-1, 0	3/4	L. van Beethoven	Op. 59 No. 3  Movement 1 - String Quartet No. 9	3.4.2	 		1806	1806
./n09op59-3_04.mscx	n09op59-3_04	.mscx	c4bc620d6f13c40bc4fc6949e8dff01b	699		2/2	L. van Beethoven	Op. 59 No. 3  Movement 1 - String Quartet No. 9	3.4.2			1806	1806
./n10op74_01.mscx	n10op74_01	.mscx	ea323df1a4ca8fa73b5abc9c6f610ecf	446	-3	2/2, 4/4	L van Beethoven		3.4.2		String Quartet	1809	1809
./n10op74_02.mscx	n10op74_02	.mscx	1c6c23b73c46c6c96e83e7fe301d1627	304	-4	3/8	L van Beethoven		3.4.2		String Quartet	1809	1809
./n10op74_03.mscx	n10op74_03	.mscx	91de87233852b15a0661242034cc0a10	454	-3, 0, -3, 0, -3	3/4	L van Beethoven		3.4.2		String Quartet	1809	1809
./n10op74_04.mscx	n10op74_04	.mscx	4071bebbf80ba0aa412af723b508449f	322	-3	2/4	L van Beethoven		3.4.2		String Quartet	1809	1809
./n11op95_01.mscx	n11op95_01	.mscx	0bba68e572ec5cc0806ce7c9c1c1fcb7	245	-4	4/4			3.4.2			1810	1810
./n11op95_02.mscx	n11op95_02	.mscx	b0e02838d4ac3119d84e173e65574f46	353	2	2/4			3.4.2			1810	1810
./n11op95_03.mscx	n11op95_03	.mscx	a5b92ef35112e9f195da332f6ad1c80e	364	-4, 2, -4, 2, -3, -4	3/4			3.4.2			1810	1810
./n11op95_04.mscx	n11op95_04	.mscx	00900ebe4845e7f3f94d91ab9d453a53	327	-4, -1	2/4, 6/8, 2/2			3.4.2			1810	1810
./n12op127_01.mscx	n12op127_01	.mscx	29c74d2215182e98efa73bb9dd81dbe8	558	-3, -2, 1, -3, 0, -3	2/4, 3/4, 2/4, 3/4, 2/4, 3/4	L van Beethoven		3.4.2		String Quartet No12 Op127	1823	1824
./n12op127_02.mscx	n12op127_02	.mscx	1cb50d3ca2675aff959de1e3f706e9ba	542	-4, 4, 4, -4, 4, -4	12/8, 4/4, 2/2, 12/8	L van Beethoven		3.4.2		String Quartet No12 Op127	1823	1824
./n12op127_03.mscx	n12op127_03	.mscx	498aafc84e6bcc454001534d301d08f3	430	-3, -6, -2, -3	3/4, 2/4, 3/4, 2/4, 3/4, 3/4, 3/4, 3/4	L van Beethoven		3.4.2		String Quartet No12 Op127	1823	1824
./n12op127_04.mscx	n12op127_04	.mscx	b46117dc7a9dda6b2bc1f62cc077c2c4	689	-3, 0, -3	2/2, 6/8	L van Beethoven		3.4.2		String Quartet No12 Op127	1823	1824
./n13op130_01.mscx	n13op130_01	.mscx	3bdf222300644070b26cc8849b817151	723	-2, -6, 2, 1, -2, -4, -2	3/4, 4/4, 3/4, 4/4, 3/4, 4/4, 3/4, 4/4, 3/4, 4/4, 3/4, 4/4, 3/4, 4/4, 3/4, 4/4			3.4.2	"<font size=""10""/>Copyright 2002 Robert L. Jenks
Edition may be freely distributed, copied, or performed"		1825	1826
./n13op130_02.mscx	n13op130_02	.mscx	46f57be04b27898a7bcae07b83cdb8ab	186	-5, -2, -5	2/2, 6/4, 2/2, 6/4, 2/2, 6/4, 2/2			3.4.2	"<font size=""8.5""/>Copyright 2002, Robert L. Jenks"		1825	1826
./n13op130_03.mscx	n13op130_03	.mscx	aac325af217c524020bc46475e976eae	450	-5, -4, -5	4/4			3.4.2	"<font size=""8.5""/>Copyright2002 by Robert L. Jenks"		1825	1826
./n13op130_04.mscx	n13op130_04	.mscx	58a3500594dd6722de472a6dee1aafbb	295	1, 0, 1	3/8			3.4.2	"<font size=""10""/>Copyright 2003 by Robert L. Jenks"		1825	1826
./n13op130_05.mscx	n13op130_05	.mscx	74e71375c6a3252ab1ca514887554d14	189	-3	3/4			3.4.2	"<font size=""8.5""/>Copyright 2003 by Robert L. Jenks"		1825	1826
./n13op130_06.mscx	n13op130_06	.mscx	6eb5542087b5797b9abccadd6fb857e1	631	-2, -1, -4, -1, -3, -2, -3, -2	2/4			3.4.2	"<font size=""8.5""/>Copyright 2003 by Robert L. Jenks"		1825	1826
./n14op131_01.mscx	n14op131_01	.mscx	1a17c617991d6c266986b2e5a3f9353f	334	4, -6, 5, 3, 4	2/2			3.4.2			1826	1826
./n14op131_02.mscx	n14op131_02	.mscx	b29c3584f92bef8cd2ce6a971b475491	354	2	6/8			3.4.2			1826	1826
./n14op131_03.mscx	n14op131_03	.mscx	d86af8a4011bccfb0d08ca37f071089d	30	3	4/4			3.4.2			1826	1826
