id	mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	volta	special
0	1	1	0	.F.I																				
0	2	2	0	V																				
0	3	3	0	I																				
0	4	4	0	IV6																				
0	6	6	0	V65																				
0	7	7	0	I																				
0	7	7	1/4	vi																				
0	7	7	1/2	ii6																				
0	8	8	0	V(64)																				
0	8	8	1/2	V\\																				
0	9	9	0	I																				
0	10	10	0	V																				
0	11	11	0	I																				
0	12	12	0	IV6																				
0	14	14	0	#viio7(6)/vi																				
0	14	14	1/2	#viio7/vi																				
0	16	16	0	#viio7(4)/ii																				
0	16	16	1/2	#viio7/ii																				
0	18	18	0	ii6(11#7b6)																				
0	18	18	3/8	ii6																				
0	19	19	0	V(64)																				
0	19	19	1/2	V(6)																				
0	19	19	5/8	V7																				
0	20	20	0	I\\																				
0	21	21	0	I																				
0	22	22	0	#viio7(b4)/V																				
0	22	22	1/2	#viio7/V																				
0	24	24	0	V7(4)																				
0	24	24	1/2	V7																				
0	26	26	0	V7(4)/IV																				
0	26	26	1/2	V7/IV																				
0	27	27	0	ii6(9#4)																				
0	27	27	1/2	ii6																				
0	28	28	0	V7																				
0	29	29	0	I\\																				
0	30	30	0	V[I6																				
0	31	31	0	V64																				
0	31	31	3/8	V43																				
0	33	33	0	I6(6)																				
0	33	33	3/8	I6																				
0	35	35	0	V2(6)																				
0	35	35	3/8	V2																				
0	36	36	5/8	V2]																				
0	37	37	0	V65/vi																				
0	38	38	0	vi																				
0	39	39	0	V65/V																				
0	40	40	0	v.i																				
0	41	41	0	VI																				
0	43	43	0	V43/VI																				
0	45	45	0	VI6(6)																				
0	45	45	3/8	VI6																				
0	46	46	0	viio65/VII																				
0	47	47	0	#viio65																				
0	48	48	0	i6																				
0	48	48	1/4	iio6																				
0	48	48	1/2	#viio7/V																				
0	49	49	0	V																				
0	49	49	5/8	V(64)																				
0	50	50	0	V																				
0	50	50	5/8	V(64)																				
0	51	51	0	V																				
0	51	51	5/8	V(64)																				
0	52	52	0	V																				
0	52	52	5/8	V(64)																				
0	53	53	0	V																				
0	53	53	9/16	i																				
0	54	54	0	V																				
0	55	55	0	V\\																				
0	55	55	3/8	V.V																				
0	56	56	0	@none																				
0	57	57	0	ii																				
0	58	58	0	V																				
0	58	58	1/2	V2																				
0	59	59	0	I6																				
0	59	59	1/4	viio6																				
0	59	59	1/2	I																				
0	60	60	0	viio(64)																				
0	60	60	1/4	viio																				
0	60	60	1/2	@none																				
0	61	61	0	viio																				
0	62	62	0	V65/vi																				
0	62	62	1/2	viio64/vi																				
0	63	63	0	vi6																				
0	63	63	1/4	vi																				
0	63	63	1/2	V7/V																				
0	64	64	0	V(94)																				
0	64	64	1/4	V\\																				
0	64	64	3/8	@none																				
0	65	65	0	ii																				
0	66	66	0	V																				
0	66	66	1/2	V65																				
0	67	67	0	I																				
0	67	67	1/4	V43																				
0	67	67	1/2	I6																				
0	68	68	0	viio43(2)																				
0	68	68	1/4	viio43\\																				
0	68	68	1/2	@none																				
0	69	69	0	viio7																				
0	70	70	1/4	i																				
0	70	70	1/2	#viio7/V																				
0	71	71	0	V(b64)																				
0	71	71	1/2	V7																				
0	72	72	0	I\\																				
0	73	73	0	I																				
0	74	74	0	V43																				
0	76	76	0	#viio65/ii																				
0	77	77	0	viio																				
0	78	78	0	ii6																				
0	82	82	0	V																				
0	83	83	0	V7																				
0	84	84	0	I\\																				
0	84	84	1/4	I6																				
0	84	84	5/8	V64																				
0	85	85	1/8	viio																				
0	85	85	3/8	I																				
0	85	85	5/8	IV																				
0	86	86	1/8	I6																				
0	86	86	5/8	viio6																				
0	87	87	1/8	viio																				
0	89	89	0	I																				
0	90	90	0	V65/V																				
0	91	91	1/4	V(64)																				
0	91	91	1/2	V7																				
0	92	92	0	I\\																				
0	92	92	1/4	I6																				
0	92	92	5/8	viio6																				
0	93	93	1/8	viio																				
0	93	93	3/8	I																				
0	93	93	5/8	IV																				
0	94	94	1/8	I6																				
0	94	94	5/8	viio6																				
0	95	95	1/8	viio																				
0	97	97	0	i																				
0	98	98	0	.bVI																				
0	99	99	0	#viio7/V																				
0	99	99	1/2	.Ger6/vi																				
0	100	100	0	vi64																				
0	100	100	1/4	ii																				
0	100	100	1/2	V7																				
0	101	101	0	I[I64																				
0	103	103	0	V7																				
0	105	105	0	I64																				
0	107	107	0	V7																				
0	109	109	0	I64																				
0	109	109	1/4	I]																				
0	110	110	0	I																				
0	114	114	0	I\\																				
0	115	115	0	III.I																				
0	119	119	0	IV.I																				
0	120	120	0	I64																				
0	121	121	0	IV64																				
0	122	122	0	IV6																				
0	124	124	0	viio																				
0	126	126	0	I																				
0	127	127	0	vi.#viio																				
0	129	129	0	#viio7																				
0	131	131	0	#viio65																				
0	131	131	1/4	#viio7																				
0	131	131	1/2	i																				
0	132	132	0	#viio65																				
0	132	132	1/2	i6																				
0	133	133	0	#viio43																				
0	133	133	5/8	i6																				
0	134	134	0	#viio43																				
0	134	134	5/8	i6																				
0	135	135	0	@none																				
0	136	136	0	ii.#viio2																				
0	136	136	1/4	@none																				
0	137	137	0	#viio7																				
0	137	137	1/4	VI6																				
0	137	137	1/2	V65/ii																				
0	138	138	0	#viio65																				
0	138	138	1/2	i6																				
0	139	139	0	#viio43																				
0	139	139	5/8	i6																				
0	140	140	0	#viio43																				
0	140	140	5/8	i6																				
0	141	141	0	@none																				
0	142	142	0	v.#viio2																				
0	142	142	1/4	@none																				
0	142	142	1/2	V2/ii																				
0	143	143	0	#viio7																				
0	143	143	1/4	VI6																				
0	143	143	1/2	#viio/ii																				
0	144	144	0	V43																				
0	144	144	1/4	iio6																				
0	144	144	1/2	VIM43																				
0	145	145	0	#viio65																				
0	145	145	5/8	i6																				
0	146	146	0	#viio65																				
0	146	146	5/8	i6																				
0	147	147	0	i.#viio43																				
0	147	147	5/8	i6																				
0	148	148	0	#viio43																				
0	148	148	5/8	i6																				
0	149	149	0	iv.viio43																				
0	149	149	5/8	i6																				
0	150	150	0	viio43																				
0	150	150	5/8	i6																				
0	151	151	0	i																				
0	155	155	0	VI																				
0	156	156	0	i6																				
0	157	157	0	i																				
0	158	158	0	VI																				
0	158	158	1/4	i64																				
0	158	158	1/2	V65/V																				
0	159	159	0	i.i																				
0	160	160	0	i6																				
0	163	163	0	VI																				
0	164	164	0	i6																				
0	165	165	0	i																				
0	165	165	1/2	VI																				
0	166	166	1/4	i64																				
0	166	166	1/2	#viio7/V																				
0	167	167	0	I.V																				
0	168	168	0	V6																				
0	169	169	0	V64																				
0	170	170	0	V																				
0	171	171	0	V7																				
0	172	172	0	V																				
0	173	173	1/4	V7																				
0	176	176	0	V																				
0	176	176	1/2	V7																				
0	178	178	0	V																				
0	179	179	0	I																				
0	180	180	0	V																				
0	181	181	0	I																				
0	182	182	0	IV6																				
0	184	184	0	V65																				
0	185	185	0	I																				
0	185	185	1/4	vi																				
0	185	185	1/2	ii6																				
0	186	186	0	V(64)																				
0	186	186	1/2	V\\																				
0	187	187	0	@none																				
0	188	188	0	I6																				
0	189	189	0	.bVI.vi																				
0	189	189	1/4	IV																				
0	189	189	1/2	ii																				
0	190	190	0	V(64)																				
0	190	190	1/2	V																				
0	191	191	0	I\\																				
0	191	191	1/4	vi																				
0	191	191	1/2	ii6																				
0	192	192	0	V(64)																				
0	192	192	1/2	V																				
0	193	193	0	vi																				
0	193	193	1/4	IV																				
0	193	193	1/2	ii																				
0	194	194	0	V(64)/vi																				
0	194	194	1/2	V/vi																				
0	195	195	0	vi																				
0	195	195	1/4	IV																				
0	195	195	1/2	ii																				
0	196	196	0	I6																				
0	197	197	0	V7/IV																				
0	198	198	0	.bII.I																				
0	199	199	0	I																				
0	200	200	0	V43																				
0	202	202	0	I6(6)																				
0	202	202	3/8	I6																				
0	204	204	0	V6(6)																				
0	204	204	3/8	V6																				
0	205	205	1/2	V7																				
0	206	206	0	I(#2)																				
0	206	206	1/4	I																				
0	207	207	0	i.iv64																				
0	208	208	0	V65																				
0	209	209	0	i																				
0	209	209	1/4	v6																				
0	209	209	1/2	.Ger6																				
0	210	210	0	V																				
0	210	210	5/8	i																				
0	211	211	0	V																				
0	211	211	5/8	i																				
0	212	212	0	V																				
0	212	212	5/8	i																				
0	213	213	0	V																				
0	213	213	5/8	i																				
0	214	214	0	V																				
0	214	214	5/8	i																				
0	215	215	0	V																				
0	216	216	0	V\\																				
0	216	216	1/8	I.V																				
0	217	217	0	@none																				
0	218	218	0	ii																				
0	219	219	0	V																				
0	219	219	1/2	V2																				
0	220	220	0	I6																				
0	220	220	1/4	V64																				
0	220	220	1/2	I																				
0	221	221	0	viio(64)																				
0	221	221	1/4	viio																				
0	221	221	1/2	@none																				
0	222	222	0	viio																				
0	223	223	0	V.V6/ii																				
0	223	223	1/2	V2/ii																				
0	224	224	0	ii6																				
0	224	224	1/4	ii																				
0	224	224	1/2	V																				
0	225	225	0	I(94)																				
0	225	225	1/4	I\\																				
