mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	A.I	-1.68933	-7.8	/		A	I		I	I							M	0	0	3, 7, 4		3	3	4	12	0.25	1.0	3.0	0.25
2	2	1/4	1/4	3/4	4	1	IV	0	-7.48358	/		A	I		IV	IV							M	0	0	2, 6, 3		2	2	4	8	0.3333333333333333	1.0	2.0	0.3333333333333333
3	3	1/4	1/4	3/4	4	1	V/V					A	I		V/V	V				V			M	0	0	5, 9, 6		5	5	0	12	0.0	0.0	3.0	0.0
4	4	1/4	1/4	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	2.0	0.0
5	5	0	0	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.25	0.75	0.25
5	5	1/2	1/2	3/4	4	1	I6(2)	-0.225244	-3.5357	/		A	I		I6(2)	I		6	2				M	0	0	7, 4, 5		3	7	0	2	0.0	0.0	0.375	0.0
5	5	5/8	5/8	3/4	4	1	I6	0.517102	-2.60943	/		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	1	0.0	0.0	0.125	0.0
6	6	0	0	3/4	4	1	III	1.40658e-14	-2.61262	/		A	I		III	III							M	0	0	7, 11, 8		7	7	0	3	0.0	0.0	0.5	0.0
6	6	1/4	1/4	3/4	4	1	IV					A	I		IV	IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
7	7	0	0	3/4	4	1	ii					A	I		ii	ii							m	0	0	5, 2, 6		5	5	1	2	0.3333333333333333	0.25	0.75	0.25
7	7	1/2	1/2	3/4	4	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	2	0.3333333333333333	0.125	0.375	0.25
8	8	0	0	3/4	4	1	viio/V	-1.91457	-1.4864	/		A	I		viio/V	vii	o			V			o	0	0	9, 6, 3		9	9	0	3	0.0	0.0	0.5	0.0
8	8	1/4	1/4	3/4	4	1	V	0.112622	-1.4864	/		A	I		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
9	9	0	0	3/4	4	1	iii	0.112622	-2.61262	/		A	I		iii	iii							m	0	0	7, 4, 8		7	7	1	2	0.3333333333333333	0.25	0.75	0.25
9	9	1/2	1/2	3/4	4	1	iii6					A	I		iii6	iii		6					m	0	0	4, 8, 7		7	4	1	2	0.3333333333333333	0.125	0.375	0.25
10	10	0	0	3/4	4	1	#viio/vi	-2.25244	-2.5	/		A	I		#viio/vi	#vii	o			vi			o	0	0	11, 8, 5		11	11	0	3	0.0	0.0	0.5	0.0
10	10	1/4	1/4	3/4	4	1	vi					A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.75	0.0
11	11	0	0	3/4	4	1	#io65					A	I		#io65	#i	o	65					o7	0	0	7, 4, 1, 10		10	7	0	4	0.0	0.0	0.75	0.0
11	11	1/4	1/4	3/4	4	1	V65/V					A	I		V65/V	V		65		V			Mm7	0	0	9, 6, 3, 5		5	9	0	10	0.0	0.0	2.25	0.0
12	12	1/4	1/4	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	1	8	0.1111111111111111	0.25	2.5	0.09090909090909091
13	13	1/2	1/2	3/4	4	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	2	3	0.4	0.25	0.5	0.3333333333333333
14	14	0	0	3/4	4	1	V+6(#7)	-2.47768	-2.5	/		A	I		V+6(#7)	V	+	6	#7				+	0	0	8, 12, 9		4	8	1	3	0.25	0.25	0.5	0.3333333333333333
14	14	1/4	1/4	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
15	15	0	0	3/4	4	1	V.ii	-0.675731	-3.58171	/		A	V		ii	ii							m	0	0	6, 3, 7		6	6	1	3	0.25	0.25	1.25	0.16666666666666666
15	15	1/2	1/2	3/4	4	1	ii6	0	-3.28787	/		A	V		ii6	ii		6					m	0	0	3, 7, 6		6	3	2	3	0.4	0.25	0.5	0.3333333333333333
16	16	0	0	3/4	4	1	viio/V	-2.47768	-2.72524	/		A	V		viio/V	vii	o			V			o	0	0	10, 7, 4		10	10	0	5	0.0	0.0	0.75	0.0
16	16	1/4	1/4	3/4	4	1	V	0	-2.7	/		A	V		V	V							M	0	0	5, 9, 6		5	5	0	5	0.0	0.0	1.25	0.0
17	17	0	0	3/4	4	1	I	0	-2.72364	/		A	V		I	I							M	0	0	4, 8, 5		4	4	2	3	0.4	0.5	1.0	0.3333333333333333
17	17	1/2	1/2	3/4	4	1	I6					A	V		I6	I		6					M	0	0	8, 5, 4		4	8	1	3	0.25	0.125	0.625	0.16666666666666666
18	18	0	0	3/4	4	1	V+(#7)/IV	-2.5903	-2.5	/		A	V		V+(#7)/IV	V	+		#7	IV			+	0	0	4, 8, 12	9	4	4	0	4	0.0	0.0	0.75	0.0
18	18	1/4	1/4	3/4	4	1	IV					A	V		IV	IV							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
18	18	1/2	1/2	3/4	4	1	V6/ii	-0.157031	-3.95232	/		A	V		V6/ii	V		6		ii			M	0	0	11, 8, 7		7	11	1	3	0.25	0.125	0.625	0.16666666666666666
19	19	0	0	3/4	4	1	V7/ii	-1.35146	-3.42158	/		A	V		V7/ii	V		7		ii			Mm7	0	0	7, 11, 8, 5		7	7	0	4	0.0	0.0	0.75	0.0
19	19	1/4	1/4	3/4	4	1	ii	-0.112622	-3.5342	/		A	V		ii	ii							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.75	0.0
19	19	1/2	1/2	3/4	4	1	V6	-0.675731	-3.68165	/		A	V		V6	V		6					M	0	0	9, 6, 5		5	9	1	3	0.25	0.125	0.625	0.16666666666666666
20	20	0	0	3/4	4	1	V7	0	-3.53724	/		A	V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	4	0.0	0.0	0.75	0.0
20	20	1/4	1/4	3/4	4	1	I	0	-3.5136	/		A	V		I	I							M	0	0	4, 8, 5		4	4	1	7	0.125	0.125	1.625	0.07142857142857142
21	21	0	0	3/4	4	1	V6(+#4)	-2.70292	-2.5	/		A	V		V6(+#4)	V		6	+#4				M	0	0	9, 6, 5	11	5	9	3	4	0.42857142857142855	0.375	0.625	0.375
21	21	1/4	1/4	3/4	4	1	V7					A	V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	1	15	0.0625	0.125	2.875	0.041666666666666664
22	22	1/4	1/4	3/4	4	1	I\\	0	-3.4882	/	1	A	V		I	I						\\	M	0	0	4, 8, 5		4	4	5	6	0.45454545454545453	0.625	1.375	0.3125
23	22	1/4	1/4	3/4	4	1	V	0.157031	-3.93869	/	2	A	V		V	V							M	0	0	5, 9, 6		5	5	4	0	1.0	1.0	0.0	1.0
23	22	1/2	1/2	3/4	4	1	bIII.V	-0.112622	-4.16393	/	2	A	bIII		V	V							M	0	0	1, 5, 2		1	1	3	16	0.15789473684210525	0.75	4.0	0.15789473684210525
25	24	1/4	1/4	3/4	4	1	I	0.675731	-3.69124	/		A	bIII		I	I							M	0	0	0, 4, 1		0	0	3	8	0.2727272727272727	0.75	2.0	0.2727272727272727
26	25	1/4	1/4	3/4	4	1	V	-0.337866	-4.16393	/		A	bIII		V	V							M	0	0	1, 5, 2		1	1	0	10	0.0	0.0	2.5	0.0
27	26	1/4	1/4	3/4	4	1	I	0.0444096	-5.60682	/		A	bIII		I	I							M	0	0	0, 4, 1		0	0	0	8	0.0	0.0	2.0	0.0
28	27	0	0	3/4	4	1	IV	-0.0475631	-3.43399	/		A	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.5	0.0
28	27	1/4	1/4	3/4	4	1	V7(9)	-0.675731	-4.31622	/		A	bIII		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	0	2	0.0	0.0	0.5	0.0
28	27	1/2	1/2	3/4	4	1	viio	0.225244	-3.82953	/		A	bIII		viio	vii	o						o	0	0	5, 2, -1		5	5	2	4	0.3333333333333333	0.25	0.75	0.25
29	28	0	0	3/4	4	1	I6(72)					A	bIII		I6(72)	I		6	72				M	0	0	4, 1, 2, 5		0	4	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
29	28	1/4	1/4	3/4	4	1	I6					A	bIII		I6	I		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.5	0.0
29	28	1/2	1/2	3/4	4	1	I					A	bIII		I	I							M	0	0	0, 4, 1		0	0	2	2	0.5	0.25	0.25	0.5
30	29	0	0	3/4	4	1	IV64	-0.766148	-3.36775	/		A	bIII		IV64	IV		64					M	0	0	0, -1, 3		-1	0	0	6	0.0	0.0	1.5	0.0
