mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	a.i(6)					a	i		i(6)		i			6				m	1	1	3, 0, -1		3	3	0	2	0.0	0.0	0.625	0.0
1	1	1/4	1/4	3/4	4	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	0	5	0.0	0.0	1.75	0.0
2	2	0	0	3/4	4	1	V43(+2)	-3.04079	-2.38738	/		a	i		V43(+2)		V		43	+2				Mm7	1	1	5, 2, 4, 8	-1	4	5	0	2	0.0	0.0	0.625	0.0
2	2	1/4	1/4	3/4	4	1	V43	0	-2.4	/		a	i		V43		V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	5	0.0	0.0	1.75	0.0
3	3	0	0	3/4	4	1	i(6)					a	i		i(6)		i			6				m	1	1	3, 0, -1		3	3	0	3	0.0	0.0	1.0	0.0
3	3	1/4	1/4	3/4	4	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	0	8	0.0	0.0	2.125	0.0
4	4	0	0	3/4	4	1	V43(4+2)					a	i		V43(4+2)		V		43	4+2				Mm7	1	1	5, 2, 4, 3	-1	4	5	0	6	0.0	0.0	2.625	0.0
4	4	1/2	1/2	3/4	4	1	V43	-1.46408	-2.38738	/		a	i		V43		V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	3	0.0	0.0	0.5	0.0
5	5	0	0	3/4	4	1	i(6)					a	i		i(6)		i			6				m	1	1	3, 0, -1		3	3	0	3	0.0	0.0	1.0	0.0
5	5	1/4	1/4	3/4	4	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	2	6	0.25	0.25	1.875	0.11764705882352941
6	6	0	0	3/4	4	1	V6(2)					a	i		V6(2)		V		6	2				M	1	1	8, 5, -1		4	8	1	2	0.3333333333333333	0.25	0.625	0.2857142857142857
6	6	1/4	1/4	3/4	4	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	0	7	0.0	0.0	2.25	0.0
7	7	0	0	3/4	4	1	V64(+4)/VI	-3.04079	-2.5	/		a	i		V64(+4)/VI		V		64	+4	VI			M	1	1	1, 0, 4	-1	0	1	0	3	0.0	0.0	1.125	0.0
7	7	1/4	1/4	3/4	4	1	V43/VI					a	i		V43/VI		V		43		VI			Mm7	1	1	1, -2, 0, 4		0	1	0	7	0.0	0.0	2.5	0.0
8	8	0	0	3/4	4	1	VI(9)	-1.0136	-3.35077	/		a	i		VI(9)		VI			9				M	1	1	-1, 3, 0	1	-1	-1	0	7	0.0	0.0	3.0	0.0
8	8	3/8	3/8	3/4	4	1	VI	-0.675731	-2.5	/		a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	2	3	0.4	0.25	0.375	0.4
9	9	0	0	3/4	4	1	V(74)/III	-2.81555	-2.5	/		a	i		V(74)/III		V			74	III			M	1	1	1, 0, 2	-1	1	1	0	3	0.0	0.0	1.125	0.0
9	9	1/4	1/4	3/4	4	1	V(64)/III					a	i		V(64)/III		V			64	III			M	1	1	1, 0, 4		1	1	1	7	0.125	0.125	2.375	0.05
10	10	0	0	3/4	4	1	V(9)/III	-2.03782	-2.99086	/		a	i		V(9)/III		V			9	III			M	1	1	1, 5, 2	3	1	1	0	3	0.0	0.0	0.875	0.0
10	10	1/4	1/4	3/4	4	1	V7/III					a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.25	0.0
10	10	5/8	5/8	3/4	4	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	1	21	0.045454545454545456	0.125	4.0	0.030303030303030304
12	12	0	0	3/4	4	1	V43(42)	-3.92595	-6.36773	/		a	i		V43(42)		V		43	42				Mm7	1	1	5, 2, -1, 3		4	5	0	4	0.0	0.0	1.625	0.0
12	12	1/4	1/4	3/4	4	1	V43(4)	-0.509948	-7.01978	/		a	i		V43(4)		V		43	4				Mm7	1	1	5, 2, 4, 3		4	5	0	2	0.0	0.0	1.0	0.0
12	12	1/2	1/2	3/4	4	1	V43	-3.04079	-3.36291	/		a	i		V43		V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	4	0.0	0.0	0.75	0.0
13	13	0	0	3/4	4	1	i(6)	0	-4.48886	/		a	i		i(6)		i			6				m	1	1	3, 0, -1		3	3	0	4	0.0	0.0	1.375	0.0
13	13	1/4	1/4	3/4	4	1	i	0	-5.0571	/		a	i		i		i							m	1	1	3, 0, 4		3	3	4	6	0.4	0.5	1.5	0.25
14	14	0	0	3/4	4	1	V6(6)	-1.5545	-5.64812	/		a	i		V6(6)		V		6	6				M	1	1	8, 0, 4		4	8	0	4	0.0	0.0	1.125	0.0
14	14	1/4	1/4	3/4	4	1	V6	-0.249045	-6.23133	/		a	i		V6		V		6					M	1	1	8, 5, 4		4	8	0	7	0.0	0.0	1.75	0.0
15	15	0	0	3/4	4	1	V43/VI	-1.41808	-5.11091	/		a	i		V43/VI		V		43		VI			Mm7	1	1	1, -2, 0, 4		0	1	0	10	0.0	0.0	3.375	0.0
16	16	0	0	3/4	4	1	VI(b4+2)	-2.85996	-7.17975	/		a	i		VI(b4+2)		VI			b4+2				M	1	1	-1, -2, 0	1	-1	-1	0	3	0.0	0.0	1.0	0.0
16	16	1/4	1/4	3/4	4	1	VI	0.605922	-6.21195	/		a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	2	6	0.25	0.25	1.875	0.11764705882352941
17	17	0	0	3/4	4	1	V(74)/III	-2.93329	-4.70939	/		a	i		V(74)/III		V			74	III			M	1	1	1, 0, 2	-1	1	1	1	2	0.3333333333333333	0.125	1.0	0.1111111111111111
17	17	1/4	1/4	3/4	4	1	V(64)/III					a	i		V(64)/III		V			64	III			M	1	1	1, 0, 4		1	1	1	6	0.14285714285714285	0.125	1.875	0.0625
18	18	0	0	3/4	4	1	V(9)/III	-2.03782	-2.99086	/		a	i		V(9)/III		V			9	III			M	1	1	1, 5, 2	3	1	1	0	3	0.0	0.0	0.875	0.0
18	18	1/4	1/4	3/4	4	1	V7/III					a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.375	0.0
18	18	5/8	5/8	3/4	4	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	1	11	0.08333333333333333	0.125	3.125	0.038461538461538464
20	20	0	0	3/4	4	1	V6(6)/iv	-2.92817	-3.31078	/		a	i		V6(6)/iv		V		6	6	iv			M	1	1	7, -1, 3		3	7	0	3	0.0	0.0	1.375	0.0
20	20	1/4	1/4	3/4	4	1	V6/iv	0.163621	-3.35237	/		a	i		V6/iv		V		6		iv			M	1	1	7, 4, 3		3	7	0	4	0.0	0.0	1.625	0.0
20	20	5/8	5/8	3/4	4	1	i6	0	-3.21031	/		a	i		i6		i		6					m	1	1	0, 4, 3		3	0	0	1	0.0	0.0	0.125	0.0
21	21	0	0	3/4	4	1	v(4)	0	-3.97259	/		a	i		v(4)		v			4				m	1	1	4, 3, 5		4	4	0	2	0.0	0.0	0.625	0.0
21	21	1/4	1/4	3/4	4	1	v	0.818106	-4.13621	/		a	i		v		v							m	1	1	4, 1, 5		4	4	0	7	0.0	0.0	2.25	0.0
22	22	0	0	3/4	4	1	V6(+2)/V	-2.5903	-3.97259	/		a	i		V6(+2)/V		V		6	+2	V			M	1	1	9, 6, 5	7	5	9	1	2	0.3333333333333333	0.125	0.75	0.14285714285714285
22	22	1/4	1/4	3/4	4	1	V6/V	0.163621	-3.97259	/		a	i		V6/V		V		6		V			M	1	1	9, 6, 5		5	9	0	3	0.0	0.0	0.75	0.0
22	22	1/2	1/2	3/4	4	1	#viio43					a	i		#viio43		#vii	o	43					o7	1	1	2, -1, 8, 5		8	2	2	5	0.2857142857142857	0.25	0.75	0.25
23	23	0	0	3/4	4	1	i6					a	i		i6		i		6					m	1	1	0, 4, 3		3	0	1	9	0.1	0.125	3.0	0.04
24	24	0	0	3/4	4	1	V65	-0.494897	-4.23214	/		a	i		V65		V		65					Mm7	1	1	8, 5, 2, 4		4	8	1	9	0.1	0.125	2.625	0.045454545454545456
24	24	5/8	5/8	3/4	4	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	0.25	0.0
25	25	0	0	3/4	4	1	V	0.112622	-4.84075	/		a	i		V		V							M	1	1	4, 8, 5		4	4	1	6	0.14285714285714285	0.125	2.5	0.047619047619047616
