mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	4	1	Bb.I	0.191596	-4.25611	/	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.0	0.0
1	1	1/4	1/4	2/4	4	1	V65	-0.439027	-4.25611	/	Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.5	0.0
1	1	3/8	3/8	2/4	4	1	I	0.731711	-4.25611	/	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
2	2	0	0	2/4	4	1	V7	0.146342	-4.2561	/	Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	6	0.0	0.0	1.0	0.0
2	2	1/4	1/4	2/4	4	1	#vio65				Bb	I		#vio65		#vi	o	65					o7	0	0	5, 2, -1, 8		8	5	0	4	0.0	0.0	0.5	0.0
2	2	3/8	3/8	2/4	4	1	V7				Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
3	3	0	0	2/4	4	1	I64				Bb	I		I64		I		64					M	0	0	-1, -2, 2		-2	-1	0	6	0.0	0.0	1.0	0.0
3	3	1/4	1/4	2/4	4	1	#iio7				Bb	I		#iio7		#ii	o	7					o7	0	0	7, 4, 1, -2		7	7	1	3	0.25	0.125	0.375	0.25
3	3	3/8	3/8	2/4	4	1	I6				Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.5	0.0
4	4	0	0	2/4	4	1	V7/V				Bb	I		V7/V		V		7		V			Mm7	0	0	0, 4, 1, -2		0	0	2	6	0.25	0.125	0.75	0.14285714285714285
