mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	e.i	-0.585368	-3.5	/		e	i		i	i							m	1	1	4, 1, 5		4	4	0	11	0.0	0.0	2.0	0.0
2	2	0	0	3/4	4	1	V					e	i		V	V							M	1	1	5, 9, 6		5	5	0	8	0.0	0.0	1.375	0.0
3	3	0	0	3/4	4	1	V7					e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	1	7	0.125	0.375	1.0	0.2727272727272727
4	4	0	0	3/4	4	1	i(94)					e	i		i(94)	i			94				m	1	1	4, 3, 5	6	4	4	0	5	0.0	0.0	1.0	0.0
4	4	1/2	1/2	3/4	4	1	i					e	i		i	i							m	1	1	4, 1, 5		4	4	0	12	0.0	0.0	1.875	0.0
6	6	0	0	3/4	4	1	viio/VII	0.146342	-4.67074	/		e	i		viio/VII	vii	o			VII			o	1	1	7, 4, 1		7	7	0	9	0.0	0.0	1.5	0.0
7	7	0	0	3/4	4	1	V7/VII	0.292684	-5.98781	/		e	i		V7/VII	V		7		VII			Mm7	1	1	3, 7, 4, 1		3	3	0	13	0.0	0.0	2.0	0.0
8	8	0	0	3/4	4	1	VII(#7)	-0.195123	-5.64635	/	1	e	i		VII(#7)	VII			#7				M	1	1	2, 6, 3	7	2	2	0	2	0.0	0.0	0.5	0.0
8	8	1/4	1/4	3/4	4	1	VII	0.390245	-5.64635	/	1	e	i		VII	VII							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	1.0	0.0
8	8	1/2	1/2	3/4	4	1	V7	0.195123	-5.45123	/	1	e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	5	0.0	0.0	1.25	0.0
9	9	0	0	3/4	4	1	i\\	0	-5.2561	/	1	e	i		i	i						\\	m	1	1	4, 1, 5		4	4	0	14	0.0	0.0	2.5	0.0
10	8	0	0	3/4	4	1	VII(#7)	0	-5.06098	/	1	e	i		VII(#7)	VII			#7				M	1	1	2, 6, 3	7	2	2	0	2	0.0	0.0	0.5	0.0
10	8	1/4	1/4	3/4	4	1	VII	0	-4.86586	/	1	e	i		VII	VII							M	1	1	2, 6, 3		2	2	0	6	0.0	0.0	1.5	0.0
11	9	0	0	3/4	4	1	VII6	0	-4.52439	/	1	e	i		VII6	VII		6					M	1	1	6, 3, 2		2	6	0	5	0.0	0.0	0.75	0.0
11	9	1/4	1/4	3/4	4	1	III.viio7				1	e	III		viio7	vii	o	7					o7	1	0	6, 3, 0, -3		6	6	0	8	0.0	0.0	1.5	0.0
12	10	0	0	3/4	4	1	I(4)					e	III		I(4)	I			4				M	1	0	1, 0, 2		1	1	0	3	0.0	0.0	0.5	0.0
12	10	1/4	1/4	3/4	4	1	I(#2)					e	III		I(#2)	I			#2				M	1	0	1, 10, 2		1	1	0	4	0.0	0.0	1.0	0.0
12	10	1/2	1/2	3/4	4	1	I					e	III		I	I							M	1	0	1, 5, 2		1	1	0	4	0.0	0.0	0.625	0.0
13	11	0	0	3/4	4	1	#viio7/ii					e	III		#viio7/ii	#vii	o	7		ii			o7	1	0	8, 5, 2, -1		8	8	2	9	0.18181818181818182	0.25	1.875	0.11764705882352941
14	12	0	0	3/4	4	1	ii(94)					e	III		ii(94)	ii			94				m	1	0	3, 2, 4	5	3	3	0	7	0.0	0.0	1.5	0.0
14	12	1/2	1/2	3/4	4	1	ii					e	III		ii	ii							m	1	0	3, 0, 4		3	3	0	13	0.0	0.0	2.625	0.0
16	14	0	0	3/4	4	1	V6/ii					e	III		V6/ii	V		6		ii			M	1	0	8, 5, 4		4	8	2	7	0.2222222222222222	0.5	1.625	0.23529411764705882
17	15	0	0	3/4	4	1	V/ii					e	III		V/ii	V				ii			M	1	0	4, 8, 5		4	4	1	8	0.1111111111111111	0.125	2.0	0.058823529411764705
18	16	0	0	3/4	4	1	ii					e	III		ii	ii							m	1	0	3, 0, 4		3	3	4	5	0.4444444444444444	0.5	1.125	0.3076923076923077
18	16	1/2	1/2	3/4	4	1	vii%7					e	III		vii%7	vii	%	7					%7	1	0	6, 3, 0, 4		6	6	2	5	0.2857142857142857	0.25	0.75	0.25
