mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	4	1	G.I					G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	0	21	0.0	0.0	2.75	0.0
4	3	0	0	3/4	4	1	V43					G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2.0	3.0	2	7	0.2222222222222222	0.125	1.125	0.1
4	3	1/2	1/2	3/4	4	1	I					G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	1	5	0.16666666666666666	0.0625	0.9375	0.0625
5	4	0	0	3/4	4	1	V6					G	I		V6		V		6					M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	1.0	0.0
5	4	1/4	1/4	3/4	4	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	6	0.0	0.0	1.0	0.0
6	5	0	0	3/4	4	1	V7	0	-4.06098	/		G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	12	0.0	0.0	1.625	0.0
7	6	1/4	1/4	3/4	4	1	V65	0	-3.96342	/		G	I		V65		V		65					Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	5	0.0	0.0	0.75	0.0
7	6	1/2	1/2	3/4	4	1	I	0	-3.96342	/		G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	1	5	0.16666666666666666	0.0625	0.9375	0.0625
8	7	0	0	3/4	4	1	ii6	0	-3.81708	/		G	I		ii6		ii		6					m	0	0	0, 4, 3		3.0	0.0	1	7	0.125	0.0625	1.0625	0.05555555555555555
8	7	1/2	1/2	3/4	4	1	V7	0	-3.81708	/		G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	1	5	0.16666666666666666	0.0625	0.9375	0.0625
9	8	0	0	3/4	4	1	I\\	0	-3.81708	/		G	I		I		I						\\	M	0	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.25	0.0
10	8	0	1/2	3/4	4	1	I	-0.146342	-3.52439	/		G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	0	1	0.0	0.0	0.25	0.0
11	9	0	0	3/4	4	1	V/vi	-0.0312711	-3.69949	/		G	I		V/vi		V				vi			M	0	0	5, 9, 6		5.0	5.0	1	16	0.058823529411764705	0.125	3.25	0.037037037037037035
12	10	0	0	3/4	4	1	V(4)	-0.0888065	-3.4731	/		G	I		V(4)		V			4				M	0	0	2, 1, 3		2.0	2.0	24	0	1.0	3.0	0.0	1.0
13	11	0	0	3/4	4	1	V	0	-3.4731	/		G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	16	4	0.8	3.5	1.0	0.7777777777777778
15	13	0	0	3/4	4	1	V7(+9)/IV	0	-3.26047	/		G	I		V7(+9)/IV		V		7	+9	IV			Mm7	0	0	1, 5, 2, -1	3	1.0	1.0	0	6	0.0	0.0	3.0	0.0
15	13	1/2	1/2	3/4	4	1	V43/IV	-1.14822	-3.12287	/		G	I		V43/IV		V		43		IV			Mm7	0	0	2, -1, 1, 5		1.0	2.0	1	3	0.25	0.125	0.375	0.25
15	13	5/8	5/8	3/4	4	1	ii6	3.36587	-3.50937	/		G	I		ii6		ii		6					m	0	0	0, 4, 3		3.0	0.0	0	4	0.0	0.0	0.5	0.0
16	14	0	0	3/4	4	1	I6	-0.878052	-3.96342	/		G	I		I6		I		6					M	0	0	5, 2, 1		1.0	5.0	0	4	0.0	0.0	0.5	0.0
16	14	1/8	1/8	3/4	4	1	ii	0	-3.96342	/		G	I		ii		ii							m	0	0	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
16	14	1/4	1/4	3/4	4	1	V7/IV	-0.390246	-3.86586	/		G	I		V7/IV		V		7		IV			Mm7	0	0	1, 5, 2, -1		1.0	1.0	5	7	0.4166666666666667	0.625	0.875	0.4166666666666667
16	14	5/8	5/8	3/4	4	1	V43/IV	-2.36399	-3.82582	/		G	I		V43/IV		V		43		IV			Mm7	0	0	2, -1, 1, 5		1.0	2.0	1	3	0.25	0.125	0.375	0.25
17	15	0	0	3/4	4	1	IV	0	-3.86586	/		G	I		IV		IV							M	0	0	0, 4, 1		0.0	0.0	8	12	0.4	1.0	1.5	0.4
17	15	5/8	5/8	3/4	4	1	ii	-0.195123	-3.86586	/		G	I		ii		ii							m	0	0	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
18	16	0	0	3/4	4	1	V(64)	0	-4.45123	/		G	I		V(64)		V			64				M	0	0	2, 1, 5		2.0	2.0	0	4	0.0	0.0	1.0	0.0
18	16	1/4	1/4	3/4	4	1	V\\	0.195123	-4.2561	/		G	I		V		V						\\	M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
18	16	1/2	1/2	3/4	4	1	I	0.0525287	-4.32614	/		G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	0	31	0.0	0.0	3.25	0.0
