mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	4	1	Eb.I				Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	14	0.0	0.0	4.375	0.0
2	2	1/8	1/8	2/4	4	1	V43				Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	8	0.0	0.0	1.5	0.0
3	3	0	0	2/4	4	1	I				Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	16	0.0	0.0	5.0	0.0
4	4	1/8	1/8	2/4	4	1	V2				Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	14	0.0	0.0	2.625	0.0
5	5	0	0	2/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	6	0.0	0.0	2.25	0.0
5	5	1/4	1/4	2/4	4	1	vi	2.62953	-2.0219	/	Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	5	0.0	0.0	0.625	0.0
6	6	0	0	2/4	4	1	IV\\				Eb	I		IV		IV						\\	M	0	0	-4, 0, -3		-4	-4	8	14	0.36363636363636365	0.15625	2.21875	0.06578947368421052
7	7	0	0	3/4	4	1	IV	0	-1.56396	/	Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.75	0.0
7	7	1/4	1/4	3/4	4	1	ii6				Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	0	2	0.0	0.0	0.5	0.0
7	7	1/2	1/2	3/4	4	1	V2				Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	3	0.0	0.0	0.75	0.0
8	8	0	0	3/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	1	5	0.16666666666666666	0.25	2.25	0.1
8	8	1/2	1/2	3/4	4	1	vi64				Eb	I		vi64		vi		64					m	0	0	1, 0, -3		0	1	0	2	0.0	0.0	0.5	0.0
9	9	0	0	3/4	4	1	ii7				Eb	I		ii7		ii		7					mm7	0	0	-1, -4, 0, -3		-1	-1	2	5	0.2857142857142857	0.25	2.0	0.1111111111111111
9	9	1/2	1/2	3/4	4	1	V43				Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	3	0.0	0.0	0.75	0.0
10	10	0	0	3/4	4	1	I6(7)				Eb	I		I6(7)		I		6	7				M	0	0	1, -2, 2		-3	1	0	4	0.0	0.0	2.0	0.0
10	10	1/4	1/4	3/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	1	0.0	0.0	0.25	0.0
10	10	1/2	1/2	3/4	4	1	@none	-0.979186	-2.82639	/	Eb	I		@none		@none							m	0	0					3	0	1.0	0.75	0.0	1.0
11	11	0	0	3/4	4	1	IV				Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.5	0.0
11	11	1/4	1/4	3/4	4	1	ii6				Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	0	2	0.0	0.0	0.5	0.0
11	11	1/2	1/2	3/4	4	1	V2				Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	1.0	0.0
12	12	0	0	3/4	4	1	V2				Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	1.25	0.0
12	12	1/4	1/4	3/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	1.0	0.0
12	12	1/2	1/2	3/4	4	1	IV				Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.75	0.0
13	13	0	0	3/4	4	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	1.5	0.0
13	13	1/4	1/4	3/4	4	1	ii43				Eb	I		ii43		ii		43					mm7	0	0	0, -3, -1, -4		-1	0	1	3	0.25	0.125	0.625	0.16666666666666666
13	13	1/2	1/2	3/4	4	1	IV6				Eb	I		IV6		IV		6					M	0	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.5	0.0
13	13	5/8	5/8	3/4	4	1	viio				Eb	I		viio		vii	o						o	0	0	2, -1, -4		2	2	0	2	0.0	0.0	0.25	0.0
14	14	0	0	3/4	4	1	I\\				Eb	I		I		I						\\	M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	1.0	0.0
14	14	1/4	1/4	3/4	4	1	V43				Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	2	0.0	0.0	0.5	0.0
14	14	1/2	1/2	3/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	1	2	0.3333333333333333	0.125	0.375	0.25
15	15	0	0	3/4	4	1	ii6				Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	1.25	0.0
15	15	1/2	1/2	3/4	4	1	V2				Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	1	0.0	0.0	0.25	0.0
16	16	0	0	3/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	1.75	0.0
16	16	1/2	1/2	3/4	4	1	vi64	-1.12501	-2.5	/	Eb	I		vi64		vi		64					m	0	0	1, 0, -3		0	1	0	2	0.0	0.0	0.5	0.0
17	17	0	0	3/4	4	1	V43				Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	2	12	0.14285714285714285	0.25	2.75	0.08333333333333333
18	18	0	0	3/4	4	1	I6(4)	-0.0787025	-4.08564	/	Eb	I		I6(4)		I		6	4				M	0	0	-4, -2, -3		-3	-4	3	1	0.75	1.0	0.25	0.8
