mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
14	14	0	0	2/2	4	1	V	2.19513	-4.66872	/		Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.25	0.0
14	14	1/2	1/2	2/2	4	1	V65/V					Bb	I		V65/V		V		65		V			Mm7	0	0	4, 1, -2, 0		0	4	2	8	0.2	0.0625	1.1875	0.05
15	15	0	0	2/2	4	1	V					Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.25	0.0
15	15	1/2	1/2	2/2	4	1	V65/V					Bb	I		V65/V		V		65		V			Mm7	0	0	4, 1, -2, 0		0	4	2	8	0.2	0.0625	1.1875	0.05
16	16	0	0	2/2	4	1	V	2.7805	-3.08537	/		Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.25	0.0
16	16	1/2	1/2	2/2	4	1	V65/V	0	-2.93903	/		Bb	I		V65/V		V		65		V			Mm7	0	0	4, 1, -2, 0		0	4	2	8	0.2	0.0625	1.1875	0.05
17	17	0	0	2/2	4	1	V					Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.75	0.0
17	17	1/4	1/4	2/2	4	1	V/V					Bb	I		V/V		V				V			M	0	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
17	17	1/2	1/2	2/2	4	1	V					Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.75	0.0
17	17	3/4	3/4	2/2	4	1	V/V					Bb	I		V/V		V				V			M	0	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
18	18	0	0	2/2	4	1	V\\					Bb	I		V		V						\\	M	0	0	-1, 3, 0		-1	-1	4	6	0.4	0.5	1.0	0.3333333333333333
19	19	0	0	2/2	4	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	8	85	0.08602150537634409	0.25	17.0	0.014492753623188406
24	24	0	0	2/2	4	1	V65					Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	16	0.0	0.0	3.0	0.0
25	25	0	0	2/2	4	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2	16	0.1111111111111111	0.0625	2.9375	0.020833333333333332
26	26	0	0	2/2	4	1	V65	0	-3.55978	/		Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	16	0.0	0.0	3.0	0.0
27	27	0	0	2/2	4	1	I	0	-3.85246	/		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2	16	0.1111111111111111	0.0625	2.9375	0.020833333333333332
28	28	0	0	2/2	4	1	V65					Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	16	0.0	0.0	3.0	0.0
29	29	0	0	2/2	4	1	I	0	-3.52439	/		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	1.0	0.0
29	29	1/2	1/2	2/2	4	1	I6	0	-3.37805	/		Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	1.0	0.0
30	30	0	0	2/2	4	1	vi6	0	-3.52439	/		Bb	I		vi6		vi		6					m	0	0	-2, 2, 1		1	-2	0	3	0.0	0.0	1.5	0.0
30	30	1/2	1/2	2/2	4	1	viio6/V	-0.445732	-3.81706	/		Bb	I		viio6/V		vii	o	6		V			o	0	0	1, -2, 4		4	1	0	4	0.0	0.0	2.0	0.0
31	31	0	0	2/2	4	1	#viio65/iii	-0.00670604	-3.25853	/		Bb	I		#viio65/iii		#vii	o	65		iii			o7	0	0	4, 1, -2, 7		7	4	0	4	0.0	0.0	2.0	0.0
31	31	1/2	1/2	2/2	4	1	iii6	0	-3.37805	/		Bb	I		iii6		iii		6					m	0	0	-1, 3, 2		2	-1	1	4	0.2	0.125	1.875	0.0625
32	32	0	0	2/2	4	1	II.ii					Bb	II		ii		ii							m	0	0	2, -1, 3		2	2	1	4	0.2	0.125	1.625	0.07142857142857142
32	32	1/4	1/4	2/2	4	1	ii%7					Bb	II		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2	0	3	0.0	0.0	0.5	0.0
32	32	1/2	1/2	2/2	4	1	V7					Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	8	0.0	0.0	1.75	0.0
33	33	0	0	2/2	4	1	I	-0.177507	-3.12014	/		Bb	II		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
33	33	1/4	1/4	2/2	4	1	I[I	0	-3.08537	/		Bb	II	I	I		I							M	0	0	0, 4, 1		0	0	1	8	0.1111111111111111	0.125	2.875	0.041666666666666664
34	34	0	0	2/2	4	1	V2	0	-3.08537	/		Bb	II	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	6	11	0.35294117647058826	1.375	2.625	0.34375
35	35	0	0	2/2	4	1	I6	0	-3.6266	/		Bb	II	I	I6		I		6					M	0	0	4, 1, 0		0	4	4	14	0.2222222222222222	0.5	3.5	0.125
36	36	0	0	2/2	4	1	V43	-0.0335282	-5.25486	/		Bb	II	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	3	3	0.5	0.5	0.5	0.5
36	36	1/4	1/4	2/2	4	1	V65	-0.00670604	-5.11523	/		Bb	II	I	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	3	3	0.5	0.5	0.5	0.5
36	36	1/2	1/2	2/2	4	1	V7	-0.153048	-5.11523	/		Bb	II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	2	4	0.3333333333333333	0.375	0.625	0.375
36	36	3/4	3/4	2/2	4	1	V43	-0.29939	-5.01582	/		Bb	II	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	2	4	0.3333333333333333	0.375	0.625	0.375
37	37	0	0	2/2	4	1	I64	0.29939	-4.82924	/		Bb	II	I	I64		I		64					M	0	0	1, 0, 4		0	1	1	14	0.06666666666666667	0.125	4.625	0.02631578947368421
38	38	0	0	2/2	4	1	V7	0	-3.67074	/		Bb	II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	6	14	0.3	1.375	3.625	0.275
39	39	0	0	2/2	4	1	I64]	0.146342	-4.7292	/		Bb	II	I	I64		I		64					M	0	0	1, 0, 4		0	1	4	16	0.2	0.5	3.75	0.11764705882352941
40	40	0	0	2/2	4	1	V65	-0.153048	-5.25486	/		Bb	II		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	9	19	0.32142857142857145	1.125	2.875	0.28125
41	41	0	0	2/2	4	1	I	0.139636	-5.50731	/		Bb	II		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	1.0	0.0
41	41	1/4	1/4	2/2	4	1	V7	-0.159753	-5.75424	/		Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
41	41	1/2	1/2	2/2	4	1	I	0.00670604	-5.51401	/		Bb	II		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	1.0	0.0
41	41	3/4	3/4	2/2	4	1	V7	0	-5.51401	/		Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
42	42	0	0	2/2	4	1	I	-0.146342	-5.48719	/		Bb	II		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	1.0	0.0
42	42	1/4	1/4	2/2	4	1	V7	-0.159753	-5.53413	/		Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
42	42	1/2	1/2	2/2	4	1	I	0.292684	-5.36767	/		Bb	II		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	1.0	0.0
42	42	3/4	3/4	2/2	4	1	V7	-0.306095	-5.51706	/		Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	6	0.0	0.0	1.25	0.0
43	43	0	0	2/2	4	1	I	-0.153048	-5.1878	/		Bb	II		I		I							M	0	0	0, 4, 1		0	0	0	9	0.0	0.0	2.25	0.0
44	44	0	0	2/2	4	1	I\\	0	-4.54879	/		Bb	II		I		I						\\	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
44	44	3/4	3/4	2/2	4	1	V.V	0.88596	-2.70221	/		Bb	V		V		V							M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.25	0.0
45	45	0	0	2/2	4	1	I	1.02439	-2.64634	/		Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	24	0.0	0.0	7.0	0.0
47	47	0	0	2/2	4	1	V65					Bb	V		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	1	5	0.16666666666666666	0.0	1.5	0.0
47	47	3/8	3/8	2/2	4	1	I	0.292684	-2.5	/		Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
47	47	1/2	1/2	2/2	4	1	V65					Bb	V		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	1	5	0.16666666666666666	0.0	1.5	0.0
47	47	7/8	7/8	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
48	48	0	0	2/2	4	1	V					Bb	V		V		V							M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.5	3.5	0.125
49	49	0	0	2/2	4	1	v.i					Bb	v		i		i							m	0	1	-1, -4, 0		-1	-1	0	19	0.0	0.0	5.5	0.0
51	51	0	0	2/2	4	1	#viio6					Bb	v		#viio6		#vii	o	6					o	0	1	1, -2, 4		4	1	2	3	0.4	0.0	1.125	0.0
51	51	3/8	3/8	2/2	4	1	i					Bb	v		i		i							m	0	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
51	51	1/2	1/2	2/2	4	1	#viio6					Bb	v		#viio6		#vii	o	6					o	0	1	1, -2, 4		4	1	2	3	0.4	0.0	1.125	0.0
51	51	7/8	7/8	2/2	4	1	i					Bb	v		i		i							m	0	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
52	52	0	0	2/2	4	1	V					Bb	v		V		V							M	0	1	0, 4, 1		0	0	1	4	0.2	0.25	2.75	0.08333333333333333
52	52	1/2	1/2	2/2	4	1	V7					Bb	v		V7		V		7					Mm7	0	1	0, 4, 1, -2		0	0	0	4	0.0	0.0	1.0	0.0
53	53	0	0	2/2	4	1	i					Bb	v		i		i							m	0	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
53	53	1/2	1/2	2/2	4	1	V2/iv					Bb	v		V2/iv		V		2		iv			Mm7	0	1	-3, -1, 3, 0		-1	-3	0	8	0.0	0.0	2.0	0.0
54	54	0	0	2/2	4	1	iv6					Bb	v		iv6		iv		6					m	0	1	-5, -1, -2		-2	-5	0	12	0.0	0.0	4.0	0.0
55	55	0	0	2/2	4	1	III64					Bb	v		III64		III		64					M	0	1	-3, -4, 0		-4	-3	0	4	0.0	0.0	1.0	0.0
55	55	1/2	1/2	2/2	4	1	V2/III					Bb	v		V2/III		V		2		III			Mm7	0	1	-5, -3, 1, -2		-3	-5	0	4	0.0	0.0	1.0	0.0
56	56	0	0	2/2	4	1	III6					Bb	v		III6		III		6					M	0	1	0, -3, -4		-4	0	0	4	0.0	0.0	4.0	0.0
57	57	0	0	2/2	4	1	VI					Bb	v		VI		VI							M	0	1	-5, -1, -4		-5	-5	0	12	0.0	0.0	3.0	0.0
58	58	0	0	2/2	4	1	bII6					Bb	v		bII6		bII		6					M	0	1	-2, -5, -6		-6	-2	0	12	0.0	0.0	4.0	0.0
59	59	0	0	2/2	4	1	V(64)					Bb	v		V(64)		V			64				M	0	1	0, -1, -4		0	0	0	4	0.0	0.0	1.0	0.0
59	59	1/2	1/2	2/2	4	1	V2					Bb	v		V2		V		2					Mm7	0	1	-2, 0, 4, 1		0	-2	0	4	0.0	0.0	1.0	0.0
60	60	0	0	2/2	4	1	i6					Bb	v		i6		i		6					m	0	1	-4, 0, -1		-1	-4	0	8	0.0	0.0	3.5	0.0
60	60	7/8	7/8	2/2	4	1	iio6					Bb	v		iio6		ii	o	6					o	0	1	-2, -5, 1		1	-2	0	4	0.0	0.0	0.5	0.0
61	61	0	0	2/2	4	1	i64					Bb	v		i64		i		64					m	0	1	0, -1, -4		-1	0	0	4	0.0	0.0	1.0	0.0
61	61	1/2	1/2	2/2	4	1	V2					Bb	v		V2		V		2					Mm7	0	1	-2, 0, 4, 1		0	-2	0	4	0.0	0.0	1.0	0.0
62	62	0	0	2/2	4	1	V.I6	-0.146342	-3.37805	/		Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	0	8	0.0	0.0	3.5	0.0
62	62	7/8	7/8	2/2	4	1	ii6	-0.146342	-3.37805	/		Bb	V		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
63	63	0	0	2/2	4	1	V(64)	0	-3.37805	/		Bb	V		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	5	0.0	0.0	1.25	0.0
63	63	1/2	1/2	2/2	4	1	V2	0	-3.23171	/		Bb	V		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	4	0.0	0.0	1.0	0.0
64	64	0	0	2/2	4	1	I6	0	-3.23171	/		Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	0	5	0.0	0.0	4.0	0.0
65	65	0	0	2/2	4	1	V65	0.292684	-3.67074	/		Bb	V		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	5	0.0	0.0	4.0	0.0
66	66	0	0	2/2	4	1	I	-0.146342	-3.52439	/		Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	3.0	0.0
66	66	3/4	3/4	2/2	4	1	vi	0	-3.52439	/		Bb	V		vi		vi							m	0	0	2, -1, 3		2	2	0	4	0.0	0.0	1.0	0.0
67	67	0	0	2/2	4	1	ii6	0	-3.37805	/		Bb	V		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	5	0.0	0.0	1.25	0.0
67	67	1/2	1/2	2/2	4	1	V7	-0.146342	-3.37805	/		Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	5	0.0	0.0	1.25	0.0
68	68	0	0	2/2	4	1	I6	0	-3.37805	/		Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	2	9	0.18181818181818182	0.5	2.0	0.2
69	69	0	0	2/2	4	1	V65	0	-3.37805	/		Bb	V		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	2	11	0.15384615384615385	0.5	2.75	0.15384615384615385
70	70	0	0	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.25	0.0
70	70	1/2	1/2	2/2	4	1	V43/vi	-1.17074	-2.5	/		Bb	V		V43/vi		V		43		vi			Mm7	0	0	4, 1, 3, 7		3	4	0	5	0.0	0.0	1.0	0.0
70	70	3/4	3/4	2/2	4	1	vi					Bb	V		vi		vi							m	0	0	2, -1, 3		2	2	0	5	0.0	0.0	1.0	0.0
71	71	0	0	2/2	4	1	V65/vi	-0.878052	-2.5	/		Bb	V		V65/vi		V		65		vi			Mm7	0	0	7, 4, 1, 3		3	7	0	9	0.0	0.0	1.75	0.0
71	71	1/2	1/2	2/2	4	1	vi					Bb	V		vi		vi							m	0	0	2, -1, 3		2	2	0	7	0.0	0.0	1.25	0.0
72	72	0	0	2/2	4	1	V65/IV	0	-3.77294	/		Bb	V		V65/IV		V		65		IV			Mm7	0	0	3, 0, -3, -1		-1	3	0	7	0.0	0.0	1.25	0.0
72	72	1/2	1/2	2/2	4	1	IV	0	-3.23171	/		Bb	V		IV		IV							M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	1.25	0.0
73	73	0	0	2/2	4	1	V65/II					Bb	V		V65/II		V		65		II			Mm7	0	0	6, 3, 0, 2		2	6	0	7	0.0	0.0	1.25	0.0
73	73	1/2	1/2	2/2	4	1	V/V					Bb	V		V/V		V				V			M	0	0	1, 5, 2		1	1	1	6	0.14285714285714285	0.25	1.0	0.2
74	74	0	0	2/2	4	1	#viio7/vi					Bb	V		#viio7/vi		#vii	o	7		vi			o7	0	0	7, 4, 1, -2		7	7	0	11	0.0	0.0	1.75	0.0
75	75	0	0	2/2	4	1	vi					Bb	V		vi		vi							m	0	0	2, -1, 3		2	2	0	12	0.0	0.0	2.0	0.0
76	76	0	0	2/2	4	1	ii6	0	-4.26208	/		Bb	V		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	6	8	0.42857142857142855	0.625	1.625	0.2777777777777778
77	77	0	0	2/2	4	1	viio7/V	-0.146342	-4.20364	/		Bb	V		viio7/V		vii	o	7		V			o7	0	0	5, 2, -1, -4		5	5	4	8	0.3333333333333333	0.5	2.25	0.18181818181818182
78	78	0	0	2/2	4	1	V(64)	0	-5.12196	/		Bb	V		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	19	0.0	0.0	3.25	0.0
79	79	0	0	2/2	4	1	V7	0	-4.72926	/		Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	3	14	0.17647058823529413	0.0	4.0	0.0
80	80	0	0	2/2	4	1	I\\					Bb	V		I		I						\\	M	0	0	-1, 3, 0		-1	-1	3	12	0.2	0.1875	1.8125	0.09375
81	81	0	0	2/2	4	1	V43					Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	3	0.0	0.0	0.5	0.0
81	81	1/4	1/4	2/2	4	1	V7					Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.5	0.0
81	81	1/2	1/2	2/2	4	1	V43					Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	3	0.0	0.0	0.5	0.0
81	81	3/4	3/4	2/2	4	1	V7					Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.5	0.0
82	82	0	0	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	1	5	0.16666666666666666	0.125	1.125	0.1
82	82	1/2	1/2	2/2	4	1	I6					Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	2	7	0.2222222222222222	0.0625	0.9375	0.0625
83	83	0	0	2/2	4	1	V2					Bb	V		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	12	0.0	0.0	2.0	0.0
84	84	0	0	2/2	4	1	I6	0	-3.0964	/		Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	0	8	0.0	0.0	1.5	0.0
84	84	3/4	3/4	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	4	8	0.3333333333333333	0.125	0.875	0.125
85	85	0	0	2/2	4	1	V43					Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	3	21	0.125	0.375	4.625	0.075
86	86	0	0	2/2	4	1	I6					Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	2	6	0.25	0.25	2.5	0.09090909090909091
86	86	1/2	1/2	2/2	4	1	I	0	-2.93903	/		Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	10	0.0	0.0	2.0	0.0
87	87	0	0	2/2	4	1	V7	0	-3.08537	/		Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	6	18	0.25	0.75	3.25	0.1875
88	88	0	0	2/2	4	1	I	-0.146342	-3.36342	/		Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	16	52	0.23529411764705882	2.0	7.0	0.2222222222222222
90	90	1/2	1/2	2/2	4	1	V7					Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	10	0.0	0.0	2.5	0.0
91	91	0	0	2/2	4	1	I\\	0.146342	-3.67074	/	1	Bb	V		I		I						\\	M	0	0	-1, 3, 0		-1	-1	0	9	0.0	0.0	2.25	0.0
92	91	0	0	2/2	4	1	I\\	0.146342	-3.81708	/	2	Bb	V		I		I						\\	M	0	0	-1, 3, 0		-1	-1	0	9	0.0	0.0	2.25	0.0
92	91	3/4	3/4	2/2	4	1	V	0	-3.52439	/	2	Bb	V		V		V							M	0	0	0, 4, 1		0	0	8	8	0.5	0.25	0.75	0.25
93	92	0	0	2/2	4	1	I6					Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	0	8	0.0	0.0	2.0	0.0
93	92	1/2	1/2	2/2	4	1	I64					Bb	V		I64		I		64					M	0	0	0, -1, 3		-1	0	0	8	0.0	0.0	2.0	0.0
94	93	0	0	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	3.0	0.0
94	93	3/4	3/4	2/2	4	1	V					Bb	V		V		V							M	0	0	0, 4, 1		0	0	2	2	0.5	0.0625	0.1875	0.25
95	94	0	0	2/2	4	1	I6					Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.5	0.0
95	94	1/2	1/2	2/2	4	1	I64					Bb	V		I64		I		64					M	0	0	0, -1, 3		-1	0	0	2	0.0	0.0	0.5	0.0
96	95	0	0	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	1	0.0	0.0	0.75	0.0
96	95	3/4	3/4	2/2	4	1	V					Bb	V		V		V							M	0	0	0, 4, 1		0	0	2	2	0.5	0.0625	0.1875	0.25
97	96	0	0	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	12	47	0.2033898305084746	0.375	9.125	0.039473684210526314
102	101	0	0	2/2	4	1	III.V43					Bb	III		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	4	7	0.36363636363636365	0.5	3.5	0.125
103	102	0	0	2/2	4	1	I	0.601142	-2.72648	/		Bb	III		I		I							M	0	0	2, 6, 3		2	2	2	67	0.028985507246376812	0.0625	14.9375	0.004166666666666667
107	106	0	0	2/2	4	1	vi.#viio43	0.306095	-5.10181	/		Bb	vi		#viio43		#vii	o	43					o7	0	1	0, -3, 6, 3		6	0	2	66	0.029411764705882353	0.0625	14.1875	0.0043859649122807015
111	110	0	0	2/2	4	1	i6	0.153048	-4.18352	/		Bb	vi		i6		i		6					m	0	1	-2, 2, 1		1	-2	0	12	0.0	0.0	2.0	0.0
112	111	0	0	2/2	4	1	V65	0.459143	-4.48962	/		Bb	vi		V65		V		65					Mm7	0	1	6, 3, 0, 2		2	6	10	33	0.23255813953488372	1.25	5.5	0.18518518518518517
118	117	0	0	2/2	4	1	i6					Bb	vi		i6		i		6					m	0	1	-2, 2, 1		1	-2	2	3	0.4	0.25	0.75	0.25
118	117	1/2	1/2	2/2	4	1	i					Bb	vi		i		i							m	0	1	1, -2, 2		1	1	2	5	0.2857142857142857	0.25	1.0	0.2
119	118	0	0	2/2	4	1	V65					Bb	vi		V65		V		65					Mm7	0	1	6, 3, 0, 2		2	6	6	14	0.3	0.75	2.25	0.25
120	119	0	0	2/2	4	1	i6	0	-3.67267	/		Bb	vi		i6		i		6					m	0	1	-2, 2, 1		1	-2	6	5	0.5454545454545454	0.5	1.0	0.3333333333333333
120	119	1/2	1/2	2/2	4	1	i\\	-0.153048	-4.53623	/		Bb	vi		i		i						\\	m	0	1	1, -2, 2		1	1	0	3	0.0	0.0	0.75	0.0
120	119	3/4	3/4	2/2	4	1	V.V43	0.292684	-3.67074	/		Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	1	3	0.25	0.125	0.625	0.16666666666666666
121	120	0	0	2/2	4	1	V65	0	-3.87743	/		Bb	V		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	3	13	0.1875	0.375	2.625	0.125
122	121	0	0	2/2	4	1	I	0	-3.49226	/		Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
122	121	1/2	1/2	2/2	4	1	I64	0	-3.58246	/		Bb	V		I64		I		64					M	0	0	0, -1, 3		-1	0	0	3	0.0	0.0	0.75	0.0
122	121	3/4	3/4	2/2	4	1	V43	0	-3.67267	/		Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	1	2	0.3333333333333333	0.125	0.375	0.25
123	122	0	0	2/2	4	1	V65	1.37743	-2.34695	/		Bb	V		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	3	9	0.25	0.375	1.625	0.1875
124	123	0	0	2/2	4	1	I6	0.028011	-2.62439	/		Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	2	3	0.4	0.25	0.75	0.25
124	123	1/2	1/2	2/2	4	1	I					Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
124	123	3/4	3/4	2/2	4	1	V43					Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	2	3	0.4	0.25	0.5	0.3333333333333333
