mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
23	23	0	0	6/8	4	1	i6]					e	i	i	i6		i		6					m	1	1	1, 5, 4		4.0	1.0	2	8	0.2	0.125	0.9375	0.11764705882352941
23	23	3/8	3/8	6/8	4	1	iv	0	-2.60975	/		e	i		iv		iv							m	1	1	3, 0, 4		3.0	3.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
23	23	1/2	1/2	6/8	4	1	V6/iv	0	-2.60975	/		e	i		V6/iv		V		6		iv			M	1	1	8, 5, 4		4.0	8.0	0	4	0.0	0.0	0.25	0.0
23	23	5/8	5/8	6/8	4	1	iv	0	-2.60975	/		e	i		iv		iv							m	1	1	3, 0, 4		3.0	3.0	2	2	0.5	0.125	0.125	0.5
24	24	0	0	6/8	4	1	bII	-0.0975617	-3.97561	/		e	i		bII		bII							M	1	1	-1, 3, 0		-1.0	-1.0	4	8	0.3333333333333333	0.25	0.5625	0.3076923076923077
24	24	3/8	3/8	6/8	4	1	vii	0.0975613	-4.36586	/		e	i		vii		vii							m	1	1	2, -1, 3		2.0	2.0	11	8	0.5789473684210527	0.75	0.5	0.6
25	25	3/16	3/16	6/8	4	1	bII	-0.221108	-4.27137	/		e	i		bII		bII							M	1	1	-1, 3, 0		-1.0	-1.0	16	12	0.5714285714285714	1.0	0.75	0.5714285714285714
25	25	5/8	5/8	6/8	4	1	vi.iv6	-0.292684	-6.21952	/		e	vi		iv6		iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	8	0.0	0.0	0.5	0.0
26	26	0	0	6/8	4	1	V7	-0.390245	-5.82928	/		e	vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	14	0.0	0.0	3.0	0.0
27	27	0	0	6/8	4	1	i	-0.878052	-6.07318	/		e	vi		i		i							m	1	1	0, -3, 1		0.0	0.0	0	19	0.0	0.0	2.5	0.0
28	28	0	0	6/8	4	1	iii.V65	-1.6776e-7	-6.17074	/		e	iii		V65		V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	12	0.07692307692307693	0.0	3.75	0.0
29	29	0	0	6/8	4	1	i	0.195123	-4.7561	/		e	iii		i		i							m	1	1	1, -2, 2		1.0	1.0	0	19	0.0	0.0	2.5	0.0
30	30	0	0	6/8	4	1	VI	0	-4.56098	/		e	iii		VI		VI							M	1	1	-3, 1, -2		-3.0	-3.0	0	10	0.0	0.0	3.625	0.0
30	30	5/8	5/8	6/8	4	1	Ger6	-0.0975613	-4.41463	/		e	iii		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-3, 1, -2, 7		7.0	-3.0	0	1	0.0	0.0	0.125	0.0
31	31	0	0	6/8	4	1	V[V	0	-5.37	/		e	iii	V	V		V							M	1	1	2, 6, 3		2.0	2.0	0	6	0.0	0.0	1.0	0.0
31	31	3/16	3/16	6/8	4	1	iv6	0	-5.37	/		e	iii	V	iv6		iv		6					m	1	1	-3, 1, 0		0.0	-3.0	0	2	0.0	0.0	0.125	0.0
31	31	1/4	1/4	6/8	4	1	viio7/V	0	-5.37	/		e	iii	V	viio7/V		vii	o	7		V			o7	1	1	7, 4, 1, -2		7.0	7.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
31	31	3/8	3/8	6/8	4	1	V	0	-5.37	/		e	iii	V	V		V							M	1	1	2, 6, 3		2.0	2.0	2	6	0.25	0.125	0.75	0.14285714285714285
31	31	5/8	5/8	6/8	4	1	viio7/V	0	-5.37	/		e	iii	V	viio7/V		vii	o	7		V			o7	1	1	7, 4, 1, -2		7.0	7.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
32	32	0	0	6/8	4	1	V	0	-5.37	/		e	iii	V	V		V							M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.5	0.0
32	32	1/16	1/16	6/8	4	1	VI6	0	-5.37	/		e	iii	V	VI6		VI		6					M	1	1	1, -2, -3		-3.0	1.0	3	3	0.5	0.1875	0.1875	0.5
32	32	3/16	3/16	6/8	4	1	viio43/V	-0.146342	-5.37	/		e	iii	V	viio43/V		vii	o	43		V			o7	1	1	1, -2, 7, 4		7.0	1.0	0	3	0.0	0.0	0.1875	0.0
32	32	1/4	1/4	6/8	4	1	V6	0	-5.37	/		e	iii	V	V6		V		6					M	1	1	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.1875	0.0
32	32	5/16	5/16	6/8	4	1	Ger6	0	-5.37	/		e	iii	V	Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-3, 1, -2, 7		7.0	-3.0	0	3	0.0	0.0	0.1875	0.0
32	32	3/8	3/8	6/8	4	1	V	0	-5.37	/		e	iii	V	V		V							M	1	1	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.375	0.0
32	32	7/16	7/16	6/8	4	1	viio7/V	0	-5.37	/		e	iii	V	viio7/V		vii	o	7		V			o7	1	1	7, 4, 1, -2		7.0	7.0	0	3	0.0	0.0	0.1875	0.0
32	32	1/2	1/2	6/8	4	1	V	0	-5.37	/		e	iii	V	V		V							M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.1875	0.0
32	32	9/16	9/16	6/8	4	1	V7/V	0	-5.37	/		e	iii	V	V7/V		V		7		V			Mm7	1	1	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	0.25	0.0
32	32	5/8	5/8	6/8	4	1	V	0	-5.37	/		e	iii	V	V		V							M	1	1	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.25	0.0
32	32	11/16	11/16	6/8	4	1	V7/V	-0.585368	-5.37	/		e	iii	V	V7/V		V		7		V			Mm7	1	1	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	0.25	0.0
33	33	0	0	6/8	4	1	V]	0.195123	-5.53659	/		e	iii	V	V		V							M	1	1	2, 6, 3		2.0	2.0	3	14	0.17647058823529413	0.1875	1.5625	0.10714285714285714
33	33	3/8	3/8	6/8	4	1	III.V\\	0.146342	-4.90245	/		e	III		V		V						\\	M	1	0	2, 6, 3		2.0	2.0	9	14	0.391304347826087	0.5625	2.0625	0.21428571428571427
35	35	0	0	6/8	4	1	V7					e	III		V7		V		7					Mm7	1	0	2, 6, 3, 0		2.0	2.0	4	16	0.2	0.25	1.25	0.16666666666666666
36	36	0	0	6/8	4	1	V43	0.341465	-3.4878	/		e	III		V43		V		43					Mm7	1	0	3, 0, 2, 6		2.0	3.0	2	18	0.1	0.125	1.625	0.07142857142857142
37	37	0	0	6/8	4	1	V65					e	III		V65		V		65					Mm7	1	0	6, 3, 0, 2		2.0	6.0	2	9	0.18181818181818182	0.125	0.875	0.125
37	37	3/8	3/8	6/8	4	1	V43					e	III		V43		V		43					Mm7	1	0	3, 0, 2, 6		2.0	3.0	1	9	0.1	0.0625	0.6875	0.08333333333333333
38	38	0	0	6/8	4	1	V2	0	-5.34147	/		e	III		V2		V		2					Mm7	1	0	0, 2, 6, 3		2.0	0.0	4	32	0.1111111111111111	0.25	2.375	0.09523809523809523
39	39	0	0	6/8	4	1	I6	-0.048781	-5.24391	/		e	III		I6		I		6					M	1	0	5, 2, 1		1.0	5.0	0	15	0.0	0.0	1.375	0.0
39	39	3/8	3/8	6/8	4	1	IV	0	-5.39025	/		e	III		IV		IV							M	1	0	0, 4, 1		0.0	0.0	1	14	0.06666666666666667	0.25	1.125	0.18181818181818182
40	40	0	0	6/8	4	1	V	-0.146342	-4.85367	/		e	III		V		V							M	1	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.0	0.0
40	40	1/4	1/4	6/8	4	1	V7	-0.292684	-4.90245	/		e	III		V7		V		7					Mm7	1	0	2, 6, 3, 0		2.0	2.0	0	5	0.0	0.0	0.375	0.0
40	40	3/8	3/8	6/8	4	1	I\\	-0.146342	-4.85366	/		e	III		I		I						\\	M	1	0	1, 5, 2		1.0	1.0	7	8	0.4666666666666667	0.4375	0.9375	0.3181818181818182
41	41	0	0	6/8	4	1	I6					e	III		I6		I		6					M	1	0	5, 2, 1		1.0	5.0	0	9	0.0	0.0	1.125	0.0
41	41	3/8	3/8	6/8	4	1	IV(+4)	-0.146342	-3.29269	/		e	III		IV(+4)		IV			+4				M	1	0	0, 4, 1	6	0.0	0.0	1	9	0.1	0.0625	0.9375	0.0625
41	41	5/8	5/8	6/8	4	1	IV					e	III		IV		IV							M	1	0	0, 4, 1		0.0	0.0	0	7	0.0	0.0	0.5	0.0
42	42	0	0	6/8	4	1	viio7					e	III		viio7		vii	o	7					o7	1	0	6, 3, 0, -3		6.0	6.0	2	30	0.0625	0.25	2.75	0.08333333333333333
43	43	0	0	6/8	4	1	I6	0.146342	-4.95123	/		e	III		I6		I		6					M	1	0	5, 2, 1		1.0	5.0	3	5	0.375	0.1875	1.3125	0.125
43	43	3/8	3/8	6/8	4	1	ii64(2)	0.195123	-4.95123	/		e	III		ii64(2)		ii		64	2				m	1	0	4, 5, 0		3.0	4.0	1	4	0.2	0.0625	0.75	0.07692307692307693
43	43	1/2	1/2	6/8	4	1	ii64	-0.146342	-5.04879	/		e	III		ii64		ii		64					m	1	0	4, 3, 0		3.0	4.0	4	7	0.36363636363636365	0.25	0.4375	0.36363636363636365
44	44	0	0	6/8	4	1	V(9)	-0.048781	-5.48782	/		e	III		V(9)		V			9				M	1	0	2, 6, 3	4	2.0	2.0	1	6	0.14285714285714285	0.0625	1.1875	0.05
44	44	1/4	1/4	6/8	4	1	V6	0	-5.53659	/		e	III		V6		V		6					M	1	0	6, 3, 2		2.0	6.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
44	44	3/8	3/8	6/8	4	1	V	-0.146342	-5.63416	/		e	III		V		V							M	1	0	2, 6, 3		2.0	2.0	3	12	0.2	0.1875	1.3125	0.125
45	45	0	0	6/8	4	1	I					e	III		I		I							M	1	0	1, 5, 2		1.0	1.0	6	9	0.4	0.375	1.125	0.25
45	45	3/8	3/8	6/8	4	1	ii6(#76)					e	III		ii6(#76)		ii		6	#76				m	1	0	0, 6, 8		3.0	0.0	6	2	0.75	0.375	0.125	0.75
45	45	1/2	1/2	6/8	4	1	ii6					e	III		ii6		ii		6					m	1	0	0, 4, 3		3.0	0.0	3	5	0.375	0.1875	0.3125	0.375
45	45	5/8	5/8	6/8	4	1	ii					e	III		ii		ii							m	1	0	3, 0, 4		3.0	3.0	3	5	0.375	0.1875	0.3125	0.375
46	46	0	0	6/8	4	1	V6(2)					e	III		V6(2)		V		6	2				M	1	0	6, 3, 4		2.0	6.0	8	5	0.6153846153846154	0.5	0.5	0.5
46	46	1/4	1/4	6/8	4	1	V6					e	III		V6		V		6					M	1	0	6, 3, 2		2.0	6.0	3	4	0.42857142857142855	0.1875	0.3125	0.375
46	46	3/8	3/8	6/8	4	1	V					e	III		V		V							M	1	0	2, 6, 3		2.0	2.0	7	17	0.2916666666666667	0.4375	1.0625	0.2916666666666667
47	47	0	0	6/8	4	1	I(11#2)					e	III		I(11#2)		I			11#2				M	1	0	1, 10, 2	0	1.0	1.0	1	5	0.16666666666666666	0.375	0.9375	0.2857142857142857
47	47	3/16	3/16	6/8	4	1	I					e	III		I		I							M	1	0	1, 5, 2		1.0	1.0	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
47	47	3/8	3/8	6/8	4	1	V65/V					e	III		V65/V		V		65		V			Mm7	1	0	7, 4, 1, 3		3.0	7.0	2	10	0.16666666666666666	0.125	1.8125	0.06451612903225806
48	48	1/8	1/8	6/8	4	1	V(64)					e	III		V(64)		V			64				M	1	0	2, 1, 5		2.0	2.0	0	15	0.0	0.0	2.0	0.0
48	48	5/8	5/8	6/8	4	1	V7					e	III		V7		V		7					Mm7	1	0	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	0.5	0.0
49	49	0	0	6/8	4	1	viio2					e	III		viio2		vii	o	2					o7	1	0	-3, 6, 3, 0		6.0	-3.0	0	4	0.0	0.0	0.75	0.0
49	49	3/16	3/16	6/8	4	1	V					e	III		V		V							M	1	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.25	0.0
49	49	1/4	1/4	6/8	4	1	viio43	-0.878052	-3	/		e	III		viio43		vii	o	43					o7	1	0	0, -3, 6, 3		6.0	0.0	0	4	0.0	0.0	0.25	0.0
49	49	5/16	5/16	6/8	4	1	V					e	III		V		V							M	1	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.25	0.0
49	49	3/8	3/8	6/8	4	1	viio2					e	III		viio2		vii	o	2					o7	1	0	-3, 6, 3, 0		6.0	-3.0	0	4	0.0	0.0	0.75	0.0
49	49	9/16	9/16	6/8	4	1	V					e	III		V		V							M	1	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.25	0.0
49	49	5/8	5/8	6/8	4	1	viio43					e	III		viio43		vii	o	43					o7	1	0	0, -3, 6, 3		6.0	0.0	0	8	0.0	0.0	0.5	0.0
50	50	0	0	6/8	4	1	viio65/V	-2.48781	-3	/		e	III		viio65/V		vii	o	65		V			o7	1	0	4, 1, -2, 7		7.0	4.0	0	4	0.0	0.0	0.75	0.0
50	50	3/16	3/16	6/8	4	1	i64					e	III		i64		i		64					m	1	0	2, 1, -2		1.0	2.0	0	4	0.0	0.0	0.25	0.0
50	50	1/4	1/4	6/8	4	1	viio7/V	-0.878052	-3	/		e	III		viio7/V		vii	o	7		V			o7	1	0	7, 4, 1, -2		7.0	7.0	0	4	0.0	0.0	0.25	0.0
50	50	5/16	5/16	6/8	4	1	i64					e	III		i64		i		64					m	1	0	2, 1, -2		1.0	2.0	0	4	0.0	0.0	0.25	0.0
50	50	3/8	3/8	6/8	4	1	viio65/V					e	III		viio65/V		vii	o	65		V			o7	1	0	4, 1, -2, 7		7.0	4.0	0	4	0.0	0.0	0.75	0.0
50	50	9/16	9/16	6/8	4	1	i64					e	III		i64		i		64					m	1	0	2, 1, -2		1.0	2.0	0	4	0.0	0.0	0.25	0.0
50	50	5/8	5/8	6/8	4	1	viio7/V					e	III		viio7/V		vii	o	7		V			o7	1	0	7, 4, 1, -2		7.0	7.0	0	8	0.0	0.0	0.5	0.0
51	51	0	0	6/8	4	1	V\\					e	III		V		V						\\	M	1	0	2, 6, 3		2.0	2.0	2	2	0.5	0.5	0.5	0.5
51	51	1/4	1/4	6/8	4	1	V65					e	III		V65		V		65					Mm7	1	0	6, 3, 0, 2		2.0	6.0	0	4	0.0	0.0	0.5	0.0
51	51	3/8	3/8	6/8	4	1	I					e	III		I		I							M	1	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
51	51	1/2	1/2	6/8	4	1	viio43					e	III		viio43		vii	o	43					o7	1	0	0, -3, 6, 3		6.0	0.0	0	4	0.0	0.0	0.5	0.0
51	51	5/8	5/8	6/8	4	1	I6					e	III		I6		I		6					M	1	0	5, 2, 1		1.0	5.0	0	4	0.0	0.0	0.5	0.0
52	52	0	0	6/8	4	1	ii6	0.73171	-3.14634	/		e	III		ii6		ii		6					m	1	0	0, 4, 3		3.0	0.0	1	4	0.2	0.0625	0.4375	0.125
52	52	1/8	1/8	6/8	4	1	I64					e	III		I64		I		64					M	1	0	2, 1, 5		1.0	2.0	0	4	0.0	0.0	0.5	0.0
52	52	1/4	1/4	6/8	4	1	V43/V					e	III		V43/V		V		43		V			Mm7	1	0	4, 1, 3, 7		3.0	4.0	0	4	0.0	0.0	0.5	0.0
52	52	3/8	3/8	6/8	4	1	V(64)					e	III		V(64)		V			64				M	1	0	2, 1, 5		2.0	2.0	0	4	0.0	0.0	1.125	0.0
52	52	5/8	5/8	6/8	4	1	V7					e	III		V7		V		7					Mm7	1	0	2, 6, 3, 0		2.0	2.0	0	3	0.0	0.0	0.375	0.0
53	53	0	0	6/8	4	1	viio2	0	-3.58537	/		e	III		viio2		vii	o	2					o7	1	0	-3, 6, 3, 0		6.0	-3.0	0	4	0.0	0.0	0.75	0.0
53	53	3/16	3/16	6/8	4	1	V	0.146342	-3.43903	/		e	III		V		V							M	1	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.25	0.0
53	53	1/4	1/4	6/8	4	1	#viio2/vi	-1.31708	-3.14634	/		e	III		#viio2/vi		#vii	o	2		vi			o7	1	0	0, 9, 6, 3		9.0	0.0	0	8	0.0	0.0	0.5	0.0
53	53	3/8	3/8	6/8	4	1	V7/vi	0.146342	-3.2439	/		e	III		V7/vi		V		7		vi			Mm7	1	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	1.0	0.0
53	53	5/8	5/8	6/8	4	1	vi64	4.194e-8	-4.75611	/		e	III		vi64		vi		64					m	1	0	5, 4, 1		4.0	5.0	0	4	0.0	0.0	0.25	0.0
53	53	11/16	11/16	6/8	4	1	vi%43	-0.146342	-4.90244	/		e	III		vi%43		vi	%	43					%7	1	0	-2, 2, 4, 1		4.0	-2.0	0	4	0.0	0.0	0.25	0.0
54	54	0	0	6/8	4	1	V7/V					e	III		V7/V		V		7		V			Mm7	1	0	3, 7, 4, 1		3.0	3.0	0	8	0.0	0.0	1.0	0.0
54	54	1/4	1/4	6/8	4	1	v64	-0.146342	-5.19513	/		e	III		v64		v		64					m	1	0	3, 2, -1		2.0	3.0	0	4	0.0	0.0	0.25	0.0
54	54	5/16	5/16	6/8	4	1	v%43	-0.292684	-5.19513	/		e	III		v%43		v	%	43					%7	1	0	-4, 0, 2, -1		2.0	-4.0	0	4	0.0	0.0	0.25	0.0
54	54	3/8	3/8	6/8	4	1	V7/IV	0.146342	-5.34147	/		e	III		V7/IV		V		7		IV			Mm7	1	0	1, 5, 2, -1		1.0	1.0	0	8	0.0	0.0	1.0	0.0
54	54	5/8	5/8	6/8	4	1	IV	-0.0975612	-6.07318	/		e	III		IV		IV							M	1	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.25	0.0
54	54	11/16	11/16	6/8	4	1	viio7/V	-0.243906	-6.07319	/		e	III		viio7/V		vii	o	7		V			o7	1	0	7, 4, 1, -2		7.0	7.0	0	5	0.0	0.0	0.3125	0.0
55	55	0	0	6/8	4	1	V(64)	0.097561	-6.36587	/		e	III		V(64)		V			64				M	1	0	2, 1, 5		2.0	2.0	0	8	0.0	0.0	1.375	0.0
55	55	3/8	3/8	6/8	4	1	V43/IV	4.194e-8	-6.36587	/		e	III		V43/IV		V		43		IV			Mm7	1	0	2, -1, 1, 5		1.0	2.0	3	5	0.375	0.1875	0.9375	0.16666666666666666
56	56	0	0	6/8	4	1	#viio65/ii	-1.90245	-6.84	/		e	III		#viio65/ii		#vii	o	65		ii			o7	1	0	5, 2, -1, 8		8.0	5.0	0	3	0.0	0.0	1.0	0.0
56	56	1/4	1/4	6/8	4	1	V2/ii	-0.146342	-6.84	/		e	III		V2/ii		V		2		ii			Mm7	1	0	2, 4, 8, 5		4.0	2.0	0	1	0.0	0.0	0.125	0.0
56	56	3/8	3/8	6/8	4	1	V6/V	0.439026	-6.84	/		e	III		V6/V		V		6		V			M	1	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.75	0.0
56	56	5/8	5/8	6/8	4	1	viio65	-0.146342	-6.84	/		e	III		viio65		vii	o	65					o7	1	0	3, 0, -3, 6		6.0	3.0	0	3	0.0	0.0	0.375	0.0
57	57	0	0	6/8	4	1	I6	0.146342	-5.34148	/		e	III		I6		I		6					M	1	0	5, 2, 1		1.0	5.0	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
57	57	1/4	1/4	6/8	4	1	v	-0.146342	-4.88	/		e	III		v		v							m	1	0	2, -1, 3		2.0	2.0	5	9	0.35714285714285715	0.375	1.375	0.21428571428571427
58	58	0	0	6/8	4	1	#viio43/ii					e	III		#viio43/ii		#vii	o	43		ii			o7	1	0	2, -1, 8, 5		8.0	2.0	0	4	0.0	0.0	1.0	0.0
58	58	1/4	1/4	6/8	4	1	V6/V					e	III		V6/V		V		6		V			M	1	0	7, 4, 3		3.0	7.0	0	8	0.0	0.0	1.5	0.0
58	58	5/8	5/8	6/8	4	1	viio43					e	III		viio43		vii	o	43					o7	1	0	0, -3, 6, 3		6.0	0.0	0	8	0.0	0.0	1.0	0.0
59	59	1/8	1/8	6/8	4	1	I6					e	III		I6		I		6					M	1	0	5, 2, 1		1.0	5.0	0	8	0.0	0.0	1.0	0.0
59	59	3/8	3/8	6/8	4	1	#viio65/ii					e	III		#viio65/ii		#vii	o	65		ii			o7	1	0	5, 2, -1, 8		8.0	5.0	0	8	0.0	0.0	1.0	0.0
59	59	5/8	5/8	6/8	4	1	ii6					e	III		ii6		ii		6					m	1	0	0, 4, 3		3.0	0.0	0	8	0.0	0.0	1.0	0.0
60	60	1/8	1/8	6/8	4	1	viio7/V					e	III		viio7/V		vii	o	7		V			o7	1	0	7, 4, 1, -2		7.0	7.0	0	10	0.0	0.0	1.25	0.0
60	60	3/8	3/8	6/8	4	1	I64					e	III		I64		I		64					M	1	0	2, 1, 5		1.0	2.0	0	10	0.0	0.0	1.25	0.0
60	60	5/8	5/8	6/8	4	1	Ger6	-1.17074	-3	/		e	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-3, 1, -2, 7		7.0	-3.0	0	10	0.0	0.0	1.25	0.0
