mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	4	1	G.I				G	I		I		I							M	0	0	1, 5, 2		1	1	1	4	0.2	0.0625	0.9375	0.0625
3	3	0	0	2/4	4	1	V7				G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	2	3	0.4	0.25	0.375	0.4
5	5	0	0	2/4	4	1	I				G	I		I		I							M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	2.0	0.0
6	6	0	0	2/4	4	1	V.ii	0	-2.64008	/	G	V		ii		ii							m	0	0	4, 1, 5		4	4	4	8	0.3333333333333333	0.25	1.75	0.125
7	7	0	0	2/4	4	1	V(64)	-0.0312711	-2.68886	/	G	V		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	8	0.0	0.0	1.0	0.0
7	7	1/4	1/4	2/4	4	1	V7	0.0575355	-2.76647	/	G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	8	0.0	0.0	1.0	0.0
8	8	0	0	2/4	4	1	I\\	-0.0312711	-2.92901	/	G	V		I		I						\\	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
9	9	0	0	2/4	4	1	I.V7				G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	4	0.2	0.0625	0.9375	0.0625
11	11	0	0	2/4	4	1	I				G	I		I		I							M	0	0	1, 5, 2		1	1	3	1	0.75	0.375	0.125	0.75
12	12	0	0	2/4	4	1	I6				G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	1	0.0	0.0	0.125	0.0
13	13	0	0	2/4	4	1	V7/vi				G	I		V7/vi		V		7		vi			Mm7	0	0	5, 9, 6, 3		5	5	2	16	0.1111111111111111	0.4375	3.5625	0.109375
15	15	0	0	2/4	4	1	vi				G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	8	0.0	0.0	1.0	0.0
15	15	1/4	1/4	2/4	4	1	V7/vi				G	I		V7/vi		V		7		vi			Mm7	0	0	5, 9, 6, 3		5	5	1	7	0.125	0.125	0.875	0.125
16	16	0	0	2/4	4	1	vi				G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	0.5	0.0
17	17	0	0	2/4	4	1	V7/IV				G	I		V7/IV		V		7		IV			Mm7	0	0	1, 5, 2, -1		1	1	2	6	0.25	0.125	1.875	0.0625
18	18	0	0	2/4	4	1	IV				G	I		IV		IV							M	0	0	0, 4, 1		0	0	3	6	0.3333333333333333	0.125	1.0	0.1111111111111111
19	19	0	0	2/4	4	1	V7	-0.146342	-4.31796	/	G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	10	0.0	0.0	2.5	0.0
20	20	1/8	1/8	2/4	4	1	V2				G	I		V2		V		2					Mm7	0	0	0, 2, 6, 3		2	0	0	4	0.0	0.0	0.5	0.0
20	20	1/4	1/4	2/4	4	1	I6				G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.5	0.0
20	20	3/8	3/8	2/4	4	1	V43				G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	4	0.0	0.0	0.5	0.0
21	21	0	0	2/4	4	1	I				G	I		I		I							M	0	0	1, 5, 2		1	1	2	24	0.07692307692307693	0.125	3.875	0.03125
23	23	0	0	2/4	4	1	V43				G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	4	12	0.25	0.5	1.5	0.25
24	24	0	0	2/4	4	1	V43	0	-3.34592	/	G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	4	6	0.4	0.5	0.75	0.4
25	25	0	0	2/4	4	1	V	0	-2.4	/	G	I		V		V							M	0	0	2, 6, 3		2	2	0	12	0.0	0.0	2.0	0.0
