mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	4	1	A.I					A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	1.5	0.0
3	2	0	0	3/4	4	1	V					A	I		V		V							M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	1.25	0.0
4	3	0	0	3/4	4	1	I					A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	3	5	0.375	0.375	0.875	0.3
5	4	0	0	3/4	4	1	V(6)					A	I		V(6)		V			6				M	0	0	4, 8, 7		4.0	4.0	0	2	0.0	0.0	0.5	0.0
5	4	1/4	1/4	3/4	4	1	V\\					A	I		V		V						\\	M	0	0	4, 8, 5		4.0	4.0	1	1	0.5	0.25	0.25	0.5
6	5	0	0	3/4	4	1	I					A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	2.0	0.0
7	6	1/2	1/2	3/4	4	1	vi					A	I		vi		vi							m	0	0	6, 3, 7		6.0	6.0	0	2	0.0	0.0	0.5	0.0
8	7	0	0	3/4	4	1	viio/V					A	I		viio/V		vii	o			V			o	0	0	9, 6, 3		9.0	9.0	0	3	0.0	0.0	1.25	0.0
9	8	0	0	3/4	4	1	V/V					A	I		V/V		V				V			M	0	0	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.75	0.0
9	8	1/2	1/2	3/4	4	1	V2/V	-1.31708	-2.5	/		A	I		V2/V		V		2		V			Mm7	0	0	3, 5, 9, 6		5.0	3.0	0	2	0.0	0.0	0.5	0.0
10	9	0	0	3/4	4	1	V6					A	I		V6		V		6					M	0	0	8, 5, 4		4.0	8.0	0	2	0.0	0.0	1.0	0.0
