mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	2/2	4	1	A.V	0.153048	-2.50671	/		A	I		V	V							M	0	0	4, 8, 5		4.0	4.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
2	1	0	0	2/2	4	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3.0	4.0	1	3	0.25	0.125	1.25	0.09090909090909091
2	1	1/2	1/2	2/2	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	2	9	0.18181818181818182	0.25	2.5	0.09090909090909091
3	2	1/2	1/2	2/2	4	1	I6	0	-3.49226	/		A	I		I6	I		6					M	0	0	7, 4, 3		3.0	7.0	0	5	0.0	0.0	1.0	0.0
3	2	3/4	3/4	2/2	4	1	I	0	-3.58246	/		A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	1	4	0.2	0.125	0.875	0.125
4	3	0	0	2/2	4	1	V7	0	-2.77062	/		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	7	0.2222222222222222	0.25	1.75	0.125
4	3	1/2	1/2	2/2	4	1	I	0	-2.95103	/		A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	1	8	0.1111111111111111	0.125	1.875	0.0625
5	4	0	0	2/2	4	1	V7	0	-2.77062	/		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	7	0.2222222222222222	0.25	1.75	0.125
5	4	1/2	1/2	2/2	4	1	I	0	-2.77062	/		A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	1	8	0.1111111111111111	0.125	1.875	0.0625
6	5	0	0	2/2	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4.0	4.0	2	8	0.2	0.25	1.75	0.125
6	5	1/2	1/2	2/2	4	1	V7/V					A	I		V7/V	V		7		V			Mm7	0	0	5, 9, 6, 3		5.0	5.0	2	8	0.2	0.25	1.75	0.125
7	6	0	0	2/2	4	1	V\\					A	I		V	V						\\	M	0	0	4, 8, 5		4.0	4.0	1	10	0.09090909090909091	0.125	2.75	0.043478260869565216
8	7	0	0	2/2	4	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	4	20	0.16666666666666666	0.5	5.625	0.08163265306122448
10	9	0	0	2/2	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	2	7	0.2222222222222222	0.25	1.75	0.125
10	9	1/2	1/2	2/2	4	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	7	0.2222222222222222	0.25	1.75	0.125
11	10	0	0	2/2	4	1	I	-0.146342	-2.35366	/		A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	0	9	0.0	0.0	2.0	0.0
11	10	1/2	1/2	2/2	4	1	V7	-0.146342	-2.20732	/		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	8	0.1111111111111111	0.125	1.875	0.0625
12	11	0	0	2/2	4	1	I	0	-1.91463	/		A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	2	7	0.2222222222222222	0.25	1.75	0.125
12	11	1/2	1/2	2/2	4	1	V7	0	-1.76829	/		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	7	0.2222222222222222	0.25	1.75	0.125
13	12	0	0	2/2	4	1	I	0	-1.76829	/		A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	1	7	0.125	0.125	2.625	0.045454545454545456
13	12	3/4	3/4	2/2	4	1	V6	-1.60976	-1.47561	/		A	I		V6	V		6					M	0	0	8, 5, 4		4.0	8.0	0	2	0.0	0.0	0.5	0.0
14	13	0	0	2/2	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.5	0.0
14	13	1/4	1/4	2/2	4	1	viio					A	I		viio	vii	o						o	0	0	8, 5, 2		8.0	8.0	0	4	0.0	0.0	1.0	0.0
