mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	2/4	4	1	D.I	-0.918286	-3.41829	/		D	I		I		I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
2	1	0	0	2/4	4	1	I	0	-2.64634	/		D	I		I		I							M	0	0	2, 6, 3		2	2	2	6	0.25	0.25	1.75	0.125
3	2	0	0	2/4	4	1	V	-0.146342	-2.64634	/		D	I		V		V							M	0	0	3, 7, 4		3	3	7	15	0.3181818181818182	0.6875	3.3125	0.171875
5	4	0	0	2/4	4	1	I	0	-2.79268	/		D	I		I		I							M	0	0	2, 6, 3		2	2	6	13	0.3157894736842105	0.625	3.375	0.15625
7	6	0	0	2/4	4	1	V					D	I		V		V							M	0	0	3, 7, 4		3	3	4	8	0.3333333333333333	0.375	1.625	0.1875
8	7	0	0	2/4	4	1	V.V(64)					D	V		V(64)		V			64				M	0	0	4, 3, 7		4	4	3	5	0.375	0.21875	1.03125	0.175
8	7	1/4	1/4	2/4	4	1	V7					D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.75	0.0
9	8	0	0	2/4	4	1	I(742)					D	V		I(742)		I			742				M	0	0	5, 2, 4	8	3	5	4	7	0.36363636363636365	0.375	0.75	0.3333333333333333
9	8	1/4	1/4	2/4	4	1	I\\					D	V		I		I						\\	M	0	0	3, 7, 4		3	3	1	4	0.2	0.125	0.5	0.2
11	9	0	0	2/4	4	1	I.I					D	I		I		I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
11	9	1/4	1/4	2/4	4	1	IV					D	I		IV		IV							M	0	0	1, 5, 2		1	1	5	9	0.35714285714285715	0.3125	1.4375	0.17857142857142858
12	10	1/4	1/4	2/4	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	4	13	0.23529411764705882	0.375	1.75	0.17647058823529413
13	11	3/8	3/8	2/4	4	1	V2/IV	0	-4.74518	/		D	I		V2/IV		V		2		IV			Mm7	0	0	0, 2, 6, 3		2	0	2	4	0.3333333333333333	0.125	0.375	0.25
14	12	0	0	2/4	4	1	IV6	0	-3.96842	/		D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.5	0.0
14	12	1/8	1/8	2/4	4	1	IV	0.146342	-3.86919	/		D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
14	12	1/4	1/4	2/4	4	1	I\\	0.246342	-3.67074	/		D	I		I		I						\\	M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
15	13	0	0	2/4	4	1	I	0.195123	-5.03659	/		D	I		I		I							M	0	0	2, 6, 3		2	2	3	7	0.3	0.375	1.625	0.1875
16	14	0	0	2/4	4	1	V	0	-4.84147	/		D	I		V		V							M	0	0	3, 7, 4		3	3	5	7	0.4166666666666667	0.625	1.375	0.3125
