mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	4	1	D.I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	4	3	0.5714285714285714	0.6875	0.5	0.5789473684210527
4	4	0	0	2/4	4	1	V					D	I		V		V							M	0	0	3, 7, 4		3.0	3.0	0	1	0.0	0.0	0.5	0.0
5	5	0	0	2/4	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.5	0.0
5	5	1/4	1/4	2/4	4	1	V7/IV					D	I		V7/IV		V		7		IV			Mm7	0	0	2, 6, 3, 0		2.0	2.0	1	17	0.05555555555555555	0.125	2.875	0.041666666666666664
7	7	0	0	2/4	4	1	iv[iv					D	I	iv	iv		iv							m	0	0	1, -2, 2		1.0	1.0	0	8	0.0	0.0	1.625	0.0
7	7	3/8	3/8	2/4	4	1	#viio6/iv	-1.24329	-2.41119	/		D	I	iv	#viio6/iv		#vii	o	6		iv			o	0	0	3, 0, 6		6.0	3.0	0	3	0.0	0.0	0.375	0.0
8	8	0	0	2/4	4	1	iv]	0	-4.24637	/		D	I	iv	iv		iv							m	0	0	1, -2, 2		1.0	1.0	2	4	0.3333333333333333	0.25	0.75	0.25
8	8	1/4	1/4	2/4	4	1	I	0	-3.59148	/		D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	14	0.0	0.0	1.75	0.0
9	9	1/4	1/4	2/4	4	1	viio6	-1.68732	-2.5	/		D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7.0	4.0	0	3	0.0	0.0	0.375	0.0
9	9	3/8	3/8	2/4	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
10	10	0	0	2/4	4	1	V7					D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	7	0.0	0.0	0.875	0.0
10	10	1/4	1/4	2/4	4	1	#io					D	I		#io		#i	o						o	0	0	9, 6, 3		9.0	9.0	0	3	0.0	0.0	0.375	0.0
10	10	3/8	3/8	2/4	4	1	V65					D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	4	0.0	0.0	0.5	0.0
11	11	0	0	2/4	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	1.0	0.0
11	11	1/4	1/4	2/4	4	1	viio43/V					D	I		viio43/V		vii	o	43		V			o7	0	0	2, -1, 8, 5		8.0	2.0	1	9	0.1	0.125	1.875	0.0625
12	12	1/4	1/4	2/4	4	1	V\\					D	I		V		V						\\	M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	0.625	0.0
13	13	0	0	2/4	4	1	V(b9)					D	I		V(b9)		V			b9				M	0	0	3, 7, 4	-2	3.0	3.0	1	4	0.2	0.5	1.0	0.3333333333333333
13	13	1/4	1/4	2/4	4	1	V					D	I		V		V							M	0	0	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
14	14	0	0	2/4	4	1	I64(b6)					D	I		I64(b6)		I		64	b6				M	0	0	-2, 2, 6		2.0	-2.0	2	3	0.4	0.375	0.875	0.3
14	14	1/4	1/4	2/4	4	1	I64					D	I		I64		I		64					M	0	0	3, 2, 6		2.0	3.0	0	1	0.0	0.0	0.125	0.0
