mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
22	21	3/8	3/8	3/4	4	1	iv/IV						Bb	V		iv/IV		iv				IV			m	0	0	-3, -6, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
22	21	1/2	1/2	3/4	4	1	IV6						Bb	V		IV6		IV		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
22	21	5/8	5/8	3/4	4	1	iio6						Bb	V		iio6		ii	o	6					o	0	0	-2, -5, 1		1	-2	0	3	0.0	0.0	0.375	0.0
23	22	0	0	3/4	4	1	I6						Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	1	3	0.25	0.125	0.625	0.16666666666666666
23	22	1/4	1/4	3/4	4	1	V43	-0.0892872	-2.41071	/			Bb	V		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	4	0.0	0.0	0.5	0.0
23	22	1/2	1/2	3/4	4	1	I[I	-0.178574	-2.67857	/			Bb	V	I	I		I							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.0	0.0
24	23	0	0	3/4	4	1	V65						Bb	V	I	V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	2	4	0.3333333333333333	0.25	0.875	0.2222222222222222
24	23	1/4	1/4	3/4	4	1	V2/IV	0	-4.82943	/			Bb	V	I	V2/IV		V		2		IV			Mm7	0	0	-3, -1, 3, 0		-1	-3	1	5	0.16666666666666666	0.125	0.75	0.14285714285714285
24	23	1/2	1/2	3/4	4	1	IV6	-0.208954	-4.2976	/			Bb	V	I	IV6		IV		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.625	0.0
24	23	5/8	5/8	3/4	4	1	viio	0.803585	-4.62865	/			Bb	V	I	viio		vii	o						o	0	0	4, 1, -2		4	4	2	7	0.2222222222222222	0.25	0.875	0.2222222222222222
25	24	1/8	1/8	3/4	4	1	I(64)	0	-3.11393	/			Bb	V	I	I(64)		I			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.625	0.0
25	24	1/4	1/4	3/4	4	1	I]	0	-2.93852	/			Bb	V	I	I		I							M	0	0	-1, 3, 0		-1	-1	6	9	0.4	0.375	0.75	0.3333333333333333
26	25	0	0	4/4	4	1	I						Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
26	25	1/4	1/4	4/4	4	1	vi						Bb	V		vi		vi							m	0	0	2, -1, 3		2	2	4	6	0.4	0.25	0.75	0.25
26	25	1/2	1/2	4/4	4	1	IV						Bb	V		IV		IV							M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.25	0.75	0.25
26	25	3/4	3/4	4/4	4	1	ii7						Bb	V		ii7		ii		7					mm7	0	0	1, -2, 2, -1		1	1	3	9	0.25	0.1875	0.8125	0.1875
27	26	0	0	4/4	4	1	V7						Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	26	48	0.35135135135135137	1.625	5.375	0.23214285714285715
29	28	0	0	4/4	4	1	I6	0.229553	-4.10687	/			Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	8	18	0.3076923076923077	0.5	2.5	0.16666666666666666
29	28	3/4	3/4	4/4	4	1	I	-0.197957	-2.36876	/			Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.1875	0.0
29	28	13/16	13/16	4/4	4	1	I(64)	-1.61431	-2.41866	/			Bb	V		I(64)		I			64				M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.1875	0.0
29	28	7/8	7/8	4/4	4	1	I						Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.1875	0.0
29	28	15/16	15/16	4/4	4	1	viio	0	-3.25816	/			Bb	V		viio		vii	o						o	0	0	4, 1, -2		4	4	0	3	0.0	0.0	0.1875	0.0
30	29	0	0	4/4	4	1	I64	0.0892872	-2.85715	/			Bb	V		I64		I		64					M	0	0	0, -1, 3		-1	0	0	3	0.0	0.0	0.1875	0.0
30	29	1/16	1/16	4/4	4	1	V7						Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.1875	0.0
30	29	1/8	1/8	4/4	4	1	vi						Bb	V		vi		vi							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	0.1875	0.0
30	29	3/16	3/16	4/4	4	1	viio						Bb	V		viio		vii	o						o	0	0	4, 1, -2		4	4	0	3	0.0	0.0	0.1875	0.0
30	29	1/4	1/4	4/4	4	1	I	0.892872	-2.58929	/			Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.1875	0.0
30	29	5/16	5/16	4/4	4	1	viio						Bb	V		viio		vii	o						o	0	0	4, 1, -2		4	4	5	4	0.5555555555555556	0.3125	0.25	0.5555555555555556
30	29	1/2	1/2	4/4	4	1	V2	-1.16073	-2.58929	/			Bb	V		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	3	0.0	0.0	0.1875	0.0
30	29	9/16	9/16	4/4	4	1	I6						Bb	V		I6		I		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
30	29	5/8	5/8	4/4	4	1	viio6	-1.3582	-2.5	/			Bb	V		viio6		vii	o	6					o	0	0	1, -2, 4		4	1	0	3	0.0	0.0	0.1875	0.0
30	29	11/16	11/16	4/4	4	1	I						Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.1875	0.0
30	29	3/4	3/4	4/4	4	1	viio						Bb	V		viio		vii	o						o	0	0	4, 1, -2		4	4	0	3	0.0	0.0	0.375	0.0
30	29	7/8	7/8	4/4	4	1	I						Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	6	9	0.4	0.375	0.75	0.3333333333333333
31	30	1/4	1/4	4/4	4	1	V7/IV	-0.0892872	-3.06153	/			Bb	V		V7/IV		V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1	-1	12	22	0.35294117647058826	0.8125	1.6875	0.325
32	31	0	0	4/4	4	1	IV[IV6	-0.519592	-4.26355	/			Bb	V	IV	IV6		IV		6					M	0	0	2, -1, -2		-2	2	6	7	0.46153846153846156	0.375	0.625	0.375
32	31	1/4	1/4	4/4	4	1	vi43						Bb	V	IV	vi43		vi		43					mm7	0	0	3, 0, 2, -1		2	3	6	7	0.46153846153846156	0.5625	0.4375	0.5625
32	31	1/2	1/2	4/4	4	1	V65/IV						Bb	V	IV	V65/IV		V		65		IV			Mm7	0	0	3, 0, -3, -1		-1	3	5	8	0.38461538461538464	0.5	0.5	0.5
32	31	3/4	3/4	4/4	4	1	V64/IV]						Bb	V	IV	V64/IV		V		64		IV			M	0	0	0, -1, 3		-1	0	8	6	0.5714285714285714	0.625	0.375	0.625
33	32	0	0	4/4	4	1	V2/IV						Bb	V		V2/IV		V		2		IV			Mm7	0	0	-3, -1, 3, 0		-1	-3	15	34	0.30612244897959184	0.9375	2.8125	0.25
34	33	0	0	4/4	4	1	V43/IV	0	-4.14528	/			Bb	V		V43/IV		V		43		IV			Mm7	0	0	0, -3, -1, 3		-1	0	21	31	0.40384615384615385	1.3125	2.4375	0.35
35	34	0	0	4/4	4	1	I.V(64)						Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	15	23	0.39473684210526316	0.9375	2.0625	0.3125
35	34	3/4	3/4	4/4	4	1	#viio43/ii						Bb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	-1, -4, 5, 2		5	-1	8	31	0.20512820512820512	0.5	2.5	0.16666666666666666
36	35	1/2	1/2	4/4	4	1	ii6	0	-4.10687	/			Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	6	14	0.3	0.4375	1.0625	0.2916666666666667
36	35	7/8	7/8	4/4	4	1	ii	0	-5.13942	/			Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	1	6	0.14285714285714285	0.0625	0.4375	0.125
37	36	0	0	4/4	4	1	I6	0.229553	-5.9433	/			Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	10	0.09090909090909091	0.125	0.875	0.125
37	36	1/4	1/4	4/4	4	1	V43	-0.109976	-6.45913	/			Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	6	0.0	0.0	0.5	0.0
37	36	3/8	3/8	4/4	4	1	I	-0.229553	-6.67037	/			Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
37	36	1/2	1/2	4/4	4	1	V(b64)						Bb	I		V(b64)		V			b64				M	0	0	-1, -2, -5		-1	-1	1	6	0.14285714285714285	0.0625	0.5625	0.1
37	36	5/8	5/8	4/4	4	1	V(64)						Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
37	36	3/4	3/4	4/4	4	1	V7						Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	13	0.0	0.0	1.0	0.0
38	37	0	0	4/4	4	1	I\\	0.349131	-4.60439	/			Bb	I		I		I						\\	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
38	37	1/8	1/8	4/4	4	1	V+6	0	-5.16035	/			Bb	I		V+6		V	+	6					+	0	0	3, 7, -1		-1	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
38	37	1/4	1/4	4/4	4	1	I	0.109976	-4.65239	/			Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
38	37	3/8	3/8	4/4	4	1	viio6	0.109976	-4.58519	/			Bb	I		viio6		vii	o	6					o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.375	0.0
38	37	1/2	1/2	4/4	4	1	I6	0	-4.56598	/			Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.375	0.0
38	37	5/8	5/8	4/4	4	1	V64/IV	0	-3.87732	/			Bb	I		V64/IV		V		64		IV			M	0	0	-1, -2, 2		-2	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
38	37	3/4	3/4	4/4	4	1	IV	0.68866	-3.84777	/			Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
38	37	7/8	7/8	4/4	4	1	V64/IV	0.109976	-3.15986	/			Bb	I		V64/IV		V		64		IV			M	0	0	-1, -2, 2		-2	-1	0	4	0.0	0.0	0.375	0.0
39	38	0	0	4/4	4	1	IV6	-0.109976	-3.15986	/			Bb	I		IV6		IV		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.75	0.0
39	38	1/8	1/8	4/4	4	1	#viio(+4)/ii	-1.31971	-2.39002	/			Bb	I		#viio(+4)/ii		#vii	o		+4	ii			o	0	0	5, 2, -1	-3	5	5	0	3	0.0	0.0	0.25	0.0
39	38	1/4	1/4	4/4	4	1	ii6						Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
39	38	3/8	3/8	4/4	4	1	viio/V						Bb	I		viio/V		vii	o			V			o	0	0	4, 1, -2		4	4	0	3	0.0	0.0	0.25	0.0
39	38	1/2	1/2	4/4	4	1	V						Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
39	38	5/8	5/8	4/4	4	1	viio6/V	-0.229553	-3.41821	/			Bb	I		viio6/V		vii	o	6		V			o	0	0	1, -2, 4		4	1	0	4	0.0	0.0	0.375	0.0
39	38	3/4	3/4	4/4	4	1	V6	0.368334	-3.31784	/			Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.375	0.0
39	38	7/8	7/8	4/4	4	1	V7						Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.375	0.0
40	39	0	0	4/4	4	1	I\\						Bb	I		I		I						\\	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
40	39	1/8	1/8	4/4	4	1	V+6	-0.109976	-5.08608	/			Bb	I		V+6		V	+	6					+	0	0	3, 7, -1		-1	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
40	39	1/4	1/4	4/4	4	1	I	0.109976	-4.71437	/			Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
40	39	3/8	3/8	4/4	4	1	viio6						Bb	I		viio6		vii	o	6					o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.375	0.0
40	39	1/2	1/2	4/4	4	1	I6						Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.375	0.0
40	39	5/8	5/8	4/4	4	1	V65/IV	-0.879807	-3.12669	/			Bb	I		V65/IV		V		65		IV			Mm7	0	0	2, -1, -4, -2		-2	2	0	4	0.0	0.0	0.375	0.0
40	39	3/4	3/4	4/4	4	1	IV	0.067207	-3.26548	/			Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
40	39	7/8	7/8	4/4	4	1	V64/IV	0	-3.23134	/			Bb	I		V64/IV		V		64		IV			M	0	0	-1, -2, 2		-2	-1	0	4	0.0	0.0	0.375	0.0
41	40	0	0	4/4	4	1	IV6	0	-3.33582	/			Bb	I		IV6		IV		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
41	40	1/8	1/8	4/4	4	1	#viio6/ii						Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	2, -1, 5		5	2	0	3	0.0	0.0	0.25	0.0
41	40	1/4	1/4	4/4	4	1	ii6						Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
41	40	3/8	3/8	4/4	4	1	viio/V						Bb	I		viio/V		vii	o			V			o	0	0	4, 1, -2		4	4	1	3	0.25	0.125	0.25	0.3333333333333333
41	40	1/2	1/2	4/4	4	1	V						Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
41	40	5/8	5/8	4/4	4	1	viio6/V	-1.31971	-2.96732	/			Bb	I		viio6/V		vii	o	6		V			o	0	0	1, -2, 4		4	1	0	4	0.0	0.0	0.375	0.0
41	40	3/4	3/4	4/4	4	1	V65						Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	8	0.0	0.0	0.875	0.0
42	41	0	0	4/4	4	1	I\\	0	-3.64777	/			Bb	I		I		I						\\	M	0	0	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.125	0.875	0.125
42	41	1/4	1/4	4/4	4	1	I						Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.125	0.125	0.5
42	41	1/2	1/2	4/4	4	1	V6	-0.00960114	-4.49165	/			Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	13	14	0.48148148148148145	0.6875	1.0625	0.39285714285714285
43	42	0	0	4/4	4	1	I	0	-4.10687	/			Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	6	8	0.42857142857142855	0.25	1.0	0.2
43	42	1/2	1/2	4/4	4	1	V6	0	-4.7116	/			Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	13	14	0.48148148148148145	0.6875	1.0625	0.39285714285714285
44	43	0	0	4/4	4	1	I	0.229553	-4.79553	/			Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	12	20	0.375	0.75	1.75	0.3
44	43	5/8	5/8	4/4	4	1	vi6	0.229553	-3.87732	/			Bb	I		vi6		vi		6					m	0	0	-2, 2, 1		1	-2	12	12	0.5	0.75	0.75	0.5
45	44	0	0	4/4	4	1	vi	0	-3.64777	/			Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
