mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	4	1	Ab.I[I64	-0.37142	-3.27469	/		Ab	I	I	I64		I		64					M	0	0	-3, -4, 0		-4	-3	3	16	0.15789473684210525	0.1875	2.3125	0.075
3	3	0	0	3/8	4	1	V(2)/V	-0.409791	-5.58131	/		Ab	I	I	V(2)/V		V			2	V			M	0	0	0, 2, -1		-2	0	1	3	0.25	0.375	0.375	0.5
3	3	1/8	1/8	3/8	4	1	viio7	-0.204895	-5.66379	/		Ab	I	I	viio7		vii	o	7					o7	0	0	1, -2, -5, -8		1	1	0	4	0.0	0.0	0.5	0.0
3	3	1/4	1/4	3/8	4	1	I]	0.614686	-6.44606	/		Ab	I	I	I		I							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.5	0.0
4	4	0	0	3/8	4	1	IV6	0	-6.35834	/		Ab	I		IV6		IV		6					M	0	0	-1, -4, -5		-5	-1	0	4	0.0	0.0	0.3125	0.0
4	4	1/16	1/16	3/8	4	1	V65	0	-6.40089	/		Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	0	3	0.0	0.0	0.1875	0.0
4	4	1/8	1/8	3/8	4	1	I	0.819581	-6.486	/		Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.5625	0.0
4	4	1/4	1/4	3/8	4	1	I6	-1.70982	-6.0728	/		Ab	I		I6		I		6					M	0	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.4375	0.0
5	5	0	0	3/8	4	1	V	0.150706	-4.9113	/		Ab	I		V		V							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.25	0.0
6	6	0	0	3/8	4	1	I	0	-4.94688	/		Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	10	0.0	0.0	1.5	0.0
7	7	0	0	3/8	4	1	#viio65/vi	-1.66963	-5.78002	/		Ab	I		#viio65/vi		#vii	o	65		vi			o7	0	0	1, -2, -5, 4		4	1	0	6	0.0	0.0	1.0	0.0
7	7	1/4	1/4	3/8	4	1	IV6	0	-4.95874	/		Ab	I		IV6		IV		6					M	0	0	-1, -4, -5		-5	-1	0	4	0.0	0.0	0.5	0.0
8	8	0	0	3/8	4	1	V6/vi	-0.204895	-3.72937	/		Ab	I		V6/vi		V		6		vi			M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5625	0.0
8	8	1/8	1/8	3/8	4	1	vi	-0.150706	-3.85636	/		Ab	I		vi		vi							m	0	0	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.1875	0.0
8	8	3/16	3/16	3/8	4	1	vi6	0	-3.57866	/		Ab	I		vi6		vi		6					m	0	0	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.25	0.0
8	8	1/4	1/4	3/8	4	1	V(64)/V	0	-3.48215	/		Ab	I		V(64)/V		V			64	V			M	0	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.25	0.0
8	8	5/16	5/16	3/8	4	1	V7/V	-0.150706	-3.40424	/		Ab	I		V7/V		V		7		V			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.25	0.0
9	9	0	0	3/8	4	1	V(9#74)	0	-3.62477	/		Ab	I		V(9#74)		V			9#74				M	0	0	-3, -4, -2	-1, 2	-3	-3	0	4	0.0	0.0	0.5	0.0
9	9	1/8	1/8	3/8	4	1	V\\					Ab	I		V		V						\\	M	0	0	-3, 1, -2		-3	-3	2	6	0.25	0.125	0.4375	0.2222222222222222
10	10	0	0	3/8	4	1	V2	-0.152363	-3.56603	/		Ab	I		V2		V		2					Mm7	0	0	-5, -3, 1, -2		-3	-5	0	3	0.0	0.0	0.375	0.0
10	10	1/8	1/8	3/8	4	1	I6	0.4	-3.27828	/		Ab	I		I6		I		6					M	0	0	0, -3, -4		-4	0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
10	10	1/4	1/4	3/8	4	1	V64	0	-3.1685	/		Ab	I		V64		V		64					M	0	0	-2, -3, 1		-3	-2	0	3	0.0	0.0	0.375	0.0
11	11	0	0	3/8	4	1	I	0	-2.4	/		Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.875	0.0
11	11	1/4	1/4	3/8	4	1	I64					Ab	I		I64		I		64					M	0	0	-3, -4, 0		-4	-3	0	3	0.0	0.0	0.1875	0.0
11	11	5/16	5/16	3/8	4	1	ii43	0	-2.86293	/		Ab	I		ii43		ii		43					mm7	0	0	-1, -4, -2, -5		-2	-1	0	3	0.0	0.0	0.1875	0.0
12	12	0	0	3/8	4	1	V2/IV	-1.47845	-3.16079	/		Ab	I		V2/IV		V		2		IV			Mm7	0	0	-6, -4, 0, -3		-4	-6	0	4	0.0	0.0	0.5	0.0
12	12	1/8	1/8	3/8	4	1	IV6	-0.904237	-3.09214	/		Ab	I		IV6		IV		6					M	0	0	-1, -4, -5		-5	-1	1	3	0.25	0.125	0.375	0.25
12	12	1/4	1/4	3/8	4	1	V43/IV	-1.28356	-3.03003	/		Ab	I		V43/IV		V		43		IV			Mm7	0	0	-3, -6, -4, 0		-4	-3	0	5	0.0	0.0	0.625	0.0
13	13	0	0	3/8	4	1	IV	0.419581	-3.02937	/		Ab	I		IV		IV							M	0	0	-5, -1, -4		-5	-5	0	5	0.0	0.0	1.25	0.0
13	13	1/4	1/4	3/8	4	1	V65/IV	-1.51892	-3.01817	/		Ab	I		V65/IV		V		65		IV			Mm7	0	0	0, -3, -6, -4		-4	0	0	4	0.0	0.0	0.25	0.0
13	13	5/16	5/16	3/8	4	1	IV	0.150706	-2.95212	/		Ab	I		IV		IV							M	0	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	0.25	0.0
14	14	0	0	3/8	4	1	V6(6)/ii	0	-2.95366	/		Ab	I		V6(6)/ii		V		6	6	ii			M	0	0	3, -5, -1		-1	3	0	4	0.0	0.0	0.75	0.0
14	14	1/8	1/8	3/8	4	1	V65/ii	0.452118	-2.5	/		Ab	I		V65/ii		V		65		ii			Mm7	0	0	3, 0, -3, -1		-1	3	0	2	0.0	0.0	0.25	0.0
14	14	1/4	1/4	3/8	4	1	V(6)/ii	-1.65777	-2.5	/		Ab	I		V(6)/ii		V			6	ii			M	0	0	-1, 3, -5		-1	-1	0	4	0.0	0.0	0.25	0.0
14	14	5/16	5/16	3/8	4	1	V65/ii	0.301412	-2.5	/		Ab	I		V65/ii		V		65		ii			Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.25	0.0
15	15	0	0	3/8	4	1	ii(94)	0.602825	-2.86293	/		Ab	I		ii(94)		ii			94				m	0	0	-2, -3, -1	0	-2	-2	0	4	0.0	0.0	0.625	0.0
15	15	1/8	1/8	3/8	4	1	ii	0.904237	-2.65071	/		Ab	I		ii		ii							m	0	0	-2, -5, -1		-2	-2	0	10	0.0	0.0	0.625	0.0
15	15	5/16	5/16	3/8	4	1	#viio6/ii	-2.86342	-2.5	/		Ab	I		#viio6/ii		#vii	o	6		ii			o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.25	0.0
16	16	0	0	3/8	4	1	ii6					Ab	I		ii6		ii		6					m	0	0	-5, -1, -2		-2	-5	3	9	0.25	0.1875	1.25	0.13043478260869565
16	16	5/16	5/16	3/8	4	1	V2	0	-2.87492	/		Ab	I		V2		V		2					Mm7	0	0	-5, -3, 1, -2		-3	-5	1	5	0.16666666666666666	0.03125	0.28125	0.1
17	17	0	0	3/8	4	1	I6	0	-2.72495	/		Ab	I		I6		I		6					M	0	0	0, -3, -4		-4	0	0	5	0.0	0.0	0.3125	0.0
17	17	1/16	1/16	3/8	4	1	IV6					Ab	I		IV6		IV		6					M	0	0	-1, -4, -5		-5	-1	1	4	0.2	0.03125	0.21875	0.125
17	17	1/8	1/8	3/8	4	1	V(64)					Ab	I		V(64)		V			64				M	0	0	-3, -4, 0		-3	-3	0	4	0.0	0.0	0.5	0.0
17	17	1/4	1/4	3/8	4	1	V					Ab	I		V		V							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
18	18	0	0	3/8	4	1	I[I6					Ab	I	I	I6		I		6					M	0	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.5	0.0
18	18	1/8	1/8	3/8	4	1	IV64					Ab	I	I	IV64		IV		64					M	0	0	-4, -5, -1		-5	-4	0	4	0.0	0.0	0.8125	0.0
18	18	1/4	1/4	3/8	4	1	ii					Ab	I	I	ii		ii							m	0	0	-2, -5, -1		-2	-2	0	2	0.0	0.0	0.1875	0.0
19	19	0	0	3/8	4	1	ii7					Ab	I	I	ii7		ii		7					mm7	0	0	-2, -5, -1, -4		-2	-2	0	4	0.0	0.0	0.5	0.0
