mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	4	1	Db.I6	0	-1.52313	/	Db	I		I6		I		6					M	0	0	-1, -4, -5		-5	-1	0	5	0.0	0.0	2.25	0.0
2	2	3/8	3/8	6/8	4	1	I	0.26642	-1.52313	/	Db	I		I		I							M	0	0	-5, -1, -4		-5	-5	2	11	0.15384615384615385	0.25	4.625	0.05128205128205128
3	3	3/8	3/8	6/8	4	1	V43	0	-1.34551	/	Db	I		V43		V		43					Mm7	0	0	-3, -6, -4, 0		-4	-3	1	4	0.2	0.125	1.0	0.1111111111111111
4	4	0	0	6/8	4	1	I	0	-1.34551	/	Db	I		I		I							M	0	0	-5, -1, -4		-5	-5	1	6	0.14285714285714285	0.125	2.5	0.047619047619047616
4	4	3/8	3/8	6/8	4	1	V65	0.0888065	-1.34551	/	Db	I		V65		V		65					Mm7	0	0	0, -3, -6, -4		-4	0	0	3	0.0	0.0	1.125	0.0
5	5	0	0	6/8	4	1	I	0	-1.34551	/	Db	I		I		I							M	0	0	-5, -1, -4		-5	-5	2	5	0.2857142857142857	0.25	2.375	0.09523809523809523
5	5	3/8	3/8	6/8	4	1	V43	0.0888065	-1.34551	/	Db	I		V43		V		43					Mm7	0	0	-3, -6, -4, 0		-4	-3	1	4	0.2	0.125	1.0	0.1111111111111111
6	6	0	0	6/8	4	1	I				Db	I		I		I							M	0	0	-5, -1, -4		-5	-5	1	7	0.125	0.125	1.75	0.06666666666666667
6	6	3/8	3/8	6/8	4	1	V(64)				Db	I		V(64)		V			64				M	0	0	-4, -5, -1		-4	-4	1	3	0.25	0.25	0.5	0.3333333333333333
6	6	1/2	1/2	6/8	4	1	V				Db	I		V		V							M	0	0	-4, 0, -3		-4	-4	0	2	0.0	0.0	0.375	0.0
6	6	5/8	5/8	6/8	4	1	ii6				Db	I		ii6		ii		6					m	0	0	-6, -2, -3		-3	-6	0	3	0.0	0.0	0.375	0.0
7	7	0	0	6/8	4	1	V7/vi				Db	I		V7/vi		V		7		vi			Mm7	0	0	-1, 3, 0, -3		-1	-1	0	6	0.0	0.0	1.5	0.0
7	7	3/8	3/8	6/8	4	1	vi				Db	I		vi		vi							m	0	0	-2, -5, -1		-2	-2	0	6	0.0	0.0	1.5	0.0
8	8	0	0	6/8	4	1	V6/ii				Db	I		V6/ii		V		6		ii			M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	1.5	0.0
8	8	3/8	3/8	6/8	4	1	ii				Db	I		ii		ii							m	0	0	-3, -6, -2		-3	-3	0	6	0.0	0.0	1.5	0.0
9	9	0	0	6/8	4	1	V65				Db	I		V65		V		65					Mm7	0	0	0, -3, -6, -4		-4	0	0	8	0.0	0.0	1.625	0.0
9	9	3/8	3/8	6/8	4	1	I				Db	I		I		I							M	0	0	-5, -1, -4		-5	-5	0	5	0.0	0.0	1.25	0.0
9	9	5/8	5/8	6/8	4	1	I6				Db	I		I6		I		6					M	0	0	-1, -4, -5		-5	-1	0	2	0.0	0.0	0.25	0.0
10	10	0	0	6/8	4	1	V(64)	-0.177613	-1.70074	/	Db	I		V(64)		V			64				M	0	0	-4, -5, -1		-4	-4	0	5	0.0	0.0	1.125	0.0
10	10	1/4	1/4	6/8	4	1	V7	0	-1.70074	/	Db	I		V7		V		7					Mm7	0	0	-4, 0, -3, -6		-4	-4	0	3	0.0	0.0	0.375	0.0
