mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/2	4	1	f.#viio6	-0.585368	-2.64634	/		f	i		#viio6	#vii	o	6					o	1	1	1, -2, 4		4	1	0	4	0.0	0.0	1.0	0.0
1	1	1/2	1/2	3/2	4	1	i6	0	-2.6	/		f	i		i6	i		6					m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	1.5	0.0
2	2	0	0	3/2	4	1	i64	0	-4.08761	/		f	i		i64	i		64					m	1	1	0, -1, -4		-1	0	3	7	0.3	0.375	1.625	0.1875
2	2	3/4	3/4	3/2	4	1	i6	0.177613	-3.9988	/		f	i		i6	i		6					m	1	1	-4, 0, -1		-1	-4	0	2	0.0	0.0	0.25	0.0
2	2	7/8	7/8	3/2	4	1	#viio6	0.198032	-4.33817	/		f	i		#viio6	#vii	o	6					o	1	1	1, -2, 4		4	1	0	2	0.0	0.0	0.25	0.0
2	2	1	1	3/2	4	1	i	0.585368	-4.13972	/		f	i		i	i							m	1	1	-1, -4, 0		-1	-1	2	7	0.2222222222222222	0.25	1.0	0.2
3	3	0	0	3/2	4	1	i64					f	i		i64	i		64					m	1	1	0, -1, -4		-1	0	2	3	0.4	0.25	1.0	0.2
3	3	1/2	1/2	3/2	4	1	iv6					f	i		iv6	iv		6					m	1	1	-5, -1, -2		-2	-5	0	3	0.0	0.0	1.5	0.0
4	4	0	0	3/2	4	1	iv64	0.0712966	-2.94152	/		f	i		iv64	iv		64					m	1	1	-1, -2, -5		-2	-1	5	9	0.35714285714285715	0.625	1.875	0.25
4	4	1	1	3/2	4	1	IV2	0.0888065	-3.82664	/		f	i		IV2	IV		2					Mm7	1	1	-4, -2, 2, -1		-2	-4	0	28	0.0	0.0	4.75	0.0
6	6	0	0	3/2	4	1	#viio43	-0.195123	-4.84147	/		f	i		#viio43	#vii	o	43					o7	1	1	-2, -5, 4, 1		4	-2	0	15	0.0	0.0	2.5	0.0
7	7	0	0	3/2	4	1	#viio2	0.0888065	-5.253	/		f	i		#viio2	#vii	o	2					o7	1	1	-5, 4, 1, -2		4	-5	0	4	0.0	0.0	1.0	0.0
7	7	1/2	1/2	3/2	4	1	#viio7	0.106316	-5.40807	/		f	i		#viio7	#vii	o	7					o7	1	1	4, 1, -2, -5		4	4	0	11	0.0	0.0	3.5	0.0
8	8	0	0	3/2	4	1	V6					f	i		V6	V		6					M	1	1	4, 1, 0		0	4	0	4	0.0	0.0	1.0	0.0
8	8	1/2	1/2	3/2	4	1	i	0	-6.20733	/		f	i		i	i							m	1	1	-1, -4, 0		-1	-1	2	13	0.13333333333333333	0.25	4.25	0.05555555555555555
9	9	1/2	1/2	3/2	4	1	#viio65	0	-4.45518	/		f	i		#viio65	#vii	o	65					o7	1	1	1, -2, -5, 4		4	1	0	11	0.0	0.0	3.5	0.0
10	10	0	0	3/2	4	1	V	0.0888065	-4.54255	/		f	i		V	V							M	1	1	0, 4, 1		0	0	0	6	0.0	0.0	1.0	0.0
10	10	1/2	1/2	3/2	4	1	V65(+2)	0	-4.51391	/		f	i		V65(+2)	V		65	+2				Mm7	1	1	4, 1, -2, 0	-5	0	4	0	12	0.0	0.0	2.0	0.0
11	11	0	0	3/2	4	1	V	0.0888065	-4.18732	/		f	i		V	V							M	1	1	0, 4, 1		0	0	0	6	0.0	0.0	1.0	0.0
