mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1	12/8	1	1	.Ab.V7	-2.64092	-3.36202	/	Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	1	32	0.030303030303030304	0.25	9.25	0.02631578947368421
4	3	0	0	12/8	1	1	I64				Ab	I		I64		I		64					M	0	0	-3, -4, 0		-4	-3	0	4	0.0	0.0	1.875	0.0
4	3	3/8	3/8	12/8	1	1	I				Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	3	9	0.25	0.375	4.5	0.07692307692307693
5	4	0	0	12/8	1	1	V65				Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	1	8	0.1111111111111111	0.25	3.875	0.06060606060606061
5	4	3/4	3/4	12/8	1	1	V43				Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	0	9	0.0	0.0	3.375	0.0
6	5	0	0	12/8	1	1	I6				Ab	I		I6		I		6					M	0	0	0, -3, -4		-4	0	3	10	0.23076923076923078	0.625	4.625	0.11904761904761904
6	5	9/8	9/8	12/8	1	1	I64				Ab	I		I64		I		64					M	0	0	-3, -4, 0		-4	-3	1	10	0.09090909090909091	0.25	3.875	0.06060606060606061
7	6	3/4	3/4	12/8	1	1	V				Ab	I		V		V							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.5	0.0
7	6	9/8	9/8	12/8	1	1	vi2				Ab	I		vi2		vi		2					mm7	0	0	-3, -1, -4, 0		-1	-3	0	4	0.0	0.0	1.0	0.0
7	6	11/8	11/8	12/8	1	1	V7				Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	0	4	0.0	0.0	0.5	0.0
8	7	0	0	12/8	1	1	I64				Ab	I		I64		I		64					M	0	0	-3, -4, 0		-4	-3	1	4	0.2	0.125	1.375	0.08333333333333333
8	7	3/8	3/8	12/8	1	1	vi				Ab	I		vi		vi							m	0	0	-1, -4, 0		-1	-1	4	4	0.5	0.5	1.0	0.3333333333333333
8	7	3/4	3/4	12/8	1	1	I				Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	4	7	0.36363636363636365	0.75	3.0	0.2
9	8	0	0	12/8	1	1	V65	0	-3.27358	/	Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	2	25	0.07407407407407407	0.375	6.75	0.05263157894736842
10	9	0	0	12/8	1	1	I	0.2	-4.00736	/	Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	7	0.0	0.0	1.875	0.0
10	9	3/8	3/8	12/8	1	1	#viio6(+4)/vi	-3.47176	-4.54985	/	Ab	I		#viio6(+4)/vi		#vii	o	6	+4	vi			o	0	0	1, -2, 4	-4	4	1	0	3	0.0	0.0	0.75	0.0
10	9	5/8	5/8	12/8	1	1	vi6	0	-2.98896	/	Ab	I		vi6		vi		6					m	0	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.375	0.0
10	9	3/4	3/4	12/8	1	1	V7/V	0.162987	-5.89498	/	Ab	I		V7/V		V		7		V			Mm7	0	0	-2, 2, -1, -4		-2	-2	3	4	0.42857142857142855	0.375	1.125	0.25
10	9	9/8	9/8	12/8	1	1	V64	-0.162987	-4.15137	/	Ab	I		V64		V		64					M	0	0	-2, -3, 1		-3	-2	0	4	0.0	0.0	1.125	0.0
10	9	11/8	11/8	12/8	1	1	V7/V	0	-2.98896	/	Ab	I		V7/V		V		7		V			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.375	0.0
11	10	0	0	12/8	1	1	V[V7/V	0	-3.68732	/	Ab	I	V	V7/V		V		7		V			Mm7	0	0	-2, 2, -1, -4		-2	-2	6	9	0.4	1.125	2.625	0.3
11	10	3/4	3/4	12/8	1	1	V6]\\				Ab	I	V	V6		V		6				\\	M	0	0	1, -2, -3		-3	1	0	6	0.0	0.0	1.5	0.0
11	10	1	1	12/8	1	1	V43				Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	2	10	0.16666666666666666	0.25	1.75	0.125
12	11	0	0	12/8	1	1	V65				Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	1	11	0.08333333333333333	0.125	2.875	0.041666666666666664
12	11	3/4	3/4	12/8	1	1	V43(4)				Ab	I		V43(4)		V		43	4				Mm7	0	0	-2, -5, -3, -4		-3	-2	0	4	0.0	0.0	1.5	0.0
12	11	1	1	12/8	1	1	V43				Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	0	3	0.0	0.0	0.375	0.0
12	11	9/8	9/8	12/8	1	1	V43(4)				Ab	I		V43(4)		V		43	4				Mm7	0	0	-2, -5, -3, -4		-3	-2	0	3	0.0	0.0	0.75	0.0
12	11	11/8	11/8	12/8	1	1	V43				Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	0	3	0.0	0.0	0.375	0.0
13	12	0	0	12/8	1	1	I				Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	3	10	0.23076923076923078	0.25	2.75	0.08333333333333333
13	12	3/4	3/4	12/8	1	1	I6(2)	-2.29686	-2.13734	/	Ab	I		I6(2)		I		6	2				M	0	0	0, -3, -2		-4	0	0	4	0.0	0.0	1.5	0.0
13	12	1	1	12/8	1	1	I6	-0.604436	-2.13734	/	Ab	I		I6		I		6					M	0	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.375	0.0
13	12	9/8	9/8	12/8	1	1	I6(2)	-0.967098	-2.13734	/	Ab	I		I6(2)		I		6	2				M	0	0	0, -3, -2		-4	0	0	3	0.0	0.0	0.75	0.0
13	12	11/8	11/8	12/8	1	1	I6	0	-2.25823	/	Ab	I		I6		I		6					M	0	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.375	0.0
14	13	0	0	12/8	1	1	I6(4)	0.181332	-2.48791	/	Ab	I		I6(4)		I		6	4				M	0	0	-5, -3, -4		-4	-5	1	3	0.25	0.25	0.875	0.2222222222222222
14	13	1/4	1/4	12/8	1	1	V43				Ab	I		V43		V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	0	3	0.0	0.0	0.375	0.0
14	13	3/8	3/8	12/8	1	1	I(+4)				Ab	I		I(+4)		I			+4				M	0	0	-4, 0, -3	-5	-4	-4	0	4	0.0	0.0	1.0	0.0
14	13	5/8	5/8	12/8	1	1	V6	-0.814937	-3.99	/	Ab	I		V6		V		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
14	13	3/4	3/4	12/8	1	1	vi7	0	-3.99	/	Ab	I		vi7		vi		7					mm7	0	0	-1, -4, 0, -3		-1	-1	0	4	0.0	0.0	1.0	0.0
14	13	1	1	12/8	1	1	V	-0.65195	-3.98966	/	Ab	I		V		V							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
14	13	9/8	9/8	12/8	1	1	V65(+4)/V	-2.11884	-3.99	/	Ab	I		V65(+4)/V		V		65	+4	V			Mm7	0	0	2, -1, -4, -2	-3	-2	2	0	5	0.0	0.0	1.25	0.0
14	13	11/8	11/8	12/8	1	1	V2	0	-3.99	/	Ab	I		V2		V		2					Mm7	0	0	-5, -3, 1, -2		-3	-5	0	5	0.0	0.0	0.625	0.0
15	14	0	0	12/8	1	1	I6	0	-2.774	/	Ab	I		I6		I		6					M	0	0	0, -3, -4		-4	0	2	7	0.2222222222222222	0.25	1.5	0.14285714285714285
15	14	3/8	3/8	12/8	1	1	V7	0	-3.23066	/	Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	0	9	0.0	0.0	1.625	0.0
15	14	3/4	3/4	12/8	1	1	I\\				Ab	I		I		I						\\	M	0	0	-4, 0, -3		-4	-4	2	7	0.2222222222222222	0.25	1.5	0.14285714285714285
15	14	9/8	9/8	12/8	1	1	V[V6	-2.29686	-2.62089	/	Ab	I	V	V6		V		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
15	14	11/8	11/8	12/8	1	1	vi6				Ab	I	V	vi6		vi		6					m	0	0	-4, 0, -1		-1	-4	1	3	0.25	0.125	0.375	0.25
