mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	3/4	4	1	Bb.I64	-0.473861	-2.7372	/		Bb	I		I64		I		64					M	0	0	-1, -2, 2		-2	-1	1	5	0.16666666666666666	0.125	0.875	0.125
1	0	1/4	5/8	3/4	4	1	V65	-0.146342	-2.64634	/		Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.5	0.0
2	1	0	0	3/4	4	1	I(94)	0.146342	-2.79268	/		Bb	I		I(94)		I			94				M	0	0	-2, -3, -1	0	-2	-2	0	4	0.0	0.0	0.75	0.0
2	1	1/8	1/8	3/4	4	1	I	0.439026	-2.64634	/		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
2	1	3/8	3/8	3/4	4	1	V7	-0.439026	-2.64634	/		Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
3	2	0	0	3/4	4	1	I(94)					Bb	I		I(94)		I			94				M	0	0	-2, -3, -1	0	-2	-2	0	4	0.0	0.0	0.75	0.0
3	2	1/8	1/8	3/4	4	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
3	2	3/8	3/8	3/4	4	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
3	2	1/2	1/2	3/4	4	1	I	0.585368	-2.5	/		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
3	2	5/8	5/8	3/4	4	1	V6	-0.73171	-2.5	/		Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
4	3	0	0	3/4	4	1	I(9)					Bb	I		I(9)		I			9				M	0	0	-2, 2, -1	0	-2	-2	0	4	0.0	0.0	0.75	0.0
4	3	1/8	1/8	3/4	4	1	I	0.439026	-2.35366	/		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
4	3	3/8	3/8	3/4	4	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
4	3	1/2	1/2	3/4	4	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
4	3	5/8	5/8	3/4	4	1	ii6					Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
5	4	0	0	3/4	4	1	V\\					Bb	I		V		V						\\	M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.125	0.0
5	4	3/8	3/8	3/4	4	1	vii%7					Bb	I		vii%7		vii	%	7					%7	0	0	3, 0, -3, 1		3	3	0	4	0.0	0.0	0.75	0.0
5	4	5/8	5/8	3/4	4	1	#viio/ii					Bb	I		#viio/ii		#vii	o			ii			o	0	0	5, 2, -1		5	5	0	3	0.0	0.0	0.375	0.0
6	5	0	0	3/4	4	1	ii(94)					Bb	I		ii(94)		ii			94				m	0	0	0, -1, 1	2	0	0	0	3	0.0	0.0	0.5	0.0
6	5	1/8	1/8	3/4	4	1	ii					Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
6	5	3/8	3/8	3/4	4	1	#viio7/vi					Bb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	6, 3, 0, -3		6	6	0	6	0.0	0.0	1.0	0.0
6	5	5/8	5/8	3/4	4	1	vi					Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
7	6	0	0	3/4	4	1	ii6(2)					Bb	I		ii6(2)		ii		6	2				m	0	0	-3, 1, 2		0	-3	0	4	0.0	0.0	0.875	0.0
7	6	1/8	1/8	3/4	4	1	ii6					Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
7	6	3/8	3/8	3/4	4	1	ii					Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	2	4	0.3333333333333333	0.25	0.75	0.25
7	6	5/8	5/8	3/4	4	1	ii6					Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
8	7	0	0	3/4	4	1	V7					Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	14	0.0	0.0	2.5	0.0
8	7	5/8	5/8	3/4	4	1	V7(4)	-1.36586	-2.5	/		Bb	I		V7(4)		V		7	4				Mm7	0	0	-1, -2, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
9	8	0	0	3/4	4	1	I\\					Bb	I		I		I						\\	M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	1.125	0.0
10	8	0	3/8	3/4	4	1	V6/vi	-1.76715	-2.41953	/		Bb	I		V6/vi		V		6		vi			M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.75	0.0
10	8	1/8	1/2	3/4	4	1	vi	0	-2.67761	/		Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
10	8	1/4	5/8	3/4	4	1	#viio43/iii					Bb	I		#viio43/iii		#vii	o	43		iii			o7	0	0	1, -2, 7, 4		7	1	0	4	0.0	0.0	0.5	0.0
11	9	0	0	3/4	4	1	V6/vi					Bb	I		V6/vi		V		6		vi			M	0	0	6, 3, 2		2	6	2	11	0.15384615384615385	0.25	1.75	0.125
