mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
23	23	0	0	2/2	4	1	V6(#7)	0	-3.58246	/		D	I		V6(#7)		V		6	#7				M	0	0	7, 4, 8		3.0	7.0	1	4	0.2	0.125	2.375	0.05
23	23	1/4	1/4	2/2	4	1	V6	0	-3.58	/		D	I		V6		V		6					M	0	0	7, 4, 3		3.0	7.0	1	2	0.3333333333333333	0.125	0.875	0.125
23	23	1/2	1/2	2/2	4	1	V65	0	-3.58	/		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3.0	7.0	1	3	0.25	0.125	0.375	0.25
24	24	0	0	2/2	4	1	V6	-4.75492e-6	-3.7	/		D	I		V6		V		6					M	0	0	7, 4, 3		3.0	7.0	2	5	0.2857142857142857	0.25	1.75	0.125
24	24	1/2	1/2	2/2	4	1	V7	0	-3.70063	/		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	5	0.2857142857142857	0.25	1.75	0.125
25	25	0	0	2/2	4	1	V7					D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	1	4	0.2	0.125	0.875	0.125
25	25	1/4	1/4	2/2	4	1	V6(2)					D	I		V6(2)		V		6	2				M	0	0	7, 4, 5		3.0	7.0	1	3	0.25	0.5	0.625	0.4444444444444444
25	25	3/8	3/8	2/2	4	1	V6					D	I		V6		V		6					M	0	0	7, 4, 3		3.0	7.0	0	1	0.0	0.0	0.125	0.0
25	25	1/2	1/2	2/2	4	1	I(4)					D	I		I(4)		I			4				M	0	0	2, 1, 3		2.0	2.0	0	3	0.0	0.0	0.625	0.0
25	25	5/8	5/8	2/2	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	1	0.0	0.0	0.125	0.0
25	25	3/4	3/4	2/2	4	1	I6					D	I		I6		I		6					M	0	0	6, 3, 2		2.0	6.0	0	5	0.0	0.0	1.0	0.0
26	26	0	0	2/2	4	1	ii6					D	I		ii6		ii		6					m	0	0	1, 5, 4		4.0	1.0	1	8	0.1111111111111111	0.125	1.625	0.07142857142857142
26	26	1/2	1/2	2/2	4	1	V7					D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	1	8	0.1111111111111111	0.125	1.625	0.07142857142857142
27	27	0	0	2/2	4	1	I\\					D	I		I		I						\\	M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	1.75	0.0
27	27	1/4	1/4	2/2	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	6	0.0	0.0	0.75	0.0
28	28	0	0	2/2	4	1	V2/IV					D	I		V2/IV		V		2		IV			Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	10	0.0	0.0	3.0	0.0
29	29	0	0	2/2	4	1	IV6					D	I		IV6		IV		6					M	0	0	5, 2, 1		1.0	5.0	0	10	0.0	0.0	3.0	0.0
30	30	0	0	2/2	4	1	V65					D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3.0	7.0	3	14	0.17647058823529413	0.375	2.625	0.125
31	31	0	0	2/2	4	1	I(#2)					D	I		I(#2)		I			#2				M	0	0	2, 11, 3		2.0	2.0	0	5	0.0	0.0	1.75	0.0
31	31	1/4	1/4	2/2	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	1	9	0.1	0.125	1.25	0.09090909090909091
32	32	0	0	2/2	4	1	V2/IV	-0.292684	-5.72126	/		D	I		V2/IV		V		2		IV			Mm7	0	0	0, 2, 6, 3		2.0	0.0	4	14	0.2222222222222222	0.5	3.5	0.125
33	33	0	0	2/2	4	1	IV6	-1.17074	-6.30489	/		D	I		IV6		IV		6					M	0	0	5, 2, 1		1.0	5.0	0	12	0.0	0.0	4.0	0.0
34	34	0	0	2/2	4	1	V65	-0.146342	-6.45123	/		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3.0	7.0	3	18	0.14285714285714285	0.375	3.625	0.09375
35	35	0	0	2/2	4	1	I(#2)					D	I		I(#2)		I			#2				M	0	0	2, 11, 3		2.0	2.0	1	3	0.25	0.25	0.75	0.25
35	35	1/4	1/4	2/2	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
36	36	0	0	2/2	4	1	V65					D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	3	0.0	0.0	1.25	0.0
36	36	1/2	1/2	2/2	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	0.75	0.0
37	37	0	0	2/2	4	1	V65	0.146342	-3.23171	/		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	4	0.0	0.0	1.25	0.0
37	37	1/2	1/2	2/2	4	1	I	0.146342	-3.23171	/		D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	2	7	0.2222222222222222	0.25	1.5	0.14285714285714285
38	38	0	0	2/2	4	1	ii65	0	-3.08537	/		D	I		ii65		ii		65					mm7	0	0	1, 5, 2, 4		4.0	1.0	1	5	0.16666666666666666	0.125	1.0	0.1111111111111111
38	38	1/2	1/2	2/2	4	1	V	0	-2.79268	/		D	I		V		V							M	0	0	3, 7, 4		3.0	3.0	0	6	0.0	0.0	1.125	0.0
39	39	0	0	2/2	4	1	I(4)	0	-3.02185	/		D	I		I(4)		I			4				M	0	0	2, 1, 3		2.0	2.0	0	2	0.0	0.0	0.5	0.0
39	39	1/4	1/4	2/2	4	1	I\\	0	-3.02	/		D	I		I		I						\\	M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.75	0.0
39	39	3/4	3/4	2/2	4	1	vi	0	-3.02	/		D	I		vi		vi							m	0	0	5, 2, 6		5.0	5.0	0	3	0.0	0.0	0.25	0.0
40	40	0	0	2/2	4	1	V65/vi					D	I		V65/vi		V		65		vi			Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	3	0.0	0.0	1.25	0.0
40	40	1/2	1/2	2/2	4	1	vi					D	I		vi		vi							m	0	0	5, 2, 6		5.0	5.0	0	5	0.0	0.0	0.75	0.0
41	41	0	0	2/2	4	1	V65/vi					D	I		V65/vi		V		65		vi			Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	4	0.0	0.0	1.25	0.0
41	41	1/2	1/2	2/2	4	1	vi					D	I		vi		vi							m	0	0	5, 2, 6		5.0	5.0	2	7	0.2222222222222222	0.25	1.5	0.14285714285714285
42	42	0	0	2/2	4	1	ii					D	I		ii		ii							m	0	0	4, 1, 5		4.0	4.0	1	2	0.3333333333333333	0.125	0.375	0.25
42	42	1/4	1/4	2/2	4	1	ii65					D	I		ii65		ii		65					mm7	0	0	1, 5, 2, 4		4.0	1.0	1	2	0.3333333333333333	0.25	0.375	0.4
42	42	1/2	1/2	2/2	4	1	V/vi					D	I		V/vi		V				vi			M	0	0	6, 10, 7		6.0	6.0	0	6	0.0	0.0	1.125	0.0
43	43	0	0	2/2	4	1	vi(4)					D	I		vi(4)		vi			4				m	0	0	5, 4, 6		5.0	5.0	0	2	0.0	0.0	0.5	0.0
43	43	1/4	1/4	2/2	4	1	vi					D	I		vi		vi							m	0	0	5, 2, 6		5.0	5.0	1	4	0.2	0.125	0.875	0.125
43	43	3/4	3/4	2/2	4	1	v.i6					D	v		i6		i		6					m	0	1	0, 4, 3		3.0	0.0	1	4	0.2	0.125	0.875	0.125
44	44	0	0	2/2	4	1	iv					D	v		iv		iv							m	0	1	2, -1, 3		2.0	2.0	1	2	0.3333333333333333	0.125	0.375	0.25
44	44	1/4	1/4	2/2	4	1	ii65					D	v		ii65		ii		65					mm7	0	1	2, 6, 3, 5		5.0	2.0	1	2	0.3333333333333333	0.125	0.5	0.2
44	44	1/2	1/2	2/2	4	1	V					D	v		V		V							M	0	1	4, 8, 5		4.0	4.0	0	6	0.0	0.0	1.125	0.0
45	45	0	0	2/2	4	1	i(4)					D	v		i(4)		i			4				m	0	1	3, 2, 4		3.0	3.0	0	2	0.0	0.0	0.5	0.0
45	45	1/4	1/4	2/2	4	1	i					D	v		i		i							m	0	1	3, 0, 4		3.0	3.0	0	3	0.0	0.0	0.75	0.0
45	45	1/2	1/2	2/2	4	1	Ger6					D	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9.0	-1.0	6	20	0.23076923076923078	0.5	3.0	0.14285714285714285
47	47	0	0	2/2	4	1	V					D	v		V		V							M	0	1	4, 8, 5		4.0	4.0	0	4	0.0	0.0	1.0	0.0
47	47	1/2	1/2	2/2	4	1	VI	0	-4.7	/		D	v		VI		VI							M	0	1	-1, 3, 0		-1.0	-1.0	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
47	47	3/4	3/4	2/2	4	1	Ger6	0	-4.69706	/		D	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9.0	-1.0	5	19	0.20833333333333334	0.4166666666666667	3.0833333333333335	0.11904761904761905
49	49	0	0	2/2	4	1	V	0	-4.76	/		D	v		V		V							M	0	1	4, 8, 5		4.0	4.0	0	5	0.0	0.0	1.125	0.0
49	49	1/2	1/2	2/2	4	1	Ger6	0	-4.75824	/		D	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9.0	-1.0	12	32	0.2727272727272727	1.0	4.0	0.2
51	51	0	0	2/2	4	1	V\\	-0.146342	-4.54879	/		D	v		V		V						\\	M	0	1	4, 8, 5		4.0	4.0	2	5	0.2857142857142857	0.25	1.5	0.14285714285714285
51	51	1/2	1/2	2/2	4	1	V.V					D	V		V		V							M	0	0	4, 8, 5		4.0	4.0	15	19	0.4411764705882353	1.5625	4.5625	0.25510204081632654
54	54	0	0	2/2	4	1	V7	-0.146342	-4.40245	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	4	22	0.15384615384615385	0.5	5.25	0.08695652173913043
55	55	1/2	1/2	2/2	4	1	I	0	-3.67074	/		D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	1	6	0.14285714285714285	0.125	1.875	0.0625
56	56	0	0	2/2	4	1	ii65	0	-3.67074	/		D	V		ii65		ii		65					mm7	0	0	2, 6, 3, 5		5.0	2.0	1	6	0.14285714285714285	0.125	1.875	0.0625
56	56	1/2	1/2	2/2	4	1	V7	0	-3.52439	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	6	0.14285714285714285	0.125	1.875	0.0625
57	57	0	0	2/2	4	1	I\\	0	-3.23171	/		D	V		I		I						\\	M	0	0	3, 7, 4		3.0	3.0	3	8	0.2727272727272727	0.375	1.375	0.21428571428571427
58	58	0	0	2/2	4	1	V7	0.146342	-5.50391	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	15	30	0.3333333333333333	1.5	8.25	0.15384615384615385
61	61	0	0	2/2	4	1	V2	-0.0888065	-5.09242	/		D	V		V2		V		2					Mm7	0	0	2, 4, 8, 5		4.0	2.0	3	13	0.1875	0.375	2.625	0.125
62	62	0	0	2/2	4	1	#viio2/vi	0	-4.96394	/		D	V		#viio2/vi		#vii	o	2		vi			o7	0	0	2, 11, 8, 5		11.0	2.0	10	20	0.3333333333333333	1.125	4.625	0.1956521739130435
64	64	0	0	2/2	4	1	bVII.viio	-0.146342	-4.89858	/		D	bVII		viio		vii	o						o	0	0	5, 2, -1		5.0	5.0	12	16	0.42857142857142855	1.5	7.5	0.16666666666666666
67	67	0	0	2/2	4	1	V7	0.146342	-4.54879	/		D	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	2	9	0.18181818181818182	0.25	3.75	0.0625
68	68	0	0	2/2	4	1	I					D	bVII		I		I							M	0	0	0, 4, 1		0.0	0.0	1	12	0.07692307692307693	0.125	3.875	0.03125
69	69	0	0	2/2	4	1	V2					D	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	1	14	0.06666666666666667	0.125	3.875	0.03125
70	70	0	0	2/2	4	1	I6					D	bVII		I6		I		6					M	0	0	4, 1, 0		0.0	4.0	0	8	0.0	0.0	2.0	0.0
70	70	1/2	1/2	2/2	4	1	V6					D	bVII		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	0	8	0.0	0.0	2.0	0.0
71	71	0	0	2/2	4	1	I					D	bVII		I		I							M	0	0	0, 4, 1		0.0	0.0	0	8	0.0	0.0	2.0	0.0
71	71	1/2	1/2	2/2	4	1	V					D	bVII		V		V							M	0	0	1, 5, 2		1.0	1.0	0	8	0.0	0.0	2.0	0.0
72	72	0	0	2/2	4	1	vi					D	bVII		vi		vi							m	0	0	3, 0, 4		3.0	3.0	1	12	0.07692307692307693	0.125	3.875	0.03125
73	73	0	0	2/2	4	1	v.V2					D	v		V2		V		2					Mm7	0	1	2, 4, 8, 5		4.0	2.0	1	14	0.06666666666666667	0.125	3.875	0.03125
74	74	0	0	2/2	4	1	i6					D	v		i6		i		6					m	0	1	0, 4, 3		3.0	0.0	0	8	0.0	0.0	2.0	0.0
74	74	1/2	1/2	2/2	4	1	ii%43					D	v		ii%43		ii	%	43					%7	0	1	-1, 3, 5, 2		5.0	-1.0	0	8	0.0	0.0	2.0	0.0
75	75	0	0	2/2	4	1	V(64)					D	v		V(64)		V			64				M	0	1	4, 3, 0		4.0	4.0	0	7	0.0	0.0	1.75	0.0
75	75	1/2	1/2	2/2	4	1	V	-0.292684	-2.5	/		D	v		V		V							M	0	1	4, 8, 5		4.0	4.0	0	7	0.0	0.0	1.75	0.0
76	76	0	0	2/2	4	1	V.I	3.49672e-6	-4.54879	/		D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	0	17	0.0	0.0	6.0	0.0
77	77	1/2	1/2	2/2	4	1	viio6	0	-4.54879	/		D	V		viio6		vii	o	6					o	0	0	5, 2, 8		8.0	5.0	0	4	0.0	0.0	2.0	0.0
78	78	0	0	2/2	4	1	#viio6/ii					D	V		#viio6/ii		#vii	o	6		ii			o	0	0	7, 4, 10		10.0	7.0	0	4	0.0	0.0	4.0	0.0
79	79	0	0	2/2	4	1	viio7/V					D	V		viio7/V		vii	o	7		V			o7	0	0	9, 6, 3, 0		9.0	9.0	0	4	0.0	0.0	4.0	0.0
80	80	0	0	2/2	4	1	V(4+2)					D	V		V(4+2)		V			4+2				M	0	0	4, 3, 5	6	4.0	4.0	0	5	0.0	0.0	2.75	0.0
80	80	1/2	1/2	2/2	4	1	V					D	V		V		V							M	0	0	4, 8, 5		4.0	4.0	4	2	0.6666666666666666	0.75	0.5	0.6
81	81	0	0	2/2	4	1	V	0	-4.10976	/		D	V		V		V							M	0	0	4, 8, 5		4.0	4.0	1	4	0.2	0.125	1.625	0.07142857142857142
81	81	1/4	1/4	2/2	4	1	V7(+2)	0.146342	-4.2561	/		D	V		V7(+2)		V		7	+2				Mm7	0	0	4, 8, 5, 2	6	4.0	4.0	1	3	0.25	0.125	0.625	0.16666666666666666
81	81	1/2	1/2	2/2	4	1	V(+6)	0	-4.2561	/		D	V		V(+6)		V			+6				M	0	0	4, 8, 5	7	4.0	4.0	0	4	0.0	0.0	0.75	0.0
81	81	3/4	3/4	2/2	4	1	V7	-0.146342	-4.2561	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	3	0.25	0.125	0.625	0.16666666666666666
82	82	0	0	2/2	4	1	I\\	0	-4.95068	/		D	V		I		I						\\	M	0	0	3, 7, 4		3.0	3.0	0	16	0.0	0.0	4.0	0.0
83	83	0	0	2/2	4	1	I6					D	V		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	4	0.0	0.0	2.0	0.0
83	83	1/2	1/2	2/2	4	1	ii6					D	V		ii6		ii		6					m	0	0	2, 6, 5		5.0	2.0	0	4	0.0	0.0	2.0	0.0
84	84	0	0	2/2	4	1	#viio43/ii					D	V		#viio43/ii		#vii	o	43		ii			o7	0	0	4, 1, 10, 7		10.0	4.0	0	4	0.0	0.0	4.0	0.0
85	85	0	0	2/2	4	1	#viio65/ii					D	V		#viio65/ii		#vii	o	65		ii			o7	0	0	7, 4, 1, 10		10.0	7.0	0	4	0.0	0.0	4.0	0.0
86	86	0	0	2/2	4	1	ii6					D	V		ii6		ii		6					m	0	0	2, 6, 5		5.0	2.0	0	4	0.0	0.0	4.0	0.0
87	87	0	0	2/2	4	1	viio7/V					D	V		viio7/V		vii	o	7		V			o7	0	0	9, 6, 3, 0		9.0	9.0	0	4	0.0	0.0	4.0	0.0
88	88	0	0	2/2	4	1	V(64)	-0.296022	-3.28939	/		D	V		V(64)		V			64				M	0	0	4, 3, 7		4.0	4.0	7	10	0.4117647058823529	0.875	4.125	0.175
89	89	0	0	2/2	4	1	V7					D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	17	0.10526315789473684	0.25	4.0	0.058823529411764705
90	90	0	0	2/2	4	1	I\\					D	V		I		I						\\	M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	1.75	0.0
90	90	1/2	1/2	2/2	4	1	V2/IV	0	-2.35366	/		D	V		V2/IV		V		2		IV			Mm7	0	0	1, 3, 7, 4		3.0	1.0	1	4	0.2	0.041666666666666664	0.5833333333333334	0.06666666666666667
91	91	0	0	2/2	4	1	I6					D	V		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	2	1	0.6666666666666666	0.5	1.0	0.3333333333333333
91	91	1/4	1/4	2/2	4	1	V64					D	V		V64		V		64					M	0	0	5, 4, 8		4.0	5.0	0	2	0.0	0.0	0.5	0.0
91	91	1/2	1/2	2/2	4	1	I					D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	2	0	1.0	0.5	0.0	1.0
91	91	3/4	3/4	2/2	4	1	V6					D	V		V6		V		6					M	0	0	8, 5, 4		4.0	8.0	1	1	0.5	0.25	0.25	0.5
92	92	0	0	2/2	4	1	viio6(7)/V					D	V		viio6(7)/V		vii	o	6	7	V			o	0	0	6, 3, 7		9.0	6.0	3	1	0.75	1.75	0.25	0.875
92	92	1/2	1/2	2/2	4	1	viio6/V					D	V		viio6/V		vii	o	6		V			o	0	0	6, 3, 9		9.0	6.0	3	0	1.0	1.0	0.0	1.0
93	93	0	0	2/2	4	1	V(4)	-0.146342	-2.64634	/		D	V		V(4)		V			4				M	0	0	4, 3, 5		4.0	4.0	1	3	0.25	0.25	1.75	0.125
93	93	1/2	1/2	2/2	4	1	V7					D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	2	0.3333333333333333	0.25	0.75	0.25
94	94	0	0	2/2	4	1	I	0	-4.40245	/		D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	0	6	0.0	0.0	2.0	0.0
94	94	3/4	3/4	2/2	4	1	V2/IV	0	-4	/		D	V		V2/IV		V		2		IV			Mm7	0	0	1, 3, 7, 4		3.0	1.0	2	5	0.2857142857142857	0.08333333333333333	0.4166666666666667	0.16666666666666666
95	95	0	0	2/2	4	1	IV6	-0.292684	-4.25611	/		D	V		IV6		IV		6					M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	1.75	0.0
95	95	1/4	1/4	2/2	4	1	I64	0	-4	/		D	V		I64		I		64					M	0	0	4, 3, 7		3.0	4.0	0	3	0.0	0.0	0.75	0.0
95	95	1/2	1/2	2/2	4	1	IV	0	-3.8	/		D	V		IV		IV							M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.75	0.0
95	95	3/4	3/4	2/2	4	1	I6	0	-4.1	/		D	V		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.75	0.0
96	96	0	0	2/2	4	1	viio6(7)/V	0	-4.54879	/		D	V		viio6(7)/V		vii	o	6	7	V			o	0	0	6, 3, 7		9.0	6.0	3	1	0.75	2.5	0.25	0.9090909090909091
96	96	1/4	1/4	2/2	4	1	viio6/V	1.02439	-4.54879	/		D	V		viio6/V		vii	o	6		V			o	0	0	6, 3, 9		9.0	6.0	4	0	1.0	1.25	0.0	1.0
97	97	0	0	2/2	4	1	V7(4)	-0.292684	-4.10976	/		D	V		V7(4)		V		7	4				Mm7	0	0	4, 3, 5, 2		4.0	4.0	0	4	0.0	0.0	2.25	0.0
97	97	1/4	1/4	2/2	4	1	V7	0.292684	-4.10976	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	4	0.2	0.25	1.5	0.14285714285714285
98	98	0	0	2/2	4	1	I\\					D	V		I		I						\\	M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	1.0	0.0
98	98	1/4	1/4	2/2	4	1	V	0.292684	-2.35366	/		D	V		V		V							M	0	0	4, 8, 5		4.0	4.0	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
98	98	1/2	1/2	2/2	4	1	I					D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
98	98	3/4	3/4	2/2	4	1	V7					D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
99	99	0	0	2/2	4	1	I					D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	1.0	0.0
99	99	1/4	1/4	2/2	4	1	V7	0	-4.49442	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	4	8	0.3333333333333333	0.3333333333333333	1.1666666666666667	0.2222222222222222
100	100	0	0	2/2	4	1	I\\	0.146342	-4.40245	/		D	V		I		I						\\	M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	1.0	0.0
100	100	1/4	1/4	2/2	4	1	V	0.292684	-4.40245	/		D	V		V		V							M	0	0	4, 8, 5		4.0	4.0	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
100	100	1/2	1/2	2/2	4	1	I					D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
100	100	3/4	3/4	2/2	4	1	V7					D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
101	101	0	0	2/2	4	1	I\\	0	-4.40245	/		D	V		I		I						\\	M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	1.0	0.0
101	101	1/4	1/4	2/2	4	1	V7	0.292684	-4.40245	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	4	8	0.3333333333333333	0.3333333333333333	1.1666666666666667	0.2222222222222222
102	102	0	0	2/2	4	1	I	0	-4.40245	/		D	V		I		I							M	0	0	3, 7, 4		3.0	3.0	1	5	0.16666666666666666	0.08333333333333333	0.6666666666666666	0.1111111111111111
102	102	1/4	1/4	2/2	4	1	V7	0.146342	-4.54879	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	2	7	0.2222222222222222	0.16666666666666666	0.8333333333333334	0.16666666666666666
