mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
25	24	5/8	5/8	6/8	4	1	I6	0	-3.1	/		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.5	0.0
26	25	0	0	6/8	4	1	IV(#7)					D	I		IV(#7)		IV			#7				M	0	0	1, 5, 2	13	1	1	1	3	0.25	0.25	0.75	0.25
26	25	1/4	1/4	6/8	4	1	ii					D	I		ii		ii							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	0.5	0.0
26	25	3/8	3/8	6/8	4	1	V7					D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	8	0.0	0.0	1.5	0.0
27	26	0	0	6/8	4	1	I\\					D	I		I		I						\\	M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	1.125	0.0
27	26	3/8	3/8	6/8	4	1	I6	0	-4.54879	/		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	1.0	0.0
28	27	0	0	6/8	4	1	V2	0	-4.40245	/		D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	2	5	0.2857142857142857	0.25	0.75	0.25
28	27	3/8	3/8	6/8	4	1	V65	0	-4.2561	/		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	6	0.14285714285714285	0.125	0.875	0.125
29	28	0	0	6/8	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	2	5	0.2857142857142857	0.25	0.75	0.25
29	28	3/8	3/8	6/8	4	1	vi					D	I		vi		vi							m	0	0	5, 2, 6		5	5	2	5	0.2857142857142857	0.25	0.75	0.25
30	29	0	0	6/8	4	1	IV(4)					D	I		IV(4)		IV			4				M	0	0	1, 7, 2		1	1	0	3	0.0	0.0	0.5	0.0
30	29	1/8	1/8	6/8	4	1	ii6					D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	0.5	0.0
30	29	3/8	3/8	6/8	4	1	V					D	I		V		V							M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	1.0	0.0
31	30	0	0	6/8	4	1	I\\					D	I		I		I						\\	M	0	0	2, 6, 3		2	2	0	8	0.0	0.0	1.25	0.0
31	30	3/8	3/8	6/8	4	1	I6					D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	9	0.0	0.0	1.375	0.0
32	31	0	0	6/8	4	1	V2	0	-4.46953	/		D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	2	8	0.2	0.25	1.125	0.18181818181818182
32	31	3/8	3/8	6/8	4	1	V65	0	-4.47	/		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	9	0.1	0.125	1.25	0.09090909090909091
33	32	0	0	6/8	4	1	I	0	-2.93903	/		D	I		I		I							M	0	0	2, 6, 3		2	2	2	8	0.2	0.25	1.125	0.18181818181818182
33	32	3/8	3/8	6/8	4	1	vi	0	-3.08537	/		D	I		vi		vi							m	0	0	5, 2, 6		5	5	2	8	0.2	0.25	1.125	0.18181818181818182
34	33	0	0	6/8	4	1	IV(4)					D	I		IV(4)		IV			4				M	0	0	1, 7, 2		1	1	1	3	0.25	0.125	0.5	0.2
34	33	1/8	1/8	6/8	4	1	ii6					D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
34	33	3/8	3/8	6/8	4	1	V7					D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	10	0.0	0.0	1.375	0.0
35	34	0	0	6/8	4	1	I\\					D	I		I		I						\\	M	0	0	2, 6, 3		2	2	3	10	0.23076923076923078	0.375	1.75	0.17647058823529413
35	34	5/8	5/8	6/8	4	1	IV6					D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
36	35	0	0	6/8	4	1	V6					D	I		V6		V		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.75	0.0
36	35	1/4	1/4	6/8	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
36	35	3/8	3/8	6/8	4	1	I6					D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.75	0.0
36	35	5/8	5/8	6/8	4	1	V					D	I		V		V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
37	36	0	0	6/8	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	3	9	0.25	0.375	1.625	0.1875
37	36	5/8	5/8	6/8	4	1	IV6					D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
38	37	0	0	6/8	4	1	V6					D	I		V6		V		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.75	0.0
38	37	1/4	1/4	6/8	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
38	37	3/8	3/8	6/8	4	1	I6					D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.75	0.0
38	37	5/8	5/8	6/8	4	1	V	-0.585368	-2.35366	/		D	I		V		V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
39	38	0	0	6/8	4	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	13	25	0.34210526315789475	1.625	4.625	0.26
42	41	0	0	6/8	4	1	bIII	0	-4.95568	/		D	I		bIII		bIII							M	0	0	-1, 3, 0		-1	-1	2	6	0.25	0.25	2.625	0.08695652173913043
42	41	5/8	5/8	6/8	4	1	V.Ger6	0.146342	-4.96	/		D	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-1, 3, 0, 9		9	-1	0	1	0.0	0.0	0.125	0.0
43	42	0	0	6/8	4	1	V\\	0.146342	-4.54879	/		D	V		V		V						\\	M	0	0	4, 8, 5		4	4	1	5	0.16666666666666666	0.125	1.0	0.1111111111111111
43	42	3/8	3/8	6/8	4	1	V[viio7	0.146342	-5.86587	/		D	V	V	viio7		vii	o	7					o7	0	0	8, 5, 2, -1		8	8	3	3	0.5	0.375	1.125	0.25
44	43	0	0	6/8	4	1	i	0.292684	-4.98781	/		D	V	V	i		i							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
44	43	3/8	3/8	6/8	4	1	viio2	-0.439026	-5.13416	/		D	V	V	viio2		vii	o	2					o7	0	0	-1, 8, 5, 2		8	-1	3	3	0.5	0.375	1.125	0.25
45	44	0	0	6/8	4	1	i64	0.292684	-4.98781	/		D	V	V	i64		i		64					m	0	0	4, 3, 0		3	4	0	6	0.0	0.0	1.5	0.0
45	44	3/8	3/8	6/8	4	1	viio	0	-4.98781	/		D	V	V	viio		vii	o						o	0	0	8, 5, 2		8	8	3	3	0.5	0.375	1.125	0.25
46	45	0	0	6/8	4	1	i	-0.146342	-5.13416	/		D	V	V	i		i							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
46	45	3/8	3/8	6/8	4	1	viio64/V	0	-4.98781	/		D	V	V	viio64/V		vii	o	64		V			o	0	0	3, 9, 6		9	3	3	3	0.5	0.375	1.125	0.25
47	46	0	0	6/8	4	1	V6	0.146342	-4.98781	/		D	V	V	V6		V		6					M	0	0	8, 5, 4		4	8	1	5	0.16666666666666666	0.125	1.0	0.1111111111111111
47	46	3/8	3/8	6/8	4	1	viio43	-0.146342	-5.2805	/		D	V	V	viio43		vii	o	43					o7	0	0	2, -1, 8, 5		8	2	3	3	0.5	0.375	1.125	0.25
48	47	0	0	6/8	4	1	i6	0	-3.56	/		D	V	V	i6		i		6					m	0	0	0, 4, 3		3	0	0	6	0.0	0.0	1.5	0.0
48	47	3/8	3/8	6/8	4	1	viio7	0	-3.55655	/		D	V	V	viio7		vii	o	7					o7	0	0	8, 5, 2, -1		8	8	3	3	0.5	0.375	1.125	0.25
49	48	0	0	6/8	4	1	i					D	V	V	i		i							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
49	48	3/8	3/8	6/8	4	1	viio64					D	V	V	viio64		vii	o	64					o	0	0	2, 8, 5		8	2	3	3	0.5	0.375	1.125	0.25
50	49	0	0	6/8	4	1	i6					D	V	V	i6		i		6					m	0	0	0, 4, 3		3	0	0	6	0.0	0.0	1.5	0.0
50	49	3/8	3/8	6/8	4	1	viio64/V					D	V	V	viio64/V		vii	o	64		V			o	0	0	3, 9, 6		9	3	3	3	0.5	0.375	1.125	0.25
51	50	0	0	6/8	4	1	V6]\\					D	V	V	V6		V		6				\\	M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	0.625	0.0
51	50	1/8	1/8	6/8	4	1	@none	0.146342	-2.5	/		D	V		@none		@none							m	0	0					87	0	1.0	10.875	0.0	1.0
56	55	0	0	6/8	4	1	V7(+9)					D	V		V7(+9)		V		7	+9				Mm7	0	0	4, 8, 5, 2	6	4	4	7	12	0.3684210526315789	0.875	2.125	0.2916666666666667
57	56	0	0	6/8	4	1	I	1.11926e-6	-2.64634	/		D	V		I		I							M	0	0	3, 7, 4		3	3	1	12	0.07692307692307693	0.125	2.25	0.05263157894736842
58	57	0	0	6/8	4	1	V43					D	V		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	11	0.08333333333333333	0.125	2.0	0.058823529411764705
59	58	0	0	6/8	4	1	I	0	-3.79	/		D	V		I		I							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	1.125	0.0
59	58	3/8	3/8	6/8	4	1	V6(#4)	0	-3.78993	/		D	V		V6(#4)		V		6	#4				M	0	0	8, 10, 4		4	8	0	5	0.0	0.0	0.75	0.0
59	58	5/8	5/8	6/8	4	1	V6	0	-3.79	/		D	V		V6		V		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.375	0.0
60	59	0	0	6/8	4	1	i	0	-4.68	/		D	V		i		i							m	0	0	3, 0, 4		3	3	0	5	0.0	0.0	0.75	0.0
60	59	1/4	1/4	6/8	4	1	V2	-0.585368	-4.68	/		D	V		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	3	0	1.0	0.375	0.0	1.0
60	59	3/8	3/8	6/8	4	1	IV6	-4.194e-8	-4.68	/		D	V		IV6		IV		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.75	0.0
60	59	5/8	5/8	6/8	4	1	Ger6	-1.31708	-4.68303	/		D	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-1, 3, 0, 9		9	-1	0	3	0.0	0.0	0.375	0.0
61	60	0	0	6/8	4	1	V\\	0	-4.68	/		D	V		V		V						\\	M	0	0	4, 8, 5		4	4	0	12	0.0	0.0	2.125	0.0
62	61	0	0	6/8	4	1	viio6/V	0.146342	-3.52439	/		D	V		viio6/V		vii	o	6		V			o	0	0	6, 3, 9		9	6	3	3	0.5	0.375	0.625	0.375
62	61	3/8	3/8	6/8	4	1	V65	0	-3.52439	/		D	V		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	6	0.0	0.0	1.125	0.0
63	62	0	0	6/8	4	1	I	0	-3.52439	/		D	V		I		I							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.875	0.0
63	62	3/8	3/8	6/8	4	1	IV	0	-3.52439	/		D	V		IV		IV							M	0	0	2, 6, 3		2	2	1	4	0.2	0.125	0.625	0.16666666666666666
63	62	5/8	5/8	6/8	4	1	ii6	0	-3.37805	/		D	V		ii6		ii		6					m	0	0	2, 6, 5		5	2	0	2	0.0	0.0	0.25	0.0
64	63	0	0	6/8	4	1	V(64)	0	-3.52439	/		D	V		V(64)		V			64				M	0	0	4, 3, 7		4	4	1	6	0.14285714285714285	0.125	0.875	0.125
64	63	3/8	3/8	6/8	4	1	V(6)	0	-3.37805	/		D	V		V(6)		V			6				M	0	0	4, 8, 7		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
64	63	1/2	1/2	6/8	4	1	V7	0.292684	-3.37805	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
65	64	0	0	6/8	4	1	I\\	0	-3.52439	/		D	V		I		I						\\	M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	1.5	0.0
65	64	3/8	3/8	6/8	4	1	I64	0.146342	-3.52439	/		D	V		I64		I		64					M	0	0	4, 3, 7		3	4	0	11	0.0	0.0	1.5	0.0
66	65	0	0	6/8	4	1	V65					D	V		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	10	0.09090909090909091	0.25	1.25	0.16666666666666666
66	65	3/8	3/8	6/8	4	1	V7					D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	10	0.09090909090909091	0.125	1.375	0.08333333333333333
67	66	0	0	6/8	4	1	I	0	-3.31	/		D	V		I		I							M	0	0	3, 7, 4		3	3	0	17	0.0	0.0	2.625	0.0
68	67	0	0	6/8	4	1	V43	0	-3.31327	/		D	V		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	18	0.0	0.0	2.875	0.0
69	68	0	0	6/8	4	1	I	0	-3.31	/		D	V		I		I							M	0	0	3, 7, 4		3	3	0	17	0.0	0.0	2.5	0.0
70	69	0	0	6/8	4	1	V65					D	V		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	7	0.125	0.125	1.0	0.1111111111111111
70	69	3/8	3/8	6/8	4	1	V2/IV					D	V		V2/IV		V		2		IV			Mm7	0	0	1, 3, 7, 4		3	1	0	8	0.0	0.0	1.125	0.0
71	70	0	0	6/8	4	1	IV6					D	V		IV6		IV		6					M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	1.0	0.0
71	70	3/8	3/8	6/8	4	1	I					D	V		I		I							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	1.0	0.0
72	71	0	0	6/8	4	1	viio6					D	V		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	3	3	0.5	0.375	0.625	0.375
72	71	3/8	3/8	6/8	4	1	V65/IV					D	V		V65/IV		V		65		IV			Mm7	0	0	7, 4, 1, 3		3	7	0	6	0.0	0.0	1.0	0.0
73	72	0	0	6/8	4	1	IV					D	V		IV		IV							M	0	0	2, 6, 3		2	2	0	8	0.0	0.0	1.25	0.0
73	72	3/8	3/8	6/8	4	1	I					D	V		I		I							M	0	0	3, 7, 4		3	3	0	9	0.0	0.0	1.375	0.0
74	73	0	0	6/8	4	1	viio6					D	V		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	4	5	0.4444444444444444	0.5	0.875	0.36363636363636365
74	73	3/8	3/8	6/8	4	1	V65/IV					D	V		V65/IV		V		65		IV			Mm7	0	0	7, 4, 1, 3		3	7	0	9	0.0	0.0	1.375	0.0
75	74	0	0	6/8	4	1	IV					D	V		IV		IV							M	0	0	2, 6, 3		2	2	0	9	0.0	0.0	1.375	0.0
75	74	3/8	3/8	6/8	4	1	iv					D	V		iv		iv							m	0	0	2, -1, 3		2	2	0	9	0.0	0.0	1.375	0.0
76	75	0	0	6/8	4	1	V(64)					D	V		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	9	0.0	0.0	1.375	0.0
76	75	3/8	3/8	6/8	4	1	viio65/V					D	V		viio65/V		vii	o	65		V			o7	0	0	6, 3, 0, 9		9	6	0	9	0.0	0.0	1.375	0.0
77	76	0	0	6/8	4	1	V7					D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	9	0.1	0.0625	1.6875	0.03571428571428571
78	77	0	0	6/8	4	1	V(64)	0	-5.33289	/		D	V		V(64)		V			64				M	0	0	4, 3, 7		4	4	1	8	0.1111111111111111	0.0625	1.4375	0.041666666666666664
79	78	0	0	6/8	4	1	V7	0	-5.33	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	23	0.041666666666666664	0.0625	3.3125	0.018518518518518517
81	80	0	0	6/8	4	1	bIII.I					D	bIII		I		I							M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	2.125	0.0
82	81	0	0	6/8	4	1	V65					D	bIII		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	1	9	0.1	0.125	2.125	0.05555555555555555
83	82	0	0	6/8	4	1	I					D	bIII		I		I							M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	2.0	0.0
84	83	0	0	6/8	4	1	V65	0	-5.12415	/		D	bIII		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	2	13	0.13333333333333333	0.25	2.75	0.08333333333333333
85	84	0	0	6/8	4	1	I					D	bIII		I		I							M	0	0	-1, 3, 0		-1	-1	0	9	0.0	0.0	2.25	0.0
86	85	0	0	6/8	4	1	V65	0	-5.09551	/		D	bIII		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	2	13	0.13333333333333333	0.25	2.75	0.08333333333333333
87	86	0	0	6/8	4	1	I	0	-3.67074	/		D	bIII		I		I							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.375	0.0
88	87	0	0	6/8	4	1	V.viio/V	-0.146344	-3.52439	/		D	V		viio/V		vii	o			V			o	0	0	9, 6, 3		9	9	0	4	0.0	0.0	3.0	0.0
89	88	0	0	6/8	4	1	V(64)	0	-3.52439	/		D	V		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	42	0.0	0.0	5.375	0.0
90	89	3/8	3/8	6/8	4	1	V7	-0.439026	-4.40878	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	13	0.0	0.0	1.875	0.0
91	90	0	0	6/8	4	1	I\\	0	-2.79268	/		D	V		I		I						\\	M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	1.25	0.0
91	90	1/4	1/4	6/8	4	1	V/bIII	0.146342	-2.79268	/		D	V		V/bIII		V				bIII			M	0	0	1, 5, 2		1	1	2	0	1.0	0.25	0.0	1.0
91	90	3/8	3/8	6/8	4	1	bIII	0.73171	-2.79268	/		D	V		bIII		bIII							M	0	0	0, 4, 1		0	0	2	0	1.0	0.5	0.0	1.0
92	91	0	0	6/8	4	1	V2/bII	-0.146342	-2.64634	/		D	V		V2/bII		V		2		bII			Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	3.0	0.0
93	92	0	0	6/8	4	1	bII					D	V		bII		bII							M	0	0	-2, 2, -1		-2	-2	0	12	0.0	0.0	2.25	0.0
94	93	0	0	6/8	4	1	viio7/V					D	V		viio7/V		vii	o	7		V			o7	0	0	9, 6, 3, 0		9	9	0	10	0.0	0.0	1.75	0.0
95	94	0	0	6/8	4	1	V(64)					D	V		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	10	0.0	0.0	1.75	0.0
96	95	0	0	6/8	4	1	V7	0.146342	-4.2561	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	10	0.0	0.0	1.75	0.0
97	96	0	0	6/8	4	1	I\\	0	-3.81708	/		D	V		I		I						\\	M	0	0	3, 7, 4		3	3	1	7	0.125	0.25	1.375	0.15384615384615385
97	96	1/2	1/2	6/8	4	1	V7(2)	0	-3.52439	/		D	V		V7(2)		V		7	2				Mm7	0	0	6, 8, 5, 2		4	6	0	3	0.0	0.0	0.375	0.0
97	96	5/8	5/8	6/8	4	1	V7	0	-3.52439	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
98	97	0	0	6/8	4	1	I	0	-3.52439	/		D	V		I		I							M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.25	1.125	0.18181818181818182
98	97	1/2	1/2	6/8	4	1	V7(2)	-0.439026	-3.96342	/		D	V		V7(2)		V		7	2				Mm7	0	0	6, 8, 5, 2		4	6	0	3	0.0	0.0	0.375	0.0
98	97	5/8	5/8	6/8	4	1	V7	0.146342	-3.96342	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
99	98	0	0	6/8	4	1	I	-0.146342	-3.96342	/		D	V		I		I							M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.25	1.125	0.18181818181818182
99	98	1/2	1/2	6/8	4	1	V7(2)	0	-3.52439	/		D	V		V7(2)		V		7	2				Mm7	0	0	6, 8, 5, 2		4	6	0	3	0.0	0.0	0.375	0.0
99	98	5/8	5/8	6/8	4	1	V7	0	-3.52439	/		D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
