mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	4	1	e.VI				e	i		VI		VI							M	1	1	0, 4, 1		0.0	0.0	1	14	0.06666666666666667	0.125	3.125	0.038461538461538464
2	2	0	0	2/2	4	1	VI.I	0.0888065	-5.80897	/	e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	1	7	0.125	0.125	1.375	0.08333333333333333
2	2	1/2	1/2	2/2	4	1	I(64)	-0.146342	-5.84147	/	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0.0	0.0	1	7	0.125	0.125	1.375	0.08333333333333333
3	3	0	0	2/2	4	1	I				e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	3	22	0.12	0.375	4.5	0.07692307692307693
4	4	1/2	1/2	2/2	4	1	I(64)	-0.195123	-5.74391	/	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0.0	0.0	3	7	0.3	0.375	1.25	0.23076923076923078
5	5	0	0	2/2	4	1	I				e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	3	28	0.0967741935483871	0.375	5.875	0.06
7	7	0	0	2/2	4	1	i.iv65				e	i		iv65		iv		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	1	9	0.1	0.0	1.625	0.0
7	7	1/2	1/2	2/2	4	1	i64				e	i		i64		i		64					m	1	1	5, 4, 1		4.0	5.0	0	7	0.0	0.0	1.625	0.0
8	8	0	0	2/2	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	1	8	0.1111111111111111	0.125	1.5	0.07692307692307693
8	8	1/2	1/2	2/2	4	1	V7(4)				e	i		V7(4)		V		7	4				Mm7	1	1	5, 4, 6, 3		5.0	5.0	0	4	0.0	0.0	1.0	0.0
8	8	3/4	3/4	2/2	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	0	5	0.0	0.0	0.625	0.0
9	9	0	0	2/2	4	1	i\\				e	i		i		i						\\	m	1	1	4, 1, 5		4.0	4.0	1	8	0.1111111111111111	0.125	1.375	0.08333333333333333
9	9	1/2	1/2	2/2	4	1	VI.V43				e	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1.0	2.0	1	8	0.1111111111111111	0.125	1.375	0.08333333333333333
10	10	0	0	2/2	4	1	I	0	-5.10976	/	e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	2	21	0.08695652173913043	0.25	4.5	0.05263157894736842
11	11	1/2	1/2	2/2	4	1	I(64)	0.141335	-5.10476	/	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0.0	0.0	1	7	0.125	0.125	1.375	0.08333333333333333
12	12	0	0	2/2	4	1	I	0.0888065	-5.00971	/	e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	3	22	0.12	0.375	4.5	0.07692307692307693
13	13	1/2	1/2	2/2	4	1	I(64)	0.115071	-5.28986	/	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0.0	0.0	3	7	0.3	0.375	1.25	0.23076923076923078
14	14	0	0	2/2	4	1	I				e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	3	28	0.0967741935483871	0.375	5.875	0.06
16	16	0	0	2/2	4	1	i.iv65				e	i		iv65		iv		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	1	9	0.1	0.0	1.625	0.0
16	16	1/2	1/2	2/2	4	1	i64				e	i		i64		i		64					m	1	1	5, 4, 1		4.0	5.0	0	7	0.0	0.0	1.625	0.0
17	17	0	0	2/2	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	1	8	0.1111111111111111	0.125	1.5	0.07692307692307693
17	17	1/2	1/2	2/2	4	1	V7(4)				e	i		V7(4)		V		7	4				Mm7	1	1	5, 4, 6, 3		5.0	5.0	0	4	0.0	0.0	1.0	0.0
17	17	3/4	3/4	2/2	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	0	5	0.0	0.0	0.625	0.0
18	18	0	0	2/2	4	1	i\\				e	i		i		i						\\	m	1	1	4, 1, 5		4.0	4.0	0	7	0.0	0.0	1.625	0.0
18	18	1/2	1/2	2/2	4	1	i				e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	0	7	0.0	0.0	1.625	0.0
19	19	0	0	2/2	4	1	V/V				e	i		V/V		V				V			M	1	1	6, 10, 7		6.0	6.0	0	35	0.0	0.0	8.5	0.0
21	21	1/2	1/2	2/2	4	1	VI.V7/V	-2.30897	-4.77705	/	e	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	2.0	0.0
22	22	0	0	2/2	4	1	V7	0.195123	-4.67074	/	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	4.5	0.0
23	23	0	0	2/2	4	1	I\\	0	-4.67074	/	e	VI		I		I						\\	M	1	0	0, 4, 1		0.0	0.0	0	9	0.0	0.0	2.25	0.0
23	23	1/2	1/2	2/2	4	1	I	0.0888065	-4.74329	/	e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	2	18	0.1	0.25	3.375	0.06896551724137931
24	24	1/2	1/2	2/2	4	1	I(64)	0	-4.91839	/	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0.0	0.0	1	9	0.1	0.125	1.75	0.06666666666666667
25	25	0	0	2/2	4	1	I	0.0888065	-4.74329	/	e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	3	28	0.0967741935483871	0.375	5.625	0.0625
26	26	1/2	1/2	2/2	4	1	I(64)	0	-5.21982	/	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0.0	0.0	3	9	0.25	0.375	1.625	0.1875
27	27	0	0	2/2	4	1	I				e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	8	31	0.20512820512820512	1.0	6.75	0.12903225806451613
29	29	0	0	2/2	4	1	i.iv6				e	i		iv6		iv		6					m	1	1	0, 4, 3		3.0	0.0	4	10	0.2857142857142857	0.25	1.875	0.11764705882352941
29	29	1/2	1/2	2/2	4	1	i64	0.0888065	-3.23358	/	e	i		i64		i		64					m	1	1	5, 4, 1		4.0	5.0	0	8	0.0	0.0	2.125	0.0
