mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	4	1	Bb.I	0.119519	-2.5	/	Bb	I		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	0	18	0.0	0.0	1.6875	0.0
5	5	0	0	3/8	4	1	V	0	-2.93903	/	Bb	I		V	V							M	0	0	-1, 3, 0		-1.0	-1.0	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
6	6	0	0	3/8	4	1	I	0	-2.93903	/	Bb	I		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	0.375	0.0
7	7	0	0	3/8	4	1	V7/V	0.146342	-2.64634	/	Bb	I		V7/V	V		7		V			Mm7	0	0	0, 4, 1, -2		0.0	0.0	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
8	8	0	0	3/8	4	1	V\\				Bb	I		V	V						\\	M	0	0	-1, 3, 0		-1.0	-1.0	0	1	0.0	0.0	0.375	0.0
9	9	0	0	3/8	4	1	bVII.I				Bb	bVII		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	0	18	0.0	0.0	1.6875	0.0
13	13	0	0	3/8	4	1	V	0.292684	-4.54879	/	Bb	bVII		V	V							M	0	0	-3, 1, -2		-3.0	-3.0	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
14	14	0	0	3/8	4	1	I	0	-4.54879	/	Bb	bVII		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	0.375	0.0
15	15	0	0	3/8	4	1	V7/V	-0.146342	-4.40245	/	Bb	bVII		V7/V	V		7		V			Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
16	16	0	0	3/8	4	1	V\\	-0.146342	-4.10976	/	Bb	bVII		V	V						\\	M	0	0	-3, 1, -2		-3.0	-3.0	0	1	0.0	0.0	0.375	0.0
17	17	0	0	3/8	4	1	bII.I	0	-3.96342	/	Bb	bII		I	I							M	0	0	-7, -3, -6		-7.0	-7.0	0	60	0.0	0.0	4.875	0.0
21	21	0	0	3/8	4	1	I.V43	0	-3.08537	/	Bb	I		V43	V		43					Mm7	0	0	0, -3, -1, 3		-1.0	0.0	0	8	0.0	0.0	3.0	0.0
23	23	0	0	3/8	4	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
23	23	1/8	1/8	3/8	4	1	V7				Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
23	23	1/4	1/4	3/8	4	1	vi				Bb	I		vi	vi							m	0	0	1, -2, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
24	24	0	0	3/8	4	1	ii6	0	-3.57133	/	Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0.0	-3.0	0	6	0.0	0.0	0.5	0.0
24	24	1/8	1/8	3/8	4	1	V(64)	0.00670604	-3.31888	/	Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
24	24	1/4	1/4	3/8	4	1	V2	0.439026	-3.37805	/	Bb	I		V2	V		2					Mm7	0	0	-3, -1, 3, 0		-1.0	-3.0	0	4	0.0	0.0	0.5	0.0
25	25	0	0	3/8	4	1	I6	0	-3.37805	/	Bb	I		I6	I		6					M	0	0	2, -1, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
25	25	1/8	1/8	3/8	4	1	viio6	0	-3.67074	/	Bb	I		viio6	vii	o	6					o	0	0	0, -3, 3		3.0	0.0	0	4	0.0	0.0	0.5	0.0
25	25	1/4	1/4	3/8	4	1	I	0.878052	-3.5244	/	Bb	I		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
26	26	0	0	3/8	4	1	ii6	-0.146342	-3.37805	/	Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0.0	-3.0	0	7	0.0	0.0	0.5	0.0
26	26	1/8	1/8	3/8	4	1	V(64)	0	-3.08537	/	Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
26	26	1/4	1/4	3/8	4	1	viio64	0	-3.08537	/	Bb	I		viio64	vii	o	64					o	0	0	-3, 3, 0		3.0	-3.0	0	4	0.0	0.0	0.5	0.0
27	27	0	0	3/8	4	1	I6	0	-3.08537	/	Bb	I		I6	I		6					M	0	0	2, -1, -2		-2.0	2.0	0	8	0.0	0.0	0.5	0.0
27	27	1/8	1/8	3/8	4	1	ii6	0	-3.08537	/	Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
28	28	1/8	1/8	3/8	4	1	V7	0	-2.55025	/	Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
29	29	0	0	3/8	4	1	I\\				Bb	I		I	I						\\	M	0	0	-2, 2, -1		-2.0	-2.0	0	12	0.0	0.0	0.75	0.0
29	29	1/8	1/8	3/8	4	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2.0	-2.0	0	76	0.0	0.0	7.5	0.0
33	33	0	0	3/8	4	1	V43/vi	0.153048	-5.04146	/	Bb	I		V43/vi	V		43		vi			Mm7	0	0	3, 0, 2, 6		2.0	3.0	0	40	0.0	0.0	3.75	0.0
35	35	0	0	3/8	4	1	vi	0	-3.23171	/	Bb	I		vi	vi							m	0	0	1, -2, 2		1.0	1.0	0	12	0.0	0.0	0.75	0.0
36	36	0	0	3/8	4	1	viio43/iii	0.146342	-3.08537	/	Bb	I		viio43/iii	vii	o	43		iii			o7	0	0	-6, -9, 0, -3		0.0	-6.0	24	0	1.0	1.5	0.0	1.0
38	38	0	0	3/8	4	1	V/iii	0	-2.93903	/	Bb	I		V/iii	V				iii			M	0	0	3, 7, 4		3.0	3.0	0	6	0.0	0.0	0.375	0.0
39	39	0	0	3/8	4	1	iii.i	-0.146342	-2.93903	/	Bb	iii		i	i							m	0	1	2, -1, 3		2.0	2.0	0	17	0.0	0.0	1.1875	0.0
