mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	4	1	Eb.I6	0.00119149	-3.02964	/		Eb	I		I6		I		6					M	0	0	1, -2, -3		-3.0	1.0	0	10	0.0	0.0	2.5	0.0
1	1	1/2	1/2	2/2	4	1	viio	0.217597	-3.04399	/		Eb	I		viio		vii	o						o	0	0	2, -1, -4		2.0	2.0	0	16	0.0	0.0	5.0	0.0
2	2	3/4	3/4	2/2	4	1	I	0	-3.87238	/		Eb	I		I		I							M	0	0	-3, 1, -2		-3.0	-3.0	12	4	0.75	3.0	1.0	0.75
3	3	3/4	3/4	2/2	4	1	I	0	-3.87238	/		Eb	I		I		I							M	0	0	-3, 1, -2		-3.0	-3.0	0	8	0.0	0.0	2.0	0.0
4	4	1/4	1/4	2/2	4	1	ii					Eb	I		ii		ii							m	0	0	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	2.0	0.0
4	4	3/4	3/4	2/2	4	1	V					Eb	I		V		V							M	0	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	1.0	0.0
5	5	0	0	2/2	4	1	I[I					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3.0	-3.0	0	7	0.0	0.0	3.0	0.0
5	5	1/2	1/2	2/2	4	1	V43					Eb	I	I	V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2.0	-1.0	0	2	0.0	0.0	1.0	0.0
6	6	0	0	2/2	4	1	I					Eb	I	I	I		I							M	0	0	-3, 1, -2		-3.0	-3.0	0	7	0.0	0.0	3.0	0.0
6	6	1/2	1/2	2/2	4	1	V43					Eb	I	I	V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2.0	-1.0	0	2	0.0	0.0	1.0	0.0
