mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
61	58	1/2	1/2	3/4	4	1	viio					c	VI		viio		vii	o						o	1	0	1, -2, -5		1	1	0	5	0.0	0.0	0.75	0.0
62	59	0	0	3/4	4	1	I					c	VI		I		I							M	1	0	-4, 0, -3		-4	-4	0	27	0.0	0.0	3.75	0.0
64	61	0	0	3/4	4	1	III.viio6					c	III		viio6		vii	o	6					o	1	0	-1, -4, 2		2	-1	0	15	0.0	0.0	2.25	0.0
65	62	0	0	3/4	4	1	V2					c	III		V2		V		2					Mm7	1	0	-4, -2, 2, -1		-2	-4	0	14	0.0	0.0	2.0	0.0
66	63	0	0	3/4	4	1	V65	0.146342	-4.54879	/		c	III		V65		V		65					Mm7	1	0	2, -1, -4, -2		-2	2	0	33	0.0	0.0	5.25	0.0
68	65	0	0	3/4	4	1	V6	-0.146342	-7.16474	/		c	III		V6		V		6					M	1	0	2, -1, -2		-2	2	2	5	0.2857142857142857	0.25	3.125	0.07407407407407407
69	66	1/2	1/2	3/4	4	1	V2	-0.878052	-3.08537	/		c	III		V2		V		2					Mm7	1	0	-4, -2, 2, -1		-2	-4	1	4	0.2	0.125	0.875	0.125
70	67	0	0	3/4	4	1	I6					c	III		I6		I		6					M	1	0	1, -2, -3		-3	1	0	6	0.0	0.0	1.5	0.0
71	68	0	0	3/4	4	1	IV					c	III		IV		IV							M	1	0	-4, 0, -3		-4	-4	0	5	0.0	0.0	1.25	0.0
71	68	1/2	1/2	3/4	4	1	ii6					c	III		ii6		ii		6					m	1	0	-4, 0, -1		-1	-4	0	1	0.0	0.0	0.25	0.0
72	69	0	0	3/4	4	1	V(64)					c	III		V(64)		V			64				M	1	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	1.25	0.0
72	69	1/2	1/2	3/4	4	1	V7(6)					c	III		V7(6)		V		7	6				Mm7	1	0	-2, 2, 1, -4		-2	-2	3	5	0.375	0.0	0.875	0.0
72	69	5/8	5/8	3/4	4	1	V7					c	III		V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	0	1	0.0	0.0	0.125	0.0
73	70	0	0	3/4	4	1	I\\					c	III		I		I						\\	M	1	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	1.0	0.0
74	71	0	0	3/4	4	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	0	36	0.0	0.0	8.5	0.0
76	73	1/4	1/4	3/4	4	1	I64					c	III		I64		I		64					M	1	0	-2, -3, 1		-3	-2	0	20	0.0	0.0	3.0	0.0
77	74	1/2	1/2	3/4	4	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.75	0.0
78	75	0	0	3/4	4	1	V65					c	III		V65		V		65					Mm7	1	0	2, -1, -4, -2		-2	2	0	29	0.0	0.0	6.75	0.0
80	77	0	0	3/4	4	1	V65					c	III		V65		V		65					Mm7	1	0	2, -1, -4, -2		-2	2	0	7	0.0	0.0	1.25	0.0
80	77	1/4	1/4	3/4	4	1	V7					c	III		V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	0	20	0.0	0.0	3.0	0.0
81	78	1/2	1/2	3/4	4	1	V65					c	III		V65		V		65					Mm7	1	0	2, -1, -4, -2		-2	2	0	5	0.0	0.0	0.75	0.0
82	79	0	0	3/4	4	1	VI.V2					c	VI		V2		V		2					Mm7	1	0	-5, -3, 1, -2		-3	-5	0	29	0.0	0.0	4.25	0.0
84	81	0	0	3/4	4	1	I6					c	VI		I6		I		6					M	1	0	0, -3, -4		-4	0	0	31	0.0	0.0	4.75	0.0
86	83	0	0	3/4	4	1	V65					c	VI		V65		V		65					Mm7	1	0	1, -2, -5, -3		-3	1	1	63	0.015625	0.125	11.5	0.010752688172043012
91	88	1/2	1/2	3/4	4	1	V2(4)	0	-4.54107	/		c	VI		V2(4)		V		2	4				Mm7	1	0	-5, -3, -4, -2		-3	-5	0	4	0.0	0.0	0.875	0.0
91	88	5/8	5/8	3/4	4	1	V2					c	VI		V2		V		2					Mm7	1	0	-5, -3, 1, -2		-3	-5	0	1	0.0	0.0	0.125	0.0
92	89	0	0	3/4	4	1	I6					c	VI		I6		I		6					M	1	0	0, -3, -4		-4	0	0	6	0.0	0.0	1.5	0.0
93	90	0	0	3/4	4	1	IV					c	VI		IV		IV							M	1	0	-5, -1, -4		-5	-5	0	5	0.0	0.0	1.25	0.0
93	90	1/2	1/2	3/4	4	1	ii6					c	VI		ii6		ii		6					m	1	0	-5, -1, -2		-2	-5	0	1	0.0	0.0	0.25	0.0
94	91	0	0	3/4	4	1	V(64)					c	VI		V(64)		V			64				M	1	0	-3, -4, 0		-3	-3	0	4	0.0	0.0	1.25	0.0
94	91	1/2	1/2	3/4	4	1	V7(6)					c	VI		V7(6)		V		7	6				Mm7	1	0	-3, 1, 0, -5		-3	-3	3	5	0.375	0.0	0.875	0.0
94	91	5/8	5/8	3/4	4	1	V7					c	VI		V7		V		7					Mm7	1	0	-3, 1, -2, -5		-3	-3	0	1	0.0	0.0	0.125	0.0
95	92	0	0	3/4	4	1	I\\					c	VI		I		I						\\	M	1	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.0	0.0
96	93	0	0	3/4	4	1	V(64)					c	VI		V(64)		V			64				M	1	0	-3, -4, 0		-3	-3	0	4	0.0	0.0	1.25	0.0
96	93	1/2	1/2	3/4	4	1	#viio7(6)/vi	-2.04879	-2.5	/		c	VI		#viio7(6)/vi		#vii	o	7	6	vi			o7	1	0	4, 1, 0, -5		4	4	3	5	0.375	0.0	0.875	0.0
96	93	5/8	5/8	3/4	4	1	#viio7/vi	-0.0251978	6.1878	/		c	VI		#viio7/vi		#vii	o	7		vi			o7	1	0	4, 1, -2, -5		4	4	0	1	0.0	0.0	0.125	0.0
97	94	0	0	3/4	4	1	vi					c	VI		vi		vi							m	1	0	-1, -4, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
98	95	0	0	3/4	4	1	i.iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	1.0	0.0
99	96	0	0	3/4	4	1	viio7/V					c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6	0	4	0.0	0.0	1.0	0.0
100	97	0	0	3/4	4	1	V\\					c	i		V		V						\\	M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
