mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	4	1	F.I64	0.00670904	-2.50671	/		F	I		I64		I		64					M	0	0	0, -1, 3		-1.0	0.0	2	13	0.13333333333333333	0.5	1.75	0.2222222222222222
1	1	3/4	3/4	4/4	4	1	I					F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	0	5	0.0	0.0	0.75	0.0
2	2	0	0	4/4	4	1	I64					F	I		I64		I		64					M	0	0	0, -1, 3		-1.0	0.0	1	18	0.05263157894736842	0.125	2.875	0.041666666666666664
3	3	0	0	4/4	4	1	I64	2.13751	-2.09922	/		F	I		I64		I		64					M	0	0	0, -1, 3		-1.0	0.0	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
3	3	1/2	1/2	4/4	4	1	I					F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	1	9	0.1	0.25	1.25	0.16666666666666666
4	4	0	0	4/4	4	1	I64					F	I		I64		I		64					M	0	0	0, -1, 3		-1.0	0.0	0	17	0.0	0.0	3.0	0.0
5	5	0	0	4/4	4	1	I				vi7	F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	3	17	0.15	0.75	2.25	0.25
6	6	0	0	4/4	4	1	I					F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	2	17	0.10526315789473684	0.25	2.75	0.08333333333333333
7	7	0	0	4/4	4	1	I64					F	I		I64		I		64					M	0	0	0, -1, 3		-1.0	0.0	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
7	7	1/2	1/2	4/4	4	1	V43					F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0.0	1.0	3	52	0.05454545454545454	0.75	7.75	0.08823529411764706
10	10	0	0	4/4	4	1	V43(4)					F	I		V43(4)		V		43	4				Mm7	0	0	1, -2, 0, -1		0.0	1.0	0	19	0.0	0.0	3.0	0.0
10	10	3/4	3/4	4/4	4	1	V43					F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0.0	1.0	9	204	0.04225352112676056	1.5	28.5	0.05
17	17	0	0	4/4	4	1	V(+2)	-0.292684	-3.81708	/		F	I		V(+2)		V			+2				M	0	0	0, 4, 1	2	0.0	0.0	16	25	0.3902439024390244	2.0	4.0	0.3333333333333333
18	18	0	0	4/4	4	1	V7	-0.439026	-4.10976	/		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	50	0.0	0.0	8.0	0.0
19	19	0	0	4/4	4	1	I\\	0.439026	-4.84147	/		F	I		I		I						\\	M	0	0	-1, 3, 0		-1.0	-1.0	0	6	0.0	0.0	4.5	0.0
19	19	3/4	3/4	4/4	4	1	I6					F	I		I6		I		6					M	0	0	3, 0, -1		-1.0	3.0	0	5	0.0	0.0	1.25	0.0
20	20	0	0	4/4	4	1	IV					F	I		IV		IV							M	0	0	-2, 2, -1		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
20	20	1/4	1/4	4/4	4	1	IV6					F	I		IV6		IV		6					M	0	0	2, -1, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
