mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	4	1	f.i	-0.00384688	-3.52439	/	f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	16	12	0.5714285714285714	1.5	1.0	0.6
1	1	5/8	5/8	4/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
2	2	0	0	4/4	4	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	1.0	0.0
3	3	0	0	4/4	4	1	V[V6	0	-3.12165	/	f	i	V	V6		V		6					M	1	1	4, 1, 0		0.0	4.0	0	8	0.0	0.0	1.25	0.0
3	3	1/2	1/2	4/4	4	1	i	0	-3.65197	/	f	i	V	i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	9	0.0	0.0	1.375	0.0
4	4	0	0	4/4	4	1	V6]				f	i	V	V6		V		6					M	1	1	4, 1, 0		0.0	4.0	0	8	0.0	0.0	0.75	0.0
4	4	1/4	1/4	4/4	4	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	0.75	0.0
4	4	1/2	1/2	4/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	0	8	0.0	0.0	0.75	0.0
4	4	3/4	3/4	4/4	4	1	i	0.195123	-4.06098	/	f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	0.75	0.0
5	5	0	0	4/4	4	1	V	0	-4.06098	/	f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	0	12	0.0	0.0	1.75	0.0
6	6	0	0	4/4	4	1	bII				f	i		bII		bII							M	1	1	-6, -2, -5		-6.0	-6.0	6	14	0.3	0.625	6.625	0.08620689655172414
8	8	0	0	4/4	4	1	viio2/V				f	i		viio2/V		vii	o	2		V			o7	1	1	-4, 5, 2, -1		5.0	-4.0	1	4	0.2	0.25	3.75	0.0625
9	9	0	0	4/4	4	1	V43(2)				f	i		V43(2)		V		43	2				Mm7	1	1	1, -2, -5, 4		0.0	1.0	0	4	0.0	0.0	3.5	0.0
9	9	1/2	1/2	4/4	4	1	V43				f	i		V43		V		43					Mm7	1	1	1, -2, 0, 4		0.0	1.0	0	1	0.0	0.0	0.5	0.0
10	10	0	0	4/4	4	1	V7				f	i		V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	1	13	0.07142857142857142	0.25	5.5	0.043478260869565216
11	11	0	0	4/4	4	1	V7(94)	-0.177613	-2.78267	/	f	i		V7(94)		V		7	94				Mm7	1	1	0, -1, 1, -2	-5	0.0	0.0	0	5	0.0	0.0	4.5	0.0
11	11	1/2	1/2	4/4	4	1	V7(9)				f	i		V7(9)		V		7	9				Mm7	1	1	0, 4, 1, -2	-5	0.0	0.0	0	18	0.0	0.0	6.5	0.0
13	13	0	0	4/4	4	1	V7	0.0888065	-4.64427	/	f	i		V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	2	15	0.11764705882352941	0.125	3.875	0.03125
14	14	0	0	4/4	4	1	i	0.0888065	-6.62791	/	f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	2.0	0.0
14	14	1/2	1/2	4/4	4	1	vii%65	-1.59852	-6.2809	/	f	i		vii%65		vii	%	65					%7	1	1	-6, -9, -5, -3		-3.0	-6.0	3	1	0.75	0.75	0.25	0.75
14	14	3/4	3/4	4/4	4	1	i	0	-5.6988	/	f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	1	7	0.125	0.125	0.875	0.125
15	15	0	0	4/4	4	1	V	0	-3.40306	/	f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	3	13	0.1875	0.375	3.375	0.1
16	16	0	0	4/4	4	1	VI	0	-3.31185	/	f	i		VI		VI							M	1	1	-5, -1, -4		-5.0	-5.0	2	8	0.2	0.125	1.875	0.0625
16	16	1/2	1/2	4/4	4	1	VI(#4)				f	i		VI(#4)		VI			#4				M	1	1	-5, -1, 8		-5.0	-5.0	2	2	0.5	0.5	0.75	0.4
16	16	3/4	3/4	4/4	4	1	VI				f	i		VI		VI							M	1	1	-5, -1, -4		-5.0	-5.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
17	17	0	0	4/4	4	1	V/V				f	i		V/V		V				V			M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	1.5	0.0
17	17	1/4	1/4	4/4	4	1	V7/V				f	i		V7/V		V		7		V			Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	4	0.2	0.0625	0.4375	0.125
17	17	1/2	1/2	4/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	1	9	0.1	0.0625	1.9375	0.03125
18	18	0	0	4/4	4	1	i\\				f	i		i		i						\\	m	1	1	-1, -4, 0		-1.0	-1.0	8	8	0.5	0.5	0.5	0.5
18	18	1/4	1/4	4/4	4	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	8	4	0.6666666666666666	1.0	0.5	0.6666666666666666
18	18	5/8	5/8	4/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
19	19	0	0	4/4	4	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	8	12	0.4	0.5	1.5	0.25
19	19	1/2	1/2	4/4	4	1	bII				f	i		bII		bII							M	1	1	-6, -2, -5		-6.0	-6.0	8	12	0.4	0.5	1.5	0.25
20	20	0	0	4/4	4	1	@none				f	i		@none		@none							m	1	1					64	0	1.0	4.0	0.0	1.0
21	21	0	0	4/4	4	1	V	0	-4.55	/	f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.875	0.0
21	21	1/8	1/8	4/4	4	1	V6/VI	0	-4.55012	/	f	i		V6/VI		V		6		VI			M	1	1	0, -3, -4		-4.0	0.0	0	2	0.0	0.0	0.375	0.0
21	21	1/2	1/2	4/4	4	1	VI.V	-0.0712966	-4.55	/	f	VI		V		V							M	1	0	-4, 0, -3		-4.0	-4.0	0	3	0.0	0.0	0.75	0.0
21	21	3/4	3/4	4/4	4	1	viio	0.0175099	-5.20604	/	f	VI		viio		vii	o						o	1	0	0, -3, -6		0.0	0.0	2	3	0.4	0.25	0.5	0.3333333333333333
22	22	0	0	4/4	4	1	I	-0.106316	-5.20604	/	f	VI		I		I							M	1	0	-5, -1, -4		-5.0	-5.0	0	4	0.0	0.0	1.75	0.0
22	22	1/4	1/4	4/4	4	1	ii7	0	-4.55	/	f	VI		ii7		ii		7					mm7	1	0	-3, -6, -2, -5		-3.0	-3.0	0	3	0.0	0.0	0.375	0.0
22	22	3/8	3/8	4/4	4	1	I6	0	-4.55	/	f	VI		I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
22	22	1/2	1/2	4/4	4	1	IV	0	-4.55	/	f	VI		IV		IV							M	1	0	-6, -2, -5		-6.0	-6.0	0	3	0.0	0.0	1.25	0.0
22	22	3/4	3/4	4/4	4	1	ii65	0	-4.55	/	f	VI		ii65		ii		65					mm7	1	0	-6, -2, -5, -3		-3.0	-6.0	0	5	0.0	0.0	2.25	0.0
23	23	1/4	1/4	4/4	4	1	V(4)				f	VI		V(4)		V			4				M	1	0	-4, -5, -3		-4.0	-4.0	0	2	0.0	0.0	0.5	0.0
23	23	1/2	1/2	4/4	4	1	Fr6				f	VI		Fr6	Fr	V		43	b5	V			Fr	1	0	-9, -5, -3, 1		-3.0	-9.0	1	1	0.5	0.25	0.25	0.5
23	23	3/4	3/4	4/4	4	1	V				f	VI		V		V							M	1	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	1.0	0.0
24	24	0	0	4/4	4	1	I64				f	VI		I64		I		64					M	1	0	-4, -5, -1		-5.0	-4.0	2	12	0.14285714285714285	0.16666666666666666	3.0833333333333335	0.05128205128205128
25	25	0	0	4/4	4	1	V43				f	VI		V43		V		43					Mm7	1	0	-3, -6, -4, 0		-4.0	-3.0	2	7	0.2222222222222222	0.3333333333333333	2.1666666666666665	0.13333333333333333
25	25	3/4	3/4	4/4	4	1	V65				f	VI		V65		V		65					Mm7	1	0	0, -3, -6, -4		-4.0	0.0	2	3	0.4	0.16666666666666666	0.5833333333333334	0.2222222222222222
26	26	0	0	4/4	4	1	I	0.0888065	-2.74639	/	f	VI		I		I							M	1	0	-5, -1, -4		-5.0	-5.0	2	16	0.1111111111111111	0.16666666666666666	3.8333333333333335	0.041666666666666664
27	27	0	0	4/4	4	1	V43	-0.0888065	-5.80732	/	f	VI		V43		V		43					Mm7	1	0	-3, -6, -4, 0		-4.0	-3.0	3	18	0.14285714285714285	0.5833333333333334	3.4166666666666665	0.14583333333333334
28	28	0	0	4/4	4	1	I6	0	-5.03659	/	f	VI		I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	2	13	0.13333333333333333	0.16666666666666666	3.0833333333333335	0.05128205128205128
29	29	0	0	4/4	4	1	V2				f	VI		V2		V		2					Mm7	1	0	-6, -4, 0, -3		-4.0	-6.0	2	7	0.2222222222222222	0.3333333333333333	1.9166666666666667	0.14814814814814814
29	29	3/4	3/4	4/4	4	1	V65				f	VI		V65		V		65					Mm7	1	0	0, -3, -6, -4		-4.0	0.0	2	4	0.3333333333333333	0.16666666666666666	0.8333333333333334	0.16666666666666666
30	30	0	0	4/4	4	1	I				f	VI		I		I							M	1	0	-5, -1, -4		-5.0	-5.0	1	8	0.1111111111111111	0.08333333333333333	1.9166666666666667	0.041666666666666664
30	30	1/2	1/2	4/4	4	1	I6	-0.78049	-4.2561	/	f	VI		I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	3	11	0.21428571428571427	0.25	1.75	0.125
31	31	0	0	4/4	4	1	IV(9)	0.439026	-6.01221	/	f	VI		IV(9)		IV			9				M	1	0	-6, -2, -5	-4	-6.0	-6.0	0	7	0.0	0.0	1.5	0.0
31	31	1/3	1/3	4/4	4	1	IV	-0.273575	-6.66767	/	f	VI		IV		IV							M	1	0	-6, -2, -5		-6.0	-6.0	3	3	0.5	0.25	0.25	0.5
31	31	1/2	1/2	4/4	4	1	ii6(2)	-1.77824	-5.91969	/	f	VI		ii6(2)		ii		6	2				m	1	0	-6, -2, -1		-3.0	-6.0	0	2	0.0	0.0	0.3333333333333333	0.0
31	31	7/12	7/12	4/4	4	1	ii6	0	-5.7829	/	f	VI		ii6		ii		6					m	1	0	-6, -2, -3		-3.0	-6.0	1	1	0.5	0.08333333333333333	0.08333333333333333	0.5
31	31	3/4	3/4	4/4	4	1	IV	-0.273575	-6.05647	/	f	VI		IV		IV							M	1	0	-6, -2, -5		-6.0	-6.0	3	7	0.3	0.25	0.75	0.25
32	32	0	0	4/4	4	1	V	-0.106316	-3.30654	/	f	VI		V		V							M	1	0	-4, 0, -3		-4.0	-4.0	5	7	0.4166666666666667	0.4166666666666667	1.3333333333333333	0.2380952380952381
32	32	5/12	5/12	4/4	4	1	V7	-1.4209	-3.47687	/	f	VI		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4.0	-4.0	0	3	0.0	0.0	0.25	0.0
32	32	1/2	1/2	4/4	4	1	viio7/vi	-0.355226	-3.31551	/	f	VI		viio7/vi		vii	o	7		vi			o7	1	0	-4, -7, -10, -13		-4.0	-4.0	14	0	1.0	1.5	0.0	1.0
33	33	0	0	4/4	4	1	vi(9)				f	VI		vi(9)		vi			9				m	1	0	-2, -5, -1	0	-2.0	-2.0	1	2	0.3333333333333333	0.08333333333333333	0.5	0.14285714285714285
33	33	1/12	1/12	4/4	4	1	vi				f	VI		vi		vi							m	1	0	-2, -5, -1		-2.0	-2.0	4	4	0.5	0.3333333333333333	0.3333333333333333	0.5
33	33	5/12	5/12	4/4	4	1	viio7/iii				f	VI		viio7/iii		vii	o	7		iii			o7	1	0	-3, -6, -9, -12		-3.0	-3.0	3	0	1.0	0.25	0.0	1.0
33	33	1/2	1/2	4/4	4	1	iv				f	VI		iv		iv							m	1	0	-6, -9, -5		-6.0	-6.0	6	2	0.75	0.6666666666666666	0.3333333333333333	0.6666666666666666
33	33	5/6	5/6	4/4	4	1	V6	-1.50971	-2.58881	/	f	VI		V6		V		6					M	1	0	0, -3, -4		-4.0	0.0	0	3	0.0	0.0	0.25	0.0
33	33	11/12	11/12	4/4	4	1	viio7/iii	-2.13136	-2.5	/	f	VI		viio7/iii		vii	o	7		iii			o7	1	0	-3, -6, -9, -12		-3.0	-3.0	3	0	1.0	0.25	0.0	1.0
34	34	0	0	4/4	4	1	V6(9)				f	VI		V6(9)		V		6	9				M	1	0	0, -3, -4	-2	-4.0	0.0	0	4	0.0	0.0	0.8333333333333334	0.0
34	34	1/12	1/12	4/4	4	1	V6				f	VI		V6		V		6					M	1	0	0, -3, -4		-4.0	0.0	0	1	0.0	0.0	0.08333333333333333	0.0
34	34	1/6	1/6	4/4	4	1	V65	-0.177613	-2.32239	/	f	VI		V65		V		65					Mm7	1	0	0, -3, -6, -4		-4.0	0.0	19	85	0.18269230769230768	1.2083333333333333	19.0	0.05979381443298969
37	37	3/4	3/4	4/4	4	1	V				f	VI		V		V							M	1	0	-4, 0, -3		-4.0	-4.0	0	10	0.0	0.0	1.0	0.0
38	38	0	0	4/4	4	1	V/#i				f	VI		V/#i		V				#i			M	1	0	3, 7, 4		3.0	3.0	24	25	0.4897959183673469	1.5	3.25	0.3157894736842105
39	39	1/4	1/4	4/4	4	1	#i	-0.585368	-4.10976	/	f	VI		#i		#i							m	1	0	2, -1, 3		2.0	2.0	0	6	0.0	0.0	1.5	0.0
40	40	1/4	1/4	4/4	4	1	ii6	0.146342	-5.03073	/	f	VI		ii6		ii		6					m	1	0	-6, -2, -3		-3.0	-6.0	2	9	0.18181818181818182	1.0	3.5	0.2222222222222222
41	41	1/2	1/2	4/4	4	1	I+	-1.4922	-4.35671	/	f	VI		I+		I	+						+	1	0	-5, -1, 3		-5.0	-5.0	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
41	41	3/4	3/4	4/4	4	1	V7				f	VI		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4.0	-4.0	0	5	0.0	0.0	1.25	0.0
42	42	0	0	4/4	4	1	vi	0	-3.67267	/	f	VI		vi		vi							m	1	0	-2, -5, -1		-2.0	-2.0	2	2	0.5	1.0	0.5	0.6666666666666666
42	42	1/2	1/2	4/4	4	1	I+	-1.75862	-5.41361	/	f	VI		I+		I	+						+	1	0	-5, -1, 3		-5.0	-5.0	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
42	42	3/4	3/4	4/4	4	1	V7	0	-3.49226	/	f	VI		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4.0	-4.0	0	8	0.0	0.0	1.125	0.0
43	43	0	0	4/4	4	1	I[I6				f	VI	I	I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	14	20	0.4117647058823529	0.875	3.125	0.21875
44	44	0	0	4/4	4	1	V43	0	-3.22545	/	f	VI	I	V43		V		43					Mm7	1	0	-3, -6, -4, 0		-4.0	-3.0	8	19	0.2962962962962963	0.5	3.5	0.125
45	45	0	0	4/4	4	1	I6				f	VI	I	I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	15	23	0.39473684210526316	1.0	3.0	0.25
46	46	0	0	4/4	4	1	V43	-0.0362778	-2.95526	/	f	VI	I	V43		V		43					Mm7	1	0	-3, -6, -4, 0		-4.0	-3.0	8	19	0.2962962962962963	0.5	3.5	0.125
47	47	0	0	4/4	4	1	I6	0	-3.67074	/	f	VI	I	I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	12	41	0.22641509433962265	0.75	6.916666666666667	0.09782608695652173
48	48	11/12	11/12	4/4	4	1	I]				f	VI	I	I		I							M	1	0	-5, -1, -4		-5.0	-5.0	0	4	0.0	0.0	0.3333333333333333	0.0
49	49	0	0	4/4	4	1	#viio/ii				f	VI		#viio/ii		#vii	o			ii			o	1	0	2, -1, -4		2.0	2.0	24	8	0.75	1.5	2.5	0.375
50	50	0	0	4/4	4	1	#viio/ii\\	-0.390245	-4.2561	/	f	VI		#viio/ii		#vii	o			ii		\\	o	1	0	2, -1, -4		2.0	2.0	0	6	0.0	0.0	1.5	0.0
51	51	1/4	1/4	4/4	4	1	ii6	0.0575355	-4.83145	/	f	VI		ii6		ii		6					m	1	0	-6, -2, -3		-3.0	-6.0	2	9	0.18181818181818182	1.0	3.5	0.2222222222222222
52	52	1/2	1/2	4/4	4	1	I+	-0.0712966	-4.37794	/	f	VI		I+		I	+						+	1	0	-5, -1, 3		-5.0	-5.0	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
52	52	3/4	3/4	4/4	4	1	V7	-0.55287	-3.36678	/	f	VI		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4.0	-4.0	0	5	0.0	0.0	1.25	0.0
53	53	0	0	4/4	4	1	vi	0.195123	-3.47561	/	f	VI		vi		vi							m	1	0	-2, -5, -1		-2.0	-2.0	2	2	0.5	1.0	0.5	0.6666666666666666
53	53	1/2	1/2	4/4	4	1	I+	-0.0712966	-4.44505	/	f	VI		I+		I	+						+	1	0	-5, -1, 3		-5.0	-5.0	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
53	53	3/4	3/4	4/4	4	1	V7	-0.569117	-3.49186	/	f	VI		V7		V		7					Mm7	1	0	-4, 0, -3, -6		-4.0	-4.0	0	8	0.0	0.0	1.125	0.0
54	54	0	0	4/4	4	1	I[I6				f	VI	I	I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	14	20	0.4117647058823529	0.875	3.125	0.21875
55	55	0	0	4/4	4	1	V43	0.0350188	-2.97527	/	f	VI	I	V43		V		43					Mm7	1	0	-3, -6, -4, 0		-4.0	-3.0	8	19	0.2962962962962963	0.5	3.5	0.125
56	56	0	0	4/4	4	1	I6				f	VI	I	I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	15	24	0.38461538461538464	1.0	3.0	0.25
57	57	0	0	4/4	4	1	V43				f	VI	I	V43		V		43					Mm7	1	0	-3, -6, -4, 0		-4.0	-3.0	8	19	0.2962962962962963	0.5	3.5	0.125
58	58	0	0	4/4	4	1	I6]				f	VI	I	I6		I		6					M	1	0	-1, -4, -5		-5.0	-1.0	3	7	0.3	0.1875	1.0625	0.15
58	58	1/2	1/2	4/4	4	1	V				f	VI		V		V							M	1	0	-4, 0, -3		-4.0	-4.0	0	3	0.0	0.0	0.75	0.0
59	59	0	0	4/4	4	1	I				f	VI		I		I							M	1	0	-5, -1, -4		-5.0	-5.0	3	6	0.3333333333333333	0.1875	0.9375	0.16666666666666666
59	59	1/2	1/2	4/4	4	1	V				f	VI		V		V							M	1	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	1.0	0.0
60	60	0	0	4/4	4	1	i.V/iv				f	i		V/iv		V				iv			M	1	1	-1, 3, 0		-1.0	-1.0	16	29	0.35555555555555557	1.25	8.5	0.1282051282051282
62	62	0	0	4/4	4	1	#viio43/vi	0	-6.89026	/	f	i		#viio43/vi		#vii	o	43		vi			o7	1	1	-6, -9, 0, -3		0.0	-6.0	20	25	0.4444444444444444	2.25	7.0	0.24324324324324326
64	64	0	0	4/4	4	1	#viio43	-0.146342	-5.42684	/	f	i		#viio43		#vii	o	43					o7	1	1	-2, -5, 4, 1		4.0	-2.0	25	37	0.4032258064516129	1.75	8.0	0.1794871794871795
66	66	0	0	4/4	4	1	#viio	0.146342	-7.18294	/	f	i		#viio		#vii	o						o	1	1	4, 1, -2		4.0	4.0	0	18	0.0	0.0	3.875	0.0
67	67	0	0	4/4	4	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	1.8125	0.0
67	67	1/2	1/2	4/4	4	1	Ger6/iv				f	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	-6, -2, -5, 4		4.0	-6.0	0	8	0.0	0.0	1.8125	0.0
68	68	0	0	4/4	4	1	iio				f	i		iio		ii	o						o	1	1	1, -2, -5		1.0	1.0	0	16	0.0	0.0	3.625	0.0
69	69	0	0	4/4	4	1	III				f	i		III		III							M	1	1	-4, 0, -3		-4.0	-4.0	0	8	0.0	0.0	1.8125	0.0
69	69	1/2	1/2	4/4	4	1	iv				f	i		iv		iv							m	1	1	-2, -5, -1		-2.0	-2.0	0	8	0.0	0.0	1.8125	0.0
70	70	0	0	4/4	4	1	viio7/V				f	i		viio7/V		vii	o	7		V			o7	1	1	5, 2, -1, -4		5.0	5.0	12	49	0.19672131147540983	0.75	8.0	0.08571428571428572
73	73	0	0	4/4	4	1	V43/V				f	i		V43/V		V		43		V			Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	21	0.0	0.0	6.0	0.0
74	74	0	0	4/4	4	1	V7(+9)	0	-3.86586	/	f	i		V7(+9)		V		7	+9				Mm7	1	1	0, 4, 1, -2	-5	0.0	0.0	0	22	0.0	0.0	7.0	0.0
75	75	0	0	4/4	4	1	iv				f	i		iv		iv							m	1	1	-2, -5, -1		-2.0	-2.0	2	5	0.2857142857142857	0.125	0.6875	0.15384615384615385
75	75	1/2	1/2	4/4	4	1	#viio43				f	i		#viio43		#vii	o	43					o7	1	1	-2, -5, 4, 1		4.0	-2.0	4	9	0.3076923076923077	0.25	1.5625	0.13793103448275862
76	76	0	0	4/4	4	1	i6				f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	2	5	0.2857142857142857	0.125	0.6875	0.15384615384615385
76	76	1/2	1/2	4/4	4	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	4	9	0.3076923076923077	0.25	1.5625	0.13793103448275862
77	77	0	0	4/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	4	24	0.14285714285714285	0.25	3.0	0.07692307692307693
