mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	1/8	1/8	2/4	4	1	A.I	0	-6.02924	/		A	I		I	I							M	0	0	3, 7, 4		3	3	1	7	0.125	0.0625	1.4375	0.041666666666666664
2	1	0	0	2/4	4	1	V43	0.195123	-5.6619	/		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	8	0.1111111111111111	0.0625	1.4375	0.041666666666666664
3	2	0	0	2/4	4	1	V65	0	-6.46902	/		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	9	0.0	0.0	1.75	0.0
4	3	0	0	2/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.0625	1.4375	0.041666666666666664
5	4	0	0	2/4	4	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	7	0.2222222222222222	0.125	1.375	0.08333333333333333
6	5	0	0	2/4	4	1	IV(#2)	0	-3.2938	/		A	I		IV(#2)	IV			#2				M	0	0	2, 11, 3		2	2	0	2	0.0	0.0	0.25	0.0
6	5	1/8	1/8	2/4	4	1	IV	0	-3.2938	/		A	I		IV	IV							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.875	0.0
6	5	1/4	1/4	2/4	4	1	V65/II					A	I		V65/II	V		65		II			Mm7	0	0	10, 7, 4, 6		6	10	0	4	0.0	0.0	0.375	0.0
7	6	0	0	2/4	4	1	V/V					A	I		V/V	V				V			M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	0.375	0.0
7	6	1/8	1/8	2/4	4	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.5	0.0
7	6	1/4	1/4	2/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
7	6	3/8	3/8	2/4	4	1	V43/V					A	I		V43/V	V		43		V			Mm7	0	0	6, 3, 5, 9		5	6	0	4	0.0	0.0	0.375	0.0
8	7	0	0	2/4	4	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	6	0.25	0.1875	0.5625	0.25
9	8	0	0	2/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	11	0.08333333333333333	0.0625	2.1875	0.027777777777777776
10	9	0	0	2/4	4	1	V43					A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	11	0.08333333333333333	0.0625	2.1875	0.027777777777777776
11	10	0	0	2/4	4	1	V65					A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	12	0.0	0.0	2.25	0.0
12	11	0	0	2/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	12	0.07692307692307693	0.0625	2.5625	0.023809523809523808
