mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	3/4	4	1	c.i	0.409791	-4.10429	/			c	i		i	i							m	1	1	0, -3, 1		0	0	16	37	0.3018867924528302	2.0	6.375	0.23880597014925373
4	3	1/2	1/2	3/4	4	1	viio64/V	-2.04883	-2.7049	/			c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0	0	7	0.0	0.0	1.25	0.0
5	4	0	0	3/4	4	1	V	-0.118891	-2.73778	/			c	i		V	V							M	1	1	1, 5, 2		1	1	21	37	0.3620689655172414	2.625	5.25	0.3333333333333333
8	7	1/4	1/4	3/4	4	1	@none						c	i		@none	@none							m	1	1					5	0	1.0	0.75	0.0	1.0
10	8	0	3/8	3/4	4	1	VI						c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	12	0.0	0.0	1.5	0.0
11	9	0	0	3/4	4	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.5	0.0
11	9	3/8	3/8	3/4	4	1	VI						c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	12	0.0	0.0	1.5	0.0
12	10	0	0	3/4	4	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.5	0.0
12	10	3/8	3/8	3/4	4	1	VI						c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	12	0.0	0.0	1.5	0.0
13	11	0	0	3/4	4	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.5	0.0
13	11	3/8	3/8	3/4	4	1	VI						c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	12	0.0	0.0	1.5	0.0
14	12	0	0	3/4	4	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.5	0.0
14	12	3/8	3/8	3/4	4	1	iv.VI						c	iv		VI	VI							M	1	1	-5, -1, -4		-5	-5	0	12	0.0	0.0	1.5	0.0
