"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".G.I"	""	"1"	"1.0"	"1.0"	"2/4"	"18"	"2"	"4"	4.0	"G"	"I"	""	"I"	""	""	""	""	false
"V7"	""	"3"	"1.0"	"5.0"	"2/4"	"18"	"2"	"4"	4.0	"G"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"5"	"1.0"	"9.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"I"	""	""	""	""	false
"V.ii"	""	"6"	"1.0"	"11.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"V"	""	"ii"	""	""	""	""	false
"V(64)"	""	"7"	"1.0"	"13.0"	"2/4"	"18"	"2"	"4"	1.0	"G"	"V"	""	"V"	""	""	"64"	""	false
"V7"	""	"7"	"2.0"	"14.0"	"2/4"	"18"	"2"	"4"	1.0	"G"	"V"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"8"	"1.0"	"15.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"V"	""	"I"	""	""	""	""	true
"I.V7"	""	"9"	"1.0"	"17.0"	"2/4"	"18"	"2"	"4"	4.0	"G"	"I"	""	"V"	""	"7"	""	""	false
"I"	""	"11"	"1.0"	"21.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"12"	"1.0"	"23.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"I"	""	"6"	""	""	false
"V7/vi"	""	"13"	"1.0"	"25.0"	"2/4"	"18"	"2"	"4"	4.0	"G"	"I"	""	"V"	""	"7"	""	"vi"	false
"vi"	""	"15"	"1.0"	"29.0"	"2/4"	"18"	"2"	"4"	1.0	"G"	"I"	""	"vi"	""	""	""	""	false
"V7/vi"	""	"15"	"2.0"	"30.0"	"2/4"	"18"	"2"	"4"	1.0	"G"	"I"	""	"V"	""	"7"	""	"vi"	false
"vi"	""	"16"	"1.0"	"31.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"vi"	""	""	""	""	false
"V7/IV"	""	"17"	"1.0"	"33.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"V"	""	"7"	""	"IV"	false
"IV"	""	"18"	"1.0"	"35.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"IV"	""	""	""	""	false
"V7"	""	"19"	"1.0"	"37.0"	"2/4"	"18"	"2"	"4"	2.5	"G"	"I"	""	"V"	""	"7"	""	""	false
"V2"	""	"20"	"1.5"	"39.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"20"	"2.0"	"40.0"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"I"	""	"6"	""	""	false
"V43"	""	"20"	"2.5"	"40.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"V"	""	"43"	""	""	false
"I"	""	"21"	"1.0"	"41.0"	"2/4"	"18"	"2"	"4"	4.0	"G"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"23"	"1.0"	"45.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"V"	""	"43"	""	""	false
"V43"	""	"24"	"1.0"	"47.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"V"	""	"43"	""	""	false
"V"	""	"25"	"1.0"	"49.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"V"	""	""	""	""	false
"V7"	""	"26"	"1.0"	"51.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"V"	""	"7"	""	""	false
"I6"	""	"27"	"1.0"	"53.0"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"I"	""	"6"	""	""	false
"vi"	""	"27"	"1.5"	"53.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"vi"	""	""	""	""	false
"ii6"	""	"27"	"2.0"	"54.0"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"ii"	""	"6"	""	""	false
"V"	""	"27"	"2.5"	"54.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"V"	""	""	""	""	false
"I\\\\"	""	"28"	"1.0"	"55.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"I"	""	""	""	""	true
"V65"	""	"29"	"1.0"	"57.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"30"	"1.0"	"59.0"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"V2/IV"	""	"30"	"1.5"	"59.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"V"	""	"2"	""	"IV"	false
"IV6"	""	"30"	"2.0"	"60.0"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"IV"	""	"6"	""	""	false
"viio"	""	"30"	"2.5"	"60.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"vii"	"o"	""	""	""	false
"I"	""	"31"	"1.0"	"61.0"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"31"	"1.5"	"61.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"vi"	""	""	""	""	false
"ii6"	""	"31"	"2.0"	"62.0"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"ii"	""	"6"	""	""	false
"V"	""	"31"	"2.5"	"62.5"	"2/4"	"18"	"2"	"4"	0.5	"G"	"I"	""	"V"	""	""	""	""	false
"I\\\\"	""	"32"	"1.0"	"63.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"I"	""	""	""	""	true
"V65"	""	"33"	"1.0"	"65.0"	"2/4"	"18"	"2"	"4"	2.0	"G"	"I"	""	"V"	""	"65"	""	""	false
