mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
375	370	739	749	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5129							473		
375	370	1479/2	1499/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5130							473		
375	370	738	748	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5131							474		
375	370	1477/2	1497/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5132							474		
375	370	739	749	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5133							474		
375	370	738	748	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5134							475		
375	370	739	749	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5135							475		
376	371	740	750	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5136							472		
376	371	1481/2	1501/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5137							472		
376	371	741	751	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5138							472		
376	371	1483/2	1503/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5139							472		
376	371	740	750	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5140							473		
376	371	1481/2	1501/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5141							473		
376	371	741	751	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5142							473		
376	371	1483/2	1503/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5143							473		
376	371	740	750	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5144							474		
376	371	741	751	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5145							474		
376	371	740	750	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5146							475		
376	371	741	751	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5147							475		
377	372	742	752	0.0		0	0	StaffText	2/4	1	1	0							<i>dim.</i>				472		
377	372	742	752	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5148							472		
377	372	1485/2	1505/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5149							472		
377	372	743	753	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5150							472		
377	372	1487/2	1507/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5151									
377	372	742	752	0.0		0	0	StaffText	2/4	2	1	0							<i>dim.</i>				473		
377	372	742	752	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5152							473		
377	372	1485/2	1505/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5153							473		
377	372	743	753	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5154							473		
377	372	1487/2	1507/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5155									
377	372	742	752	0.0		0	0	StaffText	2/4	3	1	0							<i>dim.</i>				474		
377	372	742	752	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5156							474		
377	372	743	753	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5157							474		
377	372	742	752	0.0		0	0	StaffText	2/4	4	1	0							<i>dim.</i>				475		
377	372	742	752	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5158							475		
377	372	743	753	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5159							475		
378	373	744	754	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5160							476		
378	373	1489/2	1509/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5161							476		
378	373	745	755	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5162							476		
378	373	1491/2	1511/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5163							476		
378	373	744	754	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5164							477		
378	373	1489/2	1509/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5165							477		
378	373	745	755	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5166							477		
378	373	1491/2	1511/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5167							477		
378	373	744	754	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5168							474		
378	373	745	755	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5169									
378	373	744	754	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5170							475		
378	373	745	755	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5171									
379	374	746	756	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>				476		
379	374	746	756	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5172							476		
379	374	1493/2	1513/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5173							476		
379	374	747	757	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5174							476		
379	374	1495/2	1515/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5175							476		
379	374	746	756	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>				477		
379	374	746	756	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5176							477		
379	374	1493/2	1513/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5177									
379	374	747	757	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5178									
379	374	746	756	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
379	374	746	756	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5179							478		
379	374	747	757	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5180							478		
379	374	746	756	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
379	374	746	756	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5181							479		
379	374	747	757	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5182							479		
380	375	748	758	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5183							476		
380	375	1497/2	1517/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5184							476		
380	375	749	759	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5185							476		
380	375	1499/2	1519/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5186							476		
380	375	748	758	0.0		0	0	Dynamic	2/4	2	1	0					p								
380	375	748	758	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5187									
380	375	1497/2	1517/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5188							480		
380	375	749	759	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5189							480		
380	375	1499/2	1519/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5190							480		
380	375	748	758	0.0		0	0	Dynamic	2/4	3	1	0					p						478		
380	375	748	758	0.0		0	0	Dynamic	2/4	3	1	0					p						478		
380	375	748	758	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5191							478		
380	375	1497/2	1517/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5192							478		
380	375	749	759	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5193							478		
380	375	1499/2	1519/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5194									
380	375	748	758	0.0		0	0	Dynamic	2/4	4	1	0					p						479		
380	375	748	758	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5195							479		
380	375	749	759	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5196							479		
381	376	750	760	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	5197									
381	376	750	760	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5198									
381	376	751	761	0.0		1/4	1/4	StaffText	2/4	2	1	0							<i>cresc.</i>						
381	376	751	761	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5199							481		
381	376	750	760	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5200									
381	376	1501/2	1521/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5201							482		
381	376	751	761	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5202							482		
381	376	1503/2	1523/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5203									
381	376	750	760	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5204									
381	376	1501/2	1521/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5205							483		
381	376	751	761	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5206							483		
381	376	1503/2	1523/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5207									
382	377	752	762	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5208							481		
382	377	753	763	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5209							481		
382	377	752	762	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
382	377	752	762	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5210							484		
382	377	1505/2	1525/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5211							484		
382	377	753	763	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5212							484		
382	377	1507/2	1527/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5213							484		
382	377	752	762	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
382	377	752	762	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5214							485		
382	377	1505/2	1525/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5215							485		
382	377	753	763	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5216							485		
382	377	1507/2	1527/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5217							485		
383	378	755	765	0.0		1/4	1/4	StaffText	2/4	1	1	0							<i>cresc.</i>						
383	378	755	765	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	5218							486		
383	378	754	764	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5219									
383	378	754	764	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5220							484		
383	378	1509/2	1529/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5221							484		
383	378	755	765	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5222							484		
383	378	1511/2	1531/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5223							484		
383	378	754	764	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5224							485		
383	378	1509/2	1529/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5225							485		
383	378	755	765	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5226							485		
383	378	1511/2	1531/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5227							485		
384	379	756	766	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	5228							486		
384	379	757	767	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	5229							486		
384	379	756	766	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5230							484		
384	379	1513/2	1533/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5231							484		
384	379	757	767	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5232							484		
384	379	1515/2	1535/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5233							484		
384	379	756	766	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5234							485		
384	379	1513/2	1533/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5235							485		
384	379	757	767	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5236							485		
384	379	1515/2	1535/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5237							485		
385	380	758	768	0.0		0	0	StaffText	2/4	1	1	0							<i>dim.</i>						
385	380	758	768	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	5238									
385	380	759	769	0.0		1/4	1/4	StaffText	2/4	2	1	0							<i>dim.</i>						
385	380	759	769	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5239							487		
385	380	758	768	0.0		0	0	StaffText	2/4	3	1	0							<i>dim.</i>				484		
385	380	758	768	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5240							484		
385	380	1517/2	1537/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5241							484		
385	380	759	769	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5242							484		
385	380	1519/2	1539/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5243									
385	380	758	768	0.0		0	0	StaffText	2/4	4	1	0							<i>dim.</i>				485		
385	380	758	768	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5244							485		
385	380	1517/2	1537/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5245							485		
385	380	759	769	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5246							485		
385	380	1519/2	1539/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5247									
386	381	760	770	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5248							487		
386	381	761	771	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5249							487		
386	381	760	770	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5250							488		
386	381	1521/2	1541/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5251							488		
386	381	761	771	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5252							488		
386	381	1523/2	1543/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5253							488		
386	381	760	770	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5254							489		
386	381	1521/2	1541/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5255							489		
386	381	761	771	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5256							489		
386	381	1523/2	1543/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5257							489		
387	382	763	773	0.0		1/4	1/4	StaffText	2/4	1	1	0							<i>cresc.</i>						
387	382	763	773	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	5258							490		
387	382	762	772	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5259									
387	382	762	772	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>				488		
387	382	762	772	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5260							488		
387	382	1525/2	1545/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5261							488		
387	382	763	773	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5262							488		
387	382	1527/2	1547/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5263							488		
387	382	762	772	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>				489		
387	382	762	772	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5264							489		
387	382	1525/2	1545/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5265							489		
387	382	763	773	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5266							489		
387	382	1527/2	1547/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5267							489		
388	383	764	774	0.0		0	0	Dynamic	2/4	1	1	0					p								
388	383	764	774	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	5268									
388	383	765	775	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	5269							491		
388	383	764	774	0.0		0	0	Dynamic	2/4	2	1	0					p								
388	383	765	775	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5270									
388	383	764	774	0.0		0	0	Dynamic	2/4	3	1	0					p						488		
388	383	764	774	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5271							488		
388	383	1529/2	1549/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5272							488		
388	383	765	775	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5273							488		
388	383	1531/2	1551/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5274									
388	383	764	774	0.0		0	0	Dynamic	2/4	4	1	0					p						489		
388	383	764	774	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5275							489		
388	383	1529/2	1549/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5276							489		
388	383	765	775	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5277							489		
388	383	1531/2	1551/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5278									
389	384	766	776	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
389	384	766	776	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5279							492		
389	384	766	776	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
389	384	766	776	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5280							493		
389	384	766	776	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
389	384	766	776	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	5281									
389	384	766	776	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
389	384	766	776	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	5282							494		
390	385	768	778	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5283							492		
390	385	768	778	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5284							493		
390	385	768	778	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5285							495		
390	385	1537/2	1557/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5286							495		
390	385	769	779	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5287							495		
390	385	1539/2	1559/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5288							495		
390	385	768	778	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	5289							494		
391	386	770	780	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5290							492		
391	386	770	780	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5291									
391	386	770	780	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	5292									
391	386	770	780	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	5293							494		
392	387	772	782	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5294									
392	387	772	782	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5295							496		
392	387	1545/2	1565/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5296							496		
392	387	773	783	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5297							496		
392	387	1547/2	1567/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5298							496		
392	387	772	782	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	5299									
392	387	772	782	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	5300									
393	388	774	784	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5301							497		
393	388	1549/2	1569/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5302							497		
393	388	775	785	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5303							497		
393	388	1551/2	1571/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5304							497		
393	388	774	784	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5305							496		
393	388	1549/2	1569/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5306							496		
393	388	775	785	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5307							496		
393	388	1551/2	1571/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5308									
393	388	774	784	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	5309									
393	388	774	784	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	5310									
394	389	776	786	0.0		0	0	Spanner	2/4	1	1	0											497		106
394	389	776	786	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5311							497		106
394	389	1553/2	1573/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5312							497		106
394	389	777	787	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5313							497		106
394	389	1555/2	1575/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5314									106
394	389	776	786	0.0		0	0	Spanner	2/4	2	1	0													107
394	389	776	786	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5315									107
394	389	776	786	0.0		0	0	Spanner	2/4	3	1	0													108
394	389	776	786	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	5316									108
394	389	776	786	0.0		0	0	Spanner	2/4	4	1	0													109
394	389	776	786	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	5317									109
395	390	778	788	0.0		0	0	Spanner	2/4	1	1	0													
395	390	778	788	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5318							498		
395	390	1557/2	1577/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5319							498		
395	390	779	789	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5320									
395	390	778	788	0.0		0	0	Dynamic	2/4	2	1	0					p								
395	390	778	788	0.0		0	0	Spanner	2/4	2	1	0													
395	390	778	788	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5321							499		
395	390	779	789	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5322									
395	390	778	788	0.0		0	0	Dynamic	2/4	3	1	0					p								
395	390	778	788	0.0		0	0	Spanner	2/4	3	1	0													
395	390	778	788	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5323							500		
395	390	779	789	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5324									
395	390	778	788	0.0		0	0	Dynamic	2/4	4	1	0					p								
395	390	778	788	0.0		0	0	Dynamic	2/4	4	1	0					p								
395	390	778	788	0.0		0	0	Spanner	2/4	4	1	0													
395	390	778	788	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5325							501		
395	390	779	789	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5326									
396	391	780	790	0.0		0	0	Dynamic	2/4	1	1	0					pp								
396	391	780	790	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	5327							502		
396	391	781	791	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5328									
396	391	780	790	0.0		0	0	Dynamic	2/4	2	1	0					pp								
396	391	780	790	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5329							503		
396	391	1561/2	1581/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5330									
396	391	781	791	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5331									
396	391	780	790	0.0		0	0	Dynamic	2/4	3	1	0					pp								
396	391	780	790	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5332							504		
396	391	1561/2	1581/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5333									
396	391	781	791	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5334									
397	392	782	792	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
397	392	782	792	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5335							505		
397	392	782	792	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
397	392	782	792	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5336							506		
397	392	782	792	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
397	392	782	792	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5337							507		
397	392	1565/2	1585/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5338							507		
397	392	783	793	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5339							507		
397	392	1567/2	1587/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5340							507		
398	393	784	794	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5341							505		
398	393	784	794	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5342							506		
398	393	784	794	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5343							507		
398	393	1569/2	1589/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5344							507		
398	393	785	795	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5345							507		
398	393	1571/2	1591/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5346									
399	394	786	796	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5347							505		
399	394	786	796	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5348							506		
399	394	786	796	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
399	394	786	796	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5349							508		
399	394	1573/2	1593/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5350							508		
399	394	787	797	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5351							508		
399	394	1575/2	1595/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5352							508		
399	394	786	796	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5353							509		
399	394	787	797	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5354							509		
400	395	788	798	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5355									
400	395	788	798	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5356									
400	395	789	799	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5357									
400	395	788	798	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5358							508		
400	395	1577/2	1597/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5359							508		
400	395	789	799	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5360							508		
400	395	1579/2	1599/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5361									
400	395	788	798	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5362							509		
400	395	789	799	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5363									
401	396	790	800	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	5364									
401	396	790	800	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5365							510		
401	396	1581/2	1601/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5366							510		
401	396	791	801	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5367							510		
401	396	1583/2	1603/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5368							510		
401	396	790	800	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	5369									
401	396	790	800	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	5370									
402	397	792	802	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5371							511		
402	397	1585/2	1605/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5372							511		
402	397	793	803	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5373							511		
402	397	1587/2	1607/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5374							511		
402	397	792	802	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5375							510		
