mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
24	23	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	225				60		
24	23	71	71	0.0	1/2	1/2	Spanner	3/4	2	1	0							60		11
24	23	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	226				60		11
24	23	69	69	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	227				61		
24	23	70	70	0.0	1/4	1/4	Dynamic	3/4	3	1	0				sf			61		
24	23	70	70	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	228				61		
24	23	71	71	0.0	1/2	1/2	Spanner	3/4	3	1	0									12
24	23	71	71	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	229						12
24	23	69	69	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	230				62		
24	23	70	70	0.0	1/4	1/4	Dynamic	3/4	4	1	0				sf			62		
24	23	70	70	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	231				62		
24	23	71	71	0.0	1/2	1/2	Spanner	3/4	4	1	0									13
24	23	71	71	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	232						13
25	24	72	72	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""8.2""/><i>dim.</i>"			
25	24	72	72	0.0	0	0	Spanner	3/4	1	1	0									
25	24	72	72	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	233				63		
25	24	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	234				63		
25	24	73	73	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	235				63		
25	24	74	74	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	236						
25	24	72	72	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""8.2""/><i>dim.</i>"			
25	24	72	72	0.0	0	0	Spanner	3/4	2	1	0									
25	24	72	72	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	237						
25	24	145/2	145/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	238				64		
25	24	73	73	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	239				64		
25	24	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	240						
25	24	72	72	0.0	0	0	StaffText	3/4	3	1	0						"<font size=""8.2""/><i>dim.</i>"			
25	24	72	72	0.0	0	0	Spanner	3/4	3	1	0									
25	24	72	72	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	241						
25	24	145/2	145/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	242				65		
25	24	73	73	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	243				65		
25	24	74	74	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	244						
25	24	72	72	0.0	0	0	StaffText	3/4	4	1	0						"<font size=""8.2""/><i>dim.</i>"			
25	24	72	72	0.0	0	0	Spanner	3/4	4	1	0									
25	24	72	72	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	245				66		
25	24	73	73	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	246						
25	24	74	74	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	247						
26	25	75	75	0.0	0	0	Dynamic	3/4	1	1	0				p					
26	25	75	75	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	248				67		
26	25	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	249				67		
26	25	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	250				67		
26	25	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	251						
26	25	75	75	0.0	0	0	Dynamic	3/4	2	1	0				p					
26	25	75	75	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	252				68		
26	25	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	253						
26	25	75	75	0.0	0	0	Dynamic	3/4	3	1	0				p					
26	25	75	75	0.75	0	0	Chord	3/4	3	1	3/16	1/8	3/2	254				69		
26	25	303/4	303/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	255				69		
26	25	76	76	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	256				69		
26	25	77	77	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	257						
26	25	75	75	0.0	0	0	Dynamic	3/4	4	1	0				p					
26	25	75	75	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	258						
27	26	78	78	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""8.2""/><i>cresc.</i>"			
27	26	78	78	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	259				70		
27	26	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	260				70		
27	26	79	79	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	261				70		
27	26	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	262				70		
27	26	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	263						
27	26	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	264						
27	26	78	78	0.0	0	0	StaffText	3/4	2	1	0						"<font size=""8.2""/><i>cresc.</i>"			
27	26	78	78	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	265				71		
27	26	315/4	315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	266				71		
27	26	79	79	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	267				71		
27	26	159/2	159/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	268				71		
27	26	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	269						
27	26	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	270						
27	26	78	78	0.0	0	0	StaffText	3/4	3	1	0						"<font size=""8.2""/><i>cresc.</i>"			
27	26	78	78	0.75	0	0	Chord	3/4	3	1	3/16	1/8	3/2	271				72		
27	26	315/4	315/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	272				72		
27	26	79	79	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	273				72		
27	26	159/2	159/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	274				72		
27	26	80	80	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	275						
27	26	161/2	161/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	276						
27	26	78	78	0.0	0	0	StaffText	3/4	4	1	0						"<font size=""8.2""/><i>cresc.</i>"			
27	26	78	78	1.5	0	0	Chord	3/4	4	1	3/8	1/4	3/2	277						
27	26	159/2	159/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	278				73		
27	26	80	80	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	279						
27	26	161/2	161/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	280				74		
28	27	81	81	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	281				75		
28	27	163/2	163/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0				p					
28	27	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	282						
28	27	82	82	0.0	1/4	1/4	Spanner	3/4	1	1	0								10	
28	27	82	82	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	283				76	10	
28	27	329/4	329/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	284				76	10	
28	27	165/2	165/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	285				76	10	
28	27	331/4	331/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	286				76	10	
28	27	83	83	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p					
28	27	83	83	0.0	1/2	1/2	Spanner	3/4	1	1	0									
28	27	83	83	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	287						
28	27	333/4	333/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	288				77		
28	27	167/2	167/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32	1/16	3/2	289				77		
28	27	671/8	671/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	290						
28	27	81	81	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	291						
28	27	163/2	163/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0				p					
28	27	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	292				78		
28	27	82	82	0.0	1/4	1/4	Spanner	3/4	2	1	0								11	
28	27	82	82	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	293					11	
28	27	165/2	165/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	294				79	11	
28	27	83	83	0.0	1/2	1/2	Dynamic	3/4	2	1	0				p				11	
28	27	83	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	295					11	
28	27	167/2	167/2	0.0	5/8	5/8	Spanner	3/4	2	1	0									
28	27	81	81	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	296						
28	27	163/2	163/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0				p					
28	27	163/2	163/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	297				80		
28	27	82	82	0.0	1/4	1/4	Spanner	3/4	3	1	0								12	
28	27	82	82	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	298					12	
28	27	165/2	165/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	299				81	12	
28	27	83	83	0.0	1/2	1/2	Dynamic	3/4	3	1	0				p				12	
28	27	83	83	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	300					12	
28	27	167/2	167/2	0.0	5/8	5/8	Spanner	3/4	3	1	0									
28	27	81	81	0.5	0	0	Chord	3/4	4	1	1/8	1/8	1	301				74		
28	27	163/2	163/2	0.0	1/8	1/8	Dynamic	3/4	4	1	0				p			74		
28	27	163/2	163/2	0.0	1/8	1/8	Spanner	3/4	4	1	0							74	13	
28	27	163/2	163/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	302				74	13	
28	27	82	82	0.5	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	303				74	13	
28	27	165/2	165/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	304					13	
28	27	83	83	0.0	1/2	1/2	Dynamic	3/4	4	1	0				p					
28	27	83	83	0.0	1/2	1/2	Spanner	3/4	4	1	0									
28	27	83	83	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	305						
