mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
211	206		630	0.0	1	0	0	Dynamic	6/8	1	1	0						sf									
211	206		630	0.25	1	0	0	Chord	6/8	1	1	1/16			1/16	1	4402							577			
211	206		2521/4	0.25	1	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	4403										
211	206		1261/2	0.25	1	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	4404		articStaccatoAbove								
211	206		2523/4	0.25	1	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	4405		articStaccatoAbove								
211	206		631	0.25	1	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	4406		articStaccatoAbove								
211	206		2525/4	0.25	1	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	4407		articStaccatoAbove								
211	206		1263/2	0.0	1	3/8	3/8	Dynamic	6/8	1	1	0						p									
211	206		1263/2	0.25	1	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	4408							578			
211	206		2527/4	0.25	1	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	4409										
211	206		632	0.25	1	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	4410		articStaccatoBelow								
211	206		2529/4	0.25	1	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	4411		articStaccatoBelow								
211	206		1265/2	0.25	1	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	4412		articStaccatoBelow								
211	206		2531/4	0.25	1	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	4413		articStaccatoBelow								
211	206		630	1.0	1	0	0	Chord	6/8	2	1	1/4			1/4	1	4414										
211	206		1263/2	0.0	1	3/8	3/8	Dynamic	6/8	2	1	0						p									
211	206		1263/2	1.0	1	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	4415										
211	206		630	1.0	1	0	0	Chord	6/8	3	1	1/4			1/4	1	4416										
211	206		1263/2	0.0	1	3/8	3/8	Dynamic	6/8	3	1	0						p									
211	206		1263/2	1.0	1	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	4417										
211	206		630	1.0	1	0	0	Chord	6/8	4	1	1/4			1/4	1	4418										
211	206		1263/2	0.0	1	3/8	3/8	Dynamic	6/8	4	1	0						p									
211	206		1263/2	1.5	1	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	4419										
212	207		633	0.25	1	0	0	Chord	6/8	1	1	1/16			1/16	1	4420		articStaccatoBelow								
212	207		2533/4	0.25	1	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	4421		articStaccatoBelow								
212	207		1267/2	0.25	1	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	4422		articStaccatoBelow								
212	207		2535/4	0.25	1	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	4423		articStaccatoBelow								
212	207		634	0.25	1	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	4424		articStaccatoBelow								
212	207		2537/4	0.25	1	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	4425		articStaccatoBelow								
212	207		1269/2	0.25	1	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	4426		articStaccatoBelow								
212	207		2539/4	0.25	1	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	4427		articStaccatoBelow								
212	207		635	0.25	1	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	4428		articStaccatoBelow								
212	207		2541/4	0.25	1	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	4429		articStaccatoBelow								
212	207		1271/2	0.25	1	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	4430		articStaccatoBelow								
212	207		2543/4	0.25	1	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	4431		articStaccatoBelow								
212	207		1271/2	0.0	1	5/8	5/8	Dynamic	6/8	2	1	0						p									
212	207		1271/2	0.5	1	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	4432							579			
212	207		1271/2	0.0	1	5/8	5/8	Dynamic	6/8	3	1	0						p									
212	207		1271/2	0.5	1	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4433							580			
212	207		633	1.5	1	0	0	Chord	6/8	4	1	3/8			1/4	3/2	4434										
212	207		1269/2	0.5	1	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	4435							581			
212	207		635	0.5	1	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	4436							581			
212	207		1271/2	0.5	1	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	4437										
213	208		636	0.0	1	0	0	Dynamic	6/8	1	1	0						f									
213	208		636	1.0	1	0	0	Chord	6/8	1	1	1/4			1/4	1	4438		articStaccatoBelow								
213	208		1275/2	1.0	1	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	4439		articStaccatoAbove								
213	208		636	0.0	1	0	0	Dynamic	6/8	2	1	0						f									
213	208		636	1.0	1	0	0	Chord	6/8	2	1	1/4			1/4	1	4440		articStaccatoBelow								
213	208		1275/2	1.0	1	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	4441		articStaccatoBelow								
213	208		636	0.0	1	0	0	Dynamic	6/8	3	1	0						f									
213	208		636	1.0	1	0	0	Chord	6/8	3	1	1/4			1/4	1	4442		articStaccatoBelow								
213	208		1275/2	1.0	1	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	4443		articStaccatoBelow								
213	208		636	0.0	1	0	0	Dynamic	6/8	4	1	0						f									
213	208		636	1.0	1	0	0	Chord	6/8	4	1	1/4			1/4	1	4444		articStaccatoAbove								
213	208		1275/2	1.0	1	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	4445		articStaccatoAbove								
215	209		642	1.0	1	0	0	Chord	6/8	1	1	1/4			1/4	1	4446										
215	209		1287/2	0.25	1	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	4447							582			
215	209		2575/4	0.25	1	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	4448										
215	209		644	0.25	1	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	4449		articStaccatoAbove								
215	209		2577/4	0.25	1	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	4450		articStaccatoAbove								
215	209		1289/2	0.25	1	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	4451		articStaccatoBelow								
215	209		2579/4	0.25	1	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	4452		articStaccatoBelow								
215	209		642	0.25	1	0	0	Chord	6/8	2	1	1/16			1/16	1	4453										
215	209		2569/4	0.25	1	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	4454							583			
215	209		1285/2	0.25	1	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	4455										
215	209		2571/4	0.25	1	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	4456							584			
215	209		643	0.25	1	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	4457										
215	209		2573/4	0.25	1	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	4458							585			
215	209		1287/2	0.25	1	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	4459										
215	209		2575/4	0.25	1	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	4460							586			
215	209		644	0.25	1	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	4461										
215	209		2577/4	0.25	1	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	4462							587			
215	209		1289/2	0.25	1	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	4463										
215	209		2579/4	0.25	1	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	4464										
215	209		642	0.25	1	0	0	Chord	6/8	3	1	1/16			1/16	1	4465										
215	209		2569/4	0.25	1	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	4466							588			
215	209		1285/2	0.25	1	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	4467										
215	209		2571/4	0.25	1	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	4468							589			
215	209		643	0.25	1	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	4469										
215	209		2573/4	0.25	1	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	4470							590			
215	209		1287/2	0.25	1	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	4471										
215	209		2575/4	0.25	1	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	4472							591			
215	209		644	0.25	1	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	4473										
215	209		2577/4	0.25	1	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	4474							592			
215	209		1289/2	0.25	1	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	4475										
215	209		2579/4	0.25	1	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	4476										
215	209		642	0.25	1	0	0	Chord	6/8	4	1	1/16			1/16	1	4477							593			
215	209		2569/4	0.25	1	1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	4478										
215	209		1285/2	0.25	1	1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	4479		articStaccatoAbove								
215	209		2571/4	0.25	1	3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	4480		articStaccatoAbove								
215	209		643	0.25	1	1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	4481		articStaccatoBelow								
215	209		2573/4	0.25	1	5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	4482		articStaccatoBelow								
215	209		1287/2	1.0	1	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	4483										
215	209		1289/2	0.5	1	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	4484										
216	210	615	645	0.0		0	0	Dynamic	6/8	1	1	0						ff									
216	210	615	645	1.0		0	0	Chord	6/8	1	1	1/4			1/4	1	4485		articStaccatoBelow								
216	210	1233/2	1293/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	4486		articStaccatoAbove								
216	210	615	645	0.0		0	0	Dynamic	6/8	2	1	0						ff									
216	210	615	645	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	4487		articStaccatoBelow								
216	210	1233/2	1293/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	4488		articStaccatoBelow								
216	210	615	645	0.0		0	0	Dynamic	6/8	3	1	0						ff									
216	210	615	645	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	4489		articStaccatoBelow								
216	210	1233/2	1293/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	4490		articStaccatoAbove								
216	210	615	645	0.0		0	0	Dynamic	6/8	4	1	0						ff									
216	210	615	645	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	4491		articStaccatoBelow								
216	210	1233/2	1293/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	4492		articStaccatoBelow								
218	212	621	651	0.0		0	0	Dynamic	6/8	1	1	0						p									
218	212	621	651	1.0		0	0	Chord	6/8	1	1	1/4			1/4	1	4493										
218	212	1245/2	1305/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	4494										
218	212	621	651	0.0		0	0	Dynamic	6/8	2	1	0						p									
218	212	621	651	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	4495										
218	212	1245/2	1305/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	4496										
218	212	621	651	0.0		0	0	Dynamic	6/8	3	1	0						p									
218	212	621	651	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	4497										
218	212	1245/2	1305/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	4498										
218	212	621	651	0.0		0	0	Dynamic	6/8	4	1	0						p									
218	212	621	651	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	4499										
218	212	1245/2	1305/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	4500										
220	214	627	657	0.0		0	0	Dynamic	6/8	1	1	0						pp									
220	214	627	657	1.0		0	0	Chord	6/8	1	1	1/4			1/4	1	4501		articStaccatoBelow					594			
220	214	1257/2	1317/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	4502		articStaccatoBelow								
220	214	627	657	0.0		0	0	Dynamic	6/8	2	1	0						pp									
220	214	627	657	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	4503		articStaccatoBelow					595			
220	214	1257/2	1317/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	4504		articStaccatoBelow								
220	214	627	657	0.0		0	0	Dynamic	6/8	3	1	0						pp									
220	214	627	657	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	4505		articStaccatoAbove					596			
220	214	1257/2	1317/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	4506		articStaccatoAbove								
220	214	627	657	0.0		0	0	Dynamic	6/8	4	1	0						pp									
220	214	627	657	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	4507		articStaccatoBelow					597			
220	214	1257/2	1317/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	4508		articStaccatoBelow								
222	216	633	663	0.0		0	0	Dynamic	6/8	1	1	0						f									
222	216	633	663	1.0		0	0	Chord	6/8	1	1	1/4			1/4	1	4509										
222	216	1269/2	1329/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0						f									
222	216	1269/2	1329/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														53	
222	216	1269/2	1329/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	4510									53	
222	216	633	663	0.0		0	0	Dynamic	6/8	2	1	0						f									
222	216	633	663	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	4511										
222	216	1269/2	1329/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0						f									
222	216	1269/2	1329/2	0.0		3/8	3/8	Spanner	6/8	2	1	0														54	
222	216	1269/2	1329/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4512							598		54	
222	216	633	663	0.0		0	0	Dynamic	6/8	3	1	0						f									
222	216	633	663	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	4513										
222	216	1269/2	1329/2	0.0		3/8	3/8	Dynamic	6/8	3	1	0						f									
222	216	1269/2	1329/2	0.0		3/8	3/8	Spanner	6/8	3	1	0														55	
222	216	1269/2	1329/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	4514									55	
222	216	633	663	0.0		0	0	Dynamic	6/8	4	1	0						f									
222	216	633	663	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	4515										
222	216	1269/2	1329/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0						f									
222	216	1269/2	1329/2	0.0		3/8	3/8	Spanner	6/8	4	1	0														56	
222	216	1269/2	1329/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	4516									56	
223	217	636	666	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4517									53	
223	217	636	666	1.5		0	0	Chord	6/8	2	1	3/8			1/4	3/2	4518							598		54	
223	217	1275/2	1335/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4519									54	
223	217	636	666	3.0		0	0	Chord	6/8	3	1	3/4			1/2	3/2	4520									55	
223	217	636	666	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4521									56	
224	218	639	669	0.0		0	0	Spanner	6/8	1	1	0															
224	218	639	669	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4522										
224	218	639	669	0.0		0	0	Dynamic	6/8	2	1	0						p									
224	218	639	669	0.0		0	0	Spanner	6/8	2	1	0															
224	218	639	669	3.0		0	0	Chord	6/8	2	1	3/4			1/2	3/2	4523										
224	218	639	669	0.0		0	0	Dynamic	6/8	3	1	0						p									
224	218	639	669	0.0		0	0	Spanner	6/8	3	1	0															
224	218	639	669	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	4524										
224	218	1281/2	1341/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4525							599			
224	218	641	671	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4526							599			
224	218	1283/2	1343/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4527										
224	218	639	669	0.0		0	0	Dynamic	6/8	4	1	0						p									
224	218	639	669	0.0		0	0	Dynamic	6/8	4	1	0						p									
224	218	639	669	0.0		0	0	Spanner	6/8	4	1	0															
224	218	639	669	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4528										
225	219	642	672	0.0		0	0	StaffText	6/8	1	1	0								<i>sempre più</i>							
225	219	642	672	0.0		0	0	Dynamic	6/8	1	1	0						p									
225	219	642	672	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4529										
225	219	642	672	0.0		0	0	StaffText	6/8	2	1	0								<i>sempre più</i>							
225	219	642	672	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	4530							600			
225	219	1285/2	1345/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	4531							600			
225	219	643	673	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	4532										
225	219	1287/2	1347/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0						p									
225	219	1287/2	1347/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4533										
225	219	642	672	0.0		0	0	StaffText	6/8	3	1	0								<i>sempre più</i>							
225	219	642	672	0.0		0	0	Dynamic	6/8	3	1	0						p									
225	219	642	672	3.0		0	0	Chord	6/8	3	1	3/4			1/2	3/2	4534										
225	219	642	672	0.0		0	0	StaffText	6/8	4	1	0								<i>sempre più</i>							
225	219	642	672	0.0		0	0	Dynamic	6/8	4	1	0						p									
225	219	642	672	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4535										
226	220	645	675	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4536										
226	220	645	675	3.0		0	0	Chord	6/8	2	1	3/4			1/2	3/2	4537										
226	220	645	675	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	4538										
226	220	1293/2	1353/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4539							601			
226	220	647	677	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4540							601			
226	220	1295/2	1355/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4541										
226	220	645	675	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4542										
227	221	648	678	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4543										
227	221	648	678	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	4544							602			
227	221	1297/2	1357/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	4545							602			
227	221	649	679	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	4546										
227	221	1299/2	1359/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4547										
227	221	648	678	3.0		0	0	Chord	6/8	3	1	3/4			1/2	3/2	4548										
227	221	648	678	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4549										
228	222	651	681	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4550										
228	222	651	681	3.0		0	0	Chord	6/8	2	1	3/4			1/2	3/2	4551										
228	222	651	681	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	4552										
228	222	1305/2	1365/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4553							603			
228	222	653	683	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4554							603			
228	222	1307/2	1367/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4555										
228	222	651	681	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4556										
229	223	654	684	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4557										
229	223	654	684	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	4558							604			
229	223	1309/2	1369/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	4559							604			
229	223	655	685	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	4560										
229	223	1311/2	1371/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4561										
229	223	654	684	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	4562										
229	223	1311/2	1371/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4563							605			
229	223	656	686	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4564							605			
229	223	1313/2	1373/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4565										
229	223	654	684	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4566										
230	224	657	687	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4567										
230	224	657	687	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	4568							606			
230	224	1315/2	1375/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	4569							606			
230	224	658	688	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	4570										
230	224	1317/2	1377/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4571										
230	224	657	687	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	4572										
230	224	1317/2	1377/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4573							607			
230	224	659	689	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4574							607			
230	224	1319/2	1379/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4575										
230	224	657	687	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4576										
231	225	660	690	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	4577										
231	225	660	690	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	4578							608			
231	225	1321/2	1381/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	4579							608			
231	225	661	691	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	4580										
231	225	1323/2	1383/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4581										
231	225	660	690	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	4582										
231	225	1323/2	1383/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4583							609			
231	225	662	692	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4584							609			
231	225	1325/2	1385/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4585										
231	225	660	690	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4586										
232	226	663	693	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	4587							610			
232	226	1329/2	1389/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	4588							610			
232	226	663	693	3.0		0	0	Chord	6/8	2	1	3/4			1/2	3/2	4589										
232	226	663	693	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	4590										
232	226	1327/2	1387/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	4591							611			
232	226	664	694	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	4592							611			
232	226	1329/2	1389/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4593							611			
232	226	665	695	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4594							611			
232	226	1331/2	1391/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4595							611			
232	226	663	693	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	4596							612			
233	227	666	696	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	4597							610			
233	227	1335/2	1395/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	4598										
233	227	666	696	1.5		0	0	Chord	6/8	2	1	3/8			1/4	3/2	4599										
233	227	1335/2	1395/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	4600										
233	227	666	696	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	4601							611			
233	227	1333/2	1393/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	4602							611			
233	227	667	697	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	4603							611			
233	227	1335/2	1395/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	4604							611			
233	227	668	698	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4605							611			
233	227	1337/2	1397/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	4606										
233	227	666	696	1.5		0	0	Chord	6/8	4	1	3/8			1/4	3/2	4607							612			
233	227	1335/2	1395/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	4608										
234	228	669	699	0.0		0	0	Dynamic	6/8	1	1	0						pp									
234	228	669	699	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	4609										
234	228	1339/2	1399/2	1.0		1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	4610										
234	228	1341/2	1401/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	4611										
234	228	1343/2	1403/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	4612										
234	228	669	699	0.0		0	0	Dynamic	6/8	2	1	0						pp									
234	228	669	699	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	4613										
234	228	1339/2	1399/2	1.0		1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	4614										
234	228	1341/2	1401/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	4615										
234	228	1343/2	1403/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	4616										
234	228	669	699	0.0		0	0	Dynamic	6/8	3	1	0						pp									
234	228	669	699	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	4617										
234	228	670	700	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	4618										
234	228	671	701	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4619										
234	228	669	699	0.0		0	0	Dynamic	6/8	4	1	0						pp									
234	228	669	699	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	4620										
234	228	670	700	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	4621										
234	228	671	701	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	4622										
235	229	672	702	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	4623										
235	229	1345/2	1405/2	1.0		1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	4624										
235	229	1347/2	1407/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	4625										
235	229	1349/2	1409/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	4626										
235	229	672	702	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	4627										
235	229	1345/2	1405/2	1.0		1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	4628										
235	229	1347/2	1407/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	4629										
235	229	1349/2	1409/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	4630										
235	229	672	702	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	4631										
235	229	673	703	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	4632										
235	229	674	704	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	4633										
235	229	672	702	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	4634										
235	229	673	703	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	4635										
