mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
127	119	346	377	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1482							183	
127	119	344	375	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1483							184	
127	119	345	376	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1484							184	
127	119	346	377	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1485							184	
128	120	347	378	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1486							185	
128	120	348	379	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1487							185	
128	120	349	380	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1488								
128	120	347	378	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1489							186	
128	120	348	379	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1490							186	
128	120	349	380	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1491								
128	120	347	378	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1492							183	
128	120	348	379	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1493							183	
128	120	349	380	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1494								
128	120	347	378	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1495							184	
128	120	348	379	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1496							184	
128	120	349	380	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1497								
129	121	350	381	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1498							187	
129	121	352	383	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1499								
129	121	350	381	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1500							188	
129	121	352	383	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1501								
129	121	350	381	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1502							189	
129	121	351	382	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1503							189	
129	121	352	383	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1504							189	
129	121	350	381	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1505							190	
129	121	351	382	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1506							190	
129	121	352	383	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1507							190	
130	122	353	384	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1508							191	
130	122	355	386	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1509							191	
130	122	711/2	773/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1510								
130	122	353	384	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1511							192	
130	122	355	386	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1512								
130	122	353	384	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1513							189	
130	122	354	385	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1514							189	
130	122	355	386	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1515								
130	122	353	384	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1516								
131	123	356	387	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1517								
131	123	358	389	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1518							193	
131	123	356	387	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1519								
131	123	358	389	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1520							194	
131	123	356	387	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1521								
131	123	357	388	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1522							195	
131	123	358	389	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1523							195	
131	123	356	387	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1524								
131	123	357	388	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1525							196	
131	123	358	389	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1526							196	
132	124	359	390	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1527							193	
132	124	361	392	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1528							193	
132	124	723/2	785/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1529								
132	124	359	390	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1530							194	
132	124	361	392	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1531							194	
132	124	723/2	785/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1532								
132	124	359	390	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1533							195	
132	124	360	391	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1534							195	
132	124	361	392	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1535								
132	124	359	390	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1536							196	
132	124	360	391	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1537							196	
132	124	361	392	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1538								
133	125	362	393	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1539								
133	125	364	395	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1540							197	
133	125	362	393	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1541								
133	125	364	395	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1542							198	
133	125	362	393	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1543							199	
133	125	363	394	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1544							199	
133	125	364	395	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1545							199	
133	125	362	393	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1546							200	
133	125	363	394	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1547							200	
133	125	364	395	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1548							200	
134	126	365	396	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1549							197	
134	126	367	398	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1550							197	
134	126	735/2	797/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1551								
134	126	365	396	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1552							198	
134	126	367	398	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1553							198	
134	126	735/2	797/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1554								
134	126	365	396	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1555							199	
134	126	366	397	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1556							199	
134	126	367	398	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1557								
134	126	365	396	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1558								
135	127	368	399	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1559								
135	127	369	400	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1560								
135	127	368	399	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1561								
135	127	369	400	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1562								
135	127	368	399	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1563								
135	127	369	400	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1564								
135	127	368	399	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1565								
135	127	370	401	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1566							201	
136	128	372	403	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1567								
136	128	372	403	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1568								
136	128	372	403	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1569								
136	128	371	402	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1570							201	
136	128	373	404	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1571							201	
136	128	747/2	809/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1572								
137	129	375	406	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1573								
137	129	375	406	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1574								
137	129	375	406	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1575								
137	129	374	405	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1576								
137	129	376	407	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1577								
138	130	378	409	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1578								
138	130	378	409	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1579								
138	130	378	409	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1580								
138	130	377	408	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1581							202	
138	130	379	410	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1582							202	
138	130	759/2	821/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1583								
139	131	381	412	0.0		1/4	1/4	StaffText	3/4	1	1	0							<i>dim.</i>					
139	131	381	412	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1584								
139	131	381	412	0.0		1/4	1/4	StaffText	3/4	2	1	0							<i>dim.</i>					
139	131	381	412	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1585								
139	131	381	412	0.0		1/4	1/4	StaffText	3/4	3	1	0							<i>dim.</i>					
139	131	381	412	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1586								
139	131	380	411	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1587		articStaccatoBelow						
139	131	381	412	0.0		1/4	1/4	StaffText	3/4	4	1	0							<i>dim.</i>					
139	131	381	412	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1588							203	
139	131	763/2	825/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1589							203	
139	131	382	413	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1590		articStaccatoBelow						
140	132	383	414	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1591								
140	132	385	416	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1592								
140	132	383	414	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1593								
140	132	385	416	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1594								
140	132	383	414	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1595								
140	132	385	416	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1596								
140	132	383	414	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1597							204	
140	132	767/2	829/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1598							204	
140	132	384	415	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1599		articStaccatoBelow						
140	132	385	416	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1600							205	
140	132	771/2	833/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1601							205	
141	133	387	418	0.0		1/4	1/4	Dynamic	3/4	1	1	0					pp							
141	133	387	418	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1602							206	
141	133	775/2	837/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1603							206	
141	133	388	419	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1604		articStaccatoBelow						
141	133	387	418	0.0		1/4	1/4	Dynamic	3/4	3	1	0					pp							
141	133	387	418	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1605							207	
141	133	775/2	837/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1606							207	
141	133	388	419	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1607		articStaccatoBelow						
141	133	386	417	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1608		articStaccatoBelow						
141	133	387	418	0.0		1/4	1/4	Dynamic	3/4	4	1	0					pp							
141	133	387	418	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1609							208	
141	133	775/2	837/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1610							208	
141	133	388	419	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1611		articStaccatoBelow						
142	134	389	420	0.0		0	0	StaffText	3/4	1	1	0							"<b><i>Da capo il minore ma senza replica ed allora ancora una volta il trio;
e dopo di nuovo da capo il minore senza replica</i></b>"					
142	134	389	420	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1612							209	
142	134	779/2	841/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1613							209	
142	134	390	421	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1614		articStaccatoBelow						
142	134	391	422	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1615							210	
142	134	783/2	845/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1616								
142	134	389	420	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1617							211	
142	134	779/2	841/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1618							211	
142	134	390	421	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1619		articStaccatoBelow						
142	134	391	422	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1620							212	
142	134	783/2	845/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1621								
142	134	389	420	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1622							213	
142	134	779/2	841/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1623							213	
142	134	390	421	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1624		articStaccatoBelow						
142	134	391	422	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1625							214	
142	134	783/2	845/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1626								
