mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
24	21	167/4	167/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	257			articStaccatoAbove										
24	21	42	42	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	258			articStaccatoAbove										
24	21	169/4	169/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	259			articStaccatoAbove										
24	21	81/2	81/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	260													
24	21	163/4	163/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	261													
24	21	41	41	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	262													
24	21	165/4	165/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	263													
24	21	83/2	83/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	264													
24	21	167/4	167/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	265													
24	21	42	42	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	266													
24	21	169/4	169/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	267													
24	21	81/2	81/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	268													
24	21	163/4	163/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	269													
24	21	41	41	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	270													
24	21	165/4	165/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	271													
24	21	83/2	83/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	272													
24	21	167/4	167/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	273													
24	21	42	42	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	274													
24	21	169/4	169/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	275													
25	22	85/2	85/2	0.0		0	0	StaffText	2/4	1	1	0								cresc.									
25	22	85/2	85/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	276													
25	22	87/2	87/2	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	277													
25	22	87/2	87/2	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	278													
25	22	87/2	87/2	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	279													
25	22	87/2	87/2	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	280													
25	22	87/2	87/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	281			articStaccatoAbove										
25	22	175/4	175/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	282			articStaccatoAbove										
25	22	44	44	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	283			articStaccatoAbove										
25	22	177/4	177/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	284			articStaccatoAbove										
25	22	85/2	85/2	0.0		0	0	StaffText	2/4	2	1	0								cresc.									
25	22	85/2	85/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	285													
25	22	87/2	87/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	286													
25	22	175/4	175/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	287			articStaccatoAbove										
25	22	44	44	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	288			articStaccatoAbove										
25	22	177/4	177/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	289			articStaccatoAbove										
25	22	85/2	85/2	0.0		0	0	StaffText	2/4	3	1	0								cresc.									
25	22	85/2	85/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	290													
25	22	171/4	171/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	291													
25	22	43	43	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	292													
25	22	173/4	173/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	293													
25	22	87/2	87/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	294													
25	22	175/4	175/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	295													
25	22	44	44	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	296													
25	22	177/4	177/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	297													
25	22	85/2	85/2	0.0		0	0	StaffText	2/4	4	1	0								cresc.									
25	22	85/2	85/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	298													
25	22	171/4	171/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	299													
25	22	43	43	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	300													
25	22	173/4	173/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	301													
25	22	87/2	87/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	302													
25	22	175/4	175/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	303													
25	22	44	44	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	304													
25	22	177/4	177/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	305													
26	23	89/2	89/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	306			articStaccatoAbove										
26	23	179/4	179/4	0.0		1/16	1/16	Dynamic	2/4	1	1	0						sf											
26	23	179/4	179/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	307			articStaccatoAbove										
26	23	45	45	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	308			articStaccatoAbove										
26	23	181/4	181/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0						sf											
26	23	181/4	181/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	309			articStaccatoAbove										
26	23	91/2	91/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	310			articStaccatoBelow										
26	23	183/4	183/4	0.0		5/16	5/16	Dynamic	2/4	1	1	0						sf											
26	23	183/4	183/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	311			articStaccatoBelow										
26	23	46	46	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	312			articStaccatoBelow										
26	23	185/4	185/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0						sf											
26	23	185/4	185/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	313			articStaccatoBelow										
26	23	89/2	89/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	314													
26	23	179/4	179/4	0.0		1/16	1/16	Dynamic	2/4	2	1	0						sf											
26	23	179/4	179/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	315													
26	23	181/4	181/4	0.0		3/16	3/16	Dynamic	2/4	2	1	0						sf											
26	23	181/4	181/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	316													
26	23	183/4	183/4	0.0		5/16	5/16	Dynamic	2/4	2	1	0						sf											
26	23	183/4	183/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	317													
26	23	185/4	185/4	0.0		7/16	7/16	Dynamic	2/4	2	1	0						sf											
26	23	185/4	185/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	318													
26	23	89/2	89/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	319													
26	23	179/4	179/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	320													
26	23	181/4	181/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	321													
26	23	183/4	183/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	322													
26	23	185/4	185/4	0.0		7/16	7/16	Dynamic	2/4	3	1	0						sf											
26	23	185/4	185/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	323													
26	23	89/2	89/2	0.0		0	0	Dynamic	2/4	4	1	0						sf											
26	23	89/2	89/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	324			articStaccatoBelow										
26	23	179/4	179/4	0.0		1/16	1/16	Dynamic	2/4	4	1	0						sf											
26	23	179/4	179/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	325			articStaccatoBelow										
26	23	45	45	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	326			articStaccatoBelow										
26	23	181/4	181/4	0.0		3/16	3/16	Dynamic	2/4	4	1	0						sf											
26	23	181/4	181/4	0.0		3/16	3/16	Dynamic	2/4	4	1	0						sf											
26	23	181/4	181/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	327			articStaccatoBelow										
26	23	91/2	91/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	328			articStaccatoAbove										
26	23	183/4	183/4	0.0		5/16	5/16	Dynamic	2/4	4	1	0						sf											
26	23	183/4	183/4	0.0		5/16	5/16	Dynamic	2/4	4	1	0						sf											
26	23	183/4	183/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	329			articStaccatoAbove										
26	23	46	46	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	330			articStaccatoAbove										
26	23	185/4	185/4	0.0		7/16	7/16	Dynamic	2/4	4	1	0						sf											
26	23	185/4	185/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	331			articStaccatoAbove										
27	24	93/2	93/2	0.0		0	0	Dynamic	2/4	1	1	0						p											
27	24	93/2	93/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	332										46			
27	24	95/2	95/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	333													
27	24	93/2	93/2	0.0		0	0	Dynamic	2/4	2	1	0						p											
27	24	93/2	93/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	334										47			
27	24	95/2	95/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	335													
27	24	93/2	93/2	0.0		0	0	Dynamic	2/4	3	1	0						p											
27	24	93/2	93/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	336													
27	24	187/4	187/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	337													
27	24	47	47	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	338													
27	24	189/4	189/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	339													
27	24	95/2	95/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	340													
27	24	93/2	93/2	0.0		0	0	Dynamic	2/4	4	1	0						p											
27	24	93/2	93/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	341										48			
27	24	95/2	95/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	342													
28	24	48	48	0.0		0	3/8	Dynamic	2/4	4	1	0						p											
28	24	48	48	0.375		0	3/8	Chord	2/4	4	1	3/32		1/16	3/2	343													
28	24	387/8	387/8	0.125		3/32	15/32	Chord	2/4	4	1	1/32		1/32	1	344													
29	25	97/2	97/2	0.75		0	0	Chord	2/4	4	1	3/16		1/8	3/2	345													
29	25	197/4	197/4	0.08333333333333333		3/16	3/16	Chord	2/4	4	1	1/48		1/32	2/3	346										49			
29	25	148/3	148/3	0.08333333333333333		5/24	5/24	Chord	2/4	4	1	1/48		1/32	2/3	347										49			
29	25	593/12	593/12	0.08333333333333333		11/48	11/48	Chord	2/4	4	1	1/48		1/32	2/3	348													
29	25	99/2	99/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	349			articStaccatoBelow										
29	25	199/4	199/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	350			articStaccatoBelow										
29	25	50	50	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	351			articStaccatoBelow										
29	25	201/4	201/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	352			articStaccatoBelow										
30	26	101/2	101/2	0.0		0	0	Dynamic	2/4	2	1	0						p											
30	26	101/2	101/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	353										50			
30	26	103/2	103/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	354										50			
30	26	52	52	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	355													
30	26	52	52	0.0		3/8	3/8	Dynamic	2/4	3	1	0						p											
30	26	52	52	0.375		3/8	3/8	Chord	2/4	3	1	3/32		1/16	3/2	356													
30	26	419/8	419/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	357													
30	26	101/2	101/2	0.0		0	0	StaffText	2/4	4	1	0								sempre stacc.									
30	26	101/2	101/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	358													
30	26	203/4	203/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	359													
30	26	51	51	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	360													
30	26	205/4	205/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	361													
30	26	103/2	103/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	362													
30	26	207/4	207/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	363													
30	26	52	52	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	364													
30	26	209/4	209/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	365													
31	27	105/2	105/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	366													
31	27	105/2	105/2	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	367													
31	27	213/4	213/4	0.08333333333333333		3/16	3/16	Chord	2/4	3	1	1/48		1/32	2/3	368										51			
31	27	160/3	160/3	0.08333333333333333		5/24	5/24	Chord	2/4	3	1	1/48		1/32	2/3	369										51			
31	27	641/12	641/12	0.08333333333333333		11/48	11/48	Chord	2/4	3	1	1/48		1/32	2/3	370													
31	27	107/2	107/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	371			articStaccatoAbove										
31	27	215/4	215/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	372			articStaccatoAbove										
31	27	54	54	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	373			articStaccatoAbove										
31	27	217/4	217/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	374			articStaccatoAbove										
31	27	105/2	105/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	375													
31	27	211/4	211/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	376													
31	27	53	53	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	377													
31	27	213/4	213/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	378													
31	27	107/2	107/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	379													
31	27	215/4	215/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	380													
31	27	54	54	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	381													
31	27	217/4	217/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	382													
32	28	109/2	109/2	0.0		0	0	Dynamic	2/4	1	1	0						p											
32	28	109/2	109/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	383										52			
32	28	111/2	111/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	384										52			
32	28	56	56	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	385													
32	28	56	56	0.0		3/8	3/8	Dynamic	2/4	2	1	0						p											
32	28	56	56	0.375		3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	386													
32	28	451/8	451/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	387													
32	28	109/2	109/2	0.0		0	0	StaffText	2/4	3	1	0								sempre stacc.									
32	28	109/2	109/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	388													
32	28	219/4	219/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	389													
32	28	55	55	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	390													
32	28	221/4	221/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	391													
32	28	111/2	111/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	392													
32	28	223/4	223/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	393													
32	28	56	56	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	394													
32	28	225/4	225/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	395													
32	28	109/2	109/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	396													
32	28	219/4	219/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	397													
32	28	55	55	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	398													
32	28	221/4	221/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	399													
32	28	111/2	111/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	400													
32	28	223/4	223/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	401													
32	28	56	56	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	402													
32	28	225/4	225/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	403													
33	29	113/2	113/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	404													
33	29	58	58	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	405													
33	29	467/8	467/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	406													
33	29	113/2	113/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	407													
33	29	115/2	115/2	0.0		1/4	1/4	Chord	2/4	2	1	0	grace16	1/16	1	408													
33	29	115/2	115/2	0.0		1/4	1/4	Chord	2/4	2	1	0	grace16	1/16	1	409													
33	29	115/2	115/2	0.0		1/4	1/4	Chord	2/4	2	1	0	grace16	1/16	1	410													
33	29	115/2	115/2	0.0		1/4	1/4	Chord	2/4	2	1	0	grace16	1/16	1	411													
33	29	115/2	115/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	412			articStaccatoAbove										
33	29	231/4	231/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	413			articStaccatoAbove										
33	29	58	58	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	414			articStaccatoAbove										
33	29	233/4	233/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	415			articStaccatoAbove										
33	29	113/2	113/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	416													
33	29	227/4	227/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	417													
33	29	57	57	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	418													
33	29	229/4	229/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	419													
33	29	115/2	115/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	420													
33	29	231/4	231/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	421													
33	29	58	58	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	422													
33	29	233/4	233/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	423													
33	29	113/2	113/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	424													
33	29	227/4	227/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	425													
33	29	57	57	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	426													
33	29	229/4	229/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	427													
33	29	115/2	115/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	428													
33	29	231/4	231/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	429													
33	29	58	58	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	430													
33	29	233/4	233/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	431													
34	30	117/2	117/2	0.0		0	0	StaffText	2/4	1	1	0								cresc.									
34	30	117/2	117/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	432													
34	30	117/2	117/2	0.0		0	0	StaffText	2/4	2	1	0								cresc.									
34	30	117/2	117/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	433			articStaccatoAbove										
34	30	235/4	235/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	434			articStaccatoAbove										
34	30	59	59	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	435			articStaccatoAbove										
34	30	237/4	237/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	436			articStaccatoAbove										
34	30	119/2	119/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	437			articStaccatoAbove										
34	30	239/4	239/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	438			articStaccatoAbove										
34	30	60	60	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	439			articStaccatoAbove										
34	30	241/4	241/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	440			articStaccatoAbove										
34	30	117/2	117/2	0.0		0	0	StaffText	2/4	3	1	0								cresc.									
34	30	117/2	117/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	441													
34	30	235/4	235/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	442													
34	30	59	59	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	443													
34	30	237/4	237/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	444													
34	30	119/2	119/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	445													
34	30	239/4	239/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	446													
34	30	60	60	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	447													
34	30	241/4	241/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	448													
34	30	117/2	117/2	0.0		0	0	StaffText	2/4	4	1	0								cresc.									
34	30	117/2	117/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	449													
34	30	235/4	235/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	450													
34	30	59	59	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	451													
34	30	237/4	237/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	452													
34	30	119/2	119/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	453													
34	30	239/4	239/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	454													
34	30	60	60	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	455													
34	30	241/4	241/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	456													
35	31	121/2	121/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	457													
35	31	243/4	243/4	0.0		1/16	1/16	Dynamic	2/4	1	1	0						sf											
35	31	243/4	243/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	458			articStaccatoAbove										
35	31	61	61	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	459			articStaccatoAbove										
35	31	245/4	245/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0						sf											
35	31	245/4	245/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	460			articStaccatoAbove										
35	31	123/2	123/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	461			articStaccatoAbove										
35	31	247/4	247/4	0.0		5/16	5/16	Dynamic	2/4	1	1	0						sf											
35	31	247/4	247/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	462			articStaccatoAbove										
35	31	62	62	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	463			articStaccatoAbove										
35	31	249/4	249/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0						sf											
35	31	249/4	249/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	464			articStaccatoAbove										
35	31	121/2	121/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	465													
35	31	243/4	243/4	0.0		1/16	1/16	Dynamic	2/4	2	1	0						sf											
35	31	243/4	243/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	466													
35	31	245/4	245/4	0.0		3/16	3/16	Dynamic	2/4	2	1	0						sf											
35	31	245/4	245/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	467													
35	31	247/4	247/4	0.0		5/16	5/16	Dynamic	2/4	2	1	0						sf											
35	31	247/4	247/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	468													
35	31	249/4	249/4	0.0		7/16	7/16	Dynamic	2/4	2	1	0						sf											
35	31	249/4	249/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	469													
35	31	121/2	121/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	470													
35	31	243/4	243/4	0.0		1/16	1/16	Dynamic	2/4	3	1	0						sf											
35	31	243/4	243/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	471													
35	31	245/4	245/4	0.0		3/16	3/16	Dynamic	2/4	3	1	0						sf											
35	31	245/4	245/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	472													
35	31	247/4	247/4	0.0		5/16	5/16	Dynamic	2/4	3	1	0						sf											
35	31	247/4	247/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	473													
35	31	249/4	249/4	0.0		7/16	7/16	Dynamic	2/4	3	1	0						sf											
35	31	249/4	249/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	474													
35	31	121/2	121/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	475			articStaccatoBelow										
35	31	243/4	243/4	0.0		1/16	1/16	Dynamic	2/4	4	1	0						sf											
35	31	243/4	243/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	476			articStaccatoBelow										
35	31	61	61	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	477			articStaccatoBelow										
35	31	245/4	245/4	0.0		3/16	3/16	Dynamic	2/4	4	1	0						sf											
35	31	245/4	245/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	478			articStaccatoBelow										
35	31	123/2	123/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	479			articStaccatoAbove										
35	31	247/4	247/4	0.0		5/16	5/16	Dynamic	2/4	4	1	0						sf											
35	31	247/4	247/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	480			articStaccatoAbove										
35	31	62	62	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	481			articStaccatoAbove										
35	31	249/4	249/4	0.0		7/16	7/16	Dynamic	2/4	4	1	0						sf											
35	31	249/4	249/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	482			articStaccatoAbove										
36	32	125/2	125/2	0.0		0	0	Dynamic	2/4	1	1	0						p											
36	32	125/2	125/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	483										53			
36	32	127/2	127/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	484													
36	32	125/2	125/2	0.0		0	0	Dynamic	2/4	2	1	0						p											
36	32	125/2	125/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	485										54			
