mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
17	17	131/2	131/2	0.0	3/8	3/8	StaffText	2/2	3	1	0								<i>cresc.</i>				
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	275							
17	17	66	66	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	276							
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	277							
17	17	64	64	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	278							
17	17	131/2	131/2	0.0	3/8	3/8	StaffText	2/2	4	1	0								<i>cresc.</i>				
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	279							
17	17	66	66	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	280							
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	281							
18	18	68	68	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	282		articStaccatissimoAbove					
18	18	70	70	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	283		articStaccatissimoAbove					
18	18	68	68	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	284							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	285							
18	18	70	70	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	286							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	287							
18	18	68	68	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	288							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	289							
18	18	70	70	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	290							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	291							
18	18	68	68	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	292							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	293							
18	18	70	70	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	294							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	295							
19	19	72	72	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	296							
19	19	75	75	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	297		articStaccatoAbove					
19	19	72	72	0.0	0	0	Dynamic	2/2	2	1	0						fp						
19	19	72	72	0.0	0	0	Dynamic	2/2	2	1	0						fp						
19	19	72	72	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	298							
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	299							
19	19	74	74	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	300							
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	301							
19	19	72	72	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	302							
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	303							
19	19	74	74	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	304							
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	305							
19	19	72	72	0.0	0	0	Dynamic	2/2	4	1	0						fp						
19	19	72	72	0.0	0	0	Dynamic	2/2	4	1	0						fp						
19	19	72	72	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	306							
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	307							
19	19	74	74	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	308							
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	309							
20	20	76	76	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	310				12			
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	311							
20	20	77	77	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	312		articStaccatoAbove					
20	20	78	78	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	313		articStaccatoAbove					
20	20	79	79	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	314		articStaccatoAbove					
20	20	76	76	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	315							
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	316							
20	20	78	78	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	317							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	318							
20	20	76	76	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	319							
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	320							
20	20	78	78	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	321							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	322							
20	20	76	76	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	323							
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	324							
20	20	78	78	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	325							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	326							
21	21	80	80	0.0	0	0	StaffText	2/2	1	1	0								<i>cresc.</i>				
21	21	80	80	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	327		articStaccatissimoAbove					
21	21	82	82	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	328		articStaccatissimoAbove					
21	21	80	80	0.0	0	0	StaffText	2/2	2	1	0								<i>cresc.</i>				
21	21	80	80	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	329		articStaccatissimoBelow					
21	21	82	82	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	330		articStaccatissimoBelow					
21	21	80	80	0.0	0	0	StaffText	2/2	3	1	0								<i>cresc.</i>				
21	21	80	80	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	331		articStaccatissimoBelow					
21	21	82	82	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	332		articStaccatissimoBelow					
21	21	80	80	0.0	0	0	StaffText	2/2	4	1	0								<i>cresc.</i>				
21	21	80	80	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	333		articStaccatissimoAbove					
21	21	82	82	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	334		articStaccatissimoAbove					
22	22	84	84	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	335		articStaccatissimoAbove					
22	22	86	86	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	336		articStaccatissimoAbove					
22	22	84	84	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	337		articStaccatissimoBelow					
22	22	86	86	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	338		articStaccatissimoAbove					
22	22	84	84	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	339		articStaccatissimoAbove					
22	22	86	86	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	340		articStaccatissimoBelow					
22	22	84	84	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	341		articStaccatissimoAbove					
22	22	86	86	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	342		articStaccatissimoBelow					
23	23	88	88	0.0	0	0	Dynamic	2/2	1	1	0						fp						
23	23	88	88	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	343							
23	23	91	91	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	344				13			
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	345				13			
23	23	88	88	0.0	0	0	Dynamic	2/2	2	1	0						fp						
23	23	88	88	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	346							
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	347							
23	23	90	90	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	348							
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	349							
23	23	88	88	0.0	0	0	Dynamic	2/2	3	1	0						fp						
23	23	88	88	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	350							
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	351							
23	23	90	90	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	352							
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	353							
23	23	88	88	0.0	0	0	Dynamic	2/2	4	1	0						fp						
23	23	88	88	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	354							
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	355							
23	23	90	90	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	356							
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	357							
24	24	92	92	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	358		articStaccatoAbove					
24	24	187/2	187/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	359		articStaccatoAbove					
24	24	94	94	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	360		articStaccatoAbove					
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	361		articStaccatoAbove					
24	24	92	92	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	362							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	363							
24	24	94	94	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	364							
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	365							
24	24	92	92	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	366							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	367							
24	24	94	94	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	368							
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	369							
24	24	92	92	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	370							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	371							
24	24	94	94	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	372							
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	373							
25	25	96	96	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	374							
25	25	99	99	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	375				14			
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	376				14			
25	25	96	96	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	377							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	378							
25	25	98	98	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	379							
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	380							
25	25	96	96	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	381							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	382							
25	25	98	98	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	383							
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	384							
25	25	96	96	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	385							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	386							
25	25	98	98	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	387							
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	388							
26	26	100	100	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	389				14			
26	26	201/2	201/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	390							
26	26	101	101	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	391		articStaccatoAbove					
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	392		articStaccatoAbove					
26	26	102	102	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	393				15			
26	26	205/2	205/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	394							
26	26	103	103	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	395		articStaccatoAbove					
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	396		articStaccatoAbove					
26	26	100	100	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	397							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	398							
26	26	102	102	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	399							
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	400							
26	26	100	100	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	401							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	402							
26	26	102	102	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	403							
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	404							
26	26	100	100	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	405							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	406							
26	26	102	102	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	407							
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	408							
27	27	104	104	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	409							
27	27	106	106	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	410							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	411							
27	27	104	104	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	412							
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	413							
27	27	106	106	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	414							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	415							
27	27	104	104	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	416							
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	417							
27	27	106	106	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	418							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	419							
27	27	104	104	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	420							
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	421							
27	27	106	106	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	422							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	423							
28	28	108	108	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	424							
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	425							
28	28	110	110	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	426							
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	427							
28	28	108	108	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	428							
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	429							
28	28	110	110	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	430							
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	431							
28	28	108	108	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	432							
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	433							
28	28	110	110	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	434							
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	435							
28	28	108	108	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	436							
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	437							
28	28	110	110	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	438							
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	439							
29	29	112	112	0.0	0	0	Chord	2/2	1	1	0	appoggiatura		1/8	1	440							
29	29	112	112	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	441				16			
29	29	113	113	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	442				16			
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	443							
29	29	114	114	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	444							
29	29	112	112	0.0	0	0	Chord	2/2	2	1	0	appoggiatura		1/8	1	445							
29	29	112	112	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	446				17			
29	29	113	113	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	447				17			
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	448							
29	29	114	114	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	449							
29	29	112	112	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	450							
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	451							
29	29	114	114	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	452							
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	453							
29	29	112	112	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	454							
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	455							
29	29	114	114	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	456							
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	457							
30	30	116	116	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	458							
30	30	117	117	0.0	1/4	1/4	StaffText	2/2	1	1	0								<i>cresc.</i>				
30	30	117	117	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	459				18			
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	460				18			
30	30	118	118	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	461				18			
30	30	119	119	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	462				18			
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	463							
30	30	116	116	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	464							
30	30	117	117	0.0	1/4	1/4	StaffText	2/2	2	1	0								<i>cresc.</i>				
30	30	117	117	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	465				19			
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	466				19			
30	30	118	118	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	467				19			
30	30	119	119	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	468				19			
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	469							
30	30	116	116	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	470							
30	30	117	117	0.0	1/4	1/4	StaffText	2/2	3	1	0								<i>cresc.</i>				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	471							
30	30	118	118	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	472							
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	473							
30	30	116	116	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	474							
30	30	117	117	0.0	1/4	1/4	StaffText	2/2	4	1	0								<i>cresc.</i>				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	475							
30	30	118	118	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	476							
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	477							
31	31	120	120	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	478		articStaccatissimoAbove					
31	31	122	122	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	479		articStaccatissimoAbove					
31	31	120	120	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	480							
31	31	243/2	243/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	481							
31	31	122	122	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	482							
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	483							
31	31	120	120	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	484							
31	31	243/2	243/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	485							
31	31	122	122	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	486							
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	487							
31	31	120	120	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	488							
31	31	243/2	243/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	489							
31	31	122	122	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	490							
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	491							
32	32	124	124	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	492							
32	32	127	127	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	493		articStaccatoAbove					
32	32	124	124	0.0	0	0	Dynamic	2/2	2	1	0						fp						
32	32	124	124	0.0	0	0	Dynamic	2/2	2	1	0						fp						
32	32	124	124	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	494							
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	495							
32	32	126	126	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	496							
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	497							
32	32	124	124	0.0	0	0	Dynamic	2/2	3	1	0						fp						
32	32	124	124	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	498							
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	499							
32	32	126	126	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	500							
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	501							
32	32	124	124	0.0	0	0	Dynamic	2/2	4	1	0						fp						
32	32	124	124	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	502							
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	503							
32	32	126	126	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	504							
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	505							
33	33	128	128	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	506				20			
33	33	257/2	257/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	507							
33	33	129	129	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	508		articStaccatoAbove					
33	33	130	130	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	509		articStaccatoAbove					
33	33	131	131	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	510		articStaccatoAbove					
33	33	128	128	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	511							
33	33	259/2	259/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	512							
33	33	130	130	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	513							
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	514							
33	33	128	128	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	515							
33	33	259/2	259/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	516							
33	33	130	130	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	517							
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	518							
33	33	128	128	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	519							
33	33	259/2	259/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	520							
33	33	130	130	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	521							
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	522							
34	34	132	132	0.0	0	0	StaffText	2/2	1	1	0								<i>cresc.</i>				
34	34	132	132	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	523		articStaccatissimoAbove					
34	34	134	134	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	524		articStaccatissimoAbove					
34	34	132	132	0.0	0	0	StaffText	2/2	2	1	0								<i>cresc.</i>				
34	34	132	132	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	525		articStaccatissimoBelow					
34	34	134	134	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	526		articStaccatissimoBelow					
34	34	132	132	0.0	0	0	StaffText	2/2	3	1	0								<i>cresc.</i>				
34	34	132	132	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	527		articStaccatissimoBelow					
34	34	134	134	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	528		articStaccatissimoBelow					
34	34	132	132	0.0	0	0	StaffText	2/2	4	1	0								<i>cresc.</i>				
34	34	132	132	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	529		articStaccatissimoAbove					
34	34	134	134	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	530		articStaccatissimoAbove					
35	35	136	136	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	531		articStaccatissimoAbove					
35	35	138	138	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	532		articStaccatissimoAbove					
35	35	136	136	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	533		articStaccatissimoBelow					
35	35	138	138	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	534		articStaccatissimoAbove					
35	35	136	136	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	535		articStaccatissimoAbove					
35	35	138	138	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	536		articStaccatissimoBelow					
35	35	136	136	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	537		articStaccatissimoAbove					
35	35	138	138	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	538		articStaccatissimoBelow					
36	36	140	140	0.0	0	0	Dynamic	2/2	1	1	0						fp						
36	36	140	140	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	539							
36	36	143	143	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	540				21			
