mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
117	117	232	232	0.0	0	0	StaffText	2/4	4	1	0							cresc.									
117	117	232	232	0.0	0	0	Spanner	2/4	4	1	0																
117	117	232	232	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	2209									377			
117	117	929/4	929/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	2210									377			
117	117	465/2	465/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2211									377			
117	117	931/4	931/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2212												
117	117	233	233	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	2213									378			
117	117	935/4	935/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	2214												
118	118	234	234	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	2215												
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2216												
118	118	235	235	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	2217												
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2218												
118	118	234	234	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	2219												
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2220												
118	118	235	235	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	2221												
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2222												
118	118	234	234	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	2223												
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2224												
118	118	235	235	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2225									379			
118	118	941/4	941/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2226									379			
118	118	471/2	471/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2227									379			
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2228												
118	118	234	234	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	2229									380			
118	118	937/4	937/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	2230									380			
118	118	469/2	469/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2231									380			
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2232												
118	118	235	235	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	2233												
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	2234												
119	119	236	236	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2235									381			
119	119	945/4	945/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	2236									381			
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2237												
119	119	237	237	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2238									382			
119	119	949/4	949/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2239									382			
119	119	475/2	475/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2240									382			
119	119	951/4	951/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2241												
119	119	236	236	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2242												
119	119	945/4	945/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	2243									383			
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2244												
119	119	237	237	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2245												
119	119	949/4	949/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2246									384			
119	119	475/2	475/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2247									384			
119	119	951/4	951/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2248												
119	119	236	236	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	2249									385			
119	119	945/4	945/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8		1/8	1	2250									385			
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2251												
119	119	237	237	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2252									386			
119	119	949/4	949/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2253									386			
119	119	475/2	475/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2254									386			
119	119	951/4	951/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2255												
119	119	236	236	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	2256									387			
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2257												
119	119	237	237	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2258									388			
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2259												
120	120	238	238	0.0	0	0	Dynamic	2/4	1	1	0					sf											
120	120	238	238	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2260		articStaccatoAbove										
120	120	1429/6	1429/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2261		articStaccatoAbove										
120	120	715/3	715/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2262		articStaccatoAbove										
120	120	477/2	477/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2263		articStaccatoAbove										
120	120	716/3	716/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2264		articStaccatoAbove										
120	120	1433/6	1433/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2265		articStaccatoAbove										
120	120	239	239	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf											
120	120	239	239	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2266												
120	120	1435/6	1435/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2267												
120	120	718/3	718/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2268												
120	120	479/2	479/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2269												
120	120	719/3	719/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2270												
120	120	1439/6	1439/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2271												
120	120	238	238	0.0	0	0	Dynamic	2/4	2	1	0					sf											
120	120	238	238	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	2272		articStaccatoBelow										
120	120	1429/6	1429/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	2273		articStaccatoBelow										
120	120	715/3	715/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	2274		articStaccatoBelow										
120	120	477/2	477/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	2275		articStaccatoBelow										
120	120	716/3	716/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	2276		articStaccatoBelow										
120	120	1433/6	1433/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	2277		articStaccatoBelow										
120	120	239	239	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf											
120	120	239	239	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2278												
120	120	1435/6	1435/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2279												
120	120	718/3	718/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2280												
120	120	479/2	479/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2281												
120	120	719/3	719/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2282												
120	120	1439/6	1439/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2283												
120	120	238	238	0.0	0	0	Dynamic	2/4	3	1	0					sf											
120	120	238	238	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	2284		articStaccatoBelow										
120	120	1429/6	1429/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	2285		articStaccatoBelow										
120	120	715/3	715/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	2286		articStaccatoBelow										
120	120	477/2	477/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	2287		articStaccatoBelow										
120	120	716/3	716/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	2288		articStaccatoBelow										
120	120	1433/6	1433/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	2289		articStaccatoBelow										
120	120	239	239	0.0	1/4	1/4	Dynamic	2/4	3	1	0					sf											
120	120	239	239	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	2290												
120	120	1435/6	1435/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	2291												
120	120	718/3	718/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	2292												
120	120	479/2	479/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	2293												
120	120	719/3	719/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	2294												
120	120	1439/6	1439/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	2295												
120	120	238	238	0.0	0	0	Dynamic	2/4	4	1	0					sf											
120	120	238	238	0.16666666666666666	0	0	Chord	2/4	4	1	1/24		1/16	2/3	2296		articStaccatoBelow										
120	120	1429/6	1429/6	0.16666666666666666	1/24	1/24	Chord	2/4	4	1	1/24		1/16	2/3	2297		articStaccatoBelow										
120	120	715/3	715/3	0.16666666666666666	1/12	1/12	Chord	2/4	4	1	1/24		1/16	2/3	2298		articStaccatoBelow										
120	120	477/2	477/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	2299		articStaccatoBelow										
120	120	716/3	716/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	2300		articStaccatoBelow										
120	120	1433/6	1433/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	2301		articStaccatoBelow										
120	120	239	239	0.0	1/4	1/4	Dynamic	2/4	4	1	0					sf											
120	120	239	239	0.16666666666666666	1/4	1/4	Chord	2/4	4	1	1/24		1/16	2/3	2302												
120	120	1435/6	1435/6	0.16666666666666666	7/24	7/24	Chord	2/4	4	1	1/24		1/16	2/3	2303												
120	120	718/3	718/3	0.16666666666666666	1/3	1/3	Chord	2/4	4	1	1/24		1/16	2/3	2304												
120	120	479/2	479/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	2305												
120	120	719/3	719/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	2306												
120	120	1439/6	1439/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	2307												
121	121	240	240	0.0	0	0	Dynamic	2/4	1	1	0					sf											
121	121	240	240	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2308												
121	121	1441/6	1441/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2309												
121	121	721/3	721/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2310												
121	121	481/2	481/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2311												
121	121	722/3	722/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2312												
121	121	1445/6	1445/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2313												
121	121	241	241	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf											
121	121	241	241	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2314												
121	121	1447/6	1447/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2315												
121	121	724/3	724/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2316												
121	121	483/2	483/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2317												
121	121	725/3	725/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2318												
121	121	1451/6	1451/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2319												
121	121	240	240	0.0	0	0	Dynamic	2/4	2	1	0					sf											
121	121	240	240	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	2320												
121	121	1441/6	1441/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	2321												
121	121	721/3	721/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	2322												
121	121	481/2	481/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	2323												
121	121	722/3	722/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	2324												
121	121	1445/6	1445/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	2325												
121	121	241	241	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf											
121	121	241	241	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2326												
121	121	1447/6	1447/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2327												
121	121	724/3	724/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2328												
121	121	483/2	483/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2329												
121	121	725/3	725/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2330												
121	121	1451/6	1451/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2331												
121	121	240	240	0.0	0	0	Dynamic	2/4	3	1	0					sf											
121	121	240	240	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	2332												
121	121	1441/6	1441/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	2333												
121	121	721/3	721/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	2334												
121	121	481/2	481/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	2335												
121	121	722/3	722/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	2336												
121	121	1445/6	1445/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	2337												
121	121	241	241	0.0	1/4	1/4	Dynamic	2/4	3	1	0					sf											
121	121	241	241	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	2338												
121	121	1447/6	1447/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	2339												
121	121	724/3	724/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	2340												
121	121	483/2	483/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	2341												
121	121	725/3	725/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	2342												
121	121	1451/6	1451/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	2343												
121	121	240	240	0.0	0	0	Dynamic	2/4	4	1	0					sf											
121	121	240	240	0.16666666666666666	0	0	Chord	2/4	4	1	1/24		1/16	2/3	2344												
121	121	1441/6	1441/6	0.16666666666666666	1/24	1/24	Chord	2/4	4	1	1/24		1/16	2/3	2345												
121	121	721/3	721/3	0.16666666666666666	1/12	1/12	Chord	2/4	4	1	1/24		1/16	2/3	2346												
121	121	481/2	481/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	2347												
121	121	722/3	722/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	2348												
121	121	1445/6	1445/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	2349												
121	121	241	241	0.0	1/4	1/4	Dynamic	2/4	4	1	0					sf											
121	121	241	241	0.16666666666666666	1/4	1/4	Chord	2/4	4	1	1/24		1/16	2/3	2350												
121	121	1447/6	1447/6	0.16666666666666666	7/24	7/24	Chord	2/4	4	1	1/24		1/16	2/3	2351												
121	121	724/3	724/3	0.16666666666666666	1/3	1/3	Chord	2/4	4	1	1/24		1/16	2/3	2352												
121	121	483/2	483/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	2353												
121	121	725/3	725/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	2354												
121	121	1451/6	1451/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	2355												
122	122	242	242	0.0	0	0	Dynamic	2/4	1	1	0					f											
122	122	242	242	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2356		articStaccatoAbove										
122	122	1453/6	1453/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2357		articStaccatoAbove										
122	122	727/3	727/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2358		articStaccatoAbove										
122	122	485/2	485/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2359		articStaccatoAbove										
122	122	728/3	728/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2360		articStaccatoAbove										
122	122	1457/6	1457/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2361		articStaccatoAbove										
122	122	243	243	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2362		articStaccatoBelow										
122	122	1459/6	1459/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2363		articStaccatoBelow										
122	122	730/3	730/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2364		articStaccatoBelow										
122	122	487/2	487/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2365		articStaccatoBelow										
122	122	731/3	731/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2366		articStaccatoBelow										
122	122	1463/6	1463/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2367		articStaccatoBelow										
122	122	242	242	0.0	0	0	Dynamic	2/4	2	1	0					f											
122	122	242	242	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2368												
122	122	242	242	0.0	0	0	Dynamic	2/4	3	1	0					f											
122	122	242	242	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2369												
122	122	242	242	0.0	0	0	Dynamic	2/4	4	1	0					f											
122	122	242	242	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2370												
123	123	244	244	0.0	0	0	StaffText	2/4	1	1	0							decresc.									
123	123	244	244	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2371									389			
123	123	245	245	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2372												
124	124	246	246	0.0	0	0	Dynamic	2/4	1	1	0					p											
124	124	246	246	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2373									390			
124	124	493/2	493/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2374									390			
124	124	247	247	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2375									390			
124	124	495/2	495/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2376												
124	124	246	246	0.0	0	0	Dynamic	2/4	2	1	0					p											
124	124	246	246	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2377									391			
124	124	493/2	493/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2378									391			
124	124	247	247	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2379									391			
124	124	495/2	495/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2380												
125	125	248	248	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2381									392			
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2382									392			
125	125	995/4	995/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2383									392			
125	125	1991/8	1991/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2384												
125	125	249	249	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2385									393			
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2386												
125	125	248	248	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	2387									394			
125	125	995/4	995/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2388									394			
125	125	1991/8	1991/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2389												
125	125	249	249	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2390									395			
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2391												
125	125	248	248	0.0	0	0	Dynamic	2/4	3	1	0					p											
125	125	248	248	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2392									396			
125	125	497/2	497/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2393									396			
125	125	249	249	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2394									396			
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2395												
125	125	248	248	0.0	0	0	Dynamic	2/4	4	1	0					p											
125	125	248	248	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2396									397			
125	125	497/2	497/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2397									397			
125	125	249	249	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2398									397			
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2399												
126	126	250	250	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2400									398			
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2401									398			
126	126	251	251	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2402									398			
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2403												
126	126	250	250	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2404									399			
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2405									399			
126	126	251	251	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2406									399			
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2407												
126	126	250	250	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	2408									400			
126	126	1003/4	1003/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	2409									400			
126	126	2007/8	2007/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	2410												
126	126	251	251	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2411									401			
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2412												
126	126	250	250	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	2413									402			
126	126	1003/4	1003/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32		1/32	1	2414									402			
126	126	2007/8	2007/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	2415												
126	126	251	251	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2416									403			
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2417												
127	127	252	252	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	2418									404			
127	127	1011/4	1011/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2419									404			
127	127	2023/8	2023/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2420												
127	127	253	253	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2421									405			
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2422												
127	127	252	252	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	2423									406			
127	127	1011/4	1011/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2424									406			
127	127	2023/8	2023/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2425												
127	127	253	253	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2426									407			
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2427												
127	127	252	252	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2428									408			
127	127	505/2	505/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2429									408			
127	127	253	253	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2430									408			
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2431												
127	127	252	252	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2432									409			
127	127	505/2	505/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2433									409			
127	127	253	253	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2434									409			
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2435												
128	128	254	254	0.0	0	0	StaffText	2/4	1	1	0							cresc.									
128	128	254	254	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2436									410			
128	128	509/2	509/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2437												
128	128	255	255	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2438									411			
128	128	1021/4	1021/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2439									411			
128	128	511/2	511/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2440									411			
128	128	1023/4	1023/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2441												
128	128	254	254	0.0	0	0	StaffText	2/4	2	1	0							cresc.									
128	128	254	254	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2442									412			
128	128	509/2	509/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2443												
128	128	255	255	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2444									413			
