mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
40	39	115	115	0.0		0	0	StaffText	3/4	1	1	0							cresc.						
40	39	115	115	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	279									70
40	39	115	115	0.0		0	0	StaffText	3/4	2	1	0							cresc.						
40	39	115	115	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	280									71
40	39	115	115	0.0		0	0	StaffText	3/4	3	1	0							cresc.						
40	39	115	115	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	281									72
40	39	115	115	0.0		0	0	StaffText	3/4	4	1	0							cresc.						
40	39	115	115	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	282		articStaccatoBelow							73
40	39	116	116	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	283		articStaccatoBelow							73
40	39	117	117	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	284		articStaccatoBelow							
41	40	118	118	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	285									
41	40	118	118	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	286									
41	40	118	118	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	287									
41	40	118	118	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	288		articStaccatoBelow							74
41	40	119	119	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	289		articStaccatoBelow							74
41	40	120	120	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	290		articStaccatoBelow							
42	41	121	121	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	291		ornamentTurn							75
42	41	121	121	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	292									
42	41	121	121	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	293									76
42	41	245/2	245/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	294									76
42	41	123	123	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	295									76
42	41	247/2	247/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	296									
42	41	121	121	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	297		articStaccatoBelow							77
42	41	122	122	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	298		articStaccatoBelow							77
42	41	123	123	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	299		articStaccatoBelow							
43	42	124	124	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	300									75
43	42	126	126	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	301									75
43	42	124	124	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	302									
43	42	126	126	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	303									78
43	42	253/2	253/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	304									
43	42	124	124	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	305									
43	42	125	125	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	306									
43	42	126	126	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	307									
43	42	124	124	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	308		articStaccatoBelow							79
43	42	125	125	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	309		articStaccatoBelow							79
43	42	126	126	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	310		articStaccatoBelow							
44	43	127	127	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	311									
44	43	128	128	0.0		1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	312									
44	43	128	128	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	313									80
44	43	257/2	257/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	314									80
44	43	129	129	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	315									80
44	43	259/2	259/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	316									
44	43	127	127	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	317									
44	43	127	127	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	318									
44	43	127	127	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	319		articStaccatoBelow							81
44	43	128	128	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	320		articStaccatoBelow							81
44	43	129	129	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	321		articStaccatoBelow							
45	44	130	130	0.0		0	0	Dynamic	3/4	1	1	0					ff								
45	44	130	130	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	322		articStaccatoBelow							
45	44	131	131	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	323		articStaccatoBelow							
45	44	132	132	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	324		articStaccatoBelow							
45	44	130	130	0.0		0	0	Dynamic	3/4	2	1	0					ff								
45	44	130	130	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	325		articStaccatoBelow							
45	44	131	131	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	326		articStaccatoBelow							
45	44	132	132	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	327		articStaccatoBelow							
45	44	130	130	0.0		0	0	Dynamic	3/4	3	1	0					ff								
45	44	130	130	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	328		articStaccatoBelow							
45	44	131	131	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	329		articStaccatoBelow							
45	44	132	132	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	330		articStaccatoBelow							
45	44	130	130	0.0		0	0	Dynamic	3/4	4	1	0					ff								
45	44	130	130	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	331		articStaccatoBelow							
45	44	131	131	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	332		articStaccatoBelow							
45	44	132	132	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	333		articStaccatoBelow							
47	46	138	138	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p								
47	46	138	138	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	334									82
48	47	139	139	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	335									
48	47	140	140	0.0		1/4	1/4	Dynamic	3/4	2	1	0					p								
48	47	140	140	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	336									83
48	47	141	141	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	337									
49	48	142	142	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	338									
49	48	143	143	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	339									84
49	48	144	144	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	340									
50	49	145	145	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	341									85
50	49	291/2	291/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	342									
50	49	146	146	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	343									86
50	49	293/2	293/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	344									
50	49	147	147	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	345									87
50	49	295/2	295/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	346									
50	49	146	146	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	347									88
50	49	147	147	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	348									
51	50	148	148	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	349									89
51	50	149	149	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	350									
51	50	150	150	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	351		articStaccatoAbove							
51	50	148	148	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	352									
52	51	151	151	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	353									
52	51	152	152	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	354									90
52	51	153	153	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	355									
53	52	154	154	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	356									
53	52	156	156	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	357									
53	52	155	155	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	358									91
53	52	156	156	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	359									
54	53	157	157	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	360									
54	53	158	158	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	361									92
54	53	159	159	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	362									
55	54	160	160	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	363									
55	54	162	162	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	364									
55	54	161	161	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	365									93
55	54	162	162	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	366									
56	55	163	163	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	367									
56	55	164	164	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	368									94
56	55	165	165	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	369									
57	56	166	166	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	370									95
57	56	333/2	333/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	371									95
57	56	167	167	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	372									95
57	56	335/2	335/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	373									95
57	56	168	168	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	374									95
57	56	337/2	337/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	375									
57	56	167	167	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	376									96
57	56	168	168	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	377									
58	57	169	169	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	378									97
58	57	171	171	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	379									97
58	57	171	171	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	380									97
58	57	171	171	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	381									97
58	57	171	171	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	382									97
58	57	171	171	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	383									97
58	57	343/2	343/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	384									
58	57	170	170	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	385									
58	57	171	171	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	386									
58	57	171	171	0.0		1/2	1/2	Dynamic	3/4	3	1	0					p								
58	57	171	171	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	387									
59	58	172	172	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	388									
59	58	172	172	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	389									
59	58	172	172	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	390									
59	58	173	173	0.0		1/4	1/4	Dynamic	3/4	4	1	0					p								
59	58	173	173	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	391									98
59	58	174	174	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	392									
60	59	177	177	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p								
60	59	177	177	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	393									
60	59	175	175	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	394									
60	59	176	176	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	395									99
60	59	177	177	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	396									
61	60	178	178	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	397									
61	60	178	178	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	398									100
61	60	357/2	357/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	399									
61	60	179	179	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	400									101
61	60	359/2	359/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	401									
61	60	180	180	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	402									102
61	60	361/2	361/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	403									
61	60	179	179	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	404									103
61	60	180	180	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	405									
62	61	183	183	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p								
62	61	183	183	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	406									
62	61	181	181	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	407									
62	61	181	181	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	408									104
62	61	363/2	363/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	409									
62	61	182	182	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	410									105
62	61	365/2	365/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	411									
62	61	183	183	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	412									106
62	61	367/2	367/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	413									
62	61	182	182	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	414									107
62	61	183	183	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	415									
63	62	184	184	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	416									
63	62	184	184	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	417									108
63	62	369/2	369/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	418									
63	62	185	185	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	419									109
63	62	371/2	371/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	420									
63	62	186	186	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	421									110
63	62	373/2	373/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	422									
63	62	184	184	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	423									111
63	62	185	185	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	424									
63	62	185	185	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	425									112
63	62	186	186	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	426									
64	63	187	187	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	427									
64	63	187	187	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	428									113
64	63	375/2	375/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	429									
64	63	188	188	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	430									114
64	63	377/2	377/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	431									
64	63	189	189	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	432									115
64	63	379/2	379/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	433									
64	63	187	187	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	434									116
64	63	188	188	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	435									
64	63	188	188	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	436									117
64	63	189	189	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	437									
65	64	190	190	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	438									118
65	64	381/2	381/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	439									
65	64	191	191	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	440									119
65	64	383/2	383/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	441									
65	64	192	192	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	442									120
65	64	385/2	385/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	443									
65	64	190	190	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	444									
65	64	190	190	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	445									121
65	64	191	191	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	446									
65	64	191	191	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	447									122
65	64	192	192	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	448									
66	65	193	193	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	449									123
66	65	194	194	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	450									
66	65	195	195	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	451									
66	65	193	193	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	452									
66	65	387/2	387/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	453									
66	65	194	194	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	454									
66	65	389/2	389/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	455									
66	65	195	195	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	456									
66	65	391/2	391/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	457									
66	65	193	193	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	458									124
66	65	194	194	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	459									
66	65	194	194	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	460									125
66	65	195	195	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	461									
67	66	196	196	0.0		0	0	StaffText	3/4	1	1	0							cresc.						
67	66	196	196	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	462									
67	66	196	196	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	463									
67	66	198	198	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	464									
67	66	196	196	0.0		0	0	StaffText	3/4	3	1	0							cresc.						
67	66	196	196	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	465									126
67	66	197	197	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	466									
67	66	197	197	0.0		1/4	1/4	StaffText	3/4	4	1	0							cresc.						
67	66	197	197	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	467									127
67	66	198	198	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	468									
68	67	199	199	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	469									
68	67	201	201	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	470									
68	67	199	199	0.0		0	0	StaffText	3/4	2	1	0							cresc.						
68	67	199	199	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	471									
68	67	201	201	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	472									
68	67	199	199	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	473									128
68	67	200	200	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	474									
68	67	200	200	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	475									129
68	67	201	201	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	476									
69	68	202	202	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	477									
69	68	202	202	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	478									
69	68	204	204	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	479									
69	68	202	202	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	480									130
69	68	203	203	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	481									
69	68	203	203	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	482									131
69	68	204	204	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	483									
70	69	205	205	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	484									
70	69	207	207	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	485									
70	69	205	205	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	486									
70	69	206	206	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	487									
70	69	207	207	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	488									
70	69	205	205	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	489									132
70	69	206	206	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	490									
70	69	206	206	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	491									133
70	69	207	207	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	492									
71	70	208	208	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	493									
71	70	208	208	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	494									
71	70	210	210	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	495									
71	70	208	208	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	496									134
71	70	209	209	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	497									
71	70	209	209	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	498									135
71	70	210	210	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	499									
72	71	211	211	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	500									136
72	71	423/2	423/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	501									
72	71	212	212	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	502									137
72	71	425/2	425/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	503									
72	71	213	213	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	504									138
72	71	427/2	427/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	505									
72	71	211	211	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	506									
72	71	213	213	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	507									
72	71	211	211	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	508									139
72	71	212	212	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	509									
72	71	213	213	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	510									140
72	71	212	212	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	511									141
72	71	213	213	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	512									
73	72	214	214	0.0		0	0	Dynamic	3/4	1	1	0					f								
73	72	214	214	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	513									142
73	72	215	215	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	514									
73	72	216	216	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	515		articStaccatoAbove							
73	72	214	214	0.0		0	0	Dynamic	3/4	2	1	0					f								
73	72	214	214	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	516									143
73	72	215	215	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	517									
73	72	216	216	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	518		articStaccatoAbove							
73	72	214	214	0.0		0	0	Dynamic	3/4	3	1	0					f								140
73	72	214	214	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	519									140
73	72	215	215	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	520									
73	72	216	216	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	521		articStaccatoBelow							
73	72	214	214	0.0		0	0	Dynamic	3/4	4	1	0					f								
73	72	214	214	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	522									144
73	72	215	215	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	523									
73	72	216	216	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	524		articStaccatoAbove							
74	73	217	217	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	525		articStaccatoAbove							
74	73	219	219	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p								
74	73	219	219	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	526									
74	73	217	217	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	527		articStaccatoAbove							
74	73	217	217	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	528		articStaccatoBelow							
74	73	217	217	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	529		articStaccatoBelow							
75	74	220	220	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	530									
75	74	220	220	0.0		0	0	Dynamic	3/4	2	1	0					p								
75	74	220	220	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	531									
75	74	220	220	0.0		0	0	Dynamic	3/4	3	1	0					p								
75	74	220	220	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	532									
75	74	220	220	0.0		0	0	Dynamic	3/4	4	1	0					p								
75	74	220	220	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	533									
76	75	223	223	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	534									
76	75	223	223	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	535									
76	75	223	223	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	536									
76	75	223	223	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	537									
77	76	226	226	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	538									
77	76	226	226	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	539									145
77	76	453/2	453/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	540									
77	76	227	227	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	541		articStaccatoAbove							
77	76	455/2	455/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	542		articStaccatoAbove							
77	76	228	228	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	543		articStaccatoAbove							
77	76	457/2	457/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	544		articStaccatoAbove							
77	76	226	226	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	545		articStaccatoBelow							
77	76	227	227	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	546		articStaccatoAbove							
77	76	228	228	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	547		articStaccatoBelow							
77	76	226	226	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	548		articStaccatoAbove							
77	76	227	227	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	549		articStaccatoAbove							
77	76	228	228	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	550		articStaccatoAbove							
77	76	226	226	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	551		articStaccatoAbove							
77	76	227	227	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	552		articStaccatoAbove							
77	76	228	228	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	553		articStaccatoAbove							
78	77	229	229	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	554		articStaccatoAbove							
