mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
45	45	707/4	707/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	923							172		
45	45	177	177	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	924							172		
45	45	709/4	709/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	925							172		
45	45	355/2	355/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	926							172		
45	45	711/4	711/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	927							172		
45	45	178	178	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	928							172		
45	45	713/4	713/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	929							172		
45	45	357/2	357/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	930							172		
45	45	715/4	715/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	931							172		
45	45	179	179	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	932							172		
45	45	717/4	717/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	933							172		
45	45	359/2	359/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	934							172		
45	45	719/4	719/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	935									
45	45	176	176	4.0	0	0	Chord	4/4	4	1	1		1	1	936									
46	46	180	180	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	937							173		
46	46	181	181	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	938							173		
46	46	182	182	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	939							173		
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	940							173		
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	941									
46	46	180	180	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	942							174		
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	943							174		
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	944									
46	46	180	180	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	945							175		
46	46	183	183	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	946							175		
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	947									
46	46	180	180	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	948							176		
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	949							176		
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	950							176		
46	46	723/4	723/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	951							176		
46	46	181	181	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	952							176		
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	953							176		
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	954							176		
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	955							176		
46	46	182	182	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	956							176		
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	957							176		
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	958							176		
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	959							176		
46	46	183	183	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	960							176		
46	46	733/4	733/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	961							176		
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	962							176		
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	963									
47	47	184	184	0.0	0	0	Dynamic	4/4	1	1	0					pp								
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	964		articStaccatoAbove							
47	47	186	186	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	965		articStaccatoBelow							
47	47	184	184	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	966		articStaccatoBelow							
47	47	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	967		articStaccatoBelow							
47	47	184	184	0.0	0	0	Dynamic	4/4	3	1	0					pp								
47	47	184	184	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	968		articStaccatoBelow							
47	47	186	186	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	969		articStaccatoBelow							
47	47	184	184	0.0	0	0	Dynamic	4/4	4	1	0					pp								
47	47	184	184	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	970							177		
47	47	737/4	737/4	0.0	1/16	1/16	Dynamic	4/4	4	1	0					pp						177		
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	971							177		
47	47	369/2	369/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	972							177		
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	973							177		
47	47	185	185	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	974							177		
47	47	741/4	741/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	975							177		
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	976							177		
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	977									
47	47	186	186	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	978							178		
47	47	745/4	745/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	979							178		
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	980							178		
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	981							178		
47	47	187	187	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	982							178		
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	983							178		
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	984							178		
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	985									
48	48	188	188	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	986		articStaccatoBelow							
48	48	190	190	0.0	1/2	1/2	StaffText	4/4	1	1	0							<i>cresc.</i>						
48	48	190	190	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	987									
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	988									
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	989									
48	48	191	191	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	990									
48	48	574/3	574/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	991									
48	48	575/3	575/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	992									
48	48	188	188	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	993		articStaccatoBelow							
48	48	190	190	0.0	1/2	1/2	StaffText	4/4	2	1	0							<i>cresc.</i>						
48	48	190	190	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	994									
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	995									
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	996									
48	48	191	191	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	997									
48	48	574/3	574/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	998									
48	48	575/3	575/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	999									
48	48	188	188	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1000		articStaccatoBelow							
48	48	190	190	0.0	1/2	1/2	StaffText	4/4	3	1	0							<i>cresc.</i>						
48	48	190	190	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1001									
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1002									
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1003									
48	48	191	191	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1004									
48	48	574/3	574/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1005									
48	48	575/3	575/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1006									
48	48	188	188	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	1007							179		
48	48	753/4	753/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1008							179		
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1009							179		
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1010							179		
48	48	189	189	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1011							179		
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1012							179		
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1013							179		
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1014									
48	48	190	190	0.0	1/2	1/2	StaffText	4/4	4	1	0							<i>cresc.</i>						
48	48	190	190	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	1015									
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	1016									
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	1017									
48	48	191	191	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	1018									
48	48	574/3	574/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	1019									
48	48	575/3	575/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	1020									
49	49	192	192	0.0	0	0	Dynamic	4/4	1	1	0					ff								
49	49	192	192	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1021									
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1022									
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1023									
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1024									
49	49	195	195	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1025									
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1026									
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1027									
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1028									
49	49	192	192	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1029									
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1030									
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1031									
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1032									
49	49	195	195	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1033									
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1034									
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1035									
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1036									
49	49	192	192	0.0	0	0	Dynamic	4/4	3	1	0					ff								
49	49	192	192	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1037									
49	49	194	194	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1038									
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1039									
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1040									
49	49	195	195	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1041									
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1042									
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1043									
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1044									
49	49	192	192	0.0	0	0	Dynamic	4/4	4	1	0					ff								
49	49	192	192	0.0	0	0	Dynamic	4/4	4	1	0					ff								
49	49	192	192	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1045									
49	49	194	194	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1046									
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1047									
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1048									
49	49	195	195	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1049									
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1050									
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1051									
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1052									
50	50	196	196	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1053		articStaccatoAbove							
50	50	196	196	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1054		articStaccatoAbove							
50	50	196	196	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1055		articStaccatoAbove							
50	50	196	196	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1056		articStaccatoAbove							
51	51	200	200	0.0	0	0	Dynamic	4/4	1	1	0					p								
51	51	200	200	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1057							180		
51	51	201	201	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1058							180		
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1059									
51	51	200	200	0.0	0	0	Dynamic	4/4	2	1	0					p								
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1060							181		
51	51	201	201	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1061							181		
51	51	203	203	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1062									
51	51	201	201	0.0	1/4	1/4	Dynamic	4/4	3	1	0					p								
51	51	201	201	2.0	1/4	1/4	Chord	4/4	3	1	1/2		1/2	1	1063							182		
51	51	203	203	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1064									
51	51	201	201	0.0	1/4	1/4	Dynamic	4/4	4	1	0					p								
51	51	201	201	3.0	1/4	1/4	Chord	4/4	4	1	3/4		1/2	3/2	1065									
52	52	204	204	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1066							183		
52	52	205	205	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1067							183		
52	52	207	207	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1068									
52	52	204	204	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1069							184		
52	52	205	205	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1070							184		
52	52	207	207	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1071									
52	52	206	206	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1072							185		
52	52	207	207	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1073									
52	52	206	206	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1074							186		
52	52	207	207	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1075									
53	53	208	208	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1076							187		
53	53	209	209	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1077							187		
53	53	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1078									
53	53	208	208	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1079							188		
53	53	209	209	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1080							188		
53	53	211	211	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1081							188		
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1082									
53	53	210	210	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1083							189		
53	53	211	211	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1084									
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1085									
53	53	210	210	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1086							190		
53	53	211	211	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1087									
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1088									
54	54	212	212	4.0	0	0	Chord	4/4	1	1	1		1	1	1089									
54	54	212	212	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1090							191		
54	54	849/4	849/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1091							191		
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1092							191		
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1093							191		
54	54	213	213	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1094							191		
54	54	853/4	853/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1095							191		
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1096							191		
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1097							191		
54	54	214	214	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1098							191		
54	54	857/4	857/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1099							191		
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1100							191		
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1101							191		
54	54	215	215	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1102							191		
54	54	861/4	861/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1103							191		
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1104							191		
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1105									
54	54	212	212	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1106							192		
54	54	849/4	849/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1107							192		
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1108							192		
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1109							192		
54	54	213	213	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1110							192		
54	54	853/4	853/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1111							192		
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1112							192		
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1113							192		
54	54	214	214	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1114							192		
54	54	857/4	857/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1115							192		
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1116							192		
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1117							192		
54	54	215	215	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1118							192		
54	54	861/4	861/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1119							192		
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1120							192		
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1121									
54	54	212	212	4.0	0	0	Chord	4/4	4	1	1		1	1	1122									
55	55	216	216	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1123							193		
55	55	217	217	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1124							193		
55	55	218	218	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1125							193		
55	55	219	219	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1126							193		
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1127									
55	55	216	216	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	1128							194		
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1129							194		
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1130									
55	55	216	216	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	1131							195		
55	55	219	219	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1132							195		
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1133									
55	55	216	216	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	1134							196		
55	55	865/4	865/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1135							196		
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1136							196		
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1137							196		
55	55	217	217	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1138							196		
55	55	869/4	869/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1139							196		
55	55	435/2	435/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1140							196		
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1141							196		
55	55	218	218	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	1142							196		
55	55	873/4	873/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	1143							196		
55	55	437/2	437/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1144							196		
55	55	875/4	875/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1145							196		
55	55	219	219	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1146							196		
55	55	877/4	877/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1147							196		
55	55	439/2	439/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1148							196		
55	55	879/4	879/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1149									
56	56	220	220	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1150									
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1151									
56	56	222	222	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1152									
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1153							197		
56	56	223	223	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1154							197		
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1155									
56	56	220	220	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1156							198		
56	56	881/4	881/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1157							198		
56	56	441/2	441/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1158							198		
56	56	883/4	883/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1159							198		
56	56	221	221	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1160							198		
56	56	885/4	885/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1161							198		
56	56	443/2	443/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1162							198		
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1163							198		
56	56	222	222	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1164							198		
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1165							198		
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1166							198		
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1167							198		
56	56	223	223	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1168							198		
56	56	893/4	893/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1169							198		
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1170							198		
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1171									
56	56	220	220	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1172							199		
56	56	881/4	881/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1173							199		
56	56	441/2	441/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1174							199		
56	56	883/4	883/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1175							199		
56	56	221	221	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1176							199		
56	56	885/4	885/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1177							199		
56	56	443/2	443/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1178							199		
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1179							199		
56	56	222	222	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1180							199		
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1181							199		
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1182							199		
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1183							199		
56	56	223	223	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1184							199		
56	56	893/4	893/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1185							199		
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1186							199		
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1187									
56	56	220	220	4.0	0	0	Chord	4/4	4	1	1		1	1	1188									
