mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
4	4	13/2	13/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	53		articStaccatoAbove									
4	4	27/4	27/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	54									11		
4	4	55/8	55/8	0.0625	7/32	7/32	Chord	2/4	1	1	1/64	1/64	1	55									11		
4	4	111/16	111/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64	1/64	1	56											
4	4	7	7	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	57											
4	4	6	6	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	58											
4	4	13/2	13/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	59											
4	4	7	7	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	60											
4	4	29/4	29/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	61											
4	4	59/8	59/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	62											
4	4	15/2	15/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	63									12		
4	4	61/8	61/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	64									12		
4	4	31/4	31/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	65									12		
4	4	63/8	63/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	66											
4	4	6	6	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	67											
4	4	13/2	13/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	68											
4	4	7	7	0.25	1/4	1/4	Chord	2/4	3	1	1/16	1/16	1	69											
4	4	6	6	0.25	0	0	Chord	2/4	4	1	1/16	1/16	1	70											
4	4	13/2	13/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16	1/16	1	71											
4	4	7	7	0.25	1/4	1/4	Chord	2/4	4	1	1/16	1/16	1	72											
5	5	9	9	0.0	1/4	1/4	Dynamic	2/4	1	1	0				p										
5	5	9	9	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	73											
5	5	19/2	19/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	74											
5	5	77/8	77/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	75									13		
5	5	39/4	39/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	76									13		
5	5	79/8	79/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	77											
5	5	8	8	0.0	0	0	Dynamic	2/4	2	1	0				p										
5	5	8	8	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	78									14		
5	5	33/4	33/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	79											
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	80		articStaccatoBelow									
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	81		articStaccatoBelow									
5	5	9	9	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	82									15		
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	83											
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	84									16		
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	85											
5	5	8	8	0.0	0	0	Dynamic	2/4	3	1	0				p										
5	5	8	8	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	86									17		
5	5	33/4	33/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16	1/16	1	87											
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	88		articStaccatoBelow									
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	89		articStaccatoBelow									
5	5	9	9	0.25	1/4	1/4	Chord	2/4	3	1	1/16	1/16	1	90		articStaccatoBelow							18		
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16	1/16	1	91		articStaccatoBelow							18		
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16	1/16	1	92		articStaccatoBelow							18		
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	93		articStaccatoBelow									
5	5	8	8	0.0	0	0	Dynamic	2/4	4	1	0				p										
5	5	8	8	0.5	0	0	Chord	2/4	4	1	1/8	1/8	1	94											
5	5	9	9	0.25	1/4	1/4	Chord	2/4	4	1	1/16	1/16	1	95									19		
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16	1/16	1	96											
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16	1/16	1	97		articStaccatoAbove									
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16	1/16	1	98		articStaccatoAbove									
6	6	10	10	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	99		articStaccatoAbove									
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	100									20		
6	6	21/2	21/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	101									20		
6	6	85/8	85/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	102									20		
6	6	43/4	43/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	103									20		
6	6	87/8	87/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	104											
6	6	11	11	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	105									21		
6	6	23/2	23/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	106									21		
6	6	93/8	93/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	107											
6	6	47/4	47/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	108		articStaccatoAbove									
6	6	95/8	95/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	109		articStaccatoAbove									
6	6	10	10	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	110									22		
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	111											
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	112									23		
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	113											
6	6	11	11	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	114									24		
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	115											
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	116									25		
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	117											
6	6	10	10	0.75	0	0	Chord	2/4	3	1	3/16	1/8	3/2	118											
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	119											
6	6	11	11	0.25	1/4	1/4	Chord	2/4	3	1	1/16	1/16	1	120									26		
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16	1/16	1	121											
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16	1/16	1	122									27		
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	123											
6	6	10	10	0.25	0	0	Chord	2/4	4	1	1/16	1/16	1	124									28		
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16	1/16	1	125											
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16	1/16	1	126		articStaccatoAbove							29		
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16	1/16	1	127											
6	6	11	11	0.25	1/4	1/4	Chord	2/4	4	1	1/16	1/16	1	128									30		
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16	1/16	1	129											
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16	1/16	1	130									31		
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16	1/16	1	131											
7	7	12	12	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	132									32		
7	7	99/8	99/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	133											
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	134		articStaccatoAbove									
7	7	13	13	0.375	1/4	1/4	Chord	2/4	1	1	3/32	1/16	3/2	135									33		
7	7	107/8	107/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	136											
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	137		articStaccatoAbove									
7	7	12	12	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	138									34		
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	139											
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	140		articStaccatoBelow									
7	7	51/4	51/4	0.0625	3/16	3/16	Chord	2/4	2	1	1/64	1/64	1	141									35		
7	7	205/16	205/16	0.0625	13/64	13/64	Chord	2/4	2	1	1/64	1/64	1	142									35		
7	7	103/8	103/8	0.0625	7/32	7/32	Chord	2/4	2	1	1/64	1/64	1	143									35		
7	7	207/16	207/16	0.0625	15/64	15/64	Chord	2/4	2	1	1/64	1/64	1	144											
7	7	13	13	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	145									36		
7	7	53/4	53/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	146											
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	147		articStaccatoBelow									
7	7	55/4	55/4	0.0625	7/16	7/16	Chord	2/4	2	1	1/64	1/64	1	148									37		
7	7	221/16	221/16	0.0625	29/64	29/64	Chord	2/4	2	1	1/64	1/64	1	149									37		
7	7	111/8	111/8	0.0625	15/32	15/32	Chord	2/4	2	1	1/64	1/64	1	150									37		
7	7	223/16	223/16	0.0625	31/64	31/64	Chord	2/4	2	1	1/64	1/64	1	151											
7	7	12	12	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	152									38		
7	7	13	13	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	153											
7	7	12	12	1.0	0	0	Chord	2/4	4	1	1/4	1/4	1	154											
7	7	13	13	1.0	1/4	1/4	Chord	2/4	4	1	1/4	1/4	1	155											
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	156											
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	157											
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	158											
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	159											
8	8	14	14	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	160		articStaccatoBelow									
8	8	57/4	57/4	0.0625	1/16	1/16	Chord	2/4	2	1	1/64	1/64	1	161									39		
8	8	229/16	229/16	0.0625	5/64	5/64	Chord	2/4	2	1	1/64	1/64	1	162									39		
8	8	115/8	115/8	0.0625	3/32	3/32	Chord	2/4	2	1	1/64	1/64	1	163									39		
8	8	231/16	231/16	0.0625	7/64	7/64	Chord	2/4	2	1	1/64	1/64	1	164											
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	165		articStaccatoBelow									
8	8	59/4	59/4	0.0625	3/16	3/16	Chord	2/4	2	1	1/64	1/64	1	166									40		
8	8	237/16	237/16	0.0625	13/64	13/64	Chord	2/4	2	1	1/64	1/64	1	167									40		
8	8	119/8	119/8	0.0625	7/32	7/32	Chord	2/4	2	1	1/64	1/64	1	168									40		
8	8	239/16	239/16	0.0625	15/64	15/64	Chord	2/4	2	1	1/64	1/64	1	169											
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	170											
8	8	14	14	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	171											
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	172											
8	8	15	15	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	173											
8	8	14	14	0.25	0	0	Chord	2/4	4	1	1/16	1/16	1	174											
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16	1/16	1	175											
8	8	15	15	0.5	1/4	1/4	Chord	2/4	4	1	1/8	1/8	1	176											
9	9	16	16	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	177									41		
9	9	131/8	131/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	178											
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	179		articStaccatoAbove							42		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	180		articStaccatoAbove									
9	9	17	17	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	181											
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	182											
9	9	16	16	0.375	0	0	Chord	2/4	2	1	3/32	1/16	3/2	183									43		
9	9	131/8	131/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	184											
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	185		articStaccatoBelow							44		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	186		articStaccatoBelow									
9	9	17	17	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	187											
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	188											
9	9	16	16	0.375	0	0	Chord	2/4	3	1	3/32	1/16	3/2	189									45		
9	9	131/8	131/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32	1/32	1	190											
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	191		articStaccatoBelow							46		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	192		articStaccatoBelow									
9	9	17	17	0.75	1/4	1/4	Chord	2/4	3	1	3/16	1/8	3/2	193											
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16	1/16	1	194											
9	9	16	16	0.375	0	0	Chord	2/4	4	1	3/32	1/16	3/2	195											
9	9	131/8	131/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32	1/32	1	196											
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16	1/16	1	197		articStaccatoBelow							47		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16	1/16	1	198		articStaccatoBelow									
9	9	17	17	0.75	1/4	1/4	Chord	2/4	4	1	3/16	1/8	3/2	199											
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16	1/16	1	200											
10	10	18	18	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	201		articStaccatoAbove							48		
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	202		articStaccatoAbove									
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	203									49		
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	204											
10	10	19	19	0.375	1/4	1/4	Chord	2/4	1	1	3/32	1/16	3/2	205									50		
10	10	155/8	155/8	0.0625	11/32	11/32	Chord	2/4	1	1	1/64	1/64	1	206									50		
10	10	311/16	311/16	0.0625	23/64	23/64	Chord	2/4	1	1	1/64	1/64	1	207											
10	10	39/2	39/2	0.08333333333333333	3/8	3/8	Chord	2/4	1	1	1/48	1/32	2/3	208		articStaccatoAbove									
10	10	235/12	235/12	0.08333333333333333	19/48	19/48	Chord	2/4	1	1	1/48	1/32	2/3	209		articStaccatoAbove									
10	10	59/3	59/3	0.08333333333333333	5/12	5/12	Chord	2/4	1	1	1/48	1/32	2/3	210		articStaccatoAbove									
10	10	79/4	79/4	0.08333333333333333	7/16	7/16	Chord	2/4	1	1	1/48	1/32	2/3	211		articStaccatoAbove									
10	10	119/6	119/6	0.08333333333333333	11/24	11/24	Chord	2/4	1	1	1/48	1/32	2/3	212		articStaccatoAbove									
10	10	239/12	239/12	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48	1/32	2/3	213		articStaccatoAbove									
10	10	18	18	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	214		articStaccatoBelow							51		
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	215		articStaccatoBelow									
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	216		articStaccatoBelow							52		
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	217		articStaccatoBelow									
10	10	19	19	0.375	1/4	1/4	Chord	2/4	2	1	3/32	1/16	3/2	218									53		
10	10	155/8	155/8	0.0625	11/32	11/32	Chord	2/4	2	1	1/64	1/64	1	219									53		
10	10	311/16	311/16	0.0625	23/64	23/64	Chord	2/4	2	1	1/64	1/64	1	220											
10	10	39/2	39/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48	1/32	2/3	221		articStaccatoBelow									
10	10	235/12	235/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48	1/32	2/3	222		articStaccatoBelow									
10	10	59/3	59/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48	1/32	2/3	223		articStaccatoBelow									
10	10	79/4	79/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48	1/32	2/3	224		articStaccatoAbove									
10	10	119/6	119/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48	1/32	2/3	225		articStaccatoAbove									
10	10	239/12	239/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48	1/32	2/3	226		articStaccatoAbove									
10	10	18	18	0.25	0	0	Chord	2/4	3	1	1/16	1/16	1	227		articStaccatoBelow							54		
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16	1/16	1	228		articStaccatoBelow									
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	229									55		
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	230											
10	10	19	19	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	231											
10	10	18	18	0.25	0	0	Chord	2/4	4	1	1/16	1/16	1	232		articStaccatoBelow							56		
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16	1/16	1	233		articStaccatoBelow							56		
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16	1/16	1	234		articStaccatoBelow							56		
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16	1/16	1	235		articStaccatoBelow									
10	10	19	19	0.5	1/4	1/4	Chord	2/4	4	1	1/8	1/8	1	236											
11	11	20	20	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	237									57		
11	11	163/8	163/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	238											
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	239		articStaccatoAbove							58		
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	240		articStaccatoAbove									
11	11	21	21	0.0	1/4	1/4	Spanner	2/4	1	1	0														
11	11	21	21	0.0	1/4	1/4	Spanner	2/4	1	1	0														
11	11	21	21	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	241											
11	11	87/4	87/4	0.0	7/16	7/16	Spanner	2/4	1	1	0													0	
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	242									59	0	
11	11	20	20	0.375	0	0	Chord	2/4	2	1	3/32	1/16	3/2	243									60		
11	11	163/8	163/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	244											
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	245		articStaccatoAbove							61		
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	246		articStaccatoAbove									
11	11	21	21	0.0	1/4	1/4	Spanner	2/4	2	1	0														0
11	11	21	21	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	247									62		0
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	248									62		0
11	11	43/2	43/2	0.0	3/8	3/8	Spanner	2/4	2	1	0												62		
11	11	43/2	43/2	0.0	3/8	3/8	Spanner	2/4	2	1	0												62	1	
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	249									62	1	
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	250		articStaccatoAbove								1	
11	11	20	20	0.375	0	0	Chord	2/4	3	1	3/32	1/16	3/2	251									63		
11	11	163/8	163/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32	1/32	1	252											
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16	1/16	1	253		articStaccatoAbove							64		
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16	1/16	1	254		articStaccatoAbove									
11	11	21	21	0.0	1/4	1/4	Spanner	2/4	3	1	0														
