mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
39	38	106	106	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	839									
39	38	425/4	425/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	840									
39	38	213/2	213/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	841									
39	38	427/4	427/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	842									
39	38	107	107	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	843									
39	38	429/4	429/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	844									
39	38	106	106	0.0	3/8	3/8	Dynamic	6/8	4	1	0					p								
39	38	106	106	1.0	3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	845									
40	39	215/2	215/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	846									
40	39	215/2	215/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	847									
40	39	109	109	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	848									
40	39	109	109	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	849									
40	39	215/2	215/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	850									
40	39	431/4	431/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	851									
40	39	108	108	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	852									
40	39	433/4	433/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	853									
40	39	217/2	217/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	854									
40	39	435/4	435/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	855									
40	39	109	109	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	856									
40	39	437/4	437/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	857									
40	39	219/2	219/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	858									
40	39	439/4	439/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	859									
40	39	110	110	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	860									
40	39	441/4	441/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	861									
40	39	215/2	215/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	862									
40	39	431/4	431/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	863									
40	39	108	108	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	864									
40	39	433/4	433/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	865									
40	39	217/2	217/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	866									
40	39	435/4	435/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	867									
40	39	109	109	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	868									
40	39	437/4	437/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	869									
40	39	219/2	219/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	870									
40	39	439/4	439/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	871									
40	39	110	110	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	872									
40	39	441/4	441/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	873									
40	39	215/2	215/2	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	874									
40	39	109	109	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	875									
40	39	219/2	219/2	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	876									
40	39	439/4	439/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	877									
40	39	110	110	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	878									
40	39	441/4	441/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	879									
41	40	221/2	221/2	0.0	0	0	Spanner	6/8	1	1	0													20
41	40	221/2	221/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	880							170		20
41	40	112	112	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	881							171		20
41	40	449/4	449/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	882							171		20
41	40	225/2	225/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	883							171		20
41	40	451/4	451/4	0.0	9/16	9/16	Spanner	6/8	1	1	0											171		
41	40	451/4	451/4	0.0	9/16	9/16	Spanner	6/8	1	1	0											171	28	
41	40	451/4	451/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	884							171	28	
41	40	113	113	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	885							171	28	
41	40	453/4	453/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	886								28	
41	40	221/2	221/2	0.0	0	0	Spanner	6/8	2	1	0													21
41	40	221/2	221/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	887							172		21
41	40	443/4	443/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	888							172		21
41	40	111	111	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	889							172		21
41	40	445/4	445/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	890							172		21
41	40	223/2	223/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	891							172		21
41	40	447/4	447/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	892									21
41	40	112	112	0.0	3/8	3/8	Spanner	6/8	2	1	0													
41	40	112	112	0.0	3/8	3/8	Spanner	6/8	2	1	0												29	
41	40	112	112	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	893							173	29	
41	40	225/2	225/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	894								29	
41	40	221/2	221/2	0.0	0	0	Spanner	6/8	3	1	0													22
41	40	221/2	221/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	895									22
41	40	111	111	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	896							174		22
41	40	223/2	223/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	897							174		22
41	40	112	112	0.0	3/8	3/8	Spanner	6/8	3	1	0													
41	40	112	112	0.0	3/8	3/8	Spanner	6/8	3	1	0												30	
41	40	112	112	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	898								30	
41	40	225/2	225/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	899							175	30	
41	40	113	113	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	900							175	30	
41	40	221/2	221/2	0.0	0	0	Spanner	6/8	4	1	0													23
41	40	221/2	221/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	901									23
41	40	111	111	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	902							176		23
41	40	223/2	223/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	903							176		23
41	40	112	112	0.0	3/8	3/8	Spanner	6/8	4	1	0													
41	40	112	112	0.0	3/8	3/8	Spanner	6/8	4	1	0												31	
41	40	112	112	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	904								31	
41	40	225/2	225/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	905							177	31	
41	40	113	113	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	906							177	31	
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	1	1	0													
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	1	1	0													24
42	41	227/2	227/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	907							178		24
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	1	1	0												32	
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	1	1	0												32	
42	41	115	115	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	908							179	32	
42	41	461/4	461/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	909							179	32	
42	41	231/2	231/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	910							179	32	
42	41	463/4	463/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	911							179	32	
42	41	116	116	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	912							179	32	
42	41	465/4	465/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	913								32	
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	2	1	0													
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	2	1	0													25
42	41	227/2	227/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	914							180		25
42	41	455/4	455/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	915							180		25
42	41	114	114	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	916							180		25
42	41	457/4	457/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	917							180		25
42	41	229/2	229/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	918							180		25
42	41	459/4	459/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	919									25
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	2	1	0												33	
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	2	1	0												33	
42	41	115	115	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	920							181	33	
42	41	231/2	231/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	921								33	
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	3	1	0													
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	3	1	0													26
42	41	227/2	227/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	922									26
42	41	114	114	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	923							182		26
42	41	229/2	229/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	924							182		26
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	3	1	0												34	
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	3	1	0												34	
42	41	115	115	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	925								34	
42	41	231/2	231/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	926								34	
42	41	116	116	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	927								34	
42	41	465/4	465/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	928								34	
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	4	1	0													
42	41	227/2	227/2	0.0	0	0	Spanner	6/8	4	1	0													27
42	41	227/2	227/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	929									27
42	41	114	114	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	930							183		27
42	41	229/2	229/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	931							183		27
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	4	1	0												35	
42	41	115	115	0.0	3/8	3/8	Spanner	6/8	4	1	0												35	
42	41	115	115	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	932								35	
42	41	231/2	231/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	933								35	
42	41	116	116	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	934								35	
42	41	465/4	465/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	935								35	
43	42	233/2	233/2	0.0	0	0	Dynamic	6/8	1	1	0					p								
43	42	233/2	233/2	0.0	0	0	Spanner	6/8	1	1	0													
43	42	233/2	233/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	936							184		
43	42	467/4	467/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	937							184		
43	42	117	117	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	938							184		
43	42	469/4	469/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	939							184		
43	42	235/2	235/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	940							184		
43	42	471/4	471/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	941							184		
43	42	118	118	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	942							184		
43	42	473/4	473/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	943							184		
43	42	237/2	237/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	944							184		
43	42	475/4	475/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	945							184		
43	42	119	119	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	946							184		
43	42	477/4	477/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	947									
43	42	233/2	233/2	0.0	0	0	Dynamic	6/8	2	1	0					p								
43	42	233/2	233/2	0.0	0	0	Spanner	6/8	2	1	0													
43	42	233/2	233/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	948									
43	42	467/4	467/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	949									
43	42	117	117	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	950									
43	42	469/4	469/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	951									
43	42	235/2	235/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	952									
43	42	471/4	471/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	953									
43	42	118	118	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	954									
43	42	473/4	473/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	955									
43	42	237/2	237/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	956									
43	42	475/4	475/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	957									
43	42	119	119	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	958									
43	42	477/4	477/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	959									
43	42	233/2	233/2	0.0	0	0	Dynamic	6/8	3	1	0					p								
43	42	233/2	233/2	0.0	0	0	Spanner	6/8	3	1	0													
43	42	233/2	233/2	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	960									
43	42	467/4	467/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	961									
43	42	117	117	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	962									
43	42	469/4	469/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	963									
43	42	235/2	235/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	964									
43	42	471/4	471/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	965									
43	42	118	118	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	966									
43	42	473/4	473/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	967									
43	42	237/2	237/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	968									
43	42	475/4	475/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	969									
43	42	119	119	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	970									
43	42	477/4	477/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	971									
43	42	233/2	233/2	0.0	0	0	Dynamic	6/8	4	1	0					p								
43	42	233/2	233/2	0.0	0	0	Spanner	6/8	4	1	0													
43	42	233/2	233/2	0.25	0	0	Chord	6/8	4	1	1/16		1/16	1	972									
43	42	467/4	467/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	973									
43	42	117	117	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	974									
43	42	469/4	469/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	975									
43	42	235/2	235/2	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	976									
43	42	471/4	471/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	977									
43	42	118	118	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	978									
43	42	473/4	473/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	979									
43	42	237/2	237/2	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	980									
43	42	475/4	475/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	981									
43	42	119	119	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	982									
43	42	477/4	477/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	983									
44	43	239/2	239/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	984							185		
44	43	479/4	479/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	985							185		
44	43	120	120	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	986							185		
44	43	481/4	481/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	987							185		
44	43	241/2	241/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	988							185		
44	43	483/4	483/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	989							185		
44	43	121	121	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	990							185		
44	43	485/4	485/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	991							185		
44	43	243/2	243/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	992							185		
44	43	487/4	487/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	993							185		
44	43	122	122	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	994							185		
44	43	489/4	489/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	995									
44	43	239/2	239/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	996									
44	43	239/2	239/2	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	997									
44	43	239/2	239/2	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	998									
45	44	245/2	245/2	0.0	0	0	Dynamic	6/8	1	1	0					sf								
45	44	245/2	245/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	999									
45	44	491/4	491/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1000									
45	44	123	123	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1001									
45	44	493/4	493/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1002									
45	44	247/2	247/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1003									
45	44	495/4	495/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1004									
45	44	124	124	0.0	3/8	3/8	Dynamic	6/8	1	1	0					sf								
45	44	124	124	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1005									
45	44	497/4	497/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1006									
45	44	249/2	249/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1007									
45	44	499/4	499/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1008									
45	44	125	125	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1009									
45	44	501/4	501/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1010									
45	44	245/2	245/2	0.0	0	0	Dynamic	6/8	2	1	0					sf								
45	44	245/2	245/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1011									
45	44	247/2	247/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1012									
45	44	124	124	0.0	3/8	3/8	Dynamic	6/8	2	1	0					sf								
45	44	124	124	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1013							186		
45	44	249/2	249/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1014							186		
45	44	125	125	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1015									
45	44	245/2	245/2	0.0	0	0	Dynamic	6/8	3	1	0					sf								
45	44	245/2	245/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	1016									
45	44	247/2	247/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1017									
45	44	124	124	0.0	3/8	3/8	Dynamic	6/8	3	1	0					sf								
45	44	124	124	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1018									
45	44	125	125	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1019									
46	45	251/2	251/2	0.0	0	0	Dynamic	6/8	1	1	0					sf								
46	45	251/2	251/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1020									
46	45	503/4	503/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1021									
46	45	126	126	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1022									
46	45	505/4	505/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1023									
46	45	253/2	253/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1024									
46	45	507/4	507/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1025									
46	45	127	127	0.0	3/8	3/8	Dynamic	6/8	1	1	0					sf								
46	45	127	127	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1026							187		
46	45	509/4	509/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1027							187		
46	45	255/2	255/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1028							187		
46	45	511/4	511/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1029							187		
46	45	128	128	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1030							187		
46	45	513/4	513/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1031									
46	45	251/2	251/2	0.0	0	0	Dynamic	6/8	2	1	0					sf								
46	45	251/2	251/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1032							188		
46	45	253/2	253/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1033							188		
46	45	127	127	0.0	3/8	3/8	Dynamic	6/8	2	1	0					sf								
46	45	127	127	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1034									
46	45	251/2	251/2	0.0	0	0	Dynamic	6/8	3	1	0					sf								
46	45	251/2	251/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	1035									
46	45	253/2	253/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1036									
46	45	127	127	0.0	3/8	3/8	Dynamic	6/8	3	1	0					sf								
46	45	127	127	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1037									
46	45	128	128	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1038							189		
46	45	126	126	0.0	1/8	1/8	StaffText	6/8	4	1	0							<i>rinf.</i>						
46	45	126	126	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1039							190		
46	45	253/2	253/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1040							190		
46	45	127	127	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1041							190		
46	45	255/2	255/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1042							190		
46	45	128	128	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1043									
47	46	257/2	257/2	0.0	0	0	Dynamic	6/8	1	1	0					sf								
47	46	257/2	257/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1044									
47	46	515/4	515/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1045									
47	46	129	129	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1046									
47	46	517/4	517/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1047									
47	46	259/2	259/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1048									
47	46	519/4	519/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1049									
47	46	130	130	0.0	3/8	3/8	Dynamic	6/8	1	1	0					sf								
47	46	130	130	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1050									
47	46	521/4	521/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1051									
47	46	261/2	261/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1052									
47	46	523/4	523/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1053									
47	46	131	131	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1054									
47	46	525/4	525/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1055									
47	46	257/2	257/2	0.0	0	0	Dynamic	6/8	2	1	0					sf								
47	46	257/2	257/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1056									
47	46	259/2	259/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1057									
47	46	130	130	0.0	3/8	3/8	Dynamic	6/8	2	1	0					sf								
47	46	130	130	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1058							191		
47	46	261/2	261/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1059							191		
47	46	131	131	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1060									
47	46	257/2	257/2	0.0	0	0	Dynamic	6/8	3	1	0					sf								
47	46	257/2	257/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	1061									
47	46	129	129	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1062									
47	46	259/2	259/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1063									
47	46	130	130	0.0	3/8	3/8	Dynamic	6/8	3	1	0					sf								
47	46	130	130	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1064									
47	46	131	131	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1065									
47	46	257/2	257/2	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	1066							192		
47	46	129	129	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	1067							192		
47	46	259/2	259/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1068									
48	47	263/2	263/2	0.0	0	0	Dynamic	6/8	1	1	0					sf								
48	47	263/2	263/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1069									
48	47	527/4	527/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1070									
48	47	132	132	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1071									
48	47	529/4	529/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1072									
48	47	265/2	265/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1073									
48	47	531/4	531/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1074									
48	47	133	133	0.0	3/8	3/8	Dynamic	6/8	1	1	0					sf								
48	47	133	133	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1075							193		
48	47	533/4	533/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1076							193		
48	47	267/2	267/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1077							193		
