mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
2	2	3	3	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	10									3		
2	2	31/8	31/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	11									3		
2	2	2	2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	12											
2	2	3	3	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	13									4		
2	2	31/8	31/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	14									4		
2	2	2	2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	15											
3	3	4	4	0.875	0	0	Chord	2/4	1	1	7/32		1/8	7/4	16									3		
3	3	39/8	39/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	17											
3	3	5	5	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	18		articStaccatoAbove							5		
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	19		articStaccatoAbove									
3	3	4	4	0.875	0	0	Chord	2/4	2	1	7/32		1/8	7/4	20									4		
3	3	39/8	39/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	21											
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	22		articStaccatoAbove							6		
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	23		articStaccatoAbove									
3	3	4	4	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	24											
3	3	5	5	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	25		articStaccatoAbove							7		
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	26		articStaccatoAbove									
4	4	6	6	0.0	0	0	Spanner	2/4	1	1	0															0
4	4	6	6	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	27											0
4	4	6	6	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	28											0
4	4	6	6	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	29											0
4	4	6	6	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	30											0
4	4	6	6	0.0	0	0	Spanner	2/4	2	1	0															1
4	4	6	6	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	31											1
4	4	6	6	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	32											1
4	4	6	6	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	33											1
4	4	6	6	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	34											1
4	4	6	6	0.0	0	0	Spanner	2/4	3	1	0															2
4	4	6	6	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	35											2
5	5	8	8	0.0	0	0	Spanner	2/4	1	1	0															
5	5	8	8	0.0	0	0	Dynamic	2/4	2	1	0					pp										
5	5	8	8	0.0	0	0	Spanner	2/4	2	1	0															
5	5	8	8	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	36											
5	5	9	9	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	37		articStaccatoBelow							8		
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	38		articStaccatoBelow									
5	5	8	8	0.0	0	0	Dynamic	2/4	3	1	0					pp										
5	5	8	8	0.0	0	0	Spanner	2/4	3	1	0															
5	5	8	8	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	39											
5	5	9	9	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	40		articStaccatoBelow							9		
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	41		articStaccatoBelow									
5	5	8	8	0.0	0	0	Dynamic	2/4	4	1	0					pp										
5	5	8	8	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	42											
5	5	9	9	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	43		articStaccatoBelow							10		
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	44		articStaccatoBelow									
6	6	10	10	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	45											
6	6	11	11	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	46									11		
6	6	95/8	95/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	47									11		
6	6	10	10	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	48											
6	6	11	11	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	49									12		
6	6	95/8	95/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	50									12		
6	6	10	10	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	51											
7	7	12	12	0.875	0	0	Chord	2/4	2	1	7/32		1/8	7/4	52									11		
7	7	103/8	103/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	53											
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	54		articStaccatoBelow							13		
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	55		articStaccatoBelow									
7	7	12	12	0.875	0	0	Chord	2/4	3	1	7/32		1/8	7/4	56									12		
7	7	103/8	103/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	57											
7	7	13	13	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	58		articStaccatoAbove							14		
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	59		articStaccatoAbove									
7	7	12	12	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	60											
7	7	13	13	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	61		articStaccatoAbove							15		
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	62		articStaccatoAbove									
8	8	14	14	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	63											
8	8	14	14	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	64											
8	8	14	14	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	65											
8	8	14	14	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	66											
8	8	14	14	0.0	0	0	Chord	2/4	3	1	0	grace16	1/16	1	67											
8	8	14	14	0.0	0	0	Chord	2/4	3	1	0	grace16	1/16	1	68											
8	8	14	14	0.0	0	0	Chord	2/4	3	1	0	grace16	1/16	1	69											
8	8	14	14	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	70									16		
8	8	15	15	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	71											
8	8	14	14	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	72											
9	9	16	16	0.0	0	0	Dynamic	2/4	1	1	0					pp										
9	9	16	16	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	73											
9	9	17	17	0.0	1/4	1/4	StaffText	2/4	1	1	0							cresc.								
9	9	17	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	74		articStaccatoAbove							17		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	75		articStaccatoAbove									
9	9	16	16	0.0	0	0	Dynamic	2/4	2	1	0					pp										
9	9	16	16	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	76											
9	9	17	17	0.0	1/4	1/4	StaffText	2/4	2	1	0							cresc.								
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	77		articStaccatoBelow							18		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	78		articStaccatoBelow									
9	9	16	16	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	79											
9	9	17	17	0.0	1/4	1/4	StaffText	2/4	3	1	0							cresc.								
9	9	17	17	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	80		articStaccatoBelow							19		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	81		articStaccatoBelow									
9	9	16	16	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	82											
9	9	17	17	0.0	1/4	1/4	StaffText	2/4	4	1	0							cresc.								
9	9	17	17	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	83		articStaccatoAbove							20		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	84		articStaccatoAbove									
10	10	18	18	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	85											
10	10	19	19	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	86									21		
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	87									21		
10	10	18	18	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	88											
10	10	19	19	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	89									22		
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	90									22		
10	10	18	18	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	91											
10	10	19	19	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	92									23		
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	93									23		
10	10	18	18	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	94											
11	11	20	20	0.875	0	0	Chord	2/4	1	1	7/32		1/8	7/4	95									21		
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	96											
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	97		articStaccatoAbove							24		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	98		articStaccatoAbove									
11	11	20	20	0.875	0	0	Chord	2/4	2	1	7/32		1/8	7/4	99									22		
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	100											
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	101		articStaccatoBelow							25		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	102		articStaccatoBelow									
11	11	20	20	0.875	0	0	Chord	2/4	3	1	7/32		1/8	7/4	103									23		
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	104											
11	11	21	21	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	105		articStaccatoBelow							26		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	106		articStaccatoBelow									
11	11	20	20	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	107											
11	11	21	21	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	108		articStaccatoAbove							27		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	109		articStaccatoAbove									
12	12	22	22	0.0	0	0	Dynamic	2/4	1	1	0					pp										
12	12	22	22	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	110											
12	12	22	22	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	111											
12	12	22	22	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	112											
12	12	22	22	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	113											
12	12	22	22	0.0	0	0	Dynamic	2/4	2	1	0					pp										
12	12	22	22	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	114											
12	12	22	22	0.0	0	0	Dynamic	2/4	3	1	0					pp										
12	12	22	22	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	115											
12	12	22	22	0.0	0	0	Dynamic	2/4	4	1	0					pp										
12	12	22	22	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	116											
13	13	24	24	0.0	0	0	Dynamic	2/4	1	1	0					f										
13	13	24	24	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	117											
13	13	24	24	0.0	0	0	Dynamic	2/4	2	1	0					f										
13	13	24	24	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	118											
13	13	24	24	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	119											
13	13	24	24	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	120											
13	13	24	24	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	121											
13	13	24	24	0.0	0	0	Dynamic	2/4	3	1	0					f										
13	13	24	24	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	122											
13	13	24	24	0.0	0	0	Dynamic	2/4	4	1	0					f										
13	13	24	24	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	123											
14	14	26	26	0.0	0	0	Dynamic	2/4	1	1	0					p										
14	14	26	26	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	124											
14	14	26	26	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	125											
14	14	26	26	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	126											
14	14	26	26	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	127											
14	14	26	26	0.0	0	0	Dynamic	2/4	2	1	0					p										
14	14	26	26	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	128											
14	14	26	26	0.0	0	0	Dynamic	2/4	3	1	0					p										
14	14	26	26	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	129											
14	14	26	26	0.0	0	0	Dynamic	2/4	4	1	0					p										
14	14	26	26	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	130											
15	15	28	28	0.0	0	0	Dynamic	2/4	1	1	0					f										
15	15	28	28	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	131											
15	15	28	28	0.0	0	0	Dynamic	2/4	2	1	0					f										
15	15	28	28	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	132											
15	15	28	28	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	133											
15	15	28	28	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	134											
15	15	28	28	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	135											
15	15	28	28	0.0	0	0	Dynamic	2/4	3	1	0					f										
15	15	28	28	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	136											
15	15	28	28	0.0	0	0	Dynamic	2/4	4	1	0					f										
15	15	28	28	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	137											
16	16	30	30	0.0	0	0	Dynamic	2/4	1	1	0					p										
16	16	30	30	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	138											
16	16	30	30	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	139											
16	16	30	30	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	140											
16	16	30	30	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	141											
16	16	30	30	0.0	0	0	Dynamic	2/4	2	1	0					p										
16	16	30	30	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	142											
16	16	30	30	0.0	0	0	Dynamic	2/4	3	1	0					p										
16	16	30	30	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	143											
16	16	30	30	0.0	0	0	Dynamic	2/4	4	1	0					p										
16	16	30	30	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	144											
17	17	32	32	0.0	0	0	Dynamic	2/4	1	1	0					pp										
17	17	32	32	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	145											
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	146		articStaccatoBelow							28		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	147		articStaccatoBelow									
17	17	32	32	0.0	0	0	Dynamic	2/4	2	1	0					pp										
17	17	32	32	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	148											
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	149		articStaccatoBelow							29		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	150		articStaccatoBelow									
17	17	32	32	0.0	0	0	Dynamic	2/4	3	1	0					pp										
17	17	32	32	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	151											
17	17	33	33	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	152		articStaccatoBelow							30		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	153		articStaccatoBelow									
17	17	32	32	0.0	0	0	Dynamic	2/4	4	1	0					pp										
17	17	32	32	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	154											
17	17	33	33	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	155		articStaccatoBelow							31		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	156		articStaccatoBelow									
18	18	34	34	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	157											
18	18	35	35	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	158									32		
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	159									32		
18	18	34	34	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	160											
18	18	35	35	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	161									33		
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	162									33		
18	18	34	34	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	163									34		
18	18	35	35	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	164									34		
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	165									34		
18	18	34	34	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	166											
19	19	36	36	0.875	0	0	Chord	2/4	1	1	7/32		1/8	7/4	167									32		
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	168											
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	169		articStaccatoBelow							35		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	170		articStaccatoBelow									
19	19	36	36	0.875	0	0	Chord	2/4	2	1	7/32		1/8	7/4	171									33		
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	172											
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	173		articStaccatoBelow							36		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	174		articStaccatoBelow									
19	19	36	36	0.875	0	0	Chord	2/4	3	1	7/32		1/8	7/4	175									34		
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	176											
19	19	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	177		articStaccatoBelow							37		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	178		articStaccatoBelow									
19	19	36	36	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	179											
19	19	37	37	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	180		articStaccatoBelow							38		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	181		articStaccatoBelow									
20	20	38	38	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	182											
20	20	38	38	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	183											
20	20	38	38	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	184											
20	20	38	38	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	185											
20	20	38	38	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	186											
20	20	38	38	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	187											
20	20	38	38	0.0	0	0	Chord	2/4	2	1	0	grace16	1/16	1	188											
20	20	38	38	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	189											
20	20	79/2	79/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					pp										
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	190											
20	20	38	38	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	191											
20	20	38	38	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	192											
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	193									39		
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	194									39		
21	21	40	40	0.0	0	0	Dynamic	2/4	3	1	0					pp										
21	21	40	40	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	195									40		
21	21	41	41	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	196									40		
22	22	87/2	87/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					pp										
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	197											
22	22	42	42	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	198									39		
22	22	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	199									39		
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	200											
22	22	42	42	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	201									40		
22	22	43	43	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	202									40		
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	203		articStaccatoBelow									
23	23	44	44	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	204									41		
23	23	45	45	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	205									41		
23	23	44	44	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	206									42		
23	23	45	45	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	207									42		
23	23	44	44	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	208									43		
23	23	45	45	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	209									43		
24	24	46	46	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	210									41		
24	24	47	47	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	211											
24	24	46	46	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	212									42		
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	213									42		
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	214											
24	24	46	46	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	215									43		
24	24	47	47	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	216											
24	24	95/2	95/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0					p										
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	217											
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	218											
25	25	48	48	0.0	0	0	StaffText	2/4	2	1	0							cresc.								
25	25	48	48	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	219									44		
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	220									44		
25	25	48	48	0.0	0	0	StaffText	2/4	3	1	0							cresc.								
25	25	48	48	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	221									45		
25	25	49	49	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	222									45		
25	25	48	48	0.0	0	0	StaffText	2/4	4	1	0							cresc.								
25	25	48	48	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	223									46		
25	25	49	49	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	224									46		
26	26	50	50	0.0	0	0	StaffText	2/4	1	1	0							cresc.								
26	26	50	50	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	225									47		
26	26	51	51	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	226									47		
26	26	50	50	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	227									44		
26	26	51	51	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	228									44		
26	26	50	50	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	229									45		
26	26	51	51	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	230									45		
26	26	50	50	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	231									46		
26	26	51	51	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	232									46		
27	27	52	52	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	233									47		
27	27	53	53	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	234									47		
27	27	52	52	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	235									44		
27	27	53	53	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	236									44		
27	27	52	52	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	237									45		
27	27	53	53	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	238									45		
27	27	52	52	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	239									46		
27	27	53	53	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	240									46		
28	28	54	54	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	241									47		
28	28	55	55	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf								47		
28	28	55	55	0.0	1/4	1/4	Spanner	2/4	1	1	0													47	0	
28	28	55	55	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	242									47	0	
