mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
4	3	13	13	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	43				14		
4	3	27/2	27/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	44				14		
4	3	14	14	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	45		articStaccatoBelow				
4	3	15	15	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	46				15		
4	3	31/2	31/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	47				15		
5	4	16	16	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	48						
5	4	18	18	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	49						
5	4	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	50						
5	4	16	16	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	51						
5	4	35/2	35/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	52						
5	4	18	18	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	53						
5	4	39/2	39/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	54						
5	4	16	16	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	55						
5	4	35/2	35/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	56						
5	4	18	18	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	57						
5	4	39/2	39/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	58						
5	4	16	16	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	59						
5	4	35/2	35/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	60						
5	4	18	18	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	61						
5	4	39/2	39/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	62						
6	5	20	20	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	63						
6	5	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	64						
6	5	22	22	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	65						
6	5	47/2	47/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	66						
6	5	20	20	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	67						
6	5	43/2	43/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	68						
6	5	22	22	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	69						
6	5	47/2	47/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	70						
6	5	20	20	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	71						
6	5	43/2	43/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	72						
6	5	22	22	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	73						
6	5	47/2	47/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	74						
6	5	20	20	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	75						
6	5	43/2	43/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	76						
6	5	22	22	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	77						
6	5	47/2	47/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	78						
7	6	24	24	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	79						
7	6	26	26	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	80						
7	6	55/2	55/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	81						
7	6	24	24	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	82						
7	6	51/2	51/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	83						
7	6	26	26	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	84						
7	6	55/2	55/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	85						
7	6	24	24	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	86						
7	6	51/2	51/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	87						
7	6	26	26	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	88						
7	6	55/2	55/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	89						
7	6	24	24	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	90						
7	6	51/2	51/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	91						
7	6	26	26	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	92						
7	6	55/2	55/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	93						
8	7	28	28	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	94						
8	7	59/2	59/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	95						
8	7	30	30	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	96						
8	7	63/2	63/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	97						
8	7	28	28	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	98						
8	7	59/2	59/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	99						
8	7	30	30	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	100						
8	7	63/2	63/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	101						
8	7	28	28	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	102						
8	7	59/2	59/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	103						
8	7	30	30	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	104						
8	7	63/2	63/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	105						
8	7	28	28	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	106						
8	7	59/2	59/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	107						
8	7	30	30	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	108						
8	7	63/2	63/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	109						
9	8	32	32	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	110						
9	8	34	34	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	111						
9	8	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	112						
9	8	32	32	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	113						
9	8	67/2	67/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	114						
9	8	34	34	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	115						
9	8	71/2	71/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	116						
9	8	32	32	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	117						
9	8	67/2	67/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	118						
9	8	34	34	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	119						
9	8	71/2	71/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	120						
9	8	32	32	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	121						
9	8	67/2	67/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	122						
9	8	34	34	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	123						
9	8	71/2	71/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	124						
10	9	36	36	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	125						
10	9	75/2	75/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	126						
10	9	38	38	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	127						
10	9	79/2	79/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	128						
10	9	36	36	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	129						
10	9	75/2	75/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	130						
10	9	38	38	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	131						
10	9	79/2	79/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	132						
10	9	36	36	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	133						
10	9	75/2	75/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	134						
10	9	38	38	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	135						
10	9	79/2	79/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	136						
10	9	36	36	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	137						
10	9	75/2	75/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	138						
10	9	38	38	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	139						
10	9	79/2	79/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	140						
11	10	40	40	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	141						
11	10	42	42	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	142						
11	10	87/2	87/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	143						
11	10	40	40	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	144						
11	10	83/2	83/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	145						
11	10	42	42	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	146						
11	10	87/2	87/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	147						
11	10	40	40	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	148						
11	10	83/2	83/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	149						
11	10	42	42	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	150						
11	10	87/2	87/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	151						
11	10	40	40	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	152						
11	10	83/2	83/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	153						
11	10	42	42	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	154						
11	10	87/2	87/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	155						
12	11	44	44	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	156						
12	11	91/2	91/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	157						
12	11	46	46	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	158						
12	11	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	159						
12	11	44	44	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	160						
12	11	91/2	91/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	161						
12	11	46	46	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	162						
12	11	95/2	95/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	163						
12	11	44	44	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	164						
12	11	91/2	91/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	165						
12	11	46	46	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	166						
12	11	95/2	95/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	167						
12	11	44	44	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	168						
12	11	91/2	91/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	169						
12	11	46	46	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	170						
12	11	95/2	95/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	171						
13	12	48	48	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	172						
13	12	50	50	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	173						
13	12	103/2	103/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	174						
13	12	48	48	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	175						
13	12	99/2	99/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	176						
13	12	50	50	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	177						
13	12	103/2	103/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	178						
13	12	48	48	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	179						
13	12	99/2	99/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	180						
13	12	50	50	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	181						
13	12	103/2	103/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	182						
13	12	48	48	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	183						
13	12	99/2	99/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	184						
13	12	50	50	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	185						
13	12	103/2	103/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	186						
14	13	52	52	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	187						
14	13	107/2	107/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	188						
14	13	54	54	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	189						
14	13	111/2	111/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	190						
14	13	52	52	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	191						
14	13	107/2	107/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	192						
14	13	54	54	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	193						
14	13	111/2	111/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	194						
14	13	52	52	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	195						
14	13	107/2	107/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	196						
14	13	54	54	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	197						
14	13	111/2	111/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	198						
14	13	52	52	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	199						
14	13	107/2	107/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	200						
14	13	54	54	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	201						
14	13	111/2	111/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	202						
15	14	56	56	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	203						
15	14	58	58	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	204						
15	14	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	205						
15	14	56	56	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	206						
15	14	115/2	115/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	207						
15	14	58	58	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	208						
15	14	119/2	119/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	209						
15	14	56	56	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	210						
15	14	115/2	115/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	211						
15	14	58	58	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	212						
15	14	119/2	119/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	213						
15	14	56	56	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	214						
15	14	115/2	115/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	215						
15	14	58	58	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	216						
15	14	119/2	119/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	217						
16	15	60	60	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	218						
16	15	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	219						
16	15	62	62	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	220						
16	15	127/2	127/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	221						
16	15	60	60	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	222						
16	15	123/2	123/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	223						
16	15	62	62	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	224						
16	15	127/2	127/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	225						
16	15	60	60	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	226						
16	15	123/2	123/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	227						
16	15	62	62	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	228						
16	15	127/2	127/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	229						
16	15	60	60	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	230						
16	15	123/2	123/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	231						
16	15	62	62	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	232						
16	15	127/2	127/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	233						
17	16	64	64	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	234						
17	16	66	66	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p					
17	16	66	66	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	235				16		
17	16	135/2	135/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	236				16		
17	16	64	64	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	237						
17	16	131/2	131/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	238						
17	16	66	66	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	239						
17	16	135/2	135/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	240						
17	16	64	64	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	241						
17	16	131/2	131/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	242						
17	16	66	66	0.0	1/2	1/2	Dynamic	2/2	3	1	0					p					
17	16	66	66	0.0	1/2	1/2	Dynamic	2/2	3	1	0					p					
17	16	66	66	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	243						
17	16	135/2	135/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	244						
17	16	64	64	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	245						
17	16	131/2	131/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	246						
17	16	66	66	0.0	1/2	1/2	Dynamic	2/2	4	1	0					p					
17	16	66	66	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	247						
17	16	135/2	135/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	248						
18	17	68	68	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	249				16		
18	17	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	250				16		
18	17	70	70	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	251				16		
18	17	71	71	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	252						
18	17	70	70	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	253						
18	17	143/2	143/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	254						
18	17	70	70	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	255						
18	17	143/2	143/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	256						
18	17	70	70	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	257						
18	17	143/2	143/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	258						
19	18	72	72	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	259				17		
19	18	74	74	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	260				17		
19	18	151/2	151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	261				17		
19	18	74	74	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	262						
19	18	151/2	151/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	263						
19	18	74	74	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	264						
19	18	151/2	151/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	265						
19	18	74	74	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	266						
19	18	151/2	151/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	267						
20	19	76	76	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	268				17		
20	19	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	269				17		
20	19	78	78	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	270				17		
20	19	159/2	159/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	271						
20	19	78	78	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	272						
20	19	159/2	159/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	273						
20	19	78	78	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	274						
20	19	159/2	159/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	275						
21	20	80	80	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	276						
21	20	83	83	0.0	3/4	3/4	Spanner	2/2	1	1	0									0	
21	20	83	83	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	277				18	0	
21	20	80	80	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	278						
21	20	83	83	0.0	3/4	3/4	Spanner	2/2	2	1	0									1	
21	20	83	83	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	279				19	1	
21	20	80	80	0.0	0	0	Dynamic	2/2	3	1	0					p					
21	20	80	80	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	280						
21	20	163/2	163/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	281						
21	20	82	82	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	282						
21	20	83	83	0.0	3/4	3/4	Spanner	2/2	3	1	0									2	
