mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
68	65	387/2	387/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	469									100		
68	65	194	194	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	470									100		
68	65	389/2	389/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	471									100		
68	65	195	195	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	472									100		
68	65	391/2	391/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	473											
68	65	193	193	0.0	0	0	Dynamic	3/4	3	1	0				sf								98		
68	65	193	193	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	474									98		
68	65	193	193	0.0	0	0	Dynamic	3/4	4	1	0				sf								99		
68	65	193	193	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	475									99		
69	66	196	196	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	476											
69	66	198	198	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	477											
69	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	478											
69	66	196	196	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	479											
69	66	196	196	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	480											
70	67	199	199	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	481									101		
70	67	399/2	399/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	482									101		
70	67	200	200	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	483									101		
70	67	401/2	401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	484									101		
70	67	201	201	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	485									101		
70	67	403/2	403/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	486									101		
70	67	199	199	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	487									102		
70	67	199	199	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	488									103		
70	67	199	199	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	489									104		
71	68	202	202	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	490									101		
71	68	405/2	405/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	491									101		
71	68	203	203	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	492									101		
71	68	407/2	407/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	493									101		
71	68	204	204	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	494									101		
71	68	409/2	409/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	495											
71	68	202	202	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	496									102		
71	68	202	202	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	497									103		
71	68	202	202	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	498									104		
72	69	205	205	0.0	0	0	Dynamic	3/4	1	1	0				sf										
72	69	205	205	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	499									105		
72	69	411/2	411/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	500									105		
72	69	206	206	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	501									105		
72	69	413/2	413/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	502									105		
72	69	207	207	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	503									105		
72	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	504											
72	69	205	205	0.0	0	0	Dynamic	3/4	2	1	0				sf								102		
72	69	205	205	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	505									102		
72	69	205	205	0.0	0	0	Dynamic	3/4	3	1	0				sf								103		
72	69	205	205	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	506									103		
72	69	205	205	0.0	0	0	Dynamic	3/4	4	1	0				sf								104		
72	69	205	205	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	507									104		
73	70	208	208	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	508											
73	70	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	509											
73	70	208	208	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	510											
73	70	208	208	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	511											
73	70	208	208	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	512											
74	71	211	211	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
74	71	211	211	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	513									106		
74	71	423/2	423/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	514									106		
74	71	212	212	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	515									106		
74	71	425/2	425/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	516									106		
74	71	213	213	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	517									106		
74	71	427/2	427/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	518									106		
74	71	211	211	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
74	71	211	211	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	519									107		
74	71	211	211	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
74	71	211	211	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	520									108		
74	71	211	211	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
74	71	211	211	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	521									109		
75	72	214	214	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	522									106		
75	72	429/2	429/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	523									106		
75	72	215	215	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	524									106		
75	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	525									106		
75	72	216	216	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	526									106		
75	72	433/2	433/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	527											
75	72	214	214	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	528											
75	72	214	214	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	529											
75	72	214	214	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	530											
76	73	217	217	0.0	0	0	Dynamic	3/4	1	1	0				p										
76	73	217	217	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	531									110		
76	73	435/2	435/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	532									110		
76	73	218	218	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	533									110		
76	73	437/2	437/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	534									110		
76	73	219	219	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	535									110		
76	73	439/2	439/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	536											
76	73	217	217	0.0	0	0	Dynamic	3/4	2	1	0				p										
76	73	217	217	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	537											
76	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	538											
76	73	217	217	0.0	0	0	Dynamic	3/4	3	1	0				p										
76	73	217	217	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	539											
76	73	219	219	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	540											
76	73	217	217	0.0	0	0	Dynamic	3/4	4	1	0				p										
76	73	217	217	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	541											
76	73	219	219	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	542											
77	74	220	220	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	543											
77	74	220	220	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	544											
77	74	220	220	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	545											
77	74	220	220	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	546											
78	74	222	222	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	547											
78	74	222	222	0.0	0	1/2	Dynamic	3/4	3	1	0				p										
79	75	223	223	0.0	0	0	Dynamic	3/4	1	1	0				p										
79	75	223	223	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	548									111		
79	75	223	223	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	549									112		
79	75	447/2	447/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	550									112		
79	75	224	224	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	551									112		
79	75	449/2	449/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	552									112		
79	75	225	225	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	553									112		
79	75	451/2	451/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	554									112		
79	75	223	223	0.0	0	0	Dynamic	3/4	3	1	0				p										
79	75	223	223	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	555									113		
79	75	223	223	0.0	0	0	Dynamic	3/4	4	1	0				p										
79	75	223	223	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	556									114		
80	76	226	226	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	557									111		
80	76	226	226	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	558									112		
80	76	453/2	453/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	559									112		
80	76	227	227	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	560									112		
80	76	455/2	455/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	561									112		
80	76	228	228	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	562									112		
80	76	457/2	457/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	563											
80	76	226	226	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	564									113		
80	76	226	226	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	565									114		
81	77	229	229	0.0	0	0	Dynamic	3/4	1	1	0				sf								111		
81	77	229	229	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	566									111		
81	77	229	229	0.0	0	0	Dynamic	3/4	2	1	0				sf										
81	77	229	229	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	567									115		
81	77	459/2	459/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	568									115		
81	77	230	230	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	569									115		
81	77	461/2	461/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	570									115		
81	77	231	231	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	571									115		
81	77	463/2	463/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	572											
81	77	229	229	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	573									113		
81	77	229	229	0.0	0	0	Dynamic	3/4	4	1	0				sf								114		
81	77	229	229	0.0	0	0	Dynamic	3/4	4	1	0				sf								114		
81	77	229	229	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	574									114		
82	78	232	232	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	575											
82	78	234	234	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	576											
82	78	232	232	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	577											
82	78	232	232	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	578											
82	78	232	232	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	579											
83	79	235	235	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	580									116		
83	79	471/2	471/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	581									116		
83	79	236	236	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	582									116		
83	79	473/2	473/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	583									116		
83	79	237	237	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	584									116		
83	79	475/2	475/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	585									116		
83	79	235	235	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	586									117		
83	79	235	235	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	587									118		
83	79	235	235	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	588									119		
84	80	238	238	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	589									116		
84	80	477/2	477/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	590									116		
84	80	239	239	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	591									116		
84	80	479/2	479/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	592									116		
84	80	240	240	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	593									116		
84	80	481/2	481/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	594											
84	80	238	238	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	595									117		
84	80	238	238	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	596									118		
84	80	238	238	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	597									119		
85	81	241	241	0.0	0	0	Dynamic	3/4	1	1	0				sf										
85	81	241	241	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	598									120		
85	81	483/2	483/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	599									120		
85	81	242	242	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	600									120		
85	81	485/2	485/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	601									120		
85	81	243	243	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	602									120		
85	81	487/2	487/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	603											
85	81	241	241	0.0	0	0	Dynamic	3/4	2	1	0				sf								117		
85	81	241	241	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	604									117		
85	81	241	241	0.0	0	0	Dynamic	3/4	3	1	0				sf								118		
85	81	241	241	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	605									118		
85	81	241	241	0.0	0	0	Dynamic	3/4	4	1	0				sf								119		
85	81	241	241	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	606									119		
86	82	244	244	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	607											
86	82	246	246	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	608											
86	82	244	244	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	609											
86	82	244	244	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	610											
86	82	244	244	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	611											
87	83	247	247	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	612									121		
87	83	495/2	495/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	613									121		
87	83	248	248	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	614									121		
87	83	497/2	497/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	615									121		
87	83	249	249	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	616									121		
87	83	499/2	499/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	617									121		
87	83	247	247	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	618									122		
87	83	247	247	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	619									123		
87	83	247	247	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	620									124		
88	84	250	250	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	621									121		
88	84	501/2	501/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	622									121		
88	84	251	251	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	623									121		
88	84	503/2	503/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	624									121		
88	84	252	252	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	625									121		
88	84	505/2	505/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	626											
88	84	250	250	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	627									122		
88	84	250	250	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	628									123		
88	84	250	250	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	629									124		
89	85	253	253	0.0	0	0	Dynamic	3/4	1	1	0				sf										
89	85	253	253	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	630									125		
89	85	507/2	507/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	631									125		
89	85	254	254	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	632									125		
89	85	509/2	509/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	633									125		
89	85	255	255	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	634									125		
89	85	511/2	511/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	635											
89	85	253	253	0.0	0	0	Dynamic	3/4	2	1	0				sf								122		
89	85	253	253	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	636									122		
89	85	253	253	0.0	0	0	Dynamic	3/4	3	1	0				sf								123		
89	85	253	253	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	637									123		
89	85	253	253	0.0	0	0	Dynamic	3/4	4	1	0				sf								124		
89	85	253	253	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	638									124		
90	86	256	256	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	639											
90	86	258	258	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	640											
90	86	256	256	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	641											
90	86	256	256	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	642											
90	86	256	256	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	643											
91	87	259	259	0.0	0	0	Dynamic	3/4	1	1	0				sf										
91	87	259	259	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	644											
91	87	519/2	519/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	645											
91	87	260	260	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	646											
91	87	521/2	521/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	647											
91	87	261	261	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	648											
91	87	523/2	523/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	649											
91	87	259	259	0.0	0	0	Dynamic	3/4	2	1	0				sf										
91	87	259	259	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	650									126		
91	87	259	259	0.0	0	0	Dynamic	3/4	3	1	0				sf										
91	87	259	259	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	651									127		
91	87	259	259	0.0	0	0	Dynamic	3/4	4	1	0				sf										
91	87	259	259	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	652									128		
92	88	262	262	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	653											
92	88	264	264	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	654											
92	88	262	262	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	655											
92	88	262	262	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	656											
92	88	262	262	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	657											
93	89	265	265	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
93	89	265	265	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	658									129		
93	89	531/2	531/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	659									129		
93	89	266	266	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	660									129		
93	89	533/2	533/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	661									129		
93	89	267	267	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	662									129		
93	89	535/2	535/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	663									129		
93	89	265	265	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
93	89	265	265	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	664									130		
93	89	265	265	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
93	89	265	265	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	665									131		
93	89	265	265	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
93	89	265	265	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	666											
94	90	268	268	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	667									129		
94	90	537/2	537/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	668									129		
94	90	269	269	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	669									129		
94	90	539/2	539/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	670									129		
94	90	270	270	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	671									129		
94	90	541/2	541/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	672											
94	90	268	268	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	673											
94	90	268	268	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	674											
94	90	268	268	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	675											
95	91	271	271	0.0	0	0	Dynamic	3/4	1	1	0				p										
95	91	271	271	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	676											
95	91	271	271	0.0	0	0	Dynamic	3/4	2	1	0				p										
95	91	271	271	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	677											
95	91	271	271	0.0	0	0	Dynamic	3/4	3	1	0				p										
95	91	271	271	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	678											
95	91	271	271	0.0	0	0	Dynamic	3/4	4	1	0				p										
95	91	271	271	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	679											
96	92	274	274	0.0	0	0	StaffText	3/4	1	1	0						decresc.								
96	92	274	274	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	680											
97	93	277	277	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	681											
98	94	280	280	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	682											
99	95	283	283	0.0	0	0	Dynamic	3/4	1	1	0				pp										
99	95	283	283	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	683											
99	95	283	283	0.0	0	0	StaffText	3/4	3	1	0						pizz.								
99	95	283	283	0.0	0	0	Dynamic	3/4	3	1	0				pp										
99	95	283	283	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	684											
99	95	283	283	0.0	0	0	StaffText	3/4	4	1	0						pizz.								
99	95	283	283	0.0	0	0	Dynamic	3/4	4	1	0				pp										
99	95	283	283	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	685											
100	96	286	286	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	686											
100	96	286	286	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	687											
101	97	289	289	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	688											
101	97	289	289	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	689											
102	98	294	294	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p										
102	98	294	294	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	690											
102	98	292	292	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	691											
102	98	292	292	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	692											
103	99	295	295	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	693											
103	99	295	295	0.0	0	0	Dynamic	3/4	2	1	0				p										
103	99	295	295	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	694									132		
103	99	297	297	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	695											
103	99	295	295	0.0	0	0	Dynamic	3/4	3	1	0				p										
103	99	295	295	0.0	0	0	StaffText	3/4	3	1	0						arco								
103	99	295	295	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	696									133		
103	99	295	295	0.0	0	0	Dynamic	3/4	4	1	0				p										
103	99	295	295	0.0	0	0	StaffText	3/4	4	1	0						arco								
103	99	295	295	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	697									134		
104	100	298	298	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	698									135		
104	100	299	299	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	699									135		
104	100	300	300	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	700											
104	100	298	298	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	701											
104	100	298	298	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	702											
104	100	298	298	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	703											
105	101	301	301	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	704									136		
105	101	302	302	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	705											
105	101	303	303	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	706		articStaccatoBelow									
105	101	301	301	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	707											
105	101	302	302	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	708											
105	101	303	303	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	709											
105	101	301	301	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	710		articStaccatoBelow									
105	101	302	302	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	711									137		
105	101	303	303	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	712											
105	101	301	301	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	713											
105	101	302	302	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	714		articStaccatoBelow									
105	101	303	303	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	715											
105	101	607/2	607/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	716											
106	102	304	304	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	717									138		
106	102	305	305	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	718											
106	102	306	306	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	719		articStaccatoBelow									
106	102	304	304	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	720									139		
106	102	305	305	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	721											
106	102	304	304	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	722											
106	102	304	304	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	723											
107	103	307	307	0.0	0	0	Spanner	3/4	1	1	0													16	
107	103	307	307	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	724										16	
107	103	309	309	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	725										16	
107	103	307	307	0.0	0	0	Spanner	3/4	2	1	0													17	
107	103	307	307	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	726									140	17	
