mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
40	39	629/8	629/8	0.0625	5/32	5/32	Chord	2/4	1	1	1/64			1/64	1	829								200		
40	39	1259/16	1259/16	0.0625	11/64	11/64	Chord	2/4	1	1	1/64			1/64	1	830										
40	39	315/4	315/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	831		articStaccatoAbove								
40	39	631/8	631/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	832		articStaccatoAbove								
40	39	633/8	633/8	0.0625	9/32	9/32	Chord	2/4	1	1	1/64			1/64	1	833								201		
40	39	1267/16	1267/16	0.0625	19/64	19/64	Chord	2/4	1	1	1/64			1/64	1	834										
40	39	317/4	317/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	835		articStaccatoAbove								
40	39	635/8	635/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	836		articStaccatoAbove								
40	39	637/8	637/8	0.0625	13/32	13/32	Chord	2/4	1	1	1/64			1/64	1	837								202		
40	39	1275/16	1275/16	0.0625	27/64	27/64	Chord	2/4	1	1	1/64			1/64	1	838										
40	39	319/4	319/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	839		articStaccatoAbove								
40	39	639/8	639/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	840		articStaccatoAbove								
40	39	78	78	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	841										
40	39	157/2	157/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	842								203		
40	39	79	79	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	843								203		
40	39	159/2	159/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	844										
40	39	78	78	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	845										
40	39	157/2	157/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	846								204		
40	39	79	79	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	847								204		
40	39	159/2	159/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	848										
40	39	78	78	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	849										
41	40	80	80	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	850										
41	40	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	851								205		
41	40	81	81	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	852								205		
41	40	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	853										
41	40	80	80	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	854								206		
41	40	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	855								206		
41	40	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	856								206		
41	40	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	857										
41	40	80	80	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	858								207		
41	40	161/2	161/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	859								207		
41	40	81	81	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	860								207		
41	40	163/2	163/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	861										
41	40	643/8	643/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	862										
41	40	645/8	645/8	0.0625	5/32	5/32	Chord	2/4	4	1	1/64			1/64	1	863								208		
41	40	1291/16	1291/16	0.0625	11/64	11/64	Chord	2/4	4	1	1/64			1/64	1	864										
41	40	323/4	323/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	865		articStaccatoBelow								
41	40	647/8	647/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	866		articStaccatoBelow								
41	40	649/8	649/8	0.0625	9/32	9/32	Chord	2/4	4	1	1/64			1/64	1	867								209		
41	40	1299/16	1299/16	0.0625	19/64	19/64	Chord	2/4	4	1	1/64			1/64	1	868										
41	40	325/4	325/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	869										
41	40	651/8	651/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	870		articStaccatoBelow								
41	40	653/8	653/8	0.0625	13/32	13/32	Chord	2/4	4	1	1/64			1/64	1	871								210		
41	40	1307/16	1307/16	0.0625	27/64	27/64	Chord	2/4	4	1	1/64			1/64	1	872										
41	40	327/4	327/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	873		articStaccatoBelow								
41	40	655/8	655/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	874		articStaccatoBelow								
42	41	82	82	0.0	0	0	Dynamic	2/4	1	1	0						pp									
42	41	82	82	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	875								211		
42	41	165/2	165/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	876										
42	41	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	877								212		
42	41	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	878										
42	41	82	82	0.0	0	0	Dynamic	2/4	2	1	0						pp									
42	41	82	82	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	879								213		
42	41	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	880								213		
42	41	83	83	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	881								213		
42	41	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	882										
42	41	82	82	0.0	0	0	Dynamic	2/4	3	1	0						pp									
42	41	82	82	0.125	0	0	Chord	2/4	3	1	1/32			1/32	1	883								214		
42	41	657/8	657/8	0.125	1/32	1/32	Chord	2/4	3	1	1/32			1/32	1	884								214		
42	41	329/4	329/4	0.125	1/16	1/16	Chord	2/4	3	1	1/32			1/32	1	885								214		
42	41	659/8	659/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32			1/32	1	886										
42	41	165/2	165/2	0.125	1/8	1/8	Chord	2/4	3	1	1/32			1/32	1	887								215		
42	41	661/8	661/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32			1/32	1	888								215		
42	41	331/4	331/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32			1/32	1	889								215		
42	41	663/8	663/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	890										
42	41	83	83	0.125	1/4	1/4	Chord	2/4	3	1	1/32			1/32	1	891								216		
42	41	665/8	665/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32			1/32	1	892								216		
42	41	333/4	333/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32			1/32	1	893								216		
42	41	667/8	667/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	894										
42	41	167/2	167/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32			1/32	1	895								217		
42	41	669/8	669/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32			1/32	1	896								217		
42	41	335/4	335/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32			1/32	1	897								217		
42	41	671/8	671/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	898										
42	41	82	82	0.0	0	0	Dynamic	2/4	4	1	0						pp									
42	41	82	82	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	899								218		
42	41	165/2	165/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	900								218		
42	41	83	83	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	901								218		
42	41	167/2	167/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	902										
43	42	84	84	0.0	0	0	Spanner	2/4	1	1	0															8
43	42	84	84	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	903								219		8
43	42	339/4	339/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	904										8
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	1	1	0															
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	1	1	0														20	
43	42	85	85	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	905								220	20	
43	42	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	906									20	
43	42	84	84	0.0	0	0	Spanner	2/4	2	1	0															9
43	42	84	84	0.75	0	0	Chord	2/4	2	1	3/16			1/8	3/2	907								221		9
43	42	339/4	339/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	908										9
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	2	1	0															
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	2	1	0														21	
43	42	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	909								222	21	
43	42	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	910									21	
43	42	84	84	0.0	0	0	Spanner	2/4	3	1	0															10
43	42	84	84	0.125	0	0	Chord	2/4	3	1	1/32			1/32	1	911								223		10
43	42	673/8	673/8	0.125	1/32	1/32	Chord	2/4	3	1	1/32			1/32	1	912								223		10
43	42	337/4	337/4	0.125	1/16	1/16	Chord	2/4	3	1	1/32			1/32	1	913								223		10
43	42	675/8	675/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32			1/32	1	914										10
43	42	169/2	169/2	0.125	1/8	1/8	Chord	2/4	3	1	1/32			1/32	1	915								224		10
43	42	677/8	677/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32			1/32	1	916								224		10
43	42	339/4	339/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32			1/32	1	917								224		10
43	42	679/8	679/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	918										10
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	3	1	0															
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	3	1	0														22	
43	42	85	85	0.125	1/4	1/4	Chord	2/4	3	1	1/32			1/32	1	919								225	22	
43	42	681/8	681/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32			1/32	1	920								225	22	
43	42	341/4	341/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32			1/32	1	921								225	22	
43	42	683/8	683/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	922									22	
43	42	171/2	171/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32			1/32	1	923								226	22	
43	42	685/8	685/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32			1/32	1	924								226	22	
43	42	343/4	343/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32			1/32	1	925								226	22	
43	42	687/8	687/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	926									22	
43	42	84	84	0.0	0	0	Spanner	2/4	4	1	0															11
43	42	84	84	0.75	0	0	Chord	2/4	4	1	3/16			1/8	3/2	927								227		11
43	42	339/4	339/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	928								227		11
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	4	1	0													227		
43	42	85	85	0.0	1/4	1/4	Spanner	2/4	4	1	0													227	23	
43	42	85	85	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	929								227	23	
43	42	171/2	171/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	930									23	
44	43	86	86	0.0	0	0	Spanner	2/4	1	1	0															
44	43	86	86	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	931										
44	43	695/8	695/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	932										
44	43	87	87	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	933										
44	43	699/8	699/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	934										
44	43	175/2	175/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	935										
44	43	703/8	703/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	936										
44	43	86	86	0.0	0	0	Spanner	2/4	2	1	0															
44	43	86	86	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	937										
44	43	695/8	695/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	938										
44	43	87	87	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	939										
44	43	699/8	699/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	940										
44	43	175/2	175/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	941										
44	43	703/8	703/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	942										
44	43	86	86	0.0	0	0	Spanner	2/4	3	1	0															
44	43	86	86	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	943										
44	43	695/8	695/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	944										
44	43	87	87	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	945										
44	43	699/8	699/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	946										
44	43	175/2	175/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	947										
44	43	703/8	703/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	948										
44	43	86	86	0.0	0	0	Spanner	2/4	4	1	0															
44	43	86	86	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	949										
44	43	703/8	703/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	950										
45	44	88	88	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	951										
45	44	719/8	719/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	952										
45	44	88	88	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	953										
45	44	711/8	711/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	954										
45	44	89	89	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	955										
45	44	715/8	715/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	956										
45	44	179/2	179/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	957										
45	44	719/8	719/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	958										
45	44	88	88	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	959										
45	44	711/8	711/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	960										
45	44	89	89	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	961										
45	44	715/8	715/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	962										
45	44	179/2	179/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	963										
45	44	719/8	719/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	964										
45	44	88	88	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	965										
45	44	715/8	715/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	966										
45	44	179/2	179/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	967										
45	44	719/8	719/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	968										
46	45	90	90	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	969										
46	45	91	91	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	970										
46	45	90	90	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	971										
46	45	91	91	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	972										
46	45	90	90	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	973										
46	45	91	91	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	974										
46	45	90	90	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	975										
46	45	91	91	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	976										
47	46	92	92	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	977								228		
47	46	737/8	737/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	978								228		
47	46	369/4	369/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	979								228		
47	46	739/8	739/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	980								228		
47	46	185/2	185/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	981								228		
47	46	741/8	741/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	982								228		
47	46	371/4	371/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	983								228		
47	46	743/8	743/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	984								228		
47	46	93	93	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	985								228		
47	46	745/8	745/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	986								228		
47	46	373/4	373/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	987								228		
47	46	747/8	747/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	988								228		
47	46	187/2	187/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	989								228		
47	46	749/8	749/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	990								228		
47	46	375/4	375/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	991								228		
47	46	751/8	751/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	992										
47	46	92	92	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	993								229		
47	46	185/2	185/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	994								229		
47	46	93	93	0.75	1/4	1/4	Chord	2/4	4	1	3/16			1/8	3/2	995								229		
47	46	375/4	375/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	996										
48	47	94	94	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	997								230		
48	47	753/8	753/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	998								230		
48	47	377/4	377/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	999								230		
48	47	755/8	755/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1000								230		
48	47	189/2	189/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	1001								230		
48	47	757/8	757/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	1002								230		
48	47	379/4	379/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	1003								230		
48	47	759/8	759/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1004								230		
48	47	95	95	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	1005								230		
48	47	761/8	761/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	1006								230		
48	47	381/4	381/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	1007								230		
48	47	763/8	763/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1008								230		
48	47	191/2	191/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	1009								230		
48	47	765/8	765/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	1010								230		
48	47	383/4	383/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	1011								230		
48	47	767/8	767/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1012										
48	47	383/4	383/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1013								231		
48	47	94	94	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1014								232		
48	47	189/2	189/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1015								232		
48	47	95	95	0.75	1/4	1/4	Chord	2/4	4	1	3/16			1/8	3/2	1016								232		
48	47	383/4	383/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1017										
49	48	96	96	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	1018								233		
49	48	769/8	769/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	1019								233		
49	48	385/4	385/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	1020								233		
49	48	771/8	771/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1021										
49	48	773/8	773/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	1022								234		
49	48	387/4	387/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	1023								234		
49	48	775/8	775/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1024										
49	48	777/8	777/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	1025								235		
49	48	389/4	389/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	1026								235		
49	48	779/8	779/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1027										
49	48	781/8	781/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	1028								236		
49	48	391/4	391/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	1029								236		
49	48	783/8	783/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1030										
49	48	96	96	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1031								237		
49	48	193/2	193/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1032								237		
49	48	97	97	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	1033								237		
49	48	391/4	391/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1034										
49	48	96	96	0.0	0	0	Dynamic	2/4	3	1	0						p									
49	48	96	96	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	1035								238		
49	48	96	96	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1036								239		
49	48	385/4	385/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	1037								239		
49	48	193/2	193/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	1038								239		
49	48	387/4	387/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	1039								239		
49	48	97	97	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1040								239		
49	48	389/4	389/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1041								239		
49	48	195/2	195/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1042								239		
49	48	391/4	391/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1043										
50	49	785/8	785/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	1044								240		
50	49	393/4	393/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	1045								240		
50	49	787/8	787/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1046										
50	49	789/8	789/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	1047								241		
50	49	395/4	395/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	1048								241		
50	49	791/8	791/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1049										
50	49	793/8	793/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	1050								242		
50	49	397/4	397/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	1051								242		
50	49	795/8	795/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1052										
50	49	797/8	797/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	1053								243		
50	49	399/4	399/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	1054								243		
50	49	799/8	799/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1055										
50	49	98	98	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1056								244		
50	49	197/2	197/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1057								244		
50	49	99	99	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	1058								244		
50	49	399/4	399/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1059										
50	49	98	98	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	1060										
50	49	98	98	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1061								245		
50	49	393/4	393/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	1062								245		
50	49	197/2	197/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	1063								245		
50	49	395/4	395/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	1064								245		
50	49	99	99	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1065								245		
50	49	397/4	397/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1066								245		
50	49	199/2	199/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1067								245		
50	49	399/4	399/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1068										
51	50	801/8	801/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	1069								246		
51	50	401/4	401/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	1070								246		
51	50	803/8	803/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1071										
51	50	805/8	805/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	1072								247		
51	50	403/4	403/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	1073								247		
51	50	807/8	807/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1074										
51	50	809/8	809/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	1075								248		
51	50	405/4	405/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	1076								248		
51	50	811/8	811/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1077										
51	50	813/8	813/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	1078								249		
51	50	407/4	407/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	1079								249		
51	50	815/8	815/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1080										
51	50	100	100	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1081								250		
51	50	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1082								250		
51	50	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1083								250		
51	50	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1084										
51	50	100	100	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1085										
51	50	201/2	201/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1086								251		
51	50	403/4	403/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1087								251		
51	50	101	101	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1088								251		
51	50	405/4	405/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1089								251		
51	50	203/2	203/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1090								251		
51	50	407/4	407/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1091										
51	50	100	100	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1092								252		
